Time Remaining,BLU,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
08:37,"SUB OUT by ELCHERT,TREY",,,,,,,"SUB OUT by ELCHERT,TREY",1
08:37,"SUB OUT by MAKSVYTIS,MARTIN",,,,,,,"SUB OUT by MAKSVYTIS,MARTIN",1
08:37,"SUB OUT by WENTLING,JARED",,,,,,,"SUB OUT by WENTLING,JARED",1
08:37,"SUB OUT by ROHDE,AUSTIN",,,,,,,"SUB OUT by ROHDE,AUSTIN",1
08:37,"SUB IN by RENNER,ANDREW",,,,,,,"SUB IN by RENNER,ANDREW",1
08:37,"SUB IN by ELCHERT,TREY",,,,,,,"SUB IN by ELCHERT,TREY",1
08:37,"SUB IN by ROHDE,AUSTIN",,,,,,,"SUB IN by ROHDE,AUSTIN",1
08:37,"SUB IN by DOWDY,JUSTIS",,,,,,,"SUB IN by DOWDY,JUSTIS",1
08:37,"SUB IN by HOPKINS,ADAM",,,,,,,"SUB IN by HOPKINS,ADAM",1
08:30,"GOOD LAYUP by DOWDY,JUSTIS(fastbreak)(in the paint)",33,,33,,BLU 33-33 (0),,"GOOD LAYUP by DOWDY,JUSTIS(fastbreak)(in the paint)",1
07:59,,,,,"MISS JUMPER by DARST,DANIEL",,,"MISS JUMPER by DARST,DANIEL",1
--,"REBOUND DEF by RENNER,ANDREW",,,,,,,"REBOUND DEF by RENNER,ANDREW",1
07:46,,,,,"FOUL  by NYAWATA,ANESU",,,"FOUL  by NYAWATA,ANESU",1
07:46,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,1
07:46,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
07:46,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
07:46,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
07:46,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
07:46,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
07:46,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",1
07:46,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",1
07:46,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",1
07:46,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
07:46,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
07:46,"SUB IN by MAKSVYTIS,MARTIN",,,,,,,"SUB IN by MAKSVYTIS,MARTIN",1
07:46,"SUB OUT by DOWDY,JUSTIS",,,,,,,"SUB OUT by DOWDY,JUSTIS",1
07:25,"GOOD LAYUP by HOPKINS,ADAM(in the paint)",35 (+2),,33,,BLU 35-33 (-2),,"GOOD LAYUP by HOPKINS,ADAM(in the paint)",1
--,"ASSIST  by ELCHERT,TREY",,,,,,,"ASSIST  by ELCHERT,TREY",1
07:12,,35,,35,"GOOD LAYUP by HARRISON,IAN(in the paint)",RHO 35-35 (0),,"GOOD LAYUP by HARRISON,IAN(in the paint)",1
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",1
07:07,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",1
07:07,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
07:07,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
07:07,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
07:07,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
07:07,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
07:07,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",1
07:07,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
07:07,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
07:07,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
07:07,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
07:07,"GOOD FT by ROHDE,AUSTIN",36 (+1),,35,,BLU 36-35 (-1),,"GOOD FT by ROHDE,AUSTIN",1
07:07,"GOOD FT by ROHDE,AUSTIN",37 (+2),,35,,BLU 37-35 (-2),,"GOOD FT by ROHDE,AUSTIN",1
06:54,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",1
06:54,"STEAL  by RENNER,ANDREW",,,,,,,"STEAL  by RENNER,ANDREW",1
06:52,"GOOD LAYUP by RENNER,ANDREW(fastbreak)(in the paint)",39 (+4),,35,,BLU 39-35 (-4),,"GOOD LAYUP by RENNER,ANDREW(fastbreak)(in the paint)",1
06:34,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",1
06:34,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
06:34,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
06:34,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
06:34,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
06:34,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
06:34,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",1
06:34,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
06:34,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
06:34,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",1
06:34,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",1
06:34,,,,,"FOUL  by DALTON,PRICE",,,"FOUL  by DALTON,PRICE",1
06:34,"SUB IN by HUNTER,ANDREW",,,,,,,"SUB IN by HUNTER,ANDREW",1
06:34,"SUB OUT by ROHDE,AUSTIN",,,,,,,"SUB OUT by ROHDE,AUSTIN",1
06:34,"GOOD FT by ELCHERT,TREY",40 (+5),,35,,BLU 40-35 (-5),,"GOOD FT by ELCHERT,TREY",1
06:34,"GOOD FT by ELCHERT,TREY",41 (+6),,35,,BLU 41-35 (-6),,"GOOD FT by ELCHERT,TREY",1
06:10,,,,,"MISS JUMPER by GEE,TYLER",,,"MISS JUMPER by GEE,TYLER",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
06:10,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
06:10,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
06:10,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
06:10,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
06:10,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
06:10,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",1
06:10,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",1
06:10,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",1
06:10,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
06:10,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
06:10,"SUB IN by ROHDE,AUSTIN",,,,,,,"SUB IN by ROHDE,AUSTIN",1
06:10,"SUB OUT by RENNER,ANDREW",,,,,,,"SUB OUT by RENNER,ANDREW",1
06:02,,,,,"MISS LAYUP by LOWRIE,ANDREW",,,"MISS LAYUP by LOWRIE,ANDREW",1
--,"REBOUND DEF by ROHDE,AUSTIN",,,,,,,"REBOUND DEF by ROHDE,AUSTIN",1
05:47,"GOOD JUMPER by MAKSVYTIS,MARTIN(in the paint)",43 (+8),,35,,BLU 43-35 (-8),,"GOOD JUMPER by MAKSVYTIS,MARTIN(in the paint)",1
05:31,,43 (+6),,37,"GOOD JUMPER by LOWRIE,ANDREW",RHO 43-37 (-6),,"GOOD JUMPER by LOWRIE,ANDREW",1
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",1
05:14,"GOOD 3PTR by ELCHERT,TREY",46 (+9),,37,,BLU 46-37 (-9),,"GOOD 3PTR by ELCHERT,TREY",1
--,"ASSIST  by HUNTER,ANDREW",,,,,,,"ASSIST  by HUNTER,ANDREW",1
04:53,,,,,"TURNOVER  by BERRY,BRYCE",,,"TURNOVER  by BERRY,BRYCE",1
04:53,"STEAL  by ELCHERT,TREY",,,,,,,"STEAL  by ELCHERT,TREY",1
04:49,"GOOD LAYUP by ELCHERT,TREY(fastbreak)(in the paint)",48 (+11),,37,,BLU 48-37 (-11),,"GOOD LAYUP by ELCHERT,TREY(fastbreak)(in the paint)",1
04:44,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
04:44,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
04:44,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
04:44,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
04:44,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
04:44,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
04:44,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",1
04:44,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
04:44,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
04:44,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
04:44,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
04:44,"SUB OUT by RENNER,ANDREW",,,,,,,"SUB OUT by RENNER,ANDREW",1
04:44,"SUB OUT by ELCHERT,TREY",,,,,,,"SUB OUT by ELCHERT,TREY",1
04:44,"SUB OUT by MAKSVYTIS,MARTIN",,,,,,,"SUB OUT by MAKSVYTIS,MARTIN",1
04:44,"SUB OUT by WENTLING,JARED",,,,,,,"SUB OUT by WENTLING,JARED",1
04:44,"SUB OUT by ROHDE,AUSTIN",,,,,,,"SUB OUT by ROHDE,AUSTIN",1
04:44,"SUB IN by CHRISTIE,KEVIN",,,,,,,"SUB IN by CHRISTIE,KEVIN",1
04:44,"SUB IN by ELCHERT,TREY",,,,,,,"SUB IN by ELCHERT,TREY",1
04:44,"SUB IN by WENTLING,JARED",,,,,,,"SUB IN by WENTLING,JARED",1
04:44,"SUB IN by ROHDE,AUSTIN",,,,,,,"SUB IN by ROHDE,AUSTIN",1
04:44,"SUB IN by DOWDY,JUSTIS",,,,,,,"SUB IN by DOWDY,JUSTIS",1
04:36,,48 (+9),,39,"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 48-39 (-9),,"GOOD LAYUP by GEE,TYLER(in the paint)",1
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",1
04:28,"GOOD LAYUP by ROHDE,AUSTIN(in the paint)",50 (+11),,39,,BLU 50-39 (-11),,"GOOD LAYUP by ROHDE,AUSTIN(in the paint)",1
04:28,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",1
04:28,"GOOD FT by ROHDE,AUSTIN",51 (+12),,39,,BLU 51-39 (-12),,"GOOD FT by ROHDE,AUSTIN",1
04:16,,51 (+10),,41,"GOOD LAYUP by GALVIN,OWEN(in the paint)",RHO 51-41 (-10),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",1
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",1
04:16,"FOUL  by DOWDY,JUSTIS",,,,,,,"FOUL  by DOWDY,JUSTIS",1
04:16,"SUB IN by RENNER,ANDREW",,,,,,,"SUB IN by RENNER,ANDREW",1
04:16,"SUB OUT by ELCHERT,TREY",,,,,,,"SUB OUT by ELCHERT,TREY",1
04:16,,51 (+9),,42,"GOOD FT by GALVIN,OWEN",RHO 51-42 (-9),,"GOOD FT by GALVIN,OWEN",1
04:12,"TURNOVER  by CHRISTIE,KEVIN",,,,,,,"TURNOVER  by CHRISTIE,KEVIN",1
04:09,"FOUL  by CHRISTIE,KEVIN",,,,,,,"FOUL  by CHRISTIE,KEVIN",1
04:09,,,,,"MISS FT by NYAWATA,ANESU",,,"MISS FT by NYAWATA,ANESU",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
04:09,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
04:09,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
04:09,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
04:09,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
04:09,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
04:09,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",1
04:09,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
04:09,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
04:09,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",1
04:09,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",1
04:09,,51 (+8),,43,"GOOD FT by NYAWATA,ANESU",RHO 51-43 (-8),,"GOOD FT by NYAWATA,ANESU",1
04:09,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
04:09,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
04:05,"TURNOVER  by RENNER,ANDREW",,,,,,,"TURNOVER  by RENNER,ANDREW",1
04:05,"SUB OUT by RENNER,ANDREW",,,,,,,"SUB OUT by RENNER,ANDREW",1
04:05,"SUB OUT by ELCHERT,TREY",,,,,,,"SUB OUT by ELCHERT,TREY",1
04:05,"SUB OUT by MAKSVYTIS,MARTIN",,,,,,,"SUB OUT by MAKSVYTIS,MARTIN",1
04:05,"SUB OUT by WENTLING,JARED",,,,,,,"SUB OUT by WENTLING,JARED",1
04:05,"SUB OUT by ROHDE,AUSTIN",,,,,,,"SUB OUT by ROHDE,AUSTIN",1
04:05,"SUB IN by RENNER,ANDREW",,,,,,,"SUB IN by RENNER,ANDREW",1
04:05,"SUB IN by ELCHERT,TREY",,,,,,,"SUB IN by ELCHERT,TREY",1
04:05,"SUB IN by MAKSVYTIS,MARTIN",,,,,,,"SUB IN by MAKSVYTIS,MARTIN",1
04:05,"SUB IN by WENTLING,JARED",,,,,,,"SUB IN by WENTLING,JARED",1
04:05,"SUB IN by ROHDE,AUSTIN",,,,,,,"SUB IN by ROHDE,AUSTIN",1
03:47,,,,,"MISS 3PTR by DE FERIA,NICK",,,"MISS 3PTR by DE FERIA,NICK",1
--,,,,,"REBOUND OFF by ASHBY,KENDRICK",,,"REBOUND OFF by ASHBY,KENDRICK",1
03:44,"FOUL  by ELCHERT,TREY",,,,,,,"FOUL  by ELCHERT,TREY",1
03:43,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,1
03:43,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
03:43,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
03:43,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
03:43,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
03:43,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
03:43,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",1
03:43,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",1
03:43,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",1
03:43,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
03:43,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
03:43,,,,,"MISS FT by ASHBY,KENDRICK",,,"MISS FT by ASHBY,KENDRICK",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
03:43,,,,,"MISS FT by ASHBY,KENDRICK",,,"MISS FT by ASHBY,KENDRICK",1
--,"REBOUND DEF by ROHDE,AUSTIN",,,,,,,"REBOUND DEF by ROHDE,AUSTIN",1
03:31,"TURNOVER  by ELCHERT,TREY",,,,,,,"TURNOVER  by ELCHERT,TREY",1
03:31,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",1
03:31,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",1
03:22,,51 (+5),,46,"GOOD 3PTR by BERRY,BRYCE",RHO 51-46 (-5),,"GOOD 3PTR by BERRY,BRYCE",1
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",1
03:11,"GOOD JUMPER by ROHDE,AUSTIN(in the paint)",53 (+7),,46,,BLU 53-46 (-7),,"GOOD JUMPER by ROHDE,AUSTIN(in the paint)",1
--,"ASSIST  by ELCHERT,TREY",,,,,,,"ASSIST  by ELCHERT,TREY",1
02:54,,,,,"MISS LAYUP by BERRY,BRYCE",,,"MISS LAYUP by BERRY,BRYCE",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
02:54,,,,,"FOUL  by HARRISON,IAN",,,"FOUL  by HARRISON,IAN",1
02:54,"GOOD FT by WENTLING,JARED",54 (+8),,46,,BLU 54-46 (-8),,"GOOD FT by WENTLING,JARED",1
02:54,"MISS FT by WENTLING,JARED",,,,,,,"MISS FT by WENTLING,JARED",1
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",1
02:41,,54 (+6),,48,"GOOD LAYUP by HARRISON,IAN(in the paint)",RHO 54-48 (-6),,"GOOD LAYUP by HARRISON,IAN(in the paint)",1
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",1
02:33,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",1
02:33,"MISS FT by RENNER,ANDREW",,,,,,,"MISS FT by RENNER,ANDREW",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
02:33,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
02:33,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
02:33,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
02:33,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
02:33,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
02:33,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",1
02:33,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
02:33,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
02:33,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
02:33,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
02:33,"SUB IN by HOPKINS,ADAM",,,,,,,"SUB IN by HOPKINS,ADAM",1
02:33,"SUB OUT by WENTLING,JARED",,,,,,,"SUB OUT by WENTLING,JARED",1
02:33,"GOOD FT by RENNER,ANDREW",55 (+7),,48,,BLU 55-48 (-7),,"GOOD FT by RENNER,ANDREW",1
02:33,"SUB IN by CHRISTIE,KEVIN",,,,,,,"SUB IN by CHRISTIE,KEVIN",1
02:33,"SUB OUT by RENNER,ANDREW",,,,,,,"SUB OUT by RENNER,ANDREW",1
02:24,,55 (+4),,51,"GOOD 3PTR by NESTLEHUTT,JAKE",RHO 55-51 (-4),,"GOOD 3PTR by NESTLEHUTT,JAKE",1
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",1
02:16,"MISS LAYUP by MAKSVYTIS,MARTIN",,,,,,,"MISS LAYUP by MAKSVYTIS,MARTIN",1
02:16,,,,,"BLOCK  by GEE,TYLER",,,"BLOCK  by GEE,TYLER",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
02:11,"GOOD LAYUP by HOPKINS,ADAM(in the paint)",57 (+6),,51,,BLU 57-51 (-6),,"GOOD LAYUP by HOPKINS,ADAM(in the paint)",1
--,"ASSIST  by ELCHERT,TREY",,,,,,,"ASSIST  by ELCHERT,TREY",1
01:56,"FOUL  by ROHDE,AUSTIN",,,,,,,"FOUL  by ROHDE,AUSTIN",1
01:56,,57 (+5),,52,"GOOD FT by WEATHERFORD,MITCH",RHO 57-52 (-5),,"GOOD FT by WEATHERFORD,MITCH",1
01:56,,,,,"MISS FT by WEATHERFORD,MITCH",,,"MISS FT by WEATHERFORD,MITCH",1
--,"REBOUND DEF by ROHDE,AUSTIN",,,,,,,"REBOUND DEF by ROHDE,AUSTIN",1
01:45,"TURNOVER  by ELCHERT,TREY",,,,,,,"TURNOVER  by ELCHERT,TREY",1
01:44,,,,,"STEAL  by GEE,TYLER",,,"STEAL  by GEE,TYLER",1
01:40,,,,,"MISS LAYUP by GEE,TYLER",,,"MISS LAYUP by GEE,TYLER",1
01:40,"BLOCK  by ROHDE,AUSTIN",,,,,,,"BLOCK  by ROHDE,AUSTIN",1
--,"REBOUND DEF by CHRISTIE,KEVIN",,,,,,,"REBOUND DEF by CHRISTIE,KEVIN",1
01:38,,,,,"FOUL  by NESTLEHUTT,JAKE",,,"FOUL  by NESTLEHUTT,JAKE",1
01:38,"MISS FT by CHRISTIE,KEVIN",,,,,,,"MISS FT by CHRISTIE,KEVIN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
01:38,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
01:38,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
01:38,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
01:38,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
01:38,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
01:38,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",1
01:38,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",1
01:38,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",1
01:38,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
01:38,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
01:38,"SUB IN by HUNTER,ANDREW",,,,,,,"SUB IN by HUNTER,ANDREW",1
01:38,"SUB OUT by ROHDE,AUSTIN",,,,,,,"SUB OUT by ROHDE,AUSTIN",1
01:38,"GOOD FT by CHRISTIE,KEVIN",58 (+6),,52,,BLU 58-52 (-6),,"GOOD FT by CHRISTIE,KEVIN",1
01:30,,,,,"MISS LAYUP by WEIR,JJ",,,"MISS LAYUP by WEIR,JJ",1
--,,,,,"REBOUND OFF by WEIR,JJ",,,"REBOUND OFF by WEIR,JJ",1
01:27,,58 (+4),,54,"GOOD LAYUP by WEIR,JJ(in the paint)",RHO 58-54 (-4),,"GOOD LAYUP by WEIR,JJ(in the paint)",1
01:21,"MISS 3PTR by MAKSVYTIS,MARTIN",,,,,,,"MISS 3PTR by MAKSVYTIS,MARTIN",1
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",1
01:09,,,,,"MISS LAYUP by WEIR,JJ",,,"MISS LAYUP by WEIR,JJ",1
--,"REBOUND DEF by HOPKINS,ADAM",,,,,,,"REBOUND DEF by HOPKINS,ADAM",1
01:02,"TURNOVER  by ELCHERT,TREY",,,,,,,"TURNOVER  by ELCHERT,TREY",1
01:02,"FOUL  by ELCHERT,TREY",,,,,,,"FOUL  by ELCHERT,TREY",1
01:02,"SUB IN by RENNER,ANDREW",,,,,,,"SUB IN by RENNER,ANDREW",1
01:02,"SUB OUT by ELCHERT,TREY",,,,,,,"SUB OUT by ELCHERT,TREY",1
00:59,,,,,"TURNOVER  by BERRY,BRYCE",,,"TURNOVER  by BERRY,BRYCE",1
00:59,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",1
00:59,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
00:59,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
00:59,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
00:59,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
00:59,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
00:59,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",1
00:59,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
00:59,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
00:59,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
00:59,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",1
00:59,"SUB IN by ROHDE,AUSTIN",,,,,,,"SUB IN by ROHDE,AUSTIN",1
00:59,"SUB OUT by HUNTER,ANDREW",,,,,,,"SUB OUT by HUNTER,ANDREW",1
00:55,"TURNOVER  by CHRISTIE,KEVIN",,,,,,,"TURNOVER  by CHRISTIE,KEVIN",1
00:55,"FOUL  by CHRISTIE,KEVIN",,,,,,,"FOUL  by CHRISTIE,KEVIN",1
00:55,"SUB IN by HUNTER,ANDREW",,,,,,,"SUB IN by HUNTER,ANDREW",1
00:55,"SUB OUT by CHRISTIE,KEVIN",,,,,,,"SUB OUT by CHRISTIE,KEVIN",1
00:45,,58 (+2),,56,"GOOD LAYUP by DARST,DANIEL(in the paint)",RHO 58-56 (-2),,"GOOD LAYUP by DARST,DANIEL(in the paint)",1
--,,,,,"ASSIST  by ASHBY,KENDRICK",,,"ASSIST  by ASHBY,KENDRICK",1
00:18,"GOOD JUMPER by ROHDE,AUSTIN",60 (+4),,56,,BLU 60-56 (-4),,"GOOD JUMPER by ROHDE,AUSTIN",1
