Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,UDMBB,Game Score,Team Indicator,Play,Period
01:35,,,,,"MISS FT by GIADOLOR,PRINCE",,,"MISS FT by GIADOLOR,PRINCE",1
--,"REBOUND DEF by ALDOUS,HANK",,,,,,,"REBOUND DEF by ALDOUS,HANK",1
01:35,"SUB IN by SMITH,PRESTON",,,,,,,"SUB IN by SMITH,PRESTON",1
01:35,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",1
01:35,,,,,"SUB IN by GARATE,VICTOR",,,"SUB IN by GARATE,VICTOR",1
01:35,,,,,"SUB IN by KAISER,TOM",,,"SUB IN by KAISER,TOM",1
01:35,,,,,"SUB IN by GONZALEZ,LORENZO",,,"SUB IN by GONZALEZ,LORENZO",1
01:35,,,,,"SUB OUT by HAYES,ISAIAH",,,"SUB OUT by HAYES,ISAIAH",1
01:35,,,,,"SUB OUT by COLVIN,DARRIUS",,,"SUB OUT by COLVIN,DARRIUS",1
01:35,,,,,"SUB OUT by MACCALLUM,RORY",,,"SUB OUT by MACCALLUM,RORY",1
01:22,,,,,"FOUL  by GIADOLOR,PRINCE",,,"FOUL  by GIADOLOR,PRINCE",1
01:22,"GOOD FT by ALDOUS,HANK",48,,51 (+3),,HENDRIX 48-51 (-3),,"GOOD FT by ALDOUS,HANK",1
01:22,"GOOD FT by ALDOUS,HANK",49,,51 (+2),,HENDRIX 49-51 (-2),,"GOOD FT by ALDOUS,HANK",1
01:22,"SUB IN by ALDOUS,HANK",,,,,,,"SUB IN by ALDOUS,HANK",1
01:22,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",1
01:22,,,,,"SUB IN by HAYES,ISAIAH",,,"SUB IN by HAYES,ISAIAH",1
01:22,,,,,"SUB IN by SARRAT,MICHAEL",,,"SUB IN by SARRAT,MICHAEL",1
01:22,,,,,"SUB OUT by FRUHWIRTH,LOGAN",,,"SUB OUT by FRUHWIRTH,LOGAN",1
01:22,,,,,"SUB OUT by GIADOLOR,PRINCE",,,"SUB OUT by GIADOLOR,PRINCE",1
01:07,,49,,53 (+4),"GOOD JUMPER by GONZALEZ,LORENZO(in the paint)",UDMBB 49-53 (-4),,"GOOD JUMPER by GONZALEZ,LORENZO(in the paint)",1
00:44,"TURNOVER  by ALDOUS,HANK",,,,,,,"TURNOVER  by ALDOUS,HANK",1
00:43,,,,,"STEAL  by GARATE,VICTOR",,,"STEAL  by GARATE,VICTOR",1
00:40,"FOUL  by LINK,JACOB",,,,,,,"FOUL  by LINK,JACOB",1
00:40,,,,,"MISS FT by HAYES,ISAIAH",,,"MISS FT by HAYES,ISAIAH",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
00:40,,49,,54 (+5),"GOOD FT by HAYES,ISAIAH",UDMBB 49-54 (-5),,"GOOD FT by HAYES,ISAIAH",1
00:40,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",1
00:40,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",1
00:26,,,,,"FOUL  by KAISER,TOM",,,"FOUL  by KAISER,TOM",1
00:26,"MISS FT by ALDOUS,HANK",,,,,,,"MISS FT by ALDOUS,HANK",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:26,"GOOD FT by ALDOUS,HANK",50,,54 (+4),,HENDRIX 50-54 (-4),,"GOOD FT by ALDOUS,HANK",1
00:06,,50,,57 (+7),"GOOD 3PTR by SARRAT,MICHAEL",UDMBB 50-57 (-7),,"GOOD 3PTR by SARRAT,MICHAEL",1
--,,,,,"ASSIST  by GONZALEZ,LORENZO",,,"ASSIST  by GONZALEZ,LORENZO",1
19:48,"GOOD JUMPER by LITTLEFIELD,GEAREN(in the paint)",52,,57 (+5),,HENDRIX 52-57 (-5),,"GOOD JUMPER by LITTLEFIELD,GEAREN(in the paint)",2
--,"ASSIST  by ALDOUS,HANK",,,,,,,"ASSIST  by ALDOUS,HANK",2
19:48,,,,,"FOUL  by KAISER,TOM",,,"FOUL  by KAISER,TOM",2
19:48,"MISS FT by LITTLEFIELD,GEAREN",,,,,,,"MISS FT by LITTLEFIELD,GEAREN",2
--,,,,,"REBOUND DEF by COLVIN,DARRIUS",,,"REBOUND DEF by COLVIN,DARRIUS",2
19:48,,,,,"SUB IN by MACCALLUM,RORY",,,"SUB IN by MACCALLUM,RORY",2
19:48,,,,,"SUB OUT by KAISER,TOM",,,"SUB OUT by KAISER,TOM",2
19:32,,52,,59 (+7),"GOOD JUMPER by SARRAT,MICHAEL(in the paint)",UDMBB 52-59 (-7),,"GOOD JUMPER by SARRAT,MICHAEL(in the paint)",2
--,,,,,"ASSIST  by GARATE,VICTOR",,,"ASSIST  by GARATE,VICTOR",2
19:19,"GOOD 3PTR by SMITH,PRESTON",55,,59 (+4),,HENDRIX 55-59 (-4),,"GOOD 3PTR by SMITH,PRESTON",2
--,"ASSIST  by ALDOUS,HANK",,,,,,,"ASSIST  by ALDOUS,HANK",2
19:07,,55,,61 (+6),"GOOD LAYUP by MACCALLUM,RORY(in the paint)",UDMBB 55-61 (-6),,"GOOD LAYUP by MACCALLUM,RORY(in the paint)",2
--,,,,,"ASSIST  by SARRAT,MICHAEL",,,"ASSIST  by SARRAT,MICHAEL",2
18:50,,,,,"FOUL  by MACCALLUM,RORY",,,"FOUL  by MACCALLUM,RORY",2
18:50,"MISS FT by LITTLEFIELD,GEAREN",,,,,,,"MISS FT by LITTLEFIELD,GEAREN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:50,"GOOD FT by LITTLEFIELD,GEAREN",56,,61 (+5),,HENDRIX 56-61 (-5),,"GOOD FT by LITTLEFIELD,GEAREN",2
18:39,,,,,"MISS 3PTR by COLVIN,DARRIUS",,,"MISS 3PTR by COLVIN,DARRIUS",2
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
18:26,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",58,,61 (+3),,HENDRIX 58-61 (-3),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
--,"ASSIST  by LINK,JACOB",,,,,,,"ASSIST  by LINK,JACOB",2
18:00,,,,,"MISS JUMPER by GONZALEZ,LORENZO",,,"MISS JUMPER by GONZALEZ,LORENZO",2
--,"REBOUND DEF by ALDOUS,HANK",,,,,,,"REBOUND DEF by ALDOUS,HANK",2
17:50,"MISS LAYUP by ALDOUS,HANK",,,,,,,"MISS LAYUP by ALDOUS,HANK",2
--,"REBOUND OFF by LINK,JACOB",,,,,,,"REBOUND OFF by LINK,JACOB",2
17:49,,,,,"FOUL  by MACCALLUM,RORY",,,"FOUL  by MACCALLUM,RORY",2
17:49,"GOOD FT by LINK,JACOB",59,,61 (+2),,HENDRIX 59-61 (-2),,"GOOD FT by LINK,JACOB",2
17:49,"GOOD FT by LINK,JACOB",60,,61 (+1),,HENDRIX 60-61 (-1),,"GOOD FT by LINK,JACOB",2
17:38,,,,,"MISS JUMPER by MACCALLUM,RORY",,,"MISS JUMPER by MACCALLUM,RORY",2
--,"REBOUND DEF by GARRETT,TRAVIS",,,,,,,"REBOUND DEF by GARRETT,TRAVIS",2
17:29,"MISS 3PTR by ALDOUS,HANK",,,,,,,"MISS 3PTR by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by GARATE,VICTOR",,,"REBOUND DEF by GARATE,VICTOR",2
17:21,"FOUL  by ALDOUS,HANK",,,,,,,"FOUL  by ALDOUS,HANK",2
17:21,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",2
17:21,"SUB OUT by ALDOUS,HANK",,,,,,,"SUB OUT by ALDOUS,HANK",2
17:09,,60,,63 (+3),"GOOD JUMPER by SARRAT,MICHAEL",UDMBB 60-63 (-3),,"GOOD JUMPER by SARRAT,MICHAEL",2
16:42,"TURNOVER  by LITTLEFIELD,GEAREN",,,,,,,"TURNOVER  by LITTLEFIELD,GEAREN",2
16:33,,60,,65 (+5),"GOOD LAYUP by COLVIN,DARRIUS(in the paint)",UDMBB 60-65 (-5),,"GOOD LAYUP by COLVIN,DARRIUS(in the paint)",2
16:01,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",62,,65 (+3),,HENDRIX 62-65 (-3),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
15:45,,,,,"TURNOVER  by MACCALLUM,RORY",,,"TURNOVER  by MACCALLUM,RORY",2
15:45,,,,,"FOUL  by MACCALLUM,RORY",,,"FOUL  by MACCALLUM,RORY",2
15:28,"MISS JUMPER by LITTLEFIELD,GEAREN",,,,,,,"MISS JUMPER by LITTLEFIELD,GEAREN",2
--,,,,,"REBOUND DEF by GARATE,VICTOR",,,"REBOUND DEF by GARATE,VICTOR",2
15:15,,62,,67 (+5),"GOOD LAYUP by MACCALLUM,RORY(in the paint)",UDMBB 62-67 (-5),,"GOOD LAYUP by MACCALLUM,RORY(in the paint)",2
--,,,,,"ASSIST  by SARRAT,MICHAEL",,,"ASSIST  by SARRAT,MICHAEL",2
14:59,,,,,"FOUL  by MACCALLUM,RORY",,,"FOUL  by MACCALLUM,RORY",2
14:59,"GOOD FT by SMITH,PRESTON",63,,67 (+4),,HENDRIX 63-67 (-4),,"GOOD FT by SMITH,PRESTON",2
14:59,"GOOD FT by SMITH,PRESTON",64,,67 (+3),,HENDRIX 64-67 (-3),,"GOOD FT by SMITH,PRESTON",2
14:59,"SUB IN by BATCHELOR,BRYCE",,,,,,,"SUB IN by BATCHELOR,BRYCE",2
14:59,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
14:59,,,,,"SUB IN by RICHELSEN,MATTHEW",,,"SUB IN by RICHELSEN,MATTHEW",2
14:59,,,,,"SUB IN by GIADOLOR,PRINCE",,,"SUB IN by GIADOLOR,PRINCE",2
14:59,,,,,"SUB OUT by GARATE,VICTOR",,,"SUB OUT by GARATE,VICTOR",2
14:59,,,,,"SUB OUT by MACCALLUM,RORY",,,"SUB OUT by MACCALLUM,RORY",2
14:53,,64,,70 (+6),"GOOD 3PTR by COLVIN,DARRIUS(fastbreak)",UDMBB 64-70 (-6),,"GOOD 3PTR by COLVIN,DARRIUS(fastbreak)",2
--,,,,,"ASSIST  by RICHELSEN,MATTHEW",,,"ASSIST  by RICHELSEN,MATTHEW",2
14:37,"MISS JUMPER by LINK,JACOB",,,,,,,"MISS JUMPER by LINK,JACOB",2
--,"REBOUND OFF by BATCHELOR,BRYCE",,,,,,,"REBOUND OFF by BATCHELOR,BRYCE",2
14:31,"MISS LAYUP by STEELE,AARON",,,,,,,"MISS LAYUP by STEELE,AARON",2
--,,,,,"REBOUND DEF by COLVIN,DARRIUS",,,"REBOUND DEF by COLVIN,DARRIUS",2
14:18,,,,,"MISS 3PTR by GIADOLOR,PRINCE",,,"MISS 3PTR by GIADOLOR,PRINCE",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
13:56,,,,,"FOUL  by GIADOLOR,PRINCE",,,"FOUL  by GIADOLOR,PRINCE",2
13:56,"SUB IN by PARKER,BRYCE",,,,,,,"SUB IN by PARKER,BRYCE",2
13:56,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",2
13:55,"GOOD 3PTR by PARKER,BRYCE",67,,70 (+3),,HENDRIX 67-70 (-3),,"GOOD 3PTR by PARKER,BRYCE",2
--,"ASSIST  by LINK,JACOB",,,,,,,"ASSIST  by LINK,JACOB",2
13:31,,,,,"MISS JUMPER by GIADOLOR,PRINCE",,,"MISS JUMPER by GIADOLOR,PRINCE",2
--,"REBOUND DEF by GARRETT,TRAVIS",,,,,,,"REBOUND DEF by GARRETT,TRAVIS",2
13:19,"TURNOVER  by LINK,JACOB",,,,,,,"TURNOVER  by LINK,JACOB",2
13:19,"FOUL  by LINK,JACOB",,,,,,,"FOUL  by LINK,JACOB",2
13:19,"SUB IN by CRISWELL,SEAN",,,,,,,"SUB IN by CRISWELL,SEAN",2
13:19,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",2
13:08,,,,,"MISS 3PTR by GIADOLOR,PRINCE",,,"MISS 3PTR by GIADOLOR,PRINCE",2
--,"REBOUND DEF by PARKER,BRYCE",,,,,,,"REBOUND DEF by PARKER,BRYCE",2
12:56,"GOOD 3PTR by PARKER,BRYCE",70,,70,,HENDRIX 70-70 (0),,"GOOD 3PTR by PARKER,BRYCE",2
--,"ASSIST  by LINK,JACOB",,,,,,,"ASSIST  by LINK,JACOB",2
12:39,,70,,72 (+2),"GOOD JUMPER by SARRAT,MICHAEL(in the paint)",UDMBB 70-72 (-2),,"GOOD JUMPER by SARRAT,MICHAEL(in the paint)",2
12:18,"GOOD LAYUP by STEELE,AARON(in the paint)",72,,72,,HENDRIX 72-72 (0),,"GOOD LAYUP by STEELE,AARON(in the paint)",2
12:18,,,,,"FOUL  by RICHELSEN,MATTHEW",,,"FOUL  by RICHELSEN,MATTHEW",2
12:18,"GOOD FT by STEELE,AARON",73 (+1),,72,,HENDRIX 73-72 (+1),,"GOOD FT by STEELE,AARON",2
12:18,"SUB IN by SMITH,PRESTON",,,,,,,"SUB IN by SMITH,PRESTON",2
12:18,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",2
12:18,,,,,"SUB IN by HAYES,ISAIAH",,,"SUB IN by HAYES,ISAIAH",2
12:18,,,,,"SUB IN by FRUHWIRTH,LOGAN",,,"SUB IN by FRUHWIRTH,LOGAN",2
12:18,,,,,"SUB OUT by COLVIN,DARRIUS",,,"SUB OUT by COLVIN,DARRIUS",2
12:18,,,,,"SUB OUT by GIADOLOR,PRINCE",,,"SUB OUT by GIADOLOR,PRINCE",2
11:53,,,,,"MISS JUMPER by FRUHWIRTH,LOGAN",,,"MISS JUMPER by FRUHWIRTH,LOGAN",2
--,"REBOUND DEF by STEELE,AARON",,,,,,,"REBOUND DEF by STEELE,AARON",2
11:41,"GOOD 3PTR by STEELE,AARON",76 (+4),,72,,HENDRIX 76-72 (+4),,"GOOD 3PTR by STEELE,AARON",2
--,"ASSIST  by BATCHELOR,BRYCE",,,,,,,"ASSIST  by BATCHELOR,BRYCE",2
11:26,,76 (+2),,74,"GOOD LAYUP by GONZALEZ,LORENZO(in the paint)",UDMBB 76-74 (+2),,"GOOD LAYUP by GONZALEZ,LORENZO(in the paint)",2
11:10,,,,,"FOUL  by HAYES,ISAIAH",,,"FOUL  by HAYES,ISAIAH",2
11:10,"GOOD FT by PARKER,BRYCE",77 (+3),,74,,HENDRIX 77-74 (+3),,"GOOD FT by PARKER,BRYCE",2
11:10,"GOOD FT by PARKER,BRYCE",78 (+4),,74,,HENDRIX 78-74 (+4),,"GOOD FT by PARKER,BRYCE",2
10:49,,,,,"MISS 3PTR by GONZALEZ,LORENZO",,,"MISS 3PTR by GONZALEZ,LORENZO",2
--,"REBOUND DEF by PARKER,BRYCE",,,,,,,"REBOUND DEF by PARKER,BRYCE",2
10:25,"TURNOVER  by PARKER,BRYCE",,,,,,,"TURNOVER  by PARKER,BRYCE",2
10:24,,,,,"STEAL  by GONZALEZ,LORENZO",,,"STEAL  by GONZALEZ,LORENZO",2
10:07,,,,,"MISS 3PTR by RICHELSEN,MATTHEW",,,"MISS 3PTR by RICHELSEN,MATTHEW",2
--,"REBOUND DEF by BATCHELOR,BRYCE",,,,,,,"REBOUND DEF by BATCHELOR,BRYCE",2
09:51,"GOOD LAYUP by BATCHELOR,BRYCE(in the paint)",80 (+6),,74,,HENDRIX 80-74 (+6),,"GOOD LAYUP by BATCHELOR,BRYCE(in the paint)",2
--,"ASSIST  by SMITH,PRESTON",,,,,,,"ASSIST  by SMITH,PRESTON",2
09:48,"GOOD FT by BATCHELOR,BRYCE",81 (+7),,74,,HENDRIX 81-74 (+7),,"GOOD FT by BATCHELOR,BRYCE",2
09:48,"SUB IN by LINK,JACOB",,,,,,,"SUB IN by LINK,JACOB",2
09:48,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
09:48,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",2
09:48,"SUB OUT by BATCHELOR,BRYCE",,,,,,,"SUB OUT by BATCHELOR,BRYCE",2
09:48,,,,,"SUB IN by COLVIN,DARRIUS",,,"SUB IN by COLVIN,DARRIUS",2
09:48,,,,,"SUB IN by KAISER,TOM",,,"SUB IN by KAISER,TOM",2
09:48,,,,,"SUB IN by GARATE,VICTOR",,,"SUB IN by GARATE,VICTOR",2
09:48,,,,,"SUB OUT by SARRAT,MICHAEL",,,"SUB OUT by SARRAT,MICHAEL",2
09:48,,,,,"SUB OUT by GONZALEZ,LORENZO",,,"SUB OUT by GONZALEZ,LORENZO",2
09:48,,,,,"SUB OUT by FRUHWIRTH,LOGAN",,,"SUB OUT by FRUHWIRTH,LOGAN",2
09:35,,81 (+4),,77,"GOOD 3PTR by GARATE,VICTOR",UDMBB 81-77 (+4),,"GOOD 3PTR by GARATE,VICTOR",2
--,,,,,"ASSIST  by RICHELSEN,MATTHEW",,,"ASSIST  by RICHELSEN,MATTHEW",2
09:23,"TURNOVER  by PARKER,BRYCE",,,,,,,"TURNOVER  by PARKER,BRYCE",2
09:23,"SUB IN by ALDOUS,HANK",,,,,,,"SUB IN by ALDOUS,HANK",2
09:23,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",2
09:10,,81 (+2),,79,"GOOD JUMPER by GARATE,VICTOR",UDMBB 81-79 (+2),,"GOOD JUMPER by GARATE,VICTOR",2
08:53,"TURNOVER  by CRISWELL,SEAN",,,,,,,"TURNOVER  by CRISWELL,SEAN",2
08:53,"FOUL  by CRISWELL,SEAN",,,,,,,"FOUL  by CRISWELL,SEAN",2
08:53,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",2
08:53,"SUB OUT by CRISWELL,SEAN",,,,,,,"SUB OUT by CRISWELL,SEAN",2
08:53,,,,,"SUB IN by SARRAT,MICHAEL",,,"SUB IN by SARRAT,MICHAEL",2
08:53,,,,,"SUB OUT by RICHELSEN,MATTHEW",,,"SUB OUT by RICHELSEN,MATTHEW",2
08:47,,,,,"MISS 3PTR by COLVIN,DARRIUS",,,"MISS 3PTR by COLVIN,DARRIUS",2
--,,,,,"REBOUND OFF by HAYES,ISAIAH",,,"REBOUND OFF by HAYES,ISAIAH",2
08:45,,,,,"MISS 3PTR by GARATE,VICTOR",,,"MISS 3PTR by GARATE,VICTOR",2
--,"REBOUND DEF by ALDOUS,HANK",,,,,,,"REBOUND DEF by ALDOUS,HANK",2
08:25,,,,,"FOUL  by KAISER,TOM",,,"FOUL  by KAISER,TOM",2
08:25,"MISS FT by LITTLEFIELD,GEAREN",,,,,,,"MISS FT by LITTLEFIELD,GEAREN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:25,"GOOD FT by LITTLEFIELD,GEAREN",82 (+3),,79,,HENDRIX 82-79 (+3),,"GOOD FT by LITTLEFIELD,GEAREN",2
08:25,,,,,"SUB IN by MACCALLUM,RORY",,,"SUB IN by MACCALLUM,RORY",2
08:25,,,,,"SUB OUT by KAISER,TOM",,,"SUB OUT by KAISER,TOM",2
08:20,,,,,"MISS JUMPER by HAYES,ISAIAH",,,"MISS JUMPER by HAYES,ISAIAH",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
08:04,"TURNOVER  by LITTLEFIELD,GEAREN",,,,,,,"TURNOVER  by LITTLEFIELD,GEAREN",2
07:52,"FOUL  by PARKER,BRYCE",,,,,,,"FOUL  by PARKER,BRYCE",2
07:52,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",2
07:52,"SUB IN by SMITH,PRESTON",,,,,,,"SUB IN by SMITH,PRESTON",2
07:52,"SUB OUT by PARKER,BRYCE",,,,,,,"SUB OUT by PARKER,BRYCE",2
07:52,"SUB OUT by ALDOUS,HANK",,,,,,,"SUB OUT by ALDOUS,HANK",2
07:44,"FOUL  by GARRETT,TRAVIS",,,,,,,"FOUL  by GARRETT,TRAVIS",2
07:44,,82 (+2),,80,"GOOD FT by SARRAT,MICHAEL",UDMBB 82-80 (+2),,"GOOD FT by SARRAT,MICHAEL",2
07:44,,82 (+1),,81,"GOOD FT by SARRAT,MICHAEL",UDMBB 82-81 (+1),,"GOOD FT by SARRAT,MICHAEL",2
07:44,,,,,"SUB IN by GONZALEZ,LORENZO",,,"SUB IN by GONZALEZ,LORENZO",2
07:44,,,,,"SUB OUT by HAYES,ISAIAH",,,"SUB OUT by HAYES,ISAIAH",2
07:27,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",2
--,"REBOUND OFF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
07:22,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",84 (+3),,81,,HENDRIX 84-81 (+3),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
07:21,,,,,"FOUL  by MACCALLUM,RORY",,,"FOUL  by MACCALLUM,RORY",2
07:21,"GOOD FT by LITTLEFIELD,GEAREN",85 (+4),,81,,HENDRIX 85-81 (+4),,"GOOD FT by LITTLEFIELD,GEAREN",2
07:21,,,,,"SUB IN by NORTON,BEN",,,"SUB IN by NORTON,BEN",2
07:21,,,,,"SUB OUT by MACCALLUM,RORY",,,"SUB OUT by MACCALLUM,RORY",2
07:04,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",2
07:04,"SUB IN by BATCHELOR,BRYCE",,,,,,,"SUB IN by BATCHELOR,BRYCE",2
07:04,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
06:58,,85 (+2),,83,"GOOD JUMPER by NORTON,BEN(in the paint)",UDMBB 85-83 (+2),,"GOOD JUMPER by NORTON,BEN(in the paint)",2
--,,,,,"ASSIST  by GONZALEZ,LORENZO",,,"ASSIST  by GONZALEZ,LORENZO",2
06:57,"FOUL  by BATCHELOR,BRYCE",,,,,,,"FOUL  by BATCHELOR,BRYCE",2
06:57,,85 (+1),,84,"GOOD FT by NORTON,BEN",UDMBB 85-84 (+1),,"GOOD FT by NORTON,BEN",2
06:40,"GOOD LAYUP by BATCHELOR,BRYCE(in the paint)",87 (+3),,84,,HENDRIX 87-84 (+3),,"GOOD LAYUP by BATCHELOR,BRYCE(in the paint)",2
06:23,,87 (+1),,86,"GOOD LAYUP by NORTON,BEN(in the paint)",UDMBB 87-86 (+1),,"GOOD LAYUP by NORTON,BEN(in the paint)",2
--,,,,,"ASSIST  by COLVIN,DARRIUS",,,"ASSIST  by COLVIN,DARRIUS",2
06:05,"MISS 3PTR by BATCHELOR,BRYCE",,,,,,,"MISS 3PTR by BATCHELOR,BRYCE",2
--,,,,,"REBOUND DEF by GONZALEZ,LORENZO",,,"REBOUND DEF by GONZALEZ,LORENZO",2
05:53,"FOUL  by LINK,JACOB",,,,,,,"FOUL  by LINK,JACOB",2
05:53,,87,,87,"GOOD FT by COLVIN,DARRIUS",UDMBB 87-87 (0),,"GOOD FT by COLVIN,DARRIUS",2
05:53,,87,,88 (+1),"GOOD FT by COLVIN,DARRIUS",UDMBB 87-88 (-1),,"GOOD FT by COLVIN,DARRIUS",2
05:53,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
05:53,"SUB IN by PARKER,BRYCE",,,,,,,"SUB IN by PARKER,BRYCE",2
05:53,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",2
05:32,"MISS JUMPER by BATCHELOR,BRYCE",,,,,,,"MISS JUMPER by BATCHELOR,BRYCE",2
05:32,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
05:32,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
05:30,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",89 (+1),,88,,HENDRIX 89-88 (+1),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
--,"ASSIST  by SMITH,PRESTON",,,,,,,"ASSIST  by SMITH,PRESTON",2
05:25,,,,,"MISS 3PTR by GONZALEZ,LORENZO",,,"MISS 3PTR by GONZALEZ,LORENZO",2
--,,,,,"REBOUND OFF by GARATE,VICTOR",,,"REBOUND OFF by GARATE,VICTOR",2
05:04,,,,,"MISS 3PTR by GARATE,VICTOR",,,"MISS 3PTR by GARATE,VICTOR",2
--,"REBOUND DEF by BATCHELOR,BRYCE",,,,,,,"REBOUND DEF by BATCHELOR,BRYCE",2
04:42,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",2
--,,,,,"REBOUND DEF by COLVIN,DARRIUS",,,"REBOUND DEF by COLVIN,DARRIUS",2
04:17,,,,,"MISS JUMPER by COLVIN,DARRIUS",,,"MISS JUMPER by COLVIN,DARRIUS",2
--,,,,,"REBOUND OFF by NORTON,BEN",,,"REBOUND OFF by NORTON,BEN",2
04:12,,,,,"MISS JUMPER by NORTON,BEN",,,"MISS JUMPER by NORTON,BEN",2
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
03:52,"GOOD LAYUP by BATCHELOR,BRYCE(in the paint)",91 (+3),,88,,HENDRIX 91-88 (+3),,"GOOD LAYUP by BATCHELOR,BRYCE(in the paint)",2
03:36,,,,,"MISS 3PTR by GARATE,VICTOR",,,"MISS 3PTR by GARATE,VICTOR",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:33,"FOUL  by STEELE,AARON",,,,,,,"FOUL  by STEELE,AARON",2
03:33,,91 (+2),,89,"GOOD FT by NORTON,BEN",UDMBB 91-89 (+2),,"GOOD FT by NORTON,BEN",2
03:33,,,,,"MISS FT by NORTON,BEN",,,"MISS FT by NORTON,BEN",2
--,"REBOUND DEF by STEELE,AARON",,,,,,,"REBOUND DEF by STEELE,AARON",2
03:24,"MISS LAYUP by LITTLEFIELD,GEAREN",,,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",2
--,"REBOUND OFF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
03:21,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND OFF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
03:15,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",93 (+4),,89,,HENDRIX 93-89 (+4),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
03:11,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
03:11,,,,,"SUB IN by KAISER,TOM",,,"SUB IN by KAISER,TOM",2
03:11,,,,,"SUB OUT by NORTON,BEN",,,"SUB OUT by NORTON,BEN",2
02:58,,,,,"MISS LAYUP by KAISER,TOM",,,"MISS LAYUP by KAISER,TOM",2
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
