Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,MVC,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by ALDOUS,HANK",,,,,,,"REBOUND DEF by ALDOUS,HANK",3
04:27,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",3
04:27,"TURNOVER  by SMITH,PRESTON",,,,,,,"TURNOVER  by SMITH,PRESTON",3
04:05,,,,,"MISS JUMPER by GARCIA,EMANUELLE",,,"MISS JUMPER by GARCIA,EMANUELLE",3
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",3
03:53,,,,,"FOUL  by SONGSTER,CALVIN",,,"FOUL  by SONGSTER,CALVIN",3
03:53,"MISS FT by SMITH,PRESTON",,,,,,,"MISS FT by SMITH,PRESTON",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
03:53,"GOOD FT by SMITH,PRESTON",72,,73 (+1),,HENDRIX 72-73 (-1),,"GOOD FT by SMITH,PRESTON",3
03:42,,,,,"MISS 3PTR by HOPPA,DANTE",,,"MISS 3PTR by HOPPA,DANTE",3
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",3
03:37,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,3
03:37,,,,,"SUB IN by BOWMAN,EMIER",,,"SUB IN by BOWMAN,EMIER",3
03:37,,,,,"SUB OUT by NOKES,COLT",,,"SUB OUT by NOKES,COLT",3
03:19,"TURNOVER  by LINK,JACOB",,,,,,,"TURNOVER  by LINK,JACOB",3
03:18,,,,,"STEAL  by GARCIA,EMANUELLE",,,"STEAL  by GARCIA,EMANUELLE",3
03:01,,,,,"MISS JUMPER by BOWYER,JAY",,,"MISS JUMPER by BOWYER,JAY",3
--,"REBOUND DEF by GARRETT,TRAVIS",,,,,,,"REBOUND DEF by GARRETT,TRAVIS",3
02:56,,,,,"FOUL  by BOWYER,JAY",,,"FOUL  by BOWYER,JAY",3
02:56,"MISS FT by ALDOUS,HANK",,,,,,,"MISS FT by ALDOUS,HANK",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
02:56,"GOOD FT by ALDOUS,HANK",73,,73,,HENDRIX 73-73 (0),,"GOOD FT by ALDOUS,HANK",3
02:56,,,,,"SUB IN by NOKES,COLT",,,"SUB IN by NOKES,COLT",3
02:56,,,,,"SUB OUT by BOWMAN,EMIER",,,"SUB OUT by BOWMAN,EMIER",3
02:44,,,,,"MISS JUMPER by SONGSTER,CALVIN",,,"MISS JUMPER by SONGSTER,CALVIN",3
--,"REBOUND DEF by SMITH,PRESTON",,,,,,,"REBOUND DEF by SMITH,PRESTON",3
02:43,,,,,"FOUL  by GARCIA,EMANUELLE",,,"FOUL  by GARCIA,EMANUELLE",3
02:30,"MISS FT by SMITH,PRESTON",,,,,,,"MISS FT by SMITH,PRESTON",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
02:30,"GOOD FT by SMITH,PRESTON",74 (+1),,73,,HENDRIX 74-73 (+1),,"GOOD FT by SMITH,PRESTON",3
02:16,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",3
02:16,,,,,"MISS FT by SONGSTER,CALVIN",,,"MISS FT by SONGSTER,CALVIN",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
02:16,,,,,"MISS FT by SONGSTER,CALVIN",,,"MISS FT by SONGSTER,CALVIN",3
--,"REBOUND DEF by ALDOUS,HANK",,,,,,,"REBOUND DEF by ALDOUS,HANK",3
02:16,"SUB IN by CALAMESE,MICHAEL",,,,,,,"SUB IN by CALAMESE,MICHAEL",3
02:16,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",3
01:50,"MISS JUMPER by ALDOUS,HANK",,,,,,,"MISS JUMPER by ALDOUS,HANK",3
01:50,,,,,"BLOCK  by NOKES,COLT",,,"BLOCK  by NOKES,COLT",3
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,3
01:50,,,,,"SUB IN by BOWMAN,EMIER",,,"SUB IN by BOWMAN,EMIER",3
01:50,,,,,"SUB OUT by SONGSTER,CALVIN",,,"SUB OUT by SONGSTER,CALVIN",3
01:44,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,3
01:37,,,,,"MISS 3PTR by GARCIA,EMANUELLE",,,"MISS 3PTR by GARCIA,EMANUELLE",3
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",3
01:24,,,,,"FOUL  by GARCIA,EMANUELLE",,,"FOUL  by GARCIA,EMANUELLE",3
01:24,"GOOD FT by LINK,JACOB",75 (+2),,73,,HENDRIX 75-73 (+2),,"GOOD FT by LINK,JACOB",3
01:24,"MISS FT by LINK,JACOB",,,,,,,"MISS FT by LINK,JACOB",3
--,,,,,"REBOUND DEF by NOKES,COLT",,,"REBOUND DEF by NOKES,COLT",3
01:24,,,,,"SUB IN by SONGSTER,CALVIN",,,"SUB IN by SONGSTER,CALVIN",3
01:24,,,,,"SUB OUT by BOWMAN,EMIER",,,"SUB OUT by BOWMAN,EMIER",3
01:18,"FOUL  by CALAMESE,MICHAEL",,,,,,,"FOUL  by CALAMESE,MICHAEL",3
01:18,,,,,"MISS FT by BOWYER,JAY",,,"MISS FT by BOWYER,JAY",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
01:18,,75 (+1),,74,"GOOD FT by BOWYER,JAY",MVC 75-74 (+1),,"GOOD FT by BOWYER,JAY",3
00:52,"GOOD JUMPER by ALDOUS,HANK(in the paint)",77 (+3),,74,,HENDRIX 77-74 (+3),,"GOOD JUMPER by ALDOUS,HANK(in the paint)",3
00:44,,77,,77,"GOOD 3PTR by SONGSTER,CALVIN",MVC 77-77 (0),,"GOOD 3PTR by SONGSTER,CALVIN",3
00:44,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,3
00:30,"TURNOVER  by LINK,JACOB",,,,,,,"TURNOVER  by LINK,JACOB",3
00:29,,,,,"STEAL  by NOKES,COLT",,,"STEAL  by NOKES,COLT",3
00:02,,,,,"FOUL  by BOWYER,JAY",,,"FOUL  by BOWYER,JAY",3
00:02,,,,,"TURNOVER  by BOWYER,JAY",,,"TURNOVER  by BOWYER,JAY",3
00:02,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,3
00:02,,,,,"SUB IN by BOWMAN,EMIER",,,"SUB IN by BOWMAN,EMIER",3
00:02,,,,,"SUB IN by BOWMAN,BLAKE",,,"SUB IN by BOWMAN,BLAKE",3
00:02,,,,,"SUB OUT by NOKES,COLT",,,"SUB OUT by NOKES,COLT",3
00:02,,,,,"SUB OUT by BOWYER,JAY",,,"SUB OUT by BOWYER,JAY",3
00:00,"TURNOVER  by LINK,JACOB",,,,,,,"TURNOVER  by LINK,JACOB",3
00:00,,,,,"STEAL  by BOWMAN,EMIER",,,"STEAL  by BOWMAN,EMIER",3
05:00,"SUB IN by CALAMESE,MICHAEL",,,,,,,"SUB IN by CALAMESE,MICHAEL",4
05:00,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",4
05:00,,,,,"SUB IN by GARCIA,EMANUELLE",,,"SUB IN by GARCIA,EMANUELLE",4
05:00,,,,,"SUB IN by ESTES,KALEB",,,"SUB IN by ESTES,KALEB",4
04:46,"GOOD 3PTR by GARRETT,TRAVIS",80 (+3),,77,,HENDRIX 80-77 (+3),,"GOOD 3PTR by GARRETT,TRAVIS",4
04:23,,80 (+1),,79,"GOOD LAYUP by HOPPA,DANTE(in the paint)",MVC 80-79 (+1),,"GOOD LAYUP by HOPPA,DANTE(in the paint)",4
04:02,"MISS JUMPER by ALDOUS,HANK",,,,,,,"MISS JUMPER by ALDOUS,HANK",4
--,,,,,"REBOUND DEF by NOKES,COLT",,,"REBOUND DEF by NOKES,COLT",4
03:47,,,,,"MISS 3PTR by GARCIA,EMANUELLE",,,"MISS 3PTR by GARCIA,EMANUELLE",4
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,4
03:32,,,,,"FOUL  by ESTES,KALEB",,,"FOUL  by ESTES,KALEB",4
03:32,"MISS FT by CALAMESE,MICHAEL",,,,,,,"MISS FT by CALAMESE,MICHAEL",4
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,4
03:32,"MISS FT by CALAMESE,MICHAEL",,,,,,,"MISS FT by CALAMESE,MICHAEL",4
--,,,,,"REBOUND DEF by NOKES,COLT",,,"REBOUND DEF by NOKES,COLT",4
03:14,,80,,81 (+1),"GOOD JUMPER by SONGSTER,CALVIN(in the paint)",MVC 80-81 (-1),,"GOOD JUMPER by SONGSTER,CALVIN(in the paint)",4
03:03,"TURNOVER  by LINK,JACOB",,,,,,,"TURNOVER  by LINK,JACOB",4
02:55,,,,,"MISS JUMPER by ESTES,KALEB",,,"MISS JUMPER by ESTES,KALEB",4
02:55,"BLOCK  by ALDOUS,HANK",,,,,,,"BLOCK  by ALDOUS,HANK",4
--,"REBOUND DEF by CALAMESE,MICHAEL",,,,,,,"REBOUND DEF by CALAMESE,MICHAEL",4
02:36,"TURNOVER  by ALDOUS,HANK",,,,,,,"TURNOVER  by ALDOUS,HANK",4
02:34,"FOUL  by CALAMESE,MICHAEL",,,,,,,"FOUL  by CALAMESE,MICHAEL",4
02:34,,80,,82 (+2),"GOOD FT by SONGSTER,CALVIN",MVC 80-82 (-2),,"GOOD FT by SONGSTER,CALVIN",4
02:34,,80,,83 (+3),"GOOD FT by SONGSTER,CALVIN",MVC 80-83 (-3),,"GOOD FT by SONGSTER,CALVIN",4
02:34,"TURNOVER  by CALAMESE,MICHAEL",,,,,,,"TURNOVER  by CALAMESE,MICHAEL",4
02:34,,,,,"SUB IN by BOWMAN,BLAKE",,,"SUB IN by BOWMAN,BLAKE",4
02:34,,,,,"SUB OUT by SONGSTER,CALVIN",,,"SUB OUT by SONGSTER,CALVIN",4
02:25,,80,,85 (+5),"GOOD JUMPER by GARCIA,EMANUELLE",MVC 80-85 (-5),,"GOOD JUMPER by GARCIA,EMANUELLE",4
--,,,,,"ASSIST  by BOWMAN,BLAKE",,,"ASSIST  by BOWMAN,BLAKE",4
02:06,"GOOD JUMPER by ALDOUS,HANK(in the paint)",82,,85 (+3),,HENDRIX 82-85 (-3),,"GOOD JUMPER by ALDOUS,HANK(in the paint)",4
01:52,,,,,"MISS JUMPER by BOWMAN,BLAKE",,,"MISS JUMPER by BOWMAN,BLAKE",4
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",4
01:44,"TURNOVER  by LINK,JACOB",,,,,,,"TURNOVER  by LINK,JACOB",4
01:44,,,,,"SUB IN by SONGSTER,CALVIN",,,"SUB IN by SONGSTER,CALVIN",4
01:44,,,,,"SUB OUT by BOWMAN,BLAKE",,,"SUB OUT by BOWMAN,BLAKE",4
01:27,,82,,87 (+5),"GOOD LAYUP by GARCIA,EMANUELLE(in the paint)",MVC 82-87 (-5),,"GOOD LAYUP by GARCIA,EMANUELLE(in the paint)",4
01:04,"MISS 3PTR by ALDOUS,HANK",,,,,,,"MISS 3PTR by ALDOUS,HANK",4
--,,,,,"REBOUND DEF by NOKES,COLT",,,"REBOUND DEF by NOKES,COLT",4
01:03,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",4
01:03,,82,,88 (+6),"GOOD FT by NOKES,COLT",MVC 82-88 (-6),,"GOOD FT by NOKES,COLT",4
01:03,,82,,89 (+7),"GOOD FT by NOKES,COLT",MVC 82-89 (-7),,"GOOD FT by NOKES,COLT",4
01:03,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,4
01:03,"SUB IN by BATCHELOR,BRYCE",,,,,,,"SUB IN by BATCHELOR,BRYCE",4
01:03,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",4
01:03,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",4
01:03,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",4
01:03,,,,,"SUB IN by BOWMAN,EMIER",,,"SUB IN by BOWMAN,EMIER",4
01:03,,,,,"SUB OUT by NOKES,COLT",,,"SUB OUT by NOKES,COLT",4
00:48,,,,,"FOUL  by GARCIA,EMANUELLE",,,"FOUL  by GARCIA,EMANUELLE",4
00:48,"GOOD FT by ALDOUS,HANK",83,,89 (+6),,HENDRIX 83-89 (-6),,"GOOD FT by ALDOUS,HANK",4
00:48,"GOOD FT by ALDOUS,HANK",84,,89 (+5),,HENDRIX 84-89 (-5),,"GOOD FT by ALDOUS,HANK",4
00:48,,,,,"SUB IN by NOKES,COLT",,,"SUB IN by NOKES,COLT",4
00:48,,,,,"SUB OUT by BOWMAN,EMIER",,,"SUB OUT by BOWMAN,EMIER",4
00:41,,84,,91 (+7),"GOOD DUNK by NOKES,COLT(fastbreak)(in the paint)",MVC 84-91 (-7),,"GOOD DUNK by NOKES,COLT(fastbreak)(in the paint)",4
--,,,,,"ASSIST  by SONGSTER,CALVIN",,,"ASSIST  by SONGSTER,CALVIN",4
00:35,"MISS 3PTR by ALDOUS,HANK",,,,,,,"MISS 3PTR by ALDOUS,HANK",4
--,,,,,"REBOUND DEF by HOPPA,DANTE",,,"REBOUND DEF by HOPPA,DANTE",4
00:35,"FOUL  by BATCHELOR,BRYCE",,,,,,,"FOUL  by BATCHELOR,BRYCE",4
00:35,,84,,92 (+8),"GOOD FT by HOPPA,DANTE",MVC 84-92 (-8),,"GOOD FT by HOPPA,DANTE",4
00:35,,84,,93 (+9),"GOOD FT by HOPPA,DANTE",MVC 84-93 (-9),,"GOOD FT by HOPPA,DANTE",4
00:35,"SUB IN by PARKER,BRYCE",,,,,,,"SUB IN by PARKER,BRYCE",4
00:35,"SUB OUT by BATCHELOR,BRYCE",,,,,,,"SUB OUT by BATCHELOR,BRYCE",4
00:31,"TURNOVER  by CALAMESE,MICHAEL",,,,,,,"TURNOVER  by CALAMESE,MICHAEL",4
00:17,"FOUL  by CALAMESE,MICHAEL",,,,,,,"FOUL  by CALAMESE,MICHAEL",4
00:17,,,,,"MISS FT by ESTES,KALEB",,,"MISS FT by ESTES,KALEB",4
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,4
00:17,,84,,94 (+10),"GOOD FT by ESTES,KALEB",MVC 84-94 (-10),,"GOOD FT by ESTES,KALEB",4
00:15,"TURNOVER  by CALAMESE,MICHAEL",,,,,,,"TURNOVER  by CALAMESE,MICHAEL",4
00:13,,,,,"STEAL  by SONGSTER,CALVIN",,,"STEAL  by SONGSTER,CALVIN",4
