Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,Sewan,Game Score,Team Indicator,Play,Period
01:03,,,,,"FOUL  by AVALIANI,LUKA",,,"FOUL  by AVALIANI,LUKA",2
01:03,"SUB OUT by BISHOP,BRYSON",,,,,,,"SUB OUT by BISHOP,BRYSON",2
01:03,"SUB IN by PATRICK,DYLAN",,,,,,,"SUB IN by PATRICK,DYLAN",2
01:03,"MISS FT by GILLISPIE,JAY",,,,,,,"MISS FT by GILLISPIE,JAY",2
--,,,,,"REBOUND DEF by CORRIGAN,TRE",,,"REBOUND DEF by CORRIGAN,TRE",2
00:57,,,,,"TURNOVER  by AVALIANI,LUKA",,,"TURNOVER  by AVALIANI,LUKA",2
00:57,"STEAL  by JACKSON,MARTISE",,,,,,,"STEAL  by JACKSON,MARTISE",2
00:52,"GOOD LAYUP by GREEN,KALEB(fastbreak)(in the paint)",64,,69 (+5),,BSC 64-69 (+5),,"GOOD LAYUP by GREEN,KALEB(fastbreak)(in the paint)",2
--,"ASSIST  by JACKSON,MARTISE",,,,,,,"ASSIST  by JACKSON,MARTISE",2
00:52,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:50,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:47,,64,,71 (+7),"GOOD LAYUP by SMITH,GRAHAM(fastbreak)(in the paint)",Sewan 64-71 (+7),,"GOOD LAYUP by SMITH,GRAHAM(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
00:37,"MISS 3PTR by GREEN,KALEB",,,,,,,"MISS 3PTR by GREEN,KALEB",2
--,"REBOUND OFF by GILLISPIE,JAY",,,,,,,"REBOUND OFF by GILLISPIE,JAY",2
00:32,"MISS LAYUP by GILLISPIE,JAY(in the paint)",,,,,,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:23,"MISS 3PTR by JACKSON,MARTISE",,,,,,,"MISS 3PTR by JACKSON,MARTISE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:23,,,,,"FOUL  by SMITH,GRAHAM",,,"FOUL  by SMITH,GRAHAM",2
00:23,"GOOD FT by JACKSON,MARTISE",65,,71 (+6),,BSC 65-71 (+6),,"GOOD FT by JACKSON,MARTISE",2
00:23,"GOOD FT by JACKSON,MARTISE",66,,71 (+5),,BSC 66-71 (+5),,"GOOD FT by JACKSON,MARTISE",2
00:23,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
00:23,"SUB IN by DEAN,NOLAN",,,,,,,"SUB IN by DEAN,NOLAN",2
00:23,"FOUL  by GREEN,KALEB",,,,,,,"FOUL  by GREEN,KALEB",2
00:23,"SUB OUT by PATRICK,DYLAN",,,,,,,"SUB OUT by PATRICK,DYLAN",2
00:23,"SUB OUT by DEAN,NOLAN",,,,,,,"SUB OUT by DEAN,NOLAN",2
00:23,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
00:23,"SUB IN by BISHOP,BRYSON",,,,,,,"SUB IN by BISHOP,BRYSON",2
00:23,,66,,72 (+6),"GOOD FT by CORRIGAN,TRE",Sewan 66-72 (+6),,"GOOD FT by CORRIGAN,TRE",2
00:23,,66,,73 (+7),"GOOD FT by CORRIGAN,TRE",Sewan 66-73 (+7),,"GOOD FT by CORRIGAN,TRE",2
00:16,"GOOD 3PTR by BISHOP,BRYSON",69,,73 (+4),,BSC 69-73 (+4),,"GOOD 3PTR by BISHOP,BRYSON",2
00:14,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:14,"SUB OUT by BISHOP,BRYSON",,,,,,,"SUB OUT by BISHOP,BRYSON",2
00:14,"SUB IN by PATRICK,DYLAN",,,,,,,"SUB IN by PATRICK,DYLAN",2
00:12,"FOUL  by GILLISPIE,JAY",,,,,,,"FOUL  by GILLISPIE,JAY",2
00:12,,69,,74 (+5),"GOOD FT by AVALIANI,LUKA(fastbreak)",Sewan 69-74 (+5),,"GOOD FT by AVALIANI,LUKA(fastbreak)",2
00:12,"SUB OUT by PATRICK,DYLAN",,,,,,,"SUB OUT by PATRICK,DYLAN",2
00:12,"SUB IN by BISHOP,BRYSON",,,,,,,"SUB IN by BISHOP,BRYSON",2
00:12,,69,,75 (+6),"GOOD FT by AVALIANI,LUKA(fastbreak)",Sewan 69-75 (+6),,"GOOD FT by AVALIANI,LUKA(fastbreak)",2
00:05,"MISS 3PTR by BISHOP,BRYSON",,,,,,,"MISS 3PTR by BISHOP,BRYSON",2
--,,,,,"REBOUND DEF by SMITH,GRAHAM",,,"REBOUND DEF by SMITH,GRAHAM",2
