Time Remaining,HUNTINGD,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
01:45,"SUB OUT by VESS,WYATT",,,,,,,"SUB OUT by VESS,WYATT",2
01:45,,,,,"SUB IN by STEWART,RYAN",,,"SUB IN by STEWART,RYAN",2
01:45,,,,,"SUB OUT by ROWE,GRANT",,,"SUB OUT by ROWE,GRANT",2
01:42,,,,,"SUB IN by ROWE,GRANT",,,"SUB IN by ROWE,GRANT",2
01:42,,,,,"SUB OUT by FOLK,BEN",,,"SUB OUT by FOLK,BEN",2
01:36,"FOUL  by CARNEGIE,JEREMIAH",,,,,,,"FOUL  by CARNEGIE,JEREMIAH",2
01:36,,63,,95 (+32),"GOOD FT by BOULDIN,BLAKE",SEWANEE 63-95 (+32),,"GOOD FT by BOULDIN,BLAKE",2
01:36,,63,,96 (+33),"GOOD FT by BOULDIN,BLAKE",SEWANEE 63-96 (+33),,"GOOD FT by BOULDIN,BLAKE",2
01:27,"SUB IN by TOWNSEND,MARCUS",,,,,,,"SUB IN by TOWNSEND,MARCUS",2
01:27,"SUB OUT by KNIGHT,GRIFFIN",,,,,,,"SUB OUT by KNIGHT,GRIFFIN",2
01:15,"FOUL  by TOWNSEND,MARCUS",,,,,,,"FOUL  by TOWNSEND,MARCUS",2
01:15,,,,,"MISS FT by MITCHELL,JIMMY",,,"MISS FT by MITCHELL,JIMMY",2
--,"REBOUND DEF by HICKS,RICHIE",,,,,,,"REBOUND DEF by HICKS,RICHIE",2
01:15,"SUB IN by KNOX,RASHAWN",,,,,,,"SUB IN by KNOX,RASHAWN",2
01:15,"SUB IN by KNIGHT,GRIFFIN",,,,,,,"SUB IN by KNIGHT,GRIFFIN",2
01:15,"SUB OUT by AUTIN,JEREMY",,,,,,,"SUB OUT by AUTIN,JEREMY",2
01:15,"SUB OUT by KNOX,RASHAWN",,,,,,,"SUB OUT by KNOX,RASHAWN",2
01:06,"TURNOVER  by KNOX,RASHAWN",,,,,,,"TURNOVER  by KNOX,RASHAWN",2
00:49,,63,,98 (+35),"GOOD LAYUP by BOULDIN,BLAKE(in the paint)",SEWANEE 63-98 (+35),,"GOOD LAYUP by BOULDIN,BLAKE(in the paint)",2
00:39,"TURNOVER  by CARNEGIE,JEREMIAH",,,,,,,"TURNOVER  by CARNEGIE,JEREMIAH",2
00:27,,63,,100 (+37),"GOOD LAYUP by BOULDIN,BLAKE(in the paint)",SEWANEE 63-100 (+37),,"GOOD LAYUP by BOULDIN,BLAKE(in the paint)",2
00:17,"MISS 3PTR by HICKS,RICHIE",,,,,,,"MISS 3PTR by HICKS,RICHIE",2
--,,,,,"REBOUND DEF by DAMM,QUINN",,,"REBOUND DEF by DAMM,QUINN",2
