Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,Berry,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
17:27,"MISS JUMPER by ESSICK,JALEN",,,,,,,"MISS JUMPER by ESSICK,JALEN",2
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",2
17:16,,,,,"MISS 3PTR by HONROTH,OWEN",,,"MISS 3PTR by HONROTH,OWEN",2
--,,,,,"REBOUND OFF by COSTAS,RILEY",,,"REBOUND OFF by COSTAS,RILEY",2
17:10,,26,,38 (+12),"GOOD LAYUP by BENHAM,BRAXTON(in the paint)",Berry 26-38 (-12),,"GOOD LAYUP by BENHAM,BRAXTON(in the paint)",2
17:10,"FOUL  by GEORGETOWN II,ARNESS",,,,,,,"FOUL  by GEORGETOWN II,ARNESS",2
17:10,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
17:10,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
17:10,"SUB IN by DOTSON,PHIL",,,,,,,"SUB IN by DOTSON,PHIL",2
17:10,"SUB IN by RAMBERG,CASS",,,,,,,"SUB IN by RAMBERG,CASS",2
17:10,,26,,39 (+13),"GOOD FT by BENHAM,BRAXTON",Berry 26-39 (-13),,"GOOD FT by BENHAM,BRAXTON",2
17:10,,,,,"SUB OUT by BENHAM,BRAXTON",,,"SUB OUT by BENHAM,BRAXTON",2
17:10,,,,,"SUB IN by JOHNSON,MICHAEL",,,"SUB IN by JOHNSON,MICHAEL",2
17:10,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
17:10,,,,,"SUB IN by BENHAM,BRAXTON",,,"SUB IN by BENHAM,BRAXTON",2
16:54,"GOOD JUMPER by WALKER,JEFFERSON(in the paint)",28,,39 (+11),,Rhodes 28-39 (-11),,"GOOD JUMPER by WALKER,JEFFERSON(in the paint)",2
16:41,,28,,41 (+13),"GOOD LAYUP by CLARK,BRYCE(in the paint)",Berry 28-41 (-13),,"GOOD LAYUP by CLARK,BRYCE(in the paint)",2
--,,,,,"ASSIST  by ELLIS,CHASE",,,"ASSIST  by ELLIS,CHASE",2
16:20,"MISS LAYUP by DOTSON,PHIL(in the paint)",,,,,,,"MISS LAYUP by DOTSON,PHIL(in the paint)",2
--,"REBOUND OFF by ESSICK,JALEN",,,,,,,"REBOUND OFF by ESSICK,JALEN",2
16:10,"GOOD LAYUP by ESSICK,JALEN(in the paint)",30,,41 (+11),,Rhodes 30-41 (-11),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
15:46,,,,,"MISS 3PTR by ELLIS,CHASE",,,"MISS 3PTR by ELLIS,CHASE",2
--,,,,,"REBOUND OFF by BENHAM,BRAXTON",,,"REBOUND OFF by BENHAM,BRAXTON",2
15:38,"FOUL  by WILLIAMS,ZAVIEN",,,,,,,"FOUL  by WILLIAMS,ZAVIEN",2
15:38,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:38,,,,,"SUB OUT by CLARK,BRYCE",,,"SUB OUT by CLARK,BRYCE",2
15:38,,,,,"SUB IN by SEGALL,RYAN",,,"SUB IN by SEGALL,RYAN",2
15:33,,,,,"MISS LAYUP by COSTAS,RILEY(in the paint)",,,"MISS LAYUP by COSTAS,RILEY(in the paint)",2
--,,,,,"REBOUND OFF by SEGALL,RYAN",,,"REBOUND OFF by SEGALL,RYAN",2
15:30,,,,,"TURNOVER  by SEGALL,RYAN",,,"TURNOVER  by SEGALL,RYAN",2
15:30,"STEAL  by DOTSON,PHIL",,,,,,,"STEAL  by DOTSON,PHIL",2
15:09,"MISS JUMPER by WILLIAMS,ZAVIEN",,,,,,,"MISS JUMPER by WILLIAMS,ZAVIEN",2
--,,,,,"REBOUND DEF by BENHAM,BRAXTON",,,"REBOUND DEF by BENHAM,BRAXTON",2
14:51,,,,,"TURNOVER  by BENHAM,BRAXTON",,,"TURNOVER  by BENHAM,BRAXTON",2
14:51,"STEAL  by WALKER,JEFFERSON",,,,,,,"STEAL  by WALKER,JEFFERSON",2
14:44,,,,,"FOUL  by COSTAS,RILEY",,,"FOUL  by COSTAS,RILEY",2
14:44,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",2
14:44,,,,,"SUB IN by KRUEGER,JORDAN",,,"SUB IN by KRUEGER,JORDAN",2
14:44,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",2
14:44,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
14:31,"MISS 3PTR by WALKER,JEFFERSON",,,,,,,"MISS 3PTR by WALKER,JEFFERSON",2
--,,,,,"REBOUND DEF by BENHAM,BRAXTON",,,"REBOUND DEF by BENHAM,BRAXTON",2
14:03,,,,,"MISS JUMPER by ELLIS,CHASE",,,"MISS JUMPER by ELLIS,CHASE",2
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",2
13:50,"GOOD JUMPER by ESSICK,JALEN(in the paint)",32,,41 (+9),,Rhodes 32-41 (-9),,"GOOD JUMPER by ESSICK,JALEN(in the paint)",2
13:32,"FOUL  by WALKER,JEFFERSON",,,,,,,"FOUL  by WALKER,JEFFERSON",2
13:32,,32,,42 (+10),"GOOD FT by BENHAM,BRAXTON",Berry 32-42 (-10),,"GOOD FT by BENHAM,BRAXTON",2
13:32,,,,,"MISS FT by BENHAM,BRAXTON",,,"MISS FT by BENHAM,BRAXTON",2
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",2
13:10,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",2
--,,,,,"REBOUND DEF by KRUEGER,JORDAN",,,"REBOUND DEF by KRUEGER,JORDAN",2
13:01,,,,,"MISS 3PTR by JOHNSON,MICHAEL",,,"MISS 3PTR by JOHNSON,MICHAEL",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
12:35,"GOOD 3PTR by DOTSON,PHIL",35,,42 (+7),,Rhodes 35-42 (-7),,"GOOD 3PTR by DOTSON,PHIL",2
--,"ASSIST  by ESSICK,JALEN",,,,,,,"ASSIST  by ESSICK,JALEN",2
12:02,,35,,44 (+9),"GOOD JUMPER by JOHNSON,MICHAEL(in the paint)",Berry 35-44 (-9),,"GOOD JUMPER by JOHNSON,MICHAEL(in the paint)",2
11:43,"MISS 3PTR by WALKER,JEFFERSON",,,,,,,"MISS 3PTR by WALKER,JEFFERSON",2
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",2
11:35,"FOUL  by DOTSON,PHIL",,,,,,,"FOUL  by DOTSON,PHIL",2
11:35,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:35,,,,,"SUB OUT by BENHAM,BRAXTON",,,"SUB OUT by BENHAM,BRAXTON",2
11:35,,,,,"SUB OUT by ELLIS,CHASE",,,"SUB OUT by ELLIS,CHASE",2
11:35,,,,,"SUB IN by CAMPBELL,BLAKE",,,"SUB IN by CAMPBELL,BLAKE",2
11:35,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",2
11:35,,35,,45 (+10),"GOOD FT by SEGALL,RYAN(fastbreak)",Berry 35-45 (-10),,"GOOD FT by SEGALL,RYAN(fastbreak)",2
11:35,,,,,"MISS FT by SEGALL,RYAN(fastbreak)",,,"MISS FT by SEGALL,RYAN(fastbreak)",2
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",2
11:18,"GOOD JUMPER by ESSICK,JALEN(in the paint)",37,,45 (+8),,Rhodes 37-45 (-8),,"GOOD JUMPER by ESSICK,JALEN(in the paint)",2
11:01,,,,,"MISS DUNK by SEGALL,RYAN(in the paint)",,,"MISS DUNK by SEGALL,RYAN(in the paint)",2
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",2
10:47,"MISS 3PTR by DOTSON,PHIL",,,,,,,"MISS 3PTR by DOTSON,PHIL",2
--,,,,,"REBOUND DEF by CAMPBELL,BLAKE",,,"REBOUND DEF by CAMPBELL,BLAKE",2
10:31,,,,,"MISS 3PTR by CAMPBELL,BLAKE",,,"MISS 3PTR by CAMPBELL,BLAKE",2
--,,,,,"REBOUND OFF by SEGALL,RYAN",,,"REBOUND OFF by SEGALL,RYAN",2
10:16,,37,,47 (+10),"GOOD JUMPER by CAMPBELL,BLAKE(in the paint)",Berry 37-47 (-10),,"GOOD JUMPER by CAMPBELL,BLAKE(in the paint)",2
09:55,,,,,"FOUL  by HONROTH,OWEN",,,"FOUL  by HONROTH,OWEN",2
09:55,"MISS FT by DOTSON,PHIL",,,,,,,"MISS FT by DOTSON,PHIL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:55,,,,,"SUB OUT by JOHNSON,MICHAEL",,,"SUB OUT by JOHNSON,MICHAEL",2
09:55,,,,,"SUB OUT by SEGALL,RYAN",,,"SUB OUT by SEGALL,RYAN",2
09:55,,,,,"SUB IN by BENHAM,BRAXTON",,,"SUB IN by BENHAM,BRAXTON",2
09:55,,,,,"SUB IN by CLARK,BRYCE",,,"SUB IN by CLARK,BRYCE",2
09:55,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
09:55,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
09:55,"SUB IN by DEMPSEY,JACK",,,,,,,"SUB IN by DEMPSEY,JACK",2
09:55,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",2
09:55,"GOOD FT by DOTSON,PHIL",38,,47 (+9),,Rhodes 38-47 (-9),,"GOOD FT by DOTSON,PHIL",2
09:55,"SUB OUT by DOTSON,PHIL",,,,,,,"SUB OUT by DOTSON,PHIL",2
09:55,"SUB IN by WHITE,ELIJAH",,,,,,,"SUB IN by WHITE,ELIJAH",2
09:29,,,,,"MISS 3PTR by KRUEGER,JORDAN",,,"MISS 3PTR by KRUEGER,JORDAN",2
--,"REBOUND DEF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
08:55,"MISS JUMPER by RAMBERG,CASS",,,,,,,"MISS JUMPER by RAMBERG,CASS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
08:35,,38,,50 (+12),"GOOD 3PTR by KRUEGER,JORDAN",Berry 38-50 (-12),,"GOOD 3PTR by KRUEGER,JORDAN",2
--,,,,,"ASSIST  by CLARK,BRYCE",,,"ASSIST  by CLARK,BRYCE",2
08:14,"MISS 3PTR by WILLIAMS,ZAVIEN",,,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
--,,,,,"REBOUND DEF by HONROTH,OWEN",,,"REBOUND DEF by HONROTH,OWEN",2
08:03,,,,,"MISS 3PTR by KRUEGER,JORDAN",,,"MISS 3PTR by KRUEGER,JORDAN",2
--,"REBOUND DEF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
07:56,"TURNOVER  by WALKER,JEFFERSON",,,,,,,"TURNOVER  by WALKER,JEFFERSON",2
07:56,,,,,"STEAL  by CLARK,BRYCE",,,"STEAL  by CLARK,BRYCE",2
07:54,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:54,,,,,"SUB OUT by KRUEGER,JORDAN",,,"SUB OUT by KRUEGER,JORDAN",2
07:54,,,,,"SUB OUT by CLARK,BRYCE",,,"SUB OUT by CLARK,BRYCE",2
07:54,,,,,"SUB IN by ELLIS,CHASE",,,"SUB IN by ELLIS,CHASE",2
07:54,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",2
07:54,"SUB OUT by WHITE,ELIJAH",,,,,,,"SUB OUT by WHITE,ELIJAH",2
07:54,"SUB OUT by DEMPSEY,JACK",,,,,,,"SUB OUT by DEMPSEY,JACK",2
07:54,"SUB OUT by RAMBERG,CASS",,,,,,,"SUB OUT by RAMBERG,CASS",2
07:54,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
07:54,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
07:54,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
07:30,,,,,"MISS 3PTR by CAMPBELL,BLAKE",,,"MISS 3PTR by CAMPBELL,BLAKE",2
--,"REBOUND DEF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
07:15,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",,,,,,,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",2
--,,,,,"REBOUND DEF by COSTAS,RILEY",,,"REBOUND DEF by COSTAS,RILEY",2
06:52,,,,,"TURNOVER  by ELLIS,CHASE",,,"TURNOVER  by ELLIS,CHASE",2
06:38,"GOOD LAYUP by WILEY,KOKI(in the paint)",40,,50 (+10),,Rhodes 40-50 (-10),,"GOOD LAYUP by WILEY,KOKI(in the paint)",2
06:37,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",2
06:37,"SUB IN by DOTSON,PHIL",,,,,,,"SUB IN by DOTSON,PHIL",2
06:37,,,,,"FOUL  by HONROTH,OWEN",,,"FOUL  by HONROTH,OWEN",2
06:37,,,,,"TURNOVER  by HONROTH,OWEN",,,"TURNOVER  by HONROTH,OWEN",2
06:37,"MISS FT by DOTSON,PHIL",,,,,,,"MISS FT by DOTSON,PHIL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:37,"MISS FT by DOTSON,PHIL",,,,,,,"MISS FT by DOTSON,PHIL",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
06:34,"GOOD LAYUP by ESSICK,JALEN(in the paint)",42,,50 (+8),,Rhodes 42-50 (-8),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",2
06:04,,,,,"MISS LAYUP by ELLIS,CHASE(in the paint)",,,"MISS LAYUP by ELLIS,CHASE(in the paint)",2
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",2
05:58,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",2
05:58,,,,,"BLOCK  by COSTAS,RILEY",,,"BLOCK  by COSTAS,RILEY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
05:47,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",44,,50 (+6),,Rhodes 44-50 (-6),,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
05:41,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
05:41,,,,,"SUB IN by CLARK,BRYCE",,,"SUB IN by CLARK,BRYCE",2
05:27,,44,,53 (+9),"GOOD 3PTR by BENHAM,BRAXTON",Berry 44-53 (-9),,"GOOD 3PTR by BENHAM,BRAXTON",2
05:09,"TURNOVER  by WILEY,KOKI",,,,,,,"TURNOVER  by WILEY,KOKI",2
04:53,,,,,"MISS 3PTR by BENHAM,BRAXTON",,,"MISS 3PTR by BENHAM,BRAXTON",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
04:43,"SUB OUT by DOTSON,PHIL",,,,,,,"SUB OUT by DOTSON,PHIL",2
04:43,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",2
04:37,"GOOD JUMPER by WILLIAMS,ZAVIEN(in the paint)",46,,53 (+7),,Rhodes 46-53 (-7),,"GOOD JUMPER by WILLIAMS,ZAVIEN(in the paint)",2
03:54,,,,,"MISS 3PTR by CAMPBELL,BLAKE",,,"MISS 3PTR by CAMPBELL,BLAKE",2
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
03:35,"GOOD JUMPER by ESSICK,JALEN(in the paint)",48,,53 (+5),,Rhodes 48-53 (-5),,"GOOD JUMPER by ESSICK,JALEN(in the paint)",2
03:35,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
03:32,,,,,"SUB OUT by CAMPBELL,BLAKE",,,"SUB OUT by CAMPBELL,BLAKE",2
03:32,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",2
03:10,,,,,"MISS LAYUP by ELLIS,CHASE(in the paint)",,,"MISS LAYUP by ELLIS,CHASE(in the paint)",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
03:00,"MISS 3PTR by WILLIAMS,ZAVIEN",,,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
--,,,,,"REBOUND DEF by COSTAS,RILEY",,,"REBOUND DEF by COSTAS,RILEY",2
02:36,,,,,"MISS 3PTR by HONROTH,OWEN",,,"MISS 3PTR by HONROTH,OWEN",2
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",2
02:19,"FOUL  by WILEY,KOKI",,,,,,,"FOUL  by WILEY,KOKI",2
02:19,"TURNOVER  by WILEY,KOKI",,,,,,,"TURNOVER  by WILEY,KOKI",2
02:19,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
02:17,,,,,"SUB OUT by CLARK,BRYCE",,,"SUB OUT by CLARK,BRYCE",2
02:17,,,,,"SUB IN by CAMPBELL,BLAKE",,,"SUB IN by CAMPBELL,BLAKE",2
02:17,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
02:17,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
02:17,"SUB IN by DOTSON,PHIL",,,,,,,"SUB IN by DOTSON,PHIL",2
02:17,"SUB IN by RAMBERG,CASS",,,,,,,"SUB IN by RAMBERG,CASS",2
02:05,,48,,55 (+7),"GOOD LAYUP by CAMPBELL,BLAKE(in the paint)",Berry 48-55 (-7),,"GOOD LAYUP by CAMPBELL,BLAKE(in the paint)",2
--,,,,,"ASSIST  by BENHAM,BRAXTON",,,"ASSIST  by BENHAM,BRAXTON",2
01:48,,,,,"FOUL  by HONROTH,OWEN",,,"FOUL  by HONROTH,OWEN",2
01:48,"GOOD FT by WILLIAMS,ZAVIEN",49,,55 (+6),,Rhodes 49-55 (-6),,"GOOD FT by WILLIAMS,ZAVIEN",2
01:48,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
01:48,,,,,"SUB IN by CLARK,BRYCE",,,"SUB IN by CLARK,BRYCE",2
01:48,"SUB OUT by DOTSON,PHIL",,,,,,,"SUB OUT by DOTSON,PHIL",2
01:48,"SUB OUT by RAMBERG,CASS",,,,,,,"SUB OUT by RAMBERG,CASS",2
01:48,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
01:48,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
01:45,"GOOD FT by WILLIAMS,ZAVIEN",50,,55 (+5),,Rhodes 50-55 (-5),,"GOOD FT by WILLIAMS,ZAVIEN",2
01:20,,,,,"MISS LAYUP by CAMPBELL,BLAKE(in the paint)",,,"MISS LAYUP by CAMPBELL,BLAKE(in the paint)",2
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",2
00:59,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",2
--,"REBOUND OFF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND OFF by WILLIAMS,ZAVIEN",2
00:56,"MISS LAYUP by WILLIAMS,ZAVIEN(in the paint)",,,,,,,"MISS LAYUP by WILLIAMS,ZAVIEN(in the paint)",2
00:56,,,,,"BLOCK  by BENHAM,BRAXTON",,,"BLOCK  by BENHAM,BRAXTON",2
--,,,,,"REBOUND DEF by BENHAM,BRAXTON",,,"REBOUND DEF by BENHAM,BRAXTON",2
00:48,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:48,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",2
00:48,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",2
00:35,,,,,"FOUL  by CAMPBELL,BLAKE",,,"FOUL  by CAMPBELL,BLAKE",2
00:35,,,,,"TURNOVER  by CAMPBELL,BLAKE",,,"TURNOVER  by CAMPBELL,BLAKE",2
00:35,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
00:35,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",2
00:31,,,,,"SUB OUT by ELLIS,CHASE",,,"SUB OUT by ELLIS,CHASE",2
00:31,,,,,"SUB IN by JOHNSON,MICHAEL",,,"SUB IN by JOHNSON,MICHAEL",2
00:29,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:20,"TURNOVER  by WILLIAMS,ZAVIEN",,,,,,,"TURNOVER  by WILLIAMS,ZAVIEN",2
00:20,,,,,"STEAL  by COSTAS,RILEY",,,"STEAL  by COSTAS,RILEY",2
00:18,"FOUL  by WILEY,KOKI",,,,,,,"FOUL  by WILEY,KOKI",2
00:18,,,,,"MISS FT by CAMPBELL,BLAKE",,,"MISS FT by CAMPBELL,BLAKE",2
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
00:12,"GOOD JUMPER by WILEY,KOKI(in the paint)",52,,55 (+3),,Rhodes 52-55 (-3),,"GOOD JUMPER by WILEY,KOKI(in the paint)",2
00:09,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:09,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
00:09,"SUB IN by RAMBERG,CASS",,,,,,,"SUB IN by RAMBERG,CASS",2
00:09,,,,,"SUB OUT by JOHNSON,MICHAEL",,,"SUB OUT by JOHNSON,MICHAEL",2
00:09,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",2
00:07,"FOUL  by WALKER,JEFFERSON",,,,,,,"FOUL  by WALKER,JEFFERSON",2
00:07,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
00:07,,,,,"SUB IN by JOHNSON,MICHAEL",,,"SUB IN by JOHNSON,MICHAEL",2
00:07,,,,,"MISS FT by BENHAM,BRAXTON",,,"MISS FT by BENHAM,BRAXTON",2
--,"REBOUND DEF by RAMBERG,CASS",,,,,,,"REBOUND DEF by RAMBERG,CASS",2
00:06,,,,,"FOUL  by BENHAM,BRAXTON",,,"FOUL  by BENHAM,BRAXTON",2
00:04,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:04,,,,,"SUB OUT by CLARK,BRYCE",,,"SUB OUT by CLARK,BRYCE",2
00:04,,,,,"SUB IN by ELLIS,CHASE",,,"SUB IN by ELLIS,CHASE",2
00:04,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
00:04,"SUB OUT by RAMBERG,CASS",,,,,,,"SUB OUT by RAMBERG,CASS",2
00:04,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
00:04,"SUB IN by WAGNER,MIKE",,,,,,,"SUB IN by WAGNER,MIKE",2
00:01,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",2
--,"REBOUND OFF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND OFF by GEORGETOWN II,ARNESS",2
00:01,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",54,,55 (+1),,Rhodes 54-55 (-1),,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
