Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,WESTMINS,Game Score,Team Indicator,Play,Period
--,"REBOUND OFF by THOMAS,ADRIAN",,,,,,,"REBOUND OFF by THOMAS,ADRIAN",2
17:04,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",34 (+13),,21,,SEWANEE 34-21 (+13),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
16:58,,34 (+11),,23,"GOOD LAYUP by WANDS,CARTER(fastbreak)(in the paint)",WESTMINS 34-23 (+11),,"GOOD LAYUP by WANDS,CARTER(fastbreak)(in the paint)",2
16:39,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",36 (+13),,23,,SEWANEE 36-23 (+13),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
--,"ASSIST  by BUESCHER,HUNTER",,,,,,,"ASSIST  by BUESCHER,HUNTER",2
16:20,,,,,"MISS LAYUP by WANDS,CARTER",,,"MISS LAYUP by WANDS,CARTER",2
--,"REBOUND DEF by BUESCHER,HUNTER",,,,,,,"REBOUND DEF by BUESCHER,HUNTER",2
16:05,,,,,"SUB IN by SHAW,CODY",,,"SUB IN by SHAW,CODY",2
16:05,,,,,"SUB OUT by HOLLANDSWORTH,STU",,,"SUB OUT by HOLLANDSWORTH,STU",2
15:59,"GOOD 3PTR by BUESCHER,HUNTER",39 (+16),,23,,SEWANEE 39-23 (+16),,"GOOD 3PTR by BUESCHER,HUNTER",2
--,"ASSIST  by SMITH,LUKE",,,,,,,"ASSIST  by SMITH,LUKE",2
15:30,,39 (+14),,25,"GOOD LAYUP by WANDS,KOBE(in the paint)",WESTMINS 39-25 (+14),,"GOOD LAYUP by WANDS,KOBE(in the paint)",2
15:17,"MISS 3PTR by BUESCHER,HUNTER",,,,,,,"MISS 3PTR by BUESCHER,HUNTER",2
--,,,,,"REBOUND DEF by WANDS,KOBE",,,"REBOUND DEF by WANDS,KOBE",2
15:04,,,,,"MISS LAYUP by WANDS,KOBE",,,"MISS LAYUP by WANDS,KOBE",2
--,"REBOUND DEF by LEE,MATT",,,,,,,"REBOUND DEF by LEE,MATT",2
14:38,"MISS 3PTR by CALDWELL,CAM",,,,,,,"MISS 3PTR by CALDWELL,CAM",2
--,,,,,"REBOUND DEF by BRANDT,STEVEN",,,"REBOUND DEF by BRANDT,STEVEN",2
14:33,"FOUL  by LEE,MATT",,,,,,,"FOUL  by LEE,MATT",2
14:22,,39 (+12),,27,"GOOD LAYUP by SHAW,CODY(in the paint)",WESTMINS 39-27 (+12),,"GOOD LAYUP by SHAW,CODY(in the paint)",2
--,,,,,"ASSIST  by BRANDT,STEVEN",,,"ASSIST  by BRANDT,STEVEN",2
14:02,"MISS 3PTR by SMITH,LUKE",,,,,,,"MISS 3PTR by SMITH,LUKE",2
--,"REBOUND OFF by CALDWELL,CAM",,,,,,,"REBOUND OFF by CALDWELL,CAM",2
13:57,"MISS JUMPER by CALDWELL,CAM",,,,,,,"MISS JUMPER by CALDWELL,CAM",2
--,,,,,"REBOUND DEF by CAYWOOD,COLLIN",,,"REBOUND DEF by CAYWOOD,COLLIN",2
13:52,,,,,"MISS 3PTR by BRANDT,STEVEN",,,"MISS 3PTR by BRANDT,STEVEN",2
--,,,,,"REBOUND OFF by WANDS,KOBE",,,"REBOUND OFF by WANDS,KOBE",2
13:40,"FOUL  by BUESCHER,HUNTER",,,,,,,"FOUL  by BUESCHER,HUNTER",2
13:37,"SUB IN by HOWELL,TAYLOR",,,,,,,"SUB IN by HOWELL,TAYLOR",2
13:37,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",2
13:31,,39 (+10),,29,"GOOD LAYUP by WANDS,CARTER(in the paint)",WESTMINS 39-29 (+10),,"GOOD LAYUP by WANDS,CARTER(in the paint)",2
13:03,"GOOD LAYUP by CALDWELL,CAM(in the paint)",41 (+12),,29,,SEWANEE 41-29 (+12),,"GOOD LAYUP by CALDWELL,CAM(in the paint)",2
--,"ASSIST  by HOWELL,TAYLOR",,,,,,,"ASSIST  by HOWELL,TAYLOR",2
12:52,,,,,"MISS JUMPER by BRANDT,STEVEN",,,"MISS JUMPER by BRANDT,STEVEN",2
--,"REBOUND DEF by HOWELL,TAYLOR",,,,,,,"REBOUND DEF by HOWELL,TAYLOR",2
12:31,"MISS 3PTR by LEE,MATT",,,,,,,"MISS 3PTR by LEE,MATT",2
--,,,,,"REBOUND DEF by WANDS,KOBE",,,"REBOUND DEF by WANDS,KOBE",2
12:23,"FOUL  by HOWELL,TAYLOR",,,,,,,"FOUL  by HOWELL,TAYLOR",2
12:20,,41 (+11),,30,"GOOD FT by WANDS,KOBE",WESTMINS 41-30 (+11),,"GOOD FT by WANDS,KOBE",2
12:20,,41 (+10),,31,"GOOD FT by WANDS,KOBE",WESTMINS 41-31 (+10),,"GOOD FT by WANDS,KOBE",2
12:20,"SUB IN by CRUMLY,JONNY",,,,,,,"SUB IN by CRUMLY,JONNY",2
12:20,"SUB IN by KNOX,JOEY",,,,,,,"SUB IN by KNOX,JOEY",2
12:20,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",2
12:20,"SUB OUT by HOWELL,TAYLOR",,,,,,,"SUB OUT by HOWELL,TAYLOR",2
12:20,,,,,"SUB IN by HUOT,NOLAN",,,"SUB IN by HUOT,NOLAN",2
12:20,,,,,"SUB OUT by CAYWOOD,COLLIN",,,"SUB OUT by CAYWOOD,COLLIN",2
12:13,"GOOD LAYUP by SMITH,LUKE(in the paint)",43 (+12),,31,,SEWANEE 43-31 (+12),,"GOOD LAYUP by SMITH,LUKE(in the paint)",2
12:06,,,,,"MISS 3PTR by WANDS,KOBE",,,"MISS 3PTR by WANDS,KOBE",2
--,,,,,"REBOUND OFF by WANDS,CARTER",,,"REBOUND OFF by WANDS,CARTER",2
12:01,,43 (+10),,33,"GOOD JUMPER by WANDS,CARTER(in the paint)",WESTMINS 43-33 (+10),,"GOOD JUMPER by WANDS,CARTER(in the paint)",2
11:39,"MISS LAYUP by CALDWELL,CAM",,,,,,,"MISS LAYUP by CALDWELL,CAM",2
11:39,,,,,"BLOCK  by HUOT,NOLAN",,,"BLOCK  by HUOT,NOLAN",2
--,,,,,"REBOUND DEF by BRANDT,STEVEN",,,"REBOUND DEF by BRANDT,STEVEN",2
11:32,,,,,"MISS LAYUP by WANDS,KOBE",,,"MISS LAYUP by WANDS,KOBE",2
--,"REBOUND DEF by SMITH,LUKE",,,,,,,"REBOUND DEF by SMITH,LUKE",2
11:27,"MISS LAYUP by KNOX,JOEY",,,,,,,"MISS LAYUP by KNOX,JOEY",2
--,,,,,"REBOUND DEF by SHAW,CODY",,,"REBOUND DEF by SHAW,CODY",2
11:21,"FOUL  by KNOX,JOEY",,,,,,,"FOUL  by KNOX,JOEY",2
11:15,"SUB IN by JOHNSON,DAVID",,,,,,,"SUB IN by JOHNSON,DAVID",2
11:15,"SUB OUT by KNOX,JOEY",,,,,,,"SUB OUT by KNOX,JOEY",2
11:15,,,,,"SUB IN by DRACE,HAYDEN",,,"SUB IN by DRACE,HAYDEN",2
11:15,,,,,"SUB OUT by BRANDT,STEVEN",,,"SUB OUT by BRANDT,STEVEN",2
10:56,,43 (+8),,35,"GOOD JUMPER by HUOT,NOLAN(in the paint)",WESTMINS 43-35 (+8),,"GOOD JUMPER by HUOT,NOLAN(in the paint)",2
10:37,"TURNOVER  by SMITH,LUKE",,,,,,,"TURNOVER  by SMITH,LUKE",2
10:36,,,,,"STEAL  by SHAW,CODY",,,"STEAL  by SHAW,CODY",2
10:34,,43 (+6),,37,"GOOD LAYUP by SHAW,CODY(fastbreak)(in the paint)",WESTMINS 43-37 (+6),,"GOOD LAYUP by SHAW,CODY(fastbreak)(in the paint)",2
10:33,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
10:33,"SUB IN by THOMAS,ADRIAN",,,,,,,"SUB IN by THOMAS,ADRIAN",2
10:33,"SUB OUT by CRUMLY,JONNY",,,,,,,"SUB OUT by CRUMLY,JONNY",2
10:19,"GOOD LAYUP by CALDWELL,CAM(in the paint)",45 (+8),,37,,SEWANEE 45-37 (+8),,"GOOD LAYUP by CALDWELL,CAM(in the paint)",2
10:12,"FOUL  by JOHNSON,DAVID",,,,,,,"FOUL  by JOHNSON,DAVID",2
09:56,,45 (+6),,39,"GOOD JUMPER by DRACE,HAYDEN(in the paint)",WESTMINS 45-39 (+6),,"GOOD JUMPER by DRACE,HAYDEN(in the paint)",2
--,,,,,"ASSIST  by HUOT,NOLAN",,,"ASSIST  by HUOT,NOLAN",2
09:38,"TURNOVER  by CALDWELL,CAM",,,,,,,"TURNOVER  by CALDWELL,CAM",2
09:37,,,,,"STEAL  by WANDS,KOBE",,,"STEAL  by WANDS,KOBE",2
09:31,,,,,"MISS LAYUP by WANDS,KOBE",,,"MISS LAYUP by WANDS,KOBE",2
--,,,,,"REBOUND OFF by WANDS,KOBE",,,"REBOUND OFF by WANDS,KOBE",2
09:28,,45 (+4),,41,"GOOD LAYUP by WANDS,KOBE(in the paint)",WESTMINS 45-41 (+4),,"GOOD LAYUP by WANDS,KOBE(in the paint)",2
09:10,"MISS 3PTR by CALDWELL,CAM",,,,,,,"MISS 3PTR by CALDWELL,CAM",2
--,,,,,"REBOUND DEF by HUOT,NOLAN",,,"REBOUND DEF by HUOT,NOLAN",2
09:06,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",2
09:06,"SUB OUT by JOHNSON,DAVID",,,,,,,"SUB OUT by JOHNSON,DAVID",2
08:51,,,,,"MISS 3PTR by WANDS,KOBE",,,"MISS 3PTR by WANDS,KOBE",2
--,,,,,"REBOUND OFF by SHAW,CODY",,,"REBOUND OFF by SHAW,CODY",2
08:46,,45 (+2),,43,"GOOD LAYUP by SHAW,CODY(in the paint)",WESTMINS 45-43 (+2),,"GOOD LAYUP by SHAW,CODY(in the paint)",2
08:46,"FOUL  by BUESCHER,HUNTER",,,,,,,"FOUL  by BUESCHER,HUNTER",2
08:46,,45 (+1),,44,"GOOD FT by SHAW,CODY",WESTMINS 45-44 (+1),,"GOOD FT by SHAW,CODY",2
08:46,"SUB IN by JOHNSON,DAVID",,,,,,,"SUB IN by JOHNSON,DAVID",2
08:46,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",2
08:30,,,,,"FOUL  by HUOT,NOLAN",,,"FOUL  by HUOT,NOLAN",2
08:30,"GOOD FT by THOMAS,ADRIAN",46 (+2),,44,,SEWANEE 46-44 (+2),,"GOOD FT by THOMAS,ADRIAN",2
08:30,"GOOD FT by THOMAS,ADRIAN",47 (+3),,44,,SEWANEE 47-44 (+3),,"GOOD FT by THOMAS,ADRIAN",2
08:19,,,,,"TURNOVER  by WANDS,KOBE",,,"TURNOVER  by WANDS,KOBE",2
08:06,"TURNOVER  by THOMAS,ADRIAN",,,,,,,"TURNOVER  by THOMAS,ADRIAN",2
07:58,,,,,"MISS 3PTR by DRACE,HAYDEN",,,"MISS 3PTR by DRACE,HAYDEN",2
--,"REBOUND DEF by JOHNSON,DAVID",,,,,,,"REBOUND DEF by JOHNSON,DAVID",2
07:42,"TURNOVER  by THOMAS,ADRIAN",,,,,,,"TURNOVER  by THOMAS,ADRIAN",2
07:34,"FOUL  by CALDWELL,CAM",,,,,,,"FOUL  by CALDWELL,CAM",2
07:16,,,,,"MISS JUMPER by WANDS,KOBE",,,"MISS JUMPER by WANDS,KOBE",2
07:16,"BLOCK  by CALDWELL,CAM",,,,,,,"BLOCK  by CALDWELL,CAM",2
--,"REBOUND DEF by JOHNSON,DAVID",,,,,,,"REBOUND DEF by JOHNSON,DAVID",2
07:02,"GOOD JUMPER by SMITH,LUKE",49 (+5),,44,,SEWANEE 49-44 (+5),,"GOOD JUMPER by SMITH,LUKE",2
06:38,"FOUL  by LEE,MATT",,,,,,,"FOUL  by LEE,MATT",2
06:35,,49 (+4),,45,"GOOD FT by DRACE,HAYDEN",WESTMINS 49-45 (+4),,"GOOD FT by DRACE,HAYDEN",2
06:35,,,,,"MISS FT by DRACE,HAYDEN",,,"MISS FT by DRACE,HAYDEN",2
--,"REBOUND DEF by CALDWELL,CAM",,,,,,,"REBOUND DEF by CALDWELL,CAM",2
06:21,,,,,"FOUL  by WANDS,KOBE",,,"FOUL  by WANDS,KOBE",2
06:21,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
06:21,"MISS FT by JOHNSON,DAVID",,,,,,,"MISS FT by JOHNSON,DAVID",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:21,"GOOD FT by JOHNSON,DAVID",50 (+5),,45,,SEWANEE 50-45 (+5),,"GOOD FT by JOHNSON,DAVID",2
06:21,,,,,"SUB IN by BRANDT,STEVEN",,,"SUB IN by BRANDT,STEVEN",2
06:21,,,,,"SUB IN by CAYWOOD,COLLIN",,,"SUB IN by CAYWOOD,COLLIN",2
06:21,,,,,"SUB OUT by HUOT,NOLAN",,,"SUB OUT by HUOT,NOLAN",2
06:21,,,,,"SUB OUT by DRACE,HAYDEN",,,"SUB OUT by DRACE,HAYDEN",2
05:59,,50 (+2),,48,"GOOD 3PTR by CAYWOOD,COLLIN",WESTMINS 50-48 (+2),,"GOOD 3PTR by CAYWOOD,COLLIN",2
--,,,,,"ASSIST  by WANDS,KOBE",,,"ASSIST  by WANDS,KOBE",2
05:35,"GOOD LAYUP by CALDWELL,CAM(in the paint)",52 (+4),,48,,SEWANEE 52-48 (+4),,"GOOD LAYUP by CALDWELL,CAM(in the paint)",2
--,"ASSIST  by JOHNSON,DAVID",,,,,,,"ASSIST  by JOHNSON,DAVID",2
05:26,"FOUL  by JOHNSON,DAVID",,,,,,,"FOUL  by JOHNSON,DAVID",2
05:26,,,,,"MISS FT by WANDS,CARTER",,,"MISS FT by WANDS,CARTER",2
--,"REBOUND DEF by THOMAS,ADRIAN",,,,,,,"REBOUND DEF by THOMAS,ADRIAN",2
05:10,"TURNOVER  by JOHNSON,DAVID",,,,,,,"TURNOVER  by JOHNSON,DAVID",2
04:55,"FOUL  by SMITH,LUKE",,,,,,,"FOUL  by SMITH,LUKE",2
04:55,,,,,"MISS FT by BRANDT,STEVEN",,,"MISS FT by BRANDT,STEVEN",2
--,"REBOUND DEF by JOHNSON,DAVID",,,,,,,"REBOUND DEF by JOHNSON,DAVID",2
04:47,"GOOD LAYUP by LEE,MATT(fastbreak)(in the paint)",54 (+6),,48,,SEWANEE 54-48 (+6),,"GOOD LAYUP by LEE,MATT(fastbreak)(in the paint)",2
--,"ASSIST  by JOHNSON,DAVID",,,,,,,"ASSIST  by JOHNSON,DAVID",2
04:25,,54 (+3),,51,"GOOD 3PTR by CAYWOOD,COLLIN",WESTMINS 54-51 (+3),,"GOOD 3PTR by CAYWOOD,COLLIN",2
--,,,,,"ASSIST  by WANDS,CARTER",,,"ASSIST  by WANDS,CARTER",2
--,,,,,"REBOUND DEF by WANDS,KOBE",,,"REBOUND DEF by WANDS,KOBE",2
03:57,"MISS 3PTR by LEE,MATT",,,,,,,"MISS 3PTR by LEE,MATT",2
03:53,,,,,"MISS FT by WANDS,KOBE",,,"MISS FT by WANDS,KOBE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:53,,54 (+2),,52,"GOOD FT by WANDS,KOBE",WESTMINS 54-52 (+2),,"GOOD FT by WANDS,KOBE",2
03:33,"MISS LAYUP by THOMAS,ADRIAN",,,,,,,"MISS LAYUP by THOMAS,ADRIAN",2
--,,,,,"REBOUND DEF by SHAW,CODY",,,"REBOUND DEF by SHAW,CODY",2
03:19,,,,,"MISS LAYUP by SHAW,CODY",,,"MISS LAYUP by SHAW,CODY",2
--,"REBOUND DEF by SMITH,LUKE",,,,,,,"REBOUND DEF by SMITH,LUKE",2
03:08,"TURNOVER  by SMITH,LUKE",,,,,,,"TURNOVER  by SMITH,LUKE",2
03:07,,,,,"STEAL  by WANDS,KOBE",,,"STEAL  by WANDS,KOBE",2
03:04,,,,,"MISS LAYUP by WANDS,CARTER",,,"MISS LAYUP by WANDS,CARTER",2
--,,,,,"REBOUND OFF by CAYWOOD,COLLIN",,,"REBOUND OFF by CAYWOOD,COLLIN",2
03:01,,54,,54,"GOOD LAYUP by CAYWOOD,COLLIN(in the paint)",WESTMINS 54-54 (0),,"GOOD LAYUP by CAYWOOD,COLLIN(in the paint)",2
03:01,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
02:44,"TURNOVER  by BUESCHER,HUNTER",,,,,,,"TURNOVER  by BUESCHER,HUNTER",2
02:34,,54,,56 (+2),"GOOD LAYUP by BRANDT,STEVEN(in the paint)",WESTMINS 54-56 (-2),,"GOOD LAYUP by BRANDT,STEVEN(in the paint)",2
--,,,,,"ASSIST  by WANDS,KOBE",,,"ASSIST  by WANDS,KOBE",2
02:30,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",2
02:30,"SUB OUT by JOHNSON,DAVID",,,,,,,"SUB OUT by JOHNSON,DAVID",2
02:21,,,,,"FOUL  by WANDS,KOBE",,,"FOUL  by WANDS,KOBE",2
02:10,"FOUL  by CALDWELL,CAM",,,,,,,"FOUL  by CALDWELL,CAM",2
02:07,"TURNOVER  by CALDWELL,CAM",,,,,,,"TURNOVER  by CALDWELL,CAM",2
01:44,"FOUL  by LEE,MATT",,,,,,,"FOUL  by LEE,MATT",2
01:44,,,,,"MISS FT by WANDS,CARTER",,,"MISS FT by WANDS,CARTER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:44,,,,,"MISS FT by WANDS,CARTER",,,"MISS FT by WANDS,CARTER",2
--,"REBOUND DEF by SMITH,LUKE",,,,,,,"REBOUND DEF by SMITH,LUKE",2
01:36,"TURNOVER  by BUESCHER,HUNTER",,,,,,,"TURNOVER  by BUESCHER,HUNTER",2
01:34,,,,,"STEAL  by WANDS,CARTER",,,"STEAL  by WANDS,CARTER",2
01:30,,,,,"MISS LAYUP by WANDS,KOBE",,,"MISS LAYUP by WANDS,KOBE",2
01:30,"BLOCK  by SMITH,LUKE",,,,,,,"BLOCK  by SMITH,LUKE",2
--,"REBOUND DEF by CALDWELL,CAM",,,,,,,"REBOUND DEF by CALDWELL,CAM",2
01:24,"MISS 3PTR by BUESCHER,HUNTER",,,,,,,"MISS 3PTR by BUESCHER,HUNTER",2
--,"REBOUND OFF by LEE,MATT",,,,,,,"REBOUND OFF by LEE,MATT",2
01:08,,,,,"FOUL  by BRANDT,STEVEN",,,"FOUL  by BRANDT,STEVEN",2
01:08,"GOOD FT by THOMAS,ADRIAN",55,,56 (+1),,SEWANEE 55-56 (-1),,"GOOD FT by THOMAS,ADRIAN",2
01:08,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
01:08,"GOOD FT by THOMAS,ADRIAN",56,,56,,SEWANEE 56-56 (0),,"GOOD FT by THOMAS,ADRIAN",2
01:08,"SUB IN by JOHNSON,DAVID",,,,,,,"SUB IN by JOHNSON,DAVID",2
01:08,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",2
00:53,"FOUL  by BUESCHER,HUNTER",,,,,,,"FOUL  by BUESCHER,HUNTER",2
00:53,,,,,"MISS FT by SHAW,CODY",,,"MISS FT by SHAW,CODY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:53,,56,,57 (+1),"GOOD FT by SHAW,CODY",WESTMINS 56-57 (-1),,"GOOD FT by SHAW,CODY",2
00:53,"SUB IN by KNOX,JOEY",,,,,,,"SUB IN by KNOX,JOEY",2
00:53,"SUB IN by THOMAS,ADRIAN",,,,,,,"SUB IN by THOMAS,ADRIAN",2
00:53,"SUB OUT by JOHNSON,DAVID",,,,,,,"SUB OUT by JOHNSON,DAVID",2
00:53,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",2
00:47,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
00:36,,,,,"FOUL  by CAYWOOD,COLLIN",,,"FOUL  by CAYWOOD,COLLIN",2
00:36,"GOOD LAYUP by CALDWELL,CAM(in the paint)",58 (+1),,57,,SEWANEE 58-57 (+1),,"GOOD LAYUP by CALDWELL,CAM(in the paint)",2
00:36,"GOOD FT by CALDWELL,CAM",59 (+2),,57,,SEWANEE 59-57 (+2),,"GOOD FT by CALDWELL,CAM",2
00:36,"SUB IN by JOHNSON,DAVID",,,,,,,"SUB IN by JOHNSON,DAVID",2
00:36,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",2
00:23,"SUB IN by JOHNSON,DAVID",,,,,,,"SUB IN by JOHNSON,DAVID",2
00:23,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",2
00:23,,,,,"SUB IN by COCHRAN,TANNER",,,"SUB IN by COCHRAN,TANNER",2
00:23,,,,,"SUB OUT by BRANDT,STEVEN",,,"SUB OUT by BRANDT,STEVEN",2
00:21,"FOUL  by JOHNSON,DAVID",,,,,,,"FOUL  by JOHNSON,DAVID",2
00:21,,,,,"MISS FT by WANDS,KOBE",,,"MISS FT by WANDS,KOBE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:21,,59 (+1),,58,"GOOD FT by WANDS,KOBE",WESTMINS 59-58 (+1),,"GOOD FT by WANDS,KOBE",2
00:21,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
00:21,"TURNOVER  by THOMAS,ADRIAN",,,,,,,"TURNOVER  by THOMAS,ADRIAN",2
00:21,,,,,"MISS LAYUP by WANDS,KOBE",,,"MISS LAYUP by WANDS,KOBE",2
00:21,"BLOCK  by CALDWELL,CAM",,,,,,,"BLOCK  by CALDWELL,CAM",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:21,"SUB IN by THOMAS,ADRIAN",,,,,,,"SUB IN by THOMAS,ADRIAN",2
00:21,"SUB OUT by JOHNSON,DAVID",,,,,,,"SUB OUT by JOHNSON,DAVID",2
00:20,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
00:15,,59,,60 (+1),"GOOD LAYUP by SHAW,CODY(in the paint)",WESTMINS 59-60 (-1),,"GOOD LAYUP by SHAW,CODY(in the paint)",2
00:15,"FOUL  by KNOX,JOEY",,,,,,,"FOUL  by KNOX,JOEY",2
00:15,,59,,61 (+2),"GOOD FT by SHAW,CODY",WESTMINS 59-61 (-2),,"GOOD FT by SHAW,CODY",2
00:15,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
00:15,"SUB IN by JOHNSON,DAVID",,,,,,,"SUB IN by JOHNSON,DAVID",2
00:15,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",2
00:15,,,,,"SUB IN by BRANDT,STEVEN",,,"SUB IN by BRANDT,STEVEN",2
00:15,,,,,"SUB OUT by COCHRAN,TANNER",,,"SUB OUT by COCHRAN,TANNER",2
00:03,"TURNOVER  by CALDWELL,CAM",,,,,,,"TURNOVER  by CALDWELL,CAM",2
00:02,,,,,"STEAL  by WANDS,CARTER",,,"STEAL  by WANDS,CARTER",2
00:01,"FOUL  by LEE,MATT",,,,,,,"FOUL  by LEE,MATT",2
00:01,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
00:01,,,,,"MISS FT by WANDS,KOBE",,,"MISS FT by WANDS,KOBE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:01,,59,,62 (+3),"GOOD FT by WANDS,KOBE",WESTMINS 59-62 (-3),,"GOOD FT by WANDS,KOBE",2
