Time Remaining,HXM,Away Team Score,Play Team Indicator,Home Team Score,BCM,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by JOHNSON,CALEB",,,"REBOUND DEF by JOHNSON,CALEB",2
19:38,,,,,"TURNOVER  by MARDER,NICK",,,"TURNOVER  by MARDER,NICK",2
19:20,"MISS LAYUP by CALAMESE,MICHAEL",,,,,,,"MISS LAYUP by CALAMESE,MICHAEL",2
--,"REBOUND OFF by ROBERTS,ERIC",,,,,,,"REBOUND OFF by ROBERTS,ERIC",2
19:17,"MISS LAYUP by ROBERTS,ERIC",,,,,,,"MISS LAYUP by ROBERTS,ERIC",2
19:17,,,,,"BLOCK  by HIRSH,ELIJAH",,,"BLOCK  by HIRSH,ELIJAH",2
--,,,,,"REBOUND DEF by JOHNSON,CALEB",,,"REBOUND DEF by JOHNSON,CALEB",2
19:12,,44,,46 (+2),"GOOD LAYUP by JOHNSON,CALEB(fastbreak)(in the paint)",BCM 44-46 (-2),,"GOOD LAYUP by JOHNSON,CALEB(fastbreak)(in the paint)",2
19:12,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
19:12,,,,,"MISS FT by JOHNSON,CALEB",,,"MISS FT by JOHNSON,CALEB",2
--,"REBOUND DEF by BRASFIELD,KAM",,,,,,,"REBOUND DEF by BRASFIELD,KAM",2
19:12,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",2
19:12,"SUB OUT by ROBERTS,ERIC",,,,,,,"SUB OUT by ROBERTS,ERIC",2
18:57,"GOOD 3PTR by BRASFIELD,KAM",47 (+1),,46,,HXM 47-46 (+1),,"GOOD 3PTR by BRASFIELD,KAM",2
--,"ASSIST  by CALAMESE,MICHAEL",,,,,,,"ASSIST  by CALAMESE,MICHAEL",2
18:33,,,,,"MISS 3PTR by JOHNSON,CALEB",,,"MISS 3PTR by JOHNSON,CALEB",2
--,,,,,"REBOUND OFF by MCCLOUD,ALTON",,,"REBOUND OFF by MCCLOUD,ALTON",2
18:09,,47,,48 (+1),"GOOD LAYUP by MARDER,NICK(in the paint)",BCM 47-48 (-1),,"GOOD LAYUP by MARDER,NICK(in the paint)",2
17:56,"MISS 3PTR by EATON,JACK",,,,,,,"MISS 3PTR by EATON,JACK",2
--,,,,,"REBOUND DEF by JOHNSON,CALEB",,,"REBOUND DEF by JOHNSON,CALEB",2
17:40,"FOUL  by CRISWELL,SEAN",,,,,,,"FOUL  by CRISWELL,SEAN",2
17:40,,,,,"MISS FT by HIRSH,ELIJAH",,,"MISS FT by HIRSH,ELIJAH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
17:40,,47,,49 (+2),"GOOD FT by HIRSH,ELIJAH",BCM 47-49 (-2),,"GOOD FT by HIRSH,ELIJAH",2
17:20,"MISS LAYUP by SMITH,PRESTON",,,,,,,"MISS LAYUP by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",2
17:12,,,,,"MISS LAYUP by MARDER,NICK",,,"MISS LAYUP by MARDER,NICK",2
--,"REBOUND DEF by CALAMESE,MICHAEL",,,,,,,"REBOUND DEF by CALAMESE,MICHAEL",2
17:01,"MISS 3PTR by CRISWELL,SEAN",,,,,,,"MISS 3PTR by CRISWELL,SEAN",2
--,,,,,"REBOUND DEF by HIRSH,ELIJAH",,,"REBOUND DEF by HIRSH,ELIJAH",2
16:40,,,,,"TURNOVER  by HIRSH,ELIJAH",,,"TURNOVER  by HIRSH,ELIJAH",2
16:36,"STEAL  by EATON,JACK",,,,,,,"STEAL  by EATON,JACK",2
16:34,"MISS LAYUP by CALAMESE,MICHAEL",,,,,,,"MISS LAYUP by CALAMESE,MICHAEL",2
16:34,,,,,"BLOCK  by HIRSH,ELIJAH",,,"BLOCK  by HIRSH,ELIJAH",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
16:34,,,,,"SUB IN by JOHNSON,CORY",,,"SUB IN by JOHNSON,CORY",2
16:34,,,,,"SUB OUT by MARDER,NICK",,,"SUB OUT by MARDER,NICK",2
16:14,"GOOD LAYUP by CRISWELL,SEAN(in the paint)",49,,49,,HXM 49-49 (0),,"GOOD LAYUP by CRISWELL,SEAN(in the paint)",2
--,"ASSIST  by EATON,JACK",,,,,,,"ASSIST  by EATON,JACK",2
15:49,,,,,"MISS LAYUP by HIRSH,ELIJAH",,,"MISS LAYUP by HIRSH,ELIJAH",2
--,,,,,"REBOUND OFF by JOHNSON,CALEB",,,"REBOUND OFF by JOHNSON,CALEB",2
15:46,,49,,51 (+2),"GOOD LAYUP by JOHNSON,CALEB(in the paint)",BCM 49-51 (-2),,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",2
15:36,,,,,"FOUL  by JOHNSON,CORY",,,"FOUL  by JOHNSON,CORY",2
15:36,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:35,"SUB IN by ROBERTS,ERIC",,,,,,,"SUB IN by ROBERTS,ERIC",2
15:35,"SUB OUT by CRISWELL,SEAN",,,,,,,"SUB OUT by CRISWELL,SEAN",2
15:25,"TURNOVER  by BRASFIELD,KAM",,,,,,,"TURNOVER  by BRASFIELD,KAM",2
15:24,,,,,"STEAL  by HIRSH,ELIJAH",,,"STEAL  by HIRSH,ELIJAH",2
15:22,"SUB IN by ROUSE,TREY",,,,,,,"SUB IN by ROUSE,TREY",2
15:22,"SUB OUT by BRASFIELD,KAM",,,,,,,"SUB OUT by BRASFIELD,KAM",2
15:17,,,,,"MISS LAYUP by HIRSH,ELIJAH",,,"MISS LAYUP by HIRSH,ELIJAH",2
--,,,,,"REBOUND OFF by ELLINGSWORTH,COLEMAN",,,"REBOUND OFF by ELLINGSWORTH,COLEMAN",2
15:11,,,,,"TURNOVER  by ELLINGSWORTH,COLEMAN",,,"TURNOVER  by ELLINGSWORTH,COLEMAN",2
15:09,"STEAL  by CALAMESE,MICHAEL",,,,,,,"STEAL  by CALAMESE,MICHAEL",2
14:54,"FOUL  by EATON,JACK",,,,,,,"FOUL  by EATON,JACK",2
14:54,"TURNOVER  by EATON,JACK",,,,,,,"TURNOVER  by EATON,JACK",2
14:54,"SUB IN by FISHER,ELI",,,,,,,"SUB IN by FISHER,ELI",2
14:54,"SUB OUT by EATON,JACK",,,,,,,"SUB OUT by EATON,JACK",2
14:54,,,,,"SUB IN by MARDER,NICK",,,"SUB IN by MARDER,NICK",2
14:54,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
14:38,,,,,"MISS 3PTR by HIRSH,ELIJAH",,,"MISS 3PTR by HIRSH,ELIJAH",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:35,,,,,"FOUL  by HIRSH,ELIJAH",,,"FOUL  by HIRSH,ELIJAH",2
14:35,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",2
14:35,,,,,"SUB OUT by HIRSH,ELIJAH",,,"SUB OUT by HIRSH,ELIJAH",2
14:18,"MISS JUMPER by CALAMESE,MICHAEL",,,,,,,"MISS JUMPER by CALAMESE,MICHAEL",2
--,,,,,"REBOUND DEF by MCCLOUD,ALTON",,,"REBOUND DEF by MCCLOUD,ALTON",2
14:11,,,,,"MISS LAYUP by JOHNSON,CORY",,,"MISS LAYUP by JOHNSON,CORY",2
--,"REBOUND DEF by CALAMESE,MICHAEL",,,,,,,"REBOUND DEF by CALAMESE,MICHAEL",2
14:01,"GOOD 3PTR by SMITH,PRESTON",52 (+1),,51,,HXM 52-51 (+1),,"GOOD 3PTR by SMITH,PRESTON",2
--,"ASSIST  by CALAMESE,MICHAEL",,,,,,,"ASSIST  by CALAMESE,MICHAEL",2
13:40,,,,,"FOUL  by ATKINSON,QUINN",,,"FOUL  by ATKINSON,QUINN",2
13:40,,,,,"TURNOVER  by ATKINSON,QUINN",,,"TURNOVER  by ATKINSON,QUINN",2
13:40,"SUB IN by CRISWELL,SEAN",,,,,,,"SUB IN by CRISWELL,SEAN",2
13:40,"SUB OUT by ROBERTS,ERIC",,,,,,,"SUB OUT by ROBERTS,ERIC",2
13:40,,,,,"SUB IN by MOORE,MILES",,,"SUB IN by MOORE,MILES",2
13:40,,,,,"SUB OUT by JOHNSON,CORY",,,"SUB OUT by JOHNSON,CORY",2
13:11,"MISS LAYUP by CRISWELL,SEAN",,,,,,,"MISS LAYUP by CRISWELL,SEAN",2
13:11,,,,,"BLOCK  by MCCLOUD,ALTON",,,"BLOCK  by MCCLOUD,ALTON",2
--,,,,,"REBOUND DEF by MOORE,MILES",,,"REBOUND DEF by MOORE,MILES",2
12:44,,,,,"MISS LAYUP by MOORE,MILES",,,"MISS LAYUP by MOORE,MILES",2
--,"REBOUND DEF by SMITH,PRESTON",,,,,,,"REBOUND DEF by SMITH,PRESTON",2
12:32,"GOOD 3PTR by FISHER,ELI",55 (+4),,51,,HXM 55-51 (+4),,"GOOD 3PTR by FISHER,ELI",2
--,"ASSIST  by SMITH,PRESTON",,,,,,,"ASSIST  by SMITH,PRESTON",2
12:06,,,,,"MISS LAYUP by MARDER,NICK",,,"MISS LAYUP by MARDER,NICK",2
--,"REBOUND DEF by CRISWELL,SEAN",,,,,,,"REBOUND DEF by CRISWELL,SEAN",2
11:56,"GOOD 3PTR by FISHER,ELI",58 (+7),,51,,HXM 58-51 (+7),,"GOOD 3PTR by FISHER,ELI",2
--,"ASSIST  by CALAMESE,MICHAEL",,,,,,,"ASSIST  by CALAMESE,MICHAEL",2
11:52,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
11:52,,,,,"SUB IN by HIRSH,ELIJAH",,,"SUB IN by HIRSH,ELIJAH",2
11:52,,,,,"SUB OUT by ATKINSON,QUINN",,,"SUB OUT by ATKINSON,QUINN",2
11:36,,,,,"MISS JUMPER by MCCLOUD,ALTON",,,"MISS JUMPER by MCCLOUD,ALTON",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
11:31,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:07,,,,,"FOUL  by MARDER,NICK",,,"FOUL  by MARDER,NICK",2
10:51,"MISS 3PTR by FISHER,ELI",,,,,,,"MISS 3PTR by FISHER,ELI",2
--,,,,,"REBOUND DEF by HIRSH,ELIJAH",,,"REBOUND DEF by HIRSH,ELIJAH",2
10:37,"FOUL  by CRISWELL,SEAN",,,,,,,"FOUL  by CRISWELL,SEAN",2
10:37,"SUB IN by ROBERTS,ERIC",,,,,,,"SUB IN by ROBERTS,ERIC",2
10:37,"SUB OUT by CRISWELL,SEAN",,,,,,,"SUB OUT by CRISWELL,SEAN",2
10:36,"FOUL  by CALAMESE,MICHAEL",,,,,,,"FOUL  by CALAMESE,MICHAEL",2
10:36,,58 (+6),,52,"GOOD FT by JOHNSON,CALEB",BCM 58-52 (+6),,"GOOD FT by JOHNSON,CALEB",2
10:36,,58 (+5),,53,"GOOD FT by JOHNSON,CALEB",BCM 58-53 (+5),,"GOOD FT by JOHNSON,CALEB",2
10:09,"MISS 3PTR by ROUSE,TREY",,,,,,,"MISS 3PTR by ROUSE,TREY",2
--,,,,,"REBOUND DEF by JOHNSON,CALEB",,,"REBOUND DEF by JOHNSON,CALEB",2
10:05,"FOUL  by CALAMESE,MICHAEL",,,,,,,"FOUL  by CALAMESE,MICHAEL",2
10:05,,,,,"MISS FT by JOHNSON,CALEB",,,"MISS FT by JOHNSON,CALEB",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:05,,58 (+4),,54,"GOOD FT by JOHNSON,CALEB",BCM 58-54 (+4),,"GOOD FT by JOHNSON,CALEB",2
10:05,"SUB IN by BRASFIELD,KAM",,,,,,,"SUB IN by BRASFIELD,KAM",2
10:05,"SUB OUT by CALAMESE,MICHAEL",,,,,,,"SUB OUT by CALAMESE,MICHAEL",2
09:47,"MISS JUMPER by SMITH,PRESTON",,,,,,,"MISS JUMPER by SMITH,PRESTON",2
09:47,,,,,"BLOCK  by JOHNSON,CALEB",,,"BLOCK  by JOHNSON,CALEB",2
--,"REBOUND OFF by BRASFIELD,KAM",,,,,,,"REBOUND OFF by BRASFIELD,KAM",2
09:42,"GOOD 3PTR by ROUSE,TREY",61 (+7),,54,,HXM 61-54 (+7),,"GOOD 3PTR by ROUSE,TREY",2
--,"ASSIST  by BRASFIELD,KAM",,,,,,,"ASSIST  by BRASFIELD,KAM",2
09:23,,61 (+5),,56,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",BCM 61-56 (+5),,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",2
09:06,"GOOD JUMPER by ROUSE,TREY",63 (+7),,56,,HXM 63-56 (+7),,"GOOD JUMPER by ROUSE,TREY",2
08:53,"FOUL  by ROUSE,TREY",,,,,,,"FOUL  by ROUSE,TREY",2
08:53,,63 (+6),,57,"GOOD FT by HIRSH,ELIJAH",BCM 63-57 (+6),,"GOOD FT by HIRSH,ELIJAH",2
08:53,,63 (+5),,58,"GOOD FT by HIRSH,ELIJAH",BCM 63-58 (+5),,"GOOD FT by HIRSH,ELIJAH",2
08:34,"MISS LAYUP by ROBERTS,ERIC",,,,,,,"MISS LAYUP by ROBERTS,ERIC",2
08:34,,,,,"BLOCK  by HIRSH,ELIJAH",,,"BLOCK  by HIRSH,ELIJAH",2
--,,,,,"REBOUND DEF by MCCLOUD,ALTON",,,"REBOUND DEF by MCCLOUD,ALTON",2
08:23,"FOUL  by ROBERTS,ERIC",,,,,,,"FOUL  by ROBERTS,ERIC",2
08:23,,,,,"MISS FT by HIRSH,ELIJAH",,,"MISS FT by HIRSH,ELIJAH",2
--,"REBOUND DEF by FISHER,ELI",,,,,,,"REBOUND DEF by FISHER,ELI",2
08:16,"MISS LAYUP by SMITH,PRESTON",,,,,,,"MISS LAYUP by SMITH,PRESTON",2
--,"REBOUND OFF by FISHER,ELI",,,,,,,"REBOUND OFF by FISHER,ELI",2
08:13,,,,,"FOUL  by MCCLOUD,ALTON",,,"FOUL  by MCCLOUD,ALTON",2
07:57,"MISS 3PTR by FISHER,ELI",,,,,,,"MISS 3PTR by FISHER,ELI",2
--,,,,,"REBOUND DEF by MOORE,MILES",,,"REBOUND DEF by MOORE,MILES",2
07:50,,,,,"MISS LAYUP by MOORE,MILES",,,"MISS LAYUP by MOORE,MILES",2
--,"REBOUND DEF by BRASFIELD,KAM",,,,,,,"REBOUND DEF by BRASFIELD,KAM",2
07:38,"MISS LAYUP by SMITH,PRESTON",,,,,,,"MISS LAYUP by SMITH,PRESTON",2
07:38,,,,,"BLOCK  by HIRSH,ELIJAH",,,"BLOCK  by HIRSH,ELIJAH",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
07:38,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:38,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",,,"SUB IN by ELLINGSWORTH,COLEMAN",2
07:38,,,,,"SUB OUT by MARDER,NICK",,,"SUB OUT by MARDER,NICK",2
07:33,"GOOD 3PTR by FISHER,ELI",66 (+8),,58,,HXM 66-58 (+8),,"GOOD 3PTR by FISHER,ELI",2
--,"ASSIST  by BRASFIELD,KAM",,,,,,,"ASSIST  by BRASFIELD,KAM",2
07:16,,,,,"MISS LAYUP by HIRSH,ELIJAH",,,"MISS LAYUP by HIRSH,ELIJAH",2
--,"REBOUND DEF by BRASFIELD,KAM",,,,,,,"REBOUND DEF by BRASFIELD,KAM",2
07:08,"MISS LAYUP by ROUSE,TREY",,,,,,,"MISS LAYUP by ROUSE,TREY",2
--,,,,,"REBOUND DEF by MCCLOUD,ALTON",,,"REBOUND DEF by MCCLOUD,ALTON",2
07:04,"FOUL  by BRASFIELD,KAM",,,,,,,"FOUL  by BRASFIELD,KAM",2
07:04,,66 (+7),,59,"GOOD FT by JOHNSON,CALEB",BCM 66-59 (+7),,"GOOD FT by JOHNSON,CALEB",2
07:04,,66 (+6),,60,"GOOD FT by JOHNSON,CALEB",BCM 66-60 (+6),,"GOOD FT by JOHNSON,CALEB",2
06:50,"MISS 3PTR by FISHER,ELI",,,,,,,"MISS 3PTR by FISHER,ELI",2
--,,,,,"REBOUND DEF by HIRSH,ELIJAH",,,"REBOUND DEF by HIRSH,ELIJAH",2
06:48,"FOUL  by ROBERTS,ERIC",,,,,,,"FOUL  by ROBERTS,ERIC",2
06:48,,,,,"MISS FT by HIRSH,ELIJAH",,,"MISS FT by HIRSH,ELIJAH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:48,,66 (+5),,61,"GOOD FT by HIRSH,ELIJAH",BCM 66-61 (+5),,"GOOD FT by HIRSH,ELIJAH",2
06:33,,,,,"FOUL  by MCCLOUD,ALTON",,,"FOUL  by MCCLOUD,ALTON",2
06:33,"MISS FT by ROUSE,TREY",,,,,,,"MISS FT by ROUSE,TREY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:33,"MISS FT by ROUSE,TREY",,,,,,,"MISS FT by ROUSE,TREY",2
--,"REBOUND OFF by ROUSE,TREY",,,,,,,"REBOUND OFF by ROUSE,TREY",2
06:33,"SUB IN by CRISWELL,SEAN",,,,,,,"SUB IN by CRISWELL,SEAN",2
06:33,"SUB OUT by ROBERTS,ERIC",,,,,,,"SUB OUT by ROBERTS,ERIC",2
06:22,,,,,"FOUL  by MCCLOUD,ALTON",,,"FOUL  by MCCLOUD,ALTON",2
06:22,"GOOD FT by SMITH,PRESTON",67 (+6),,61,,HXM 67-61 (+6),,"GOOD FT by SMITH,PRESTON",2
06:22,"GOOD FT by SMITH,PRESTON",68 (+7),,61,,HXM 68-61 (+7),,"GOOD FT by SMITH,PRESTON",2
06:22,"GOOD FT by SMITH,PRESTON",69 (+8),,61,,HXM 69-61 (+8),,"GOOD FT by SMITH,PRESTON",2
06:22,"SUB IN by CALAMESE,MICHAEL",,,,,,,"SUB IN by CALAMESE,MICHAEL",2
06:22,"SUB OUT by ROUSE,TREY",,,,,,,"SUB OUT by ROUSE,TREY",2
06:22,,,,,"SUB IN by MARDER,NICK",,,"SUB IN by MARDER,NICK",2
06:22,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
06:09,,,,,"MISS LAYUP by JOHNSON,CALEB",,,"MISS LAYUP by JOHNSON,CALEB",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
06:08,"FOUL  by FISHER,ELI",,,,,,,"FOUL  by FISHER,ELI",2
06:08,,69 (+7),,62,"GOOD FT by HIRSH,ELIJAH",BCM 69-62 (+7),,"GOOD FT by HIRSH,ELIJAH",2
06:08,,,,,"MISS FT by HIRSH,ELIJAH",,,"MISS FT by HIRSH,ELIJAH",2
--,"REBOUND DEF by EATON,JACK",,,,,,,"REBOUND DEF by EATON,JACK",2
06:08,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",2
06:08,"SUB OUT by FISHER,ELI",,,,,,,"SUB OUT by FISHER,ELI",2
05:57,"MISS LAYUP by CRISWELL,SEAN",,,,,,,"MISS LAYUP by CRISWELL,SEAN",2
05:57,,,,,"BLOCK  by HIRSH,ELIJAH",,,"BLOCK  by HIRSH,ELIJAH",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
05:41,"GOOD JUMPER by CALAMESE,MICHAEL",71 (+9),,62,,HXM 71-62 (+9),,"GOOD JUMPER by CALAMESE,MICHAEL",2
05:25,"FOUL  by CALAMESE,MICHAEL",,,,,,,"FOUL  by CALAMESE,MICHAEL",2
05:25,,71 (+8),,63,"GOOD FT by MARDER,NICK",BCM 71-63 (+8),,"GOOD FT by MARDER,NICK",2
05:25,,,,,"MISS FT by MARDER,NICK",,,"MISS FT by MARDER,NICK",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
05:25,"SUB IN by ROUSE,TREY",,,,,,,"SUB IN by ROUSE,TREY",2
05:25,"SUB OUT by CALAMESE,MICHAEL",,,,,,,"SUB OUT by CALAMESE,MICHAEL",2
05:13,"FOUL  by EATON,JACK",,,,,,,"FOUL  by EATON,JACK",2
05:07,,71 (+7),,64,"GOOD FT by HIRSH,ELIJAH",BCM 71-64 (+7),,"GOOD FT by HIRSH,ELIJAH",2
04:54,,,,,"MISS FT by HIRSH,ELIJAH",,,"MISS FT by HIRSH,ELIJAH",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
04:48,,,,,"FOUL  by JOHNSON,CALEB",,,"FOUL  by JOHNSON,CALEB",2
04:48,"MISS FT by CRISWELL,SEAN",,,,,,,"MISS FT by CRISWELL,SEAN",2
--,,,,,"REBOUND DEF by MARDER,NICK",,,"REBOUND DEF by MARDER,NICK",2
04:45,,,,,"MISS LAYUP by MARDER,NICK",,,"MISS LAYUP by MARDER,NICK",2
--,,,,,"REBOUND OFF by MCCLOUD,ALTON",,,"REBOUND OFF by MCCLOUD,ALTON",2
04:43,,,,,"MISS LAYUP by MCCLOUD,ALTON",,,"MISS LAYUP by MCCLOUD,ALTON",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
04:43,"FOUL  by CRISWELL,SEAN",,,,,,,"FOUL  by CRISWELL,SEAN",2
04:43,,71 (+6),,65,"GOOD FT by MCCLOUD,ALTON",BCM 71-65 (+6),,"GOOD FT by MCCLOUD,ALTON",2
04:43,,71 (+5),,66,"GOOD FT by MCCLOUD,ALTON",BCM 71-66 (+5),,"GOOD FT by MCCLOUD,ALTON",2
05:00,"MISS LAYUP by BRASFIELD,KAM",,,,,,,"MISS LAYUP by BRASFIELD,KAM",2
05:00,,,,,"BLOCK  by HIRSH,ELIJAH",,,"BLOCK  by HIRSH,ELIJAH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
05:00,"FOUL  by BRASFIELD,KAM",,,,,,,"FOUL  by BRASFIELD,KAM",2
05:00,,71 (+4),,67,"GOOD FT by MCCLOUD,ALTON",BCM 71-67 (+4),,"GOOD FT by MCCLOUD,ALTON",2
05:00,,71 (+3),,68,"GOOD FT by MCCLOUD,ALTON",BCM 71-68 (+3),,"GOOD FT by MCCLOUD,ALTON",2
04:44,"GOOD 3PTR by BRASFIELD,KAM",74 (+6),,68,,HXM 74-68 (+6),,"GOOD 3PTR by BRASFIELD,KAM",2
04:43,"SUB IN by ROBERTS,ERIC",,,,,,,"SUB IN by ROBERTS,ERIC",2
04:43,"SUB OUT by CRISWELL,SEAN",,,,,,,"SUB OUT by CRISWELL,SEAN",2
04:29,,,,,"TURNOVER  by HIRSH,ELIJAH",,,"TURNOVER  by HIRSH,ELIJAH",2
04:25,"STEAL  by ROBERTS,ERIC",,,,,,,"STEAL  by ROBERTS,ERIC",2
04:00,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by MARDER,NICK",,,"REBOUND DEF by MARDER,NICK",2
03:51,,74 (+4),,70,"GOOD LAYUP by MARDER,NICK(in the paint)",BCM 74-70 (+4),,"GOOD LAYUP by MARDER,NICK(in the paint)",2
--,,,,,"ASSIST  by MOORE,MILES",,,"ASSIST  by MOORE,MILES",2
03:26,"FOUL  by EATON,JACK",,,,,,,"FOUL  by EATON,JACK",2
03:26,"TURNOVER  by EATON,JACK",,,,,,,"TURNOVER  by EATON,JACK",2
03:26,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
03:19,,,,,"MISS 3PTR by JOHNSON,CALEB",,,"MISS 3PTR by JOHNSON,CALEB",2
--,,,,,"REBOUND OFF by MARDER,NICK",,,"REBOUND OFF by MARDER,NICK",2
03:14,,,,,"MISS LAYUP by MARDER,NICK",,,"MISS LAYUP by MARDER,NICK",2
--,"REBOUND DEF by BRASFIELD,KAM",,,,,,,"REBOUND DEF by BRASFIELD,KAM",2
02:52,"MISS 3PTR by ROUSE,TREY",,,,,,,"MISS 3PTR by ROUSE,TREY",2
--,,,,,"REBOUND DEF by MOORE,MILES",,,"REBOUND DEF by MOORE,MILES",2
02:37,,,,,"MISS LAYUP by JOHNSON,CALEB",,,"MISS LAYUP by JOHNSON,CALEB",2
02:37,"BLOCK  by ROBERTS,ERIC",,,,,,,"BLOCK  by ROBERTS,ERIC",2
--,"REBOUND DEF by ROBERTS,ERIC",,,,,,,"REBOUND DEF by ROBERTS,ERIC",2
02:25,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:25,"SUB IN by CALAMESE,MICHAEL",,,,,,,"SUB IN by CALAMESE,MICHAEL",2
02:25,"SUB OUT by ROUSE,TREY",,,,,,,"SUB OUT by ROUSE,TREY",2
02:18,"MISS LAYUP by ROBERTS,ERIC",,,,,,,"MISS LAYUP by ROBERTS,ERIC",2
--,,,,,"REBOUND DEF by HIRSH,ELIJAH",,,"REBOUND DEF by HIRSH,ELIJAH",2
02:00,,,,,"MISS JUMPER by HIRSH,ELIJAH",,,"MISS JUMPER by HIRSH,ELIJAH",2
--,,,,,"REBOUND OFF by JOHNSON,CALEB",,,"REBOUND OFF by JOHNSON,CALEB",2
01:56,,74 (+2),,72,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",BCM 74-72 (+2),,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",2
01:24,"GOOD LAYUP by ROBERTS,ERIC(in the paint)",76 (+4),,72,,HXM 76-72 (+4),,"GOOD LAYUP by ROBERTS,ERIC(in the paint)",2
01:12,,,,,"MISS LAYUP by MOORE,MILES",,,"MISS LAYUP by MOORE,MILES",2
--,,,,,"REBOUND OFF by HIRSH,ELIJAH",,,"REBOUND OFF by HIRSH,ELIJAH",2
01:11,,76 (+2),,74,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",BCM 76-74 (+2),,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",2
01:08,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:49,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:37,"GOOD 3PTR by SMITH,PRESTON",79 (+5),,74,,HXM 79-74 (+5),,"GOOD 3PTR by SMITH,PRESTON",2
--,"ASSIST  by CALAMESE,MICHAEL",,,,,,,"ASSIST  by CALAMESE,MICHAEL",2
00:29,,,,,"MISS LAYUP by MARDER,NICK",,,"MISS LAYUP by MARDER,NICK",2
00:29,"BLOCK  by EATON,JACK",,,,,,,"BLOCK  by EATON,JACK",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
00:27,,,,,"MISS 3PTR by JOHNSON,CALEB",,,"MISS 3PTR by JOHNSON,CALEB",2
--,"REBOUND DEF by SMITH,PRESTON",,,,,,,"REBOUND DEF by SMITH,PRESTON",2
00:27,"SUB IN by CRISWELL,SEAN",,,,,,,"SUB IN by CRISWELL,SEAN",2
00:27,"SUB OUT by BRASFIELD,KAM",,,,,,,"SUB OUT by BRASFIELD,KAM",2
00:27,,,,,"SUB IN by JOHNSON,CORY",,,"SUB IN by JOHNSON,CORY",2
00:27,,,,,"SUB OUT by MOORE,MILES",,,"SUB OUT by MOORE,MILES",2
00:23,,,,,"FOUL  by MARDER,NICK",,,"FOUL  by MARDER,NICK",2
00:23,"MISS FT by SMITH,PRESTON",,,,,,,"MISS FT by SMITH,PRESTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
