Time Remaining,UTT,Away Team Score,Play Team Indicator,Home Team Score,HXM,Game Score,Team Indicator,Play,Period
18:25,,,,,"MISS 3PTR by BRASFIELD,KAM",,,"MISS 3PTR by BRASFIELD,KAM",2
--,"REBOUND DEF by LANE,JOHNELL",,,,,,,"REBOUND DEF by LANE,JOHNELL",2
18:03,,,,,"FOUL  by BRASFIELD,KAM",,,"FOUL  by BRASFIELD,KAM",2
18:03,"TURNOVER  by HADDEN,SKYLER",,,,,,,"TURNOVER  by HADDEN,SKYLER",2
17:41,,62 (+16),,46,"GOOD 3PTR by CRISWELL,SEAN",HXM 62-46 (-16),,"GOOD 3PTR by CRISWELL,SEAN",2
--,,,,,"ASSIST  by BRASFIELD,KAM",,,"ASSIST  by BRASFIELD,KAM",2
17:26,"MISS LAYUP by TATUM,JOSH",,,,,,,"MISS LAYUP by TATUM,JOSH",2
--,"REBOUND OFF by OBUKWELU,EMEKA",,,,,,,"REBOUND OFF by OBUKWELU,EMEKA",2
17:26,,,,,"FOUL  by CRISWELL,SEAN",,,"FOUL  by CRISWELL,SEAN",2
17:26,"MISS FT by OBUKWELU,EMEKA",,,,,,,"MISS FT by OBUKWELU,EMEKA",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:26,"GOOD FT by OBUKWELU,EMEKA",63 (+17),,46,,UTT 63-46 (-17),,"GOOD FT by OBUKWELU,EMEKA",2
17:22,,63 (+14),,49,"GOOD 3PTR by HALL,MARCIS",HXM 63-49 (-14),,"GOOD 3PTR by HALL,MARCIS",2
16:50,"MISS JUMPER by TATUM,JOSH",,,,,,,"MISS JUMPER by TATUM,JOSH",2
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",2
16:39,,63 (+12),,51,"GOOD LAYUP by SMITH,PRESTON(in the paint)",HXM 63-51 (-12),,"GOOD LAYUP by SMITH,PRESTON(in the paint)",2
16:39,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
16:39,,,,,"FOUL  by HALL,MARCIS",,,"FOUL  by HALL,MARCIS",2
16:30,"MISS JUMPER by OBUKWELU,EMEKA",,,,,,,"MISS JUMPER by OBUKWELU,EMEKA",2
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",2
15:39,,,,,"MISS LAYUP by HALL,MARCIS",,,"MISS LAYUP by HALL,MARCIS",2
--,"REBOUND DEF by OBUKWELU,EMEKA",,,,,,,"REBOUND DEF by OBUKWELU,EMEKA",2
15:30,,,,,"FOUL  by CRISWELL,SEAN",,,"FOUL  by CRISWELL,SEAN",2
15:30,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:30,"MISS JUMPER by ANTHONY,MELVIN",,,,,,,"MISS JUMPER by ANTHONY,MELVIN",2
--,"REBOUND OFF by HADDEN,SKYLER",,,,,,,"REBOUND OFF by HADDEN,SKYLER",2
15:30,"GOOD LAYUP by HADDEN,SKYLER(in the paint)",65 (+14),,51,,UTT 65-51 (-14),,"GOOD LAYUP by HADDEN,SKYLER(in the paint)",2
15:05,,,,,"TURNOVER  by SMITH,PRESTON",,,"TURNOVER  by SMITH,PRESTON",2
15:03,"STEAL  by TATUM,JOSH",,,,,,,"STEAL  by TATUM,JOSH",2
14:57,"MISS LAYUP by TATUM,JOSH",,,,,,,"MISS LAYUP by TATUM,JOSH",2
--,"REBOUND OFF by ANTHONY,MELVIN",,,,,,,"REBOUND OFF by ANTHONY,MELVIN",2
14:48,,,,,"FOUL  by HALL,MARCIS",,,"FOUL  by HALL,MARCIS",2
14:48,"GOOD FT by ANTHONY,MELVIN",66 (+15),,51,,UTT 66-51 (-15),,"GOOD FT by ANTHONY,MELVIN",2
14:48,"GOOD FT by ANTHONY,MELVIN",67 (+16),,51,,UTT 67-51 (-16),,"GOOD FT by ANTHONY,MELVIN",2
14:48,,,,,"TURNOVER  by HALL,MARCIS",,,"TURNOVER  by HALL,MARCIS",2
14:48,"STEAL  by LANE,JOHNELL",,,,,,,"STEAL  by LANE,JOHNELL",2
14:48,"GOOD LAYUP by HADDEN,SKYLER(in the paint)",69 (+18),,51,,UTT 69-51 (-18),,"GOOD LAYUP by HADDEN,SKYLER(in the paint)",2
--,"ASSIST  by LANE,JOHNELL",,,,,,,"ASSIST  by LANE,JOHNELL",2
14:48,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
14:48,"SUB IN by MOORE,DAVIS",,,,,,,"SUB IN by MOORE,DAVIS",2
14:48,"SUB OUT by TATUM,JOSH",,,,,,,"SUB OUT by TATUM,JOSH",2
14:48,,,,,"SUB IN by ROBERTS,ERIC",,,"SUB IN by ROBERTS,ERIC",2
14:48,,,,,"SUB OUT by CRISWELL,SEAN",,,"SUB OUT by CRISWELL,SEAN",2
14:45,"FOUL  by HADDEN,SKYLER",,,,,,,"FOUL  by HADDEN,SKYLER",2
14:45,,,,,"FOUL  by ROBERTS,ERIC",,,"FOUL  by ROBERTS,ERIC",2
14:45,,,,,"FOUL TECH by ROBERTS,ERIC",,,"FOUL TECH by ROBERTS,ERIC",2
14:45,"GOOD FT by MOORE,DAVIS",70 (+19),,51,,UTT 70-51 (-19),,"GOOD FT by MOORE,DAVIS",2
14:45,"GOOD FT by MOORE,DAVIS",71 (+20),,51,,UTT 71-51 (-20),,"GOOD FT by MOORE,DAVIS",2
14:45,,,,,"MISS FT by HALL,MARCIS",,,"MISS FT by HALL,MARCIS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:45,,71 (+19),,52,"GOOD FT by HALL,MARCIS",HXM 71-52 (-19),,"GOOD FT by HALL,MARCIS",2
14:28,"GOOD JUMPER by HADDEN,SKYLER",73 (+21),,52,,UTT 73-52 (-21),,"GOOD JUMPER by HADDEN,SKYLER",2
14:10,"FOUL  by ANTHONY,MELVIN",,,,,,,"FOUL  by ANTHONY,MELVIN",2
14:04,,73 (+19),,54,"GOOD LAYUP by HALL,MARCIS(in the paint)",HXM 73-54 (-19),,"GOOD LAYUP by HALL,MARCIS(in the paint)",2
13:46,"GOOD 3PTR by LANE,JOHNELL",76 (+22),,54,,UTT 76-54 (-22),,"GOOD 3PTR by LANE,JOHNELL",2
--,"ASSIST  by ANTHONY,MELVIN",,,,,,,"ASSIST  by ANTHONY,MELVIN",2
13:35,,,,,"MISS 3PTR by LINK,JACOB",,,"MISS 3PTR by LINK,JACOB",2
--,"REBOUND DEF by OBUKWELU,EMEKA",,,,,,,"REBOUND DEF by OBUKWELU,EMEKA",2
13:35,"GOOD 3PTR by MOORE,DAVIS",79 (+25),,54,,UTT 79-54 (-25),,"GOOD 3PTR by MOORE,DAVIS",2
13:22,,79 (+22),,57,"GOOD 3PTR by BRASFIELD,KAM",HXM 79-57 (-22),,"GOOD 3PTR by BRASFIELD,KAM",2
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",2
13:07,"MISS LAYUP by LANE,JOHNELL",,,,,,,"MISS LAYUP by LANE,JOHNELL",2
--,"REBOUND OFF by OBUKWELU,EMEKA",,,,,,,"REBOUND OFF by OBUKWELU,EMEKA",2
13:07,"GOOD LAYUP by OBUKWELU,EMEKA(in the paint)",81 (+24),,57,,UTT 81-57 (-24),,"GOOD LAYUP by OBUKWELU,EMEKA(in the paint)",2
13:01,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:01,,,,,"SUB IN by ROUSE,TREY",,,"SUB IN by ROUSE,TREY",2
13:01,,,,,"SUB OUT by ROBERTS,ERIC",,,"SUB OUT by ROBERTS,ERIC",2
12:55,,,,,"MISS 3PTR by ROUSE,TREY",,,"MISS 3PTR by ROUSE,TREY",2
--,"REBOUND DEF by HADDEN,SKYLER",,,,,,,"REBOUND DEF by HADDEN,SKYLER",2
12:43,"MISS 3PTR by ANTHONY,MELVIN",,,,,,,"MISS 3PTR by ANTHONY,MELVIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
12:28,,81 (+22),,59,"GOOD LAYUP by LINK,JACOB(in the paint)",HXM 81-59 (-22),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
12:28,"FOUL  by MOORE,DAVIS",,,,,,,"FOUL  by MOORE,DAVIS",2
12:28,,81 (+21),,60,"GOOD FT by LINK,JACOB",HXM 81-60 (-21),,"GOOD FT by LINK,JACOB",2
12:09,"TURNOVER  by OBUKWELU,EMEKA",,,,,,,"TURNOVER  by OBUKWELU,EMEKA",2
12:07,,,,,"STEAL  by SMITH,PRESTON",,,"STEAL  by SMITH,PRESTON",2
11:58,,,,,"MISS LAYUP by BRASFIELD,KAM",,,"MISS LAYUP by BRASFIELD,KAM",2
--,"REBOUND DEF by ANTHONY,MELVIN",,,,,,,"REBOUND DEF by ANTHONY,MELVIN",2
11:52,,,,,"FOUL  by ROUSE,TREY",,,"FOUL  by ROUSE,TREY",2
11:52,"GOOD FT by ANTHONY,MELVIN",82 (+22),,60,,UTT 82-60 (-22),,"GOOD FT by ANTHONY,MELVIN",2
11:52,"GOOD FT by ANTHONY,MELVIN",83 (+23),,60,,UTT 83-60 (-23),,"GOOD FT by ANTHONY,MELVIN",2
11:52,,83 (+21),,62,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",HXM 83-62 (-21),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",2
11:31,"MISS LAYUP by HADDEN,SKYLER",,,,,,,"MISS LAYUP by HADDEN,SKYLER",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
11:19,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND OFF by BRASFIELD,KAM",,,"REBOUND OFF by BRASFIELD,KAM",2
11:06,,83 (+19),,64,"GOOD JUMPER by BRASFIELD,KAM",HXM 83-64 (-19),,"GOOD JUMPER by BRASFIELD,KAM",2
10:53,"TURNOVER  by ANTHONY,MELVIN",,,,,,,"TURNOVER  by ANTHONY,MELVIN",2
10:49,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
10:49,,,,,"MISS 3PTR by ROUSE,TREY",,,"MISS 3PTR by ROUSE,TREY",2
--,"REBOUND DEF by FRANK,CAMERON",,,,,,,"REBOUND DEF by FRANK,CAMERON",2
10:49,"TURNOVER  by FOGLE,XAVIER",,,,,,,"TURNOVER  by FOGLE,XAVIER",2
10:49,,83 (+17),,66,"GOOD LAYUP by HALL,MARCIS(in the paint)",HXM 83-66 (-17),,"GOOD LAYUP by HALL,MARCIS(in the paint)",2
--,,,,,"ASSIST  by BRASFIELD,KAM",,,"ASSIST  by BRASFIELD,KAM",2
10:49,"SUB IN by MASON,CHASE",,,,,,,"SUB IN by MASON,CHASE",2
10:49,"SUB IN by GREEN-GASKIN,JAMAL",,,,,,,"SUB IN by GREEN-GASKIN,JAMAL",2
10:49,"SUB IN by MOHAMED,OMAR",,,,,,,"SUB IN by MOHAMED,OMAR",2
10:49,"SUB IN by FOGLE,XAVIER",,,,,,,"SUB IN by FOGLE,XAVIER",2
10:49,"SUB IN by FRANK,CAMERON",,,,,,,"SUB IN by FRANK,CAMERON",2
10:49,"SUB OUT by OBUKWELU,EMEKA",,,,,,,"SUB OUT by OBUKWELU,EMEKA",2
10:49,"SUB OUT by ANTHONY,MELVIN",,,,,,,"SUB OUT by ANTHONY,MELVIN",2
10:49,"SUB OUT by HADDEN,SKYLER",,,,,,,"SUB OUT by HADDEN,SKYLER",2
10:49,"SUB OUT by MOORE,DAVIS",,,,,,,"SUB OUT by MOORE,DAVIS",2
10:49,"SUB OUT by LANE,JOHNELL",,,,,,,"SUB OUT by LANE,JOHNELL",2
10:16,"GOOD JUMPER by FOGLE,XAVIER",85 (+19),,66,,UTT 85-66 (-19),,"GOOD JUMPER by FOGLE,XAVIER",2
--,"ASSIST  by MOHAMED,OMAR",,,,,,,"ASSIST  by MOHAMED,OMAR",2
10:01,,,,,"MISS LAYUP by SMITH,PRESTON",,,"MISS LAYUP by SMITH,PRESTON",2
--,"REBOUND DEF by GREEN-GASKIN,JAMAL",,,,,,,"REBOUND DEF by GREEN-GASKIN,JAMAL",2
09:53,"MISS LAYUP by FRANK,CAMERON",,,,,,,"MISS LAYUP by FRANK,CAMERON",2
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",2
09:53,,85 (+17),,68,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",HXM 85-68 (-17),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",2
09:53,"FOUL  by MOHAMED,OMAR",,,,,,,"FOUL  by MOHAMED,OMAR",2
09:53,,,,,"MISS FT by BRASFIELD,KAM",,,"MISS FT by BRASFIELD,KAM",2
--,"REBOUND DEF by GREEN-GASKIN,JAMAL",,,,,,,"REBOUND DEF by GREEN-GASKIN,JAMAL",2
09:53,,,,,"SUB IN by CRISWELL,SEAN",,,"SUB IN by CRISWELL,SEAN",2
09:53,,,,,"SUB OUT by ROUSE,TREY",,,"SUB OUT by ROUSE,TREY",2
09:37,"GOOD 3PTR by FOGLE,XAVIER",88 (+20),,68,,UTT 88-68 (-20),,"GOOD 3PTR by FOGLE,XAVIER",2
--,"ASSIST  by MOHAMED,OMAR",,,,,,,"ASSIST  by MOHAMED,OMAR",2
08:51,"FOUL  by FRANK,CAMERON",,,,,,,"FOUL  by FRANK,CAMERON",2
08:51,,,,,"MISS FT by BRASFIELD,KAM",,,"MISS FT by BRASFIELD,KAM",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:51,,,,,"MISS FT by BRASFIELD,KAM",,,"MISS FT by BRASFIELD,KAM",2
--,"REBOUND DEF by GREEN-GASKIN,JAMAL",,,,,,,"REBOUND DEF by GREEN-GASKIN,JAMAL",2
08:40,"MISS JUMPER by GREEN-GASKIN,JAMAL",,,,,,,"MISS JUMPER by GREEN-GASKIN,JAMAL",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
08:29,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND DEF by FOGLE,XAVIER",,,,,,,"REBOUND DEF by FOGLE,XAVIER",2
08:29,,,,,"FOUL  by BRASFIELD,KAM",,,"FOUL  by BRASFIELD,KAM",2
08:29,"MISS FT by GREEN-GASKIN,JAMAL",,,,,,,"MISS FT by GREEN-GASKIN,JAMAL",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
08:29,,,,,"FOUL  by SMITH,PRESTON",,,"FOUL  by SMITH,PRESTON",2
08:29,"MISS FT by MOHAMED,OMAR",,,,,,,"MISS FT by MOHAMED,OMAR",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
08:29,"FOUL  by GREEN-GASKIN,JAMAL",,,,,,,"FOUL  by GREEN-GASKIN,JAMAL",2
08:29,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",2
08:29,,,,,"SUB OUT by BRASFIELD,KAM",,,"SUB OUT by BRASFIELD,KAM",2
08:12,"FOUL  by GREEN-GASKIN,JAMAL",,,,,,,"FOUL  by GREEN-GASKIN,JAMAL",2
08:12,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
08:12,,,,,"MISS FT by LINK,JACOB",,,"MISS FT by LINK,JACOB",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:12,,88 (+19),,69,"GOOD FT by LINK,JACOB",HXM 88-69 (-19),,"GOOD FT by LINK,JACOB",2
07:31,"MISS 3PTR by MASON,CHASE",,,,,,,"MISS 3PTR by MASON,CHASE",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
07:10,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND DEF by FOGLE,XAVIER",,,,,,,"REBOUND DEF by FOGLE,XAVIER",2
06:58,"TURNOVER  by FRANK,CAMERON",,,,,,,"TURNOVER  by FRANK,CAMERON",2
06:58,,,,,"SUB IN by ROUSE,TREY",,,"SUB IN by ROUSE,TREY",2
06:58,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",2
06:51,,88 (+17),,71,"GOOD JUMPER by CALAMESE,MICHAEL",HXM 88-71 (-17),,"GOOD JUMPER by CALAMESE,MICHAEL",2
--,,,,,"ASSIST  by SMITH,PRESTON",,,"ASSIST  by SMITH,PRESTON",2
06:37,"GOOD 3PTR by FOGLE,XAVIER",91 (+20),,71,,UTT 91-71 (-20),,"GOOD 3PTR by FOGLE,XAVIER",2
--,"ASSIST  by FRANK,CAMERON",,,,,,,"ASSIST  by FRANK,CAMERON",2
06:08,,,,,"MISS 3PTR by ROUSE,TREY",,,"MISS 3PTR by ROUSE,TREY",2
--,"REBOUND DEF by GREEN-GASKIN,JAMAL",,,,,,,"REBOUND DEF by GREEN-GASKIN,JAMAL",2
05:56,,,,,"FOUL  by HALL,MARCIS",,,"FOUL  by HALL,MARCIS",2
05:56,"GOOD FT by MASON,CHASE",92 (+21),,71,,UTT 92-71 (-21),,"GOOD FT by MASON,CHASE",2
05:56,"GOOD FT by MASON,CHASE",93 (+22),,71,,UTT 93-71 (-22),,"GOOD FT by MASON,CHASE",2
05:35,"FOUL  by GREEN-GASKIN,JAMAL",,,,,,,"FOUL  by GREEN-GASKIN,JAMAL",2
05:35,,93 (+21),,72,"GOOD FT by HALL,MARCIS",HXM 93-72 (-21),,"GOOD FT by HALL,MARCIS",2
05:35,,93 (+20),,73,"GOOD FT by HALL,MARCIS",HXM 93-73 (-20),,"GOOD FT by HALL,MARCIS",2
05:35,"SUB IN by MOORE,DAVIS",,,,,,,"SUB IN by MOORE,DAVIS",2
05:35,"SUB OUT by GREEN-GASKIN,JAMAL",,,,,,,"SUB OUT by GREEN-GASKIN,JAMAL",2
05:17,"MISS JUMPER by MASON,CHASE",,,,,,,"MISS JUMPER by MASON,CHASE",2
--,,,,,"REBOUND DEF by HALL,MARCIS",,,"REBOUND DEF by HALL,MARCIS",2
05:04,,,,,"MISS LAYUP by SMITH,PRESTON",,,"MISS LAYUP by SMITH,PRESTON",2
--,,,,,"REBOUND OFF by HALL,MARCIS",,,"REBOUND OFF by HALL,MARCIS",2
04:52,,,,,"MISS 3PTR by CALAMESE,MICHAEL",,,"MISS 3PTR by CALAMESE,MICHAEL",2
--,,,,,"REBOUND OFF by CRISWELL,SEAN",,,"REBOUND OFF by CRISWELL,SEAN",2
04:38,,,,,"TURNOVER  by CRISWELL,SEAN",,,"TURNOVER  by CRISWELL,SEAN",2
04:36,"STEAL  by MOORE,DAVIS",,,,,,,"STEAL  by MOORE,DAVIS",2
04:32,"GOOD 3PTR by MASON,CHASE",96 (+23),,73,,UTT 96-73 (-23),,"GOOD 3PTR by MASON,CHASE",2
--,"ASSIST  by MOORE,DAVIS",,,,,,,"ASSIST  by MOORE,DAVIS",2
04:21,,96 (+20),,76,"GOOD 3PTR by ROUSE,TREY",HXM 96-76 (-20),,"GOOD 3PTR by ROUSE,TREY",2
04:21,"MISS JUMPER by MOHAMED,OMAR",,,,,,,"MISS JUMPER by MOHAMED,OMAR",2
--,,,,,"REBOUND DEF by ROUSE,TREY",,,"REBOUND DEF by ROUSE,TREY",2
04:21,,,,,"MISS LAYUP by ROUSE,TREY",,,"MISS LAYUP by ROUSE,TREY",2
--,,,,,"REBOUND OFF by ROUSE,TREY",,,"REBOUND OFF by ROUSE,TREY",2
04:21,,,,,"MISS 3PTR by ROUSE,TREY",,,"MISS 3PTR by ROUSE,TREY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
04:21,"SUB IN by LOVE,KAELIN",,,,,,,"SUB IN by LOVE,KAELIN",2
04:21,"SUB OUT by MOHAMED,OMAR",,,,,,,"SUB OUT by MOHAMED,OMAR",2
04:21,,,,,"SUB IN by LINK,JACOB",,,"SUB IN by LINK,JACOB",2
04:21,,,,,"SUB IN by BRASFIELD,KAM",,,"SUB IN by BRASFIELD,KAM",2
04:21,,,,,"SUB OUT by SMITH,PRESTON",,,"SUB OUT by SMITH,PRESTON",2
04:21,,,,,"SUB OUT by CRISWELL,SEAN",,,"SUB OUT by CRISWELL,SEAN",2
03:51,"GOOD 3PTR by MOORE,DAVIS",99 (+23),,76,,UTT 99-76 (-23),,"GOOD 3PTR by MOORE,DAVIS",2
03:34,,,,,"MISS 3PTR by HALL,MARCIS",,,"MISS 3PTR by HALL,MARCIS",2
--,,,,,"REBOUND OFF by BRASFIELD,KAM",,,"REBOUND OFF by BRASFIELD,KAM",2
03:34,,,,,"MISS LAYUP by BRASFIELD,KAM",,,"MISS LAYUP by BRASFIELD,KAM",2
--,"REBOUND DEF by MASON,CHASE",,,,,,,"REBOUND DEF by MASON,CHASE",2
03:30,,,,,"FOUL  by CALAMESE,MICHAEL",,,"FOUL  by CALAMESE,MICHAEL",2
03:30,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:30,"GOOD FT by MASON,CHASE",100 (+24),,76,,UTT 100-76 (-24),,"GOOD FT by MASON,CHASE",2
03:30,"GOOD FT by MASON,CHASE",101 (+25),,76,,UTT 101-76 (-25),,"GOOD FT by MASON,CHASE",2
03:30,"SUB IN by WIMBISH,COLTIN",,,,,,,"SUB IN by WIMBISH,COLTIN",2
03:30,"SUB OUT by FOGLE,XAVIER",,,,,,,"SUB OUT by FOGLE,XAVIER",2
03:11,,,,,"MISS 3PTR by LINK,JACOB",,,"MISS 3PTR by LINK,JACOB",2
--,"REBOUND DEF by LOVE,KAELIN",,,,,,,"REBOUND DEF by LOVE,KAELIN",2
02:50,"MISS 3PTR by MASON,CHASE",,,,,,,"MISS 3PTR by MASON,CHASE",2
--,"REBOUND OFF by LOVE,KAELIN",,,,,,,"REBOUND OFF by LOVE,KAELIN",2
02:35,"GOOD 3PTR by FRANK,CAMERON",104 (+28),,76,,UTT 104-76 (-28),,"GOOD 3PTR by FRANK,CAMERON",2
02:35,,,,,"TURNOVER  by BRASFIELD,KAM",,,"TURNOVER  by BRASFIELD,KAM",2
02:35,"STEAL  by WIMBISH,COLTIN",,,,,,,"STEAL  by WIMBISH,COLTIN",2
02:35,"MISS LAYUP by MASON,CHASE",,,,,,,"MISS LAYUP by MASON,CHASE",2
--,,,,,"REBOUND DEF by ROUSE,TREY",,,"REBOUND DEF by ROUSE,TREY",2
02:15,"FOUL  by WIMBISH,COLTIN",,,,,,,"FOUL  by WIMBISH,COLTIN",2
02:15,,,,,"MISS FT by ROUSE,TREY",,,"MISS FT by ROUSE,TREY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:15,,104 (+27),,77,"GOOD FT by ROUSE,TREY",HXM 104-77 (-27),,"GOOD FT by ROUSE,TREY",2
02:15,,,,,"SUB IN by CRAWFORD,TRACE",,,"SUB IN by CRAWFORD,TRACE",2
02:15,,,,,"SUB IN by PRINS,ZACHARY",,,"SUB IN by PRINS,ZACHARY",2
02:15,,,,,"SUB IN by FISHER,ELI",,,"SUB IN by FISHER,ELI",2
02:15,,,,,"SUB IN by JOHNSON,DAMECKO",,,"SUB IN by JOHNSON,DAMECKO",2
02:15,,,,,"SUB OUT by CALAMESE,MICHAEL",,,"SUB OUT by CALAMESE,MICHAEL",2
02:15,,,,,"SUB OUT by HALL,MARCIS",,,"SUB OUT by HALL,MARCIS",2
02:15,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",2
02:15,,,,,"SUB OUT by ROUSE,TREY",,,"SUB OUT by ROUSE,TREY",2
02:02,"MISS JUMPER by WIMBISH,COLTIN",,,,,,,"MISS JUMPER by WIMBISH,COLTIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
01:47,,,,,"MISS 3PTR by ABELL,STEPHEN",,,"MISS 3PTR by ABELL,STEPHEN",2
--,"REBOUND DEF by LOVE,KAELIN",,,,,,,"REBOUND DEF by LOVE,KAELIN",2
01:35,"MISS LAYUP by LOVE,KAELIN",,,,,,,"MISS LAYUP by LOVE,KAELIN",2
--,,,,,"REBOUND DEF by CRAWFORD,TRACE",,,"REBOUND DEF by CRAWFORD,TRACE",2
01:34,"FOUL  by FRANK,CAMERON",,,,,,,"FOUL  by FRANK,CAMERON",2
01:34,,104 (+26),,78,"GOOD FT by CRAWFORD,TRACE",HXM 104-78 (-26),,"GOOD FT by CRAWFORD,TRACE",2
01:34,,104 (+25),,79,"GOOD FT by CRAWFORD,TRACE",HXM 104-79 (-25),,"GOOD FT by CRAWFORD,TRACE",2
01:26,"GOOD 3PTR by WIMBISH,COLTIN",107 (+28),,79,,UTT 107-79 (-28),,"GOOD 3PTR by WIMBISH,COLTIN",2
--,"ASSIST  by FRANK,CAMERON",,,,,,,"ASSIST  by FRANK,CAMERON",2
01:02,,107 (+25),,82,"GOOD 3PTR by PRINS,ZACHARY",HXM 107-82 (-25),,"GOOD 3PTR by PRINS,ZACHARY",2
--,,,,,"ASSIST  by CRAWFORD,TRACE",,,"ASSIST  by CRAWFORD,TRACE",2
00:46,"GOOD 3PTR by LOVE,KAELIN",110 (+28),,82,,UTT 110-82 (-28),,"GOOD 3PTR by LOVE,KAELIN",2
--,"ASSIST  by FRANK,CAMERON",,,,,,,"ASSIST  by FRANK,CAMERON",2
00:30,,110 (+25),,85,"GOOD 3PTR by FISHER,ELI",HXM 110-85 (-25),,"GOOD 3PTR by FISHER,ELI",2
--,,,,,"ASSIST  by CRAWFORD,TRACE",,,"ASSIST  by CRAWFORD,TRACE",2
00:27,"MISS LAYUP by WIMBISH,COLTIN",,,,,,,"MISS LAYUP by WIMBISH,COLTIN",2
--,,,,,"REBOUND DEF by CRAWFORD,TRACE",,,"REBOUND DEF by CRAWFORD,TRACE",2
00:09,,,,,"MISS 3PTR by JOHNSON,DAMECKO",,,"MISS 3PTR by JOHNSON,DAMECKO",2
--,"REBOUND DEF by WIMBISH,COLTIN",,,,,,,"REBOUND DEF by WIMBISH,COLTIN",2
