Time Remaining,16BSC-M,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-M,Game Score,Team Indicator,Play,Period
19:13,,35 (+2),,33,"GOOD 3PTR by GRIFFIN,JAROD(fastbreak)",CENTRE-M 35-33 (+2),,"GOOD 3PTR by GRIFFIN,JAROD(fastbreak)",2
--,,,,,"ASSIST  by SINE,TUCKER",,,"ASSIST  by SINE,TUCKER",2
18:50,"TURNOVER  by RUDAK,MATTY",,,,,,,"TURNOVER  by RUDAK,MATTY",2
18:32,,35,,35,"GOOD JUMPER by SPITZER,JAKOB(in the paint)",CENTRE-M 35-35 (0),,"GOOD JUMPER by SPITZER,JAKOB(in the paint)",2
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",2
18:06,"TURNOVER  by MCLEAN,JAMES",,,,,,,"TURNOVER  by MCLEAN,JAMES",2
17:39,,35,,37 (+2),"GOOD LAYUP by RAKES,BAILEY(in the paint)",CENTRE-M 35-37 (-2),,"GOOD LAYUP by RAKES,BAILEY(in the paint)",2
--,,,,,"ASSIST  by GRIFFIN,JAROD",,,"ASSIST  by GRIFFIN,JAROD",2
17:39,"FOUL  by MCLEAN,JAMES",,,,,,,"FOUL  by MCLEAN,JAMES",2
17:39,,,,,"MISS FT by RAKES,BAILEY",,,"MISS FT by RAKES,BAILEY",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
17:17,"MISS 3PTR by THOM,IAN",,,,,,,"MISS 3PTR by THOM,IAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
17:15,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
17:15,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
16:47,,35,,39 (+4),"GOOD JUMPER by GRIFFIN,JAROD",CENTRE-M 35-39 (-4),,"GOOD JUMPER by GRIFFIN,JAROD",2
16:38,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
16:29,"GOOD JUMPER by THOM,IAN(in the paint)",37,,39 (+2),,16BSC-M 37-39 (-2),,"GOOD JUMPER by THOM,IAN(in the paint)",2
16:19,,,,,"TURNOVER  by SPITZER,JAKOB",,,"TURNOVER  by SPITZER,JAKOB",2
16:19,,,,,"FOUL  by SPITZER,JAKOB",,,"FOUL  by SPITZER,JAKOB",2
15:58,"GOOD 3PTR by DENEKA,HARRISON",40 (+1),,39,,16BSC-M 40-39 (+1),,"GOOD 3PTR by DENEKA,HARRISON",2
--,"ASSIST  by LEWIS,EVAN",,,,,,,"ASSIST  by LEWIS,EVAN",2
15:29,,40,,42 (+2),"GOOD 3PTR by GRIFFIN,JAROD",CENTRE-M 40-42 (-2),,"GOOD 3PTR by GRIFFIN,JAROD",2
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",2
15:01,"MISS 3PTR by THOM,IAN",,,,,,,"MISS 3PTR by THOM,IAN",2
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",2
14:54,,,,,"TURNOVER  by RAKES,BAILEY",,,"TURNOVER  by RAKES,BAILEY",2
14:54,,,,,"FOUL  by RAKES,BAILEY",,,"FOUL  by RAKES,BAILEY",2
14:54,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
14:54,"SUB IN by GRAHAM,CHRIS",,,,,,,"SUB IN by GRAHAM,CHRIS",2
14:54,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
14:54,"SUB OUT by RUDAK,MATTY",,,,,,,"SUB OUT by RUDAK,MATTY",2
14:54,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
14:52,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
14:52,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
14:52,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",2
14:52,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
14:35,"MISS LAYUP by GRAHAM,CHRIS",,,,,,,"MISS LAYUP by GRAHAM,CHRIS",2
14:35,,,,,"BLOCK  by BATES,JACOB",,,"BLOCK  by BATES,JACOB",2
--,"REBOUND OFF by GRAHAM,CHRIS",,,,,,,"REBOUND OFF by GRAHAM,CHRIS",2
14:31,"MISS LAYUP by GRAHAM,CHRIS",,,,,,,"MISS LAYUP by GRAHAM,CHRIS",2
14:31,,,,,"BLOCK  by BATES,JACOB",,,"BLOCK  by BATES,JACOB",2
--,"REBOUND OFF by DENEKA,HARRISON",,,,,,,"REBOUND OFF by DENEKA,HARRISON",2
14:23,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",42,,42,,16BSC-M 42-42 (0),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
14:17,,,,,"MISS 3PTR by GRIFFIN,JAROD",,,"MISS 3PTR by GRIFFIN,JAROD",2
--,,,,,"REBOUND OFF by BATES,JACOB",,,"REBOUND OFF by BATES,JACOB",2
14:06,"FOUL  by DENEKA,HARRISON",,,,,,,"FOUL  by DENEKA,HARRISON",2
14:06,,,,,"MISS FT by BATES,JACOB",,,"MISS FT by BATES,JACOB",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:06,,,,,"MISS FT by BATES,JACOB",,,"MISS FT by BATES,JACOB",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
14:06,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
14:06,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
13:46,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
13:46,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",2
13:46,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
13:46,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
13:46,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
13:42,"TURNOVER  by GRAHAM,CHRIS",,,,,,,"TURNOVER  by GRAHAM,CHRIS",2
13:42,"FOUL  by GRAHAM,CHRIS",,,,,,,"FOUL  by GRAHAM,CHRIS",2
13:42,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
13:42,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
13:14,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",2
13:14,,42,,43 (+1),"GOOD FT by AYERS,PERRY",CENTRE-M 42-43 (-1),,"GOOD FT by AYERS,PERRY",2
13:14,,42,,44 (+2),"GOOD FT by AYERS,PERRY",CENTRE-M 42-44 (-2),,"GOOD FT by AYERS,PERRY",2
12:56,"TURNOVER  by THOM,IAN",,,,,,,"TURNOVER  by THOM,IAN",2
12:42,,,,,"TURNOVER  by WALKER,ART",,,"TURNOVER  by WALKER,ART",2
12:40,"STEAL  by BAK,CALVIN",,,,,,,"STEAL  by BAK,CALVIN",2
12:24,"MISS LAYUP by THOM,IAN",,,,,,,"MISS LAYUP by THOM,IAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
12:24,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
12:24,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
12:17,"TURNOVER  by THOM,IAN",,,,,,,"TURNOVER  by THOM,IAN",2
12:02,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
--,"REBOUND DEF by MCLEAN,JAMES",,,,,,,"REBOUND DEF by MCLEAN,JAMES",2
11:54,"GOOD LAYUP by THOM,IAN(in the paint)",44,,44,,16BSC-M 44-44 (0),,"GOOD LAYUP by THOM,IAN(in the paint)",2
11:54,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
11:54,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:54,"GOOD FT by THOM,IAN",45 (+1),,44,,16BSC-M 45-44 (+1),,"GOOD FT by THOM,IAN",2
11:54,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
11:54,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
11:54,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",2
11:54,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
11:54,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
11:54,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
11:54,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
11:54,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",2
11:42,,45,,46 (+1),"GOOD JUMPER by SINE,TUCKER",CENTRE-M 45-46 (-1),,"GOOD JUMPER by SINE,TUCKER",2
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",2
11:11,"MISS 3PTR by MCLEAN,JAMES",,,,,,,"MISS 3PTR by MCLEAN,JAMES",2
--,"REBOUND OFF by THOM,IAN",,,,,,,"REBOUND OFF by THOM,IAN",2
11:01,"GOOD LAYUP by GRAHAM,CHRIS(in the paint)",47 (+1),,46,,16BSC-M 47-46 (+1),,"GOOD LAYUP by GRAHAM,CHRIS(in the paint)",2
--,"ASSIST  by MCLEAN,JAMES",,,,,,,"ASSIST  by MCLEAN,JAMES",2
10:42,,,,,"MISS JUMPER by SINE,TUCKER",,,"MISS JUMPER by SINE,TUCKER",2
--,"REBOUND DEF by GRAHAM,CHRIS",,,,,,,"REBOUND DEF by GRAHAM,CHRIS",2
10:27,"TURNOVER  by GRAHAM,CHRIS",,,,,,,"TURNOVER  by GRAHAM,CHRIS",2
10:26,,,,,"STEAL  by SINE,TUCKER",,,"STEAL  by SINE,TUCKER",2
10:21,,,,,"MISS LAYUP by AYERS,PERRY",,,"MISS LAYUP by AYERS,PERRY",2
--,,,,,"REBOUND OFF by SCHMUCKER,ZACH",,,"REBOUND OFF by SCHMUCKER,ZACH",2
10:17,,47,,48 (+1),"GOOD TIPIN by SCHMUCKER,ZACH(in the paint)",CENTRE-M 47-48 (-1),,"GOOD TIPIN by SCHMUCKER,ZACH(in the paint)",2
10:00,"MISS JUMPER by MCLEAN,JAMES",,,,,,,"MISS JUMPER by MCLEAN,JAMES",2
--,,,,,"REBOUND DEF by SCHMUCKER,ZACH",,,"REBOUND DEF by SCHMUCKER,ZACH",2
09:51,,,,,"MISS JUMPER by AYERS,PERRY",,,"MISS JUMPER by AYERS,PERRY",2
--,"REBOUND DEF by MCLEAN,JAMES",,,,,,,"REBOUND DEF by MCLEAN,JAMES",2
09:48,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",2
09:48,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
09:39,,,,,"FOUL  by GUMP,MATT",,,"FOUL  by GUMP,MATT",2
09:39,"SUB IN by RUDAK,MATTY",,,,,,,"SUB IN by RUDAK,MATTY",2
09:39,"SUB OUT by GRAHAM,CHRIS",,,,,,,"SUB OUT by GRAHAM,CHRIS",2
09:39,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
09:39,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
09:25,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",2
--,"REBOUND OFF by THOM,IAN",,,,,,,"REBOUND OFF by THOM,IAN",2
09:19,"MISS 3PTR by MCLEAN,JAMES",,,,,,,"MISS 3PTR by MCLEAN,JAMES",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
09:09,"FOUL  by DENEKA,HARRISON",,,,,,,"FOUL  by DENEKA,HARRISON",2
09:09,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
09:09,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
08:59,,,,,"MISS LAYUP by RAKES,BAILEY",,,"MISS LAYUP by RAKES,BAILEY",2
--,,,,,"REBOUND OFF by SCHMUCKER,ZACH",,,"REBOUND OFF by SCHMUCKER,ZACH",2
08:53,,,,,"MISS JUMPER by SINE,TUCKER",,,"MISS JUMPER by SINE,TUCKER",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
08:32,"GOOD 3PTR by THOM,IAN",50 (+2),,48,,16BSC-M 50-48 (+2),,"GOOD 3PTR by THOM,IAN",2
--,"ASSIST  by BAK,CALVIN",,,,,,,"ASSIST  by BAK,CALVIN",2
08:01,,50,,51 (+1),"GOOD 3PTR by GUMP,MATT",CENTRE-M 50-51 (-1),,"GOOD 3PTR by GUMP,MATT",2
--,,,,,"ASSIST  by SCHMUCKER,ZACH",,,"ASSIST  by SCHMUCKER,ZACH",2
07:39,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:39,"TURNOVER  by RUDAK,MATTY",,,,,,,"TURNOVER  by RUDAK,MATTY",2
07:39,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",2
07:39,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
07:39,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
07:39,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
07:17,,,,,"MISS LAYUP by AYERS,PERRY",,,"MISS LAYUP by AYERS,PERRY",2
--,,,,,"REBOUND OFF by AYERS,PERRY",,,"REBOUND OFF by AYERS,PERRY",2
07:14,,50,,53 (+3),"GOOD LAYUP by AYERS,PERRY(in the paint)",CENTRE-M 50-53 (-3),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
06:45,"MISS 3PTR by RUDAK,MATTY",,,,,,,"MISS 3PTR by RUDAK,MATTY",2
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",2
06:36,,50,,55 (+5),"GOOD JUMPER by RAKES,BAILEY(fastbreak)(in the paint)",CENTRE-M 50-55 (-5),,"GOOD JUMPER by RAKES,BAILEY(fastbreak)(in the paint)",2
06:24,"MISS JUMPER by THOM,IAN",,,,,,,"MISS JUMPER by THOM,IAN",2
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",2
06:21,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",2
06:21,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
06:21,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
06:21,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",2
06:21,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
05:58,,50,,57 (+7),"GOOD JUMPER by GRIFFIN,JAROD",CENTRE-M 50-57 (-7),,"GOOD JUMPER by GRIFFIN,JAROD",2
05:41,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",52,,57 (+5),,16BSC-M 52-57 (-5),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
--,"ASSIST  by MCLEAN,JAMES",,,,,,,"ASSIST  by MCLEAN,JAMES",2
05:19,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
05:19,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
05:19,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
05:19,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
05:09,,52,,59 (+7),"GOOD JUMPER by AYERS,PERRY(in the paint)",CENTRE-M 52-59 (-7),,"GOOD JUMPER by AYERS,PERRY(in the paint)",2
04:57,"MISS 3PTR by LEWIS,EVAN",,,,,,,"MISS 3PTR by LEWIS,EVAN",2
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",2
04:56,"FOUL  by DENEKA,HARRISON",,,,,,,"FOUL  by DENEKA,HARRISON",2
04:56,,52,,60 (+8),"GOOD FT by GUMP,MATT",CENTRE-M 52-60 (-8),,"GOOD FT by GUMP,MATT",2
04:56,,52,,61 (+9),"GOOD FT by GUMP,MATT",CENTRE-M 52-61 (-9),,"GOOD FT by GUMP,MATT",2
04:56,"SUB IN by GRAHAM,CHRIS",,,,,,,"SUB IN by GRAHAM,CHRIS",2
04:56,"SUB OUT by RUDAK,MATTY",,,,,,,"SUB OUT by RUDAK,MATTY",2
04:56,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
04:56,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
04:35,"MISS DUNK by GRAHAM,CHRIS",,,,,,,"MISS DUNK by GRAHAM,CHRIS",2
--,"REBOUND OFF by MCLEAN,JAMES",,,,,,,"REBOUND OFF by MCLEAN,JAMES",2
04:29,"MISS 3PTR by THOM,IAN",,,,,,,"MISS 3PTR by THOM,IAN",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
04:27,"FOUL  by GRAHAM,CHRIS",,,,,,,"FOUL  by GRAHAM,CHRIS",2
04:27,,,,,"MISS FT by BATES,JACOB",,,"MISS FT by BATES,JACOB",2
--,,,,,"REBOUND OFF by GUMP,MATT",,,"REBOUND OFF by GUMP,MATT",2
04:14,,,,,"TURNOVER  by SINE,TUCKER",,,"TURNOVER  by SINE,TUCKER",2
04:14,"STEAL  by MCLEAN,JAMES",,,,,,,"STEAL  by MCLEAN,JAMES",2
04:14,,,,,"FOUL  by SINE,TUCKER",,,"FOUL  by SINE,TUCKER",2
04:14,"SUB IN by RUDAK,MATTY",,,,,,,"SUB IN by RUDAK,MATTY",2
04:14,"SUB OUT by GRAHAM,CHRIS",,,,,,,"SUB OUT by GRAHAM,CHRIS",2
04:14,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
04:14,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
03:51,"MISS LAYUP by LEWIS,EVAN",,,,,,,"MISS LAYUP by LEWIS,EVAN",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
03:29,,,,,"MISS JUMPER by GUMP,MATT",,,"MISS JUMPER by GUMP,MATT",2
--,,,,,"REBOUND OFF by BATES,JACOB",,,"REBOUND OFF by BATES,JACOB",2
03:26,,52,,63 (+11),"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 52-63 (-11),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
03:09,"MISS JUMPER by THOM,IAN",,,,,,,"MISS JUMPER by THOM,IAN",2
--,"REBOUND OFF by MCLEAN,JAMES",,,,,,,"REBOUND OFF by MCLEAN,JAMES",2
03:06,,,,,"FOUL  by RAKES,BAILEY",,,"FOUL  by RAKES,BAILEY",2
03:06,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:06,"MISS FT by MCLEAN,JAMES",,,,,,,"MISS FT by MCLEAN,JAMES",2
--,"REBOUND OFF by LEWIS,EVAN",,,,,,,"REBOUND OFF by LEWIS,EVAN",2
03:06,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
03:06,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
03:04,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
03:04,"MISS FT by LEWIS,EVAN",,,,,,,"MISS FT by LEWIS,EVAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:04,"GOOD FT by LEWIS,EVAN",53,,63 (+10),,16BSC-M 53-63 (-10),,"GOOD FT by LEWIS,EVAN",2
02:56,,,,,"MISS LAYUP by AYERS,PERRY",,,"MISS LAYUP by AYERS,PERRY",2
--,"REBOUND DEF by RUDAK,MATTY",,,,,,,"REBOUND DEF by RUDAK,MATTY",2
02:49,"MISS LAYUP by LEWIS,EVAN",,,,,,,"MISS LAYUP by LEWIS,EVAN",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
02:18,,53,,66 (+13),"GOOD 3PTR by GRIFFIN,JAROD",CENTRE-M 53-66 (-13),,"GOOD 3PTR by GRIFFIN,JAROD",2
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",2
02:13,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:10,,,,,"FOUL  by GUMP,MATT",,,"FOUL  by GUMP,MATT",2
02:10,"MISS FT by LEWIS,EVAN",,,,,,,"MISS FT by LEWIS,EVAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:10,"GOOD FT by LEWIS,EVAN",54,,66 (+12),,16BSC-M 54-66 (-12),,"GOOD FT by LEWIS,EVAN",2
02:10,"SUB IN by RUDAK,MATTY",,,,,,,"SUB IN by RUDAK,MATTY",2
02:10,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
02:10,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
02:10,"SUB OUT by RUDAK,MATTY",,,,,,,"SUB OUT by RUDAK,MATTY",2
02:10,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
02:10,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
01:57,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",2
01:57,,54,,67 (+13),"GOOD FT by GRIFFIN,JAROD",CENTRE-M 54-67 (-13),,"GOOD FT by GRIFFIN,JAROD",2
01:57,,54,,68 (+14),"GOOD FT by GRIFFIN,JAROD",CENTRE-M 54-68 (-14),,"GOOD FT by GRIFFIN,JAROD",2
01:57,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
01:57,"SUB OUT by RUDAK,MATTY",,,,,,,"SUB OUT by RUDAK,MATTY",2
01:49,"MISS LAYUP by LEWIS,EVAN",,,,,,,"MISS LAYUP by LEWIS,EVAN",2
--,"REBOUND OFF by DENEKA,HARRISON",,,,,,,"REBOUND OFF by DENEKA,HARRISON",2
01:47,"GOOD TIPIN by DENEKA,HARRISON(in the paint)",56,,68 (+12),,16BSC-M 56-68 (-12),,"GOOD TIPIN by DENEKA,HARRISON(in the paint)",2
01:44,,56,,70 (+14),"GOOD LAYUP by SINE,TUCKER(fastbreak)(in the paint)",CENTRE-M 56-70 (-14),,"GOOD LAYUP by SINE,TUCKER(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",2
01:36,"GOOD LAYUP by THOM,IAN(fastbreak)(in the paint)",58,,70 (+12),,16BSC-M 58-70 (-12),,"GOOD LAYUP by THOM,IAN(fastbreak)(in the paint)",2
01:13,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",2
01:13,,58,,71 (+13),"GOOD FT by GUMP,MATT",CENTRE-M 58-71 (-13),,"GOOD FT by GUMP,MATT",2
01:13,,58,,72 (+14),"GOOD FT by GUMP,MATT",CENTRE-M 58-72 (-14),,"GOOD FT by GUMP,MATT",2
01:05,"MISS 3PTR by LEWIS,EVAN",,,,,,,"MISS 3PTR by LEWIS,EVAN",2
--,"REBOUND OFF by THOM,IAN",,,,,,,"REBOUND OFF by THOM,IAN",2
00:59,"GOOD LAYUP by THOM,IAN(in the paint)",60,,72 (+12),,16BSC-M 60-72 (-12),,"GOOD LAYUP by THOM,IAN(in the paint)",2
00:59,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:39,"FOUL  by MCLEAN,JAMES",,,,,,,"FOUL  by MCLEAN,JAMES",2
00:39,,60,,73 (+13),"GOOD FT by GRIFFIN,JAROD",CENTRE-M 60-73 (-13),,"GOOD FT by GRIFFIN,JAROD",2
00:39,,60,,74 (+14),"GOOD FT by GRIFFIN,JAROD",CENTRE-M 60-74 (-14),,"GOOD FT by GRIFFIN,JAROD",2
00:33,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",2
00:30,"FOUL  by MCLEAN,JAMES",,,,,,,"FOUL  by MCLEAN,JAMES",2
00:30,,60,,75 (+15),"GOOD FT by GRIFFIN,JAROD",CENTRE-M 60-75 (-15),,"GOOD FT by GRIFFIN,JAROD",2
00:30,,,,,"MISS FT by GRIFFIN,JAROD",,,"MISS FT by GRIFFIN,JAROD",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
00:30,,,,,"SUB IN by JONES,BRETT",,,"SUB IN by JONES,BRETT",2
00:30,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
00:24,"TURNOVER  by THOM,IAN",,,,,,,"TURNOVER  by THOM,IAN",2
00:23,,,,,"STEAL  by RAKES,BAILEY",,,"STEAL  by RAKES,BAILEY",2
00:16,,,,,"TURNOVER  by SINE,TUCKER",,,"TURNOVER  by SINE,TUCKER",2
00:14,"STEAL  by DENEKA,HARRISON",,,,,,,"STEAL  by DENEKA,HARRISON",2
00:13,"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",62,,75 (+13),,16BSC-M 62-75 (-13),,"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",2
