Time Remaining,GC,Away Team Score,Play Team Indicator,Home Team Score,16BSC-M,Game Score,Team Indicator,Play,Period
16:42,"FOUL  by GORE,JAYLEN",,,,,,,"FOUL  by GORE,JAYLEN",2
16:39,,,,,"MISS 3PTR by RUDAK,MATTY",,,"MISS 3PTR by RUDAK,MATTY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
16:37,,,,,"FOUL  by MCLEAN,JAMES",,,"FOUL  by MCLEAN,JAMES",2
16:37,"SUB IN by ROGERS,JARROD",,,,,,,"SUB IN by ROGERS,JARROD",2
16:37,"SUB OUT by GORE,JAYLEN",,,,,,,"SUB OUT by GORE,JAYLEN",2
16:16,"MISS JUMPER by THOMPSON,ALSTON",,,,,,,"MISS JUMPER by THOMPSON,ALSTON",2
16:16,,,,,"BLOCK  by RUDAK,MATTY",,,"BLOCK  by RUDAK,MATTY",2
--,"REBOUND OFF by THOMPSON,ALSTON",,,,,,,"REBOUND OFF by THOMPSON,ALSTON",2
16:07,"MISS JUMPER by CURRY,MARCUS",,,,,,,"MISS JUMPER by CURRY,MARCUS",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
16:01,,,,,"TURNOVER  by RUDAK,MATTY",,,"TURNOVER  by RUDAK,MATTY",2
15:59,"STEAL  by HOUSTON,ZACHARY",,,,,,,"STEAL  by HOUSTON,ZACHARY",2
15:47,,,,,"FOUL  by MCLEAN,JAMES",,,"FOUL  by MCLEAN,JAMES",2
15:47,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:47,"SUB IN by REYER,MASON",,,,,,,"SUB IN by REYER,MASON",2
15:47,"SUB OUT by HENDERSON,DOMINIQUE",,,,,,,"SUB OUT by HENDERSON,DOMINIQUE",2
15:47,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",2
15:47,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
15:39,"MISS 3PTR by REYER,MASON",,,,,,,"MISS 3PTR by REYER,MASON",2
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",2
15:33,,,,,"MISS JUMPER by MOORE,KADEN",,,"MISS JUMPER by MOORE,KADEN",2
--,"REBOUND DEF by THOMPSON,ALSTON",,,,,,,"REBOUND DEF by THOMPSON,ALSTON",2
15:23,"MISS JUMPER by REYER,MASON",,,,,,,"MISS JUMPER by REYER,MASON",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
15:17,,,,,"MISS LAYUP by RUDAK,MATTY",,,"MISS LAYUP by RUDAK,MATTY",2
--,"REBOUND DEF by CURRY,MARCUS",,,,,,,"REBOUND DEF by CURRY,MARCUS",2
14:53,"FOUL  by CURRY,MARCUS",,,,,,,"FOUL  by CURRY,MARCUS",2
14:53,"TURNOVER  by CURRY,MARCUS",,,,,,,"TURNOVER  by CURRY,MARCUS",2
14:53,"SUB IN by GREGORY,KYLER",,,,,,,"SUB IN by GREGORY,KYLER",2
14:53,"SUB OUT by CURRY,MARCUS",,,,,,,"SUB OUT by CURRY,MARCUS",2
14:42,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",2
14:41,"STEAL  by THOMPSON,ALSTON",,,,,,,"STEAL  by THOMPSON,ALSTON",2
14:17,,,,,"FOUL  by RUDAK,MATTY",,,"FOUL  by RUDAK,MATTY",2
14:17,"GOOD FT by GREGORY,KYLER",40 (+12),,28,,GC 40-28 (-12),,"GOOD FT by GREGORY,KYLER",2
14:17,"GOOD FT by GREGORY,KYLER",41 (+13),,28,,GC 41-28 (-13),,"GOOD FT by GREGORY,KYLER",2
14:17,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",2
14:17,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
13:52,,,,,"FOUL  by RUDAK,MATTY",,,"FOUL  by RUDAK,MATTY",2
13:52,,,,,"TURNOVER  by RUDAK,MATTY",,,"TURNOVER  by RUDAK,MATTY",2
13:32,,,,,"FOUL  by MOORE,KADEN",,,"FOUL  by MOORE,KADEN",2
13:32,"GOOD FT by THOMPSON,ALSTON",42 (+14),,28,,GC 42-28 (-14),,"GOOD FT by THOMPSON,ALSTON",2
13:32,"GOOD FT by THOMPSON,ALSTON",43 (+15),,28,,GC 43-28 (-15),,"GOOD FT by THOMPSON,ALSTON",2
13:32,"SUB IN by HENDERSON,DOMINIQUE",,,,,,,"SUB IN by HENDERSON,DOMINIQUE",2
13:32,"SUB OUT by THOMPSON,ALSTON",,,,,,,"SUB OUT by THOMPSON,ALSTON",2
13:32,,,,,"SUB IN by GRAHAM,CHRIS",,,"SUB IN by GRAHAM,CHRIS",2
13:32,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
13:16,,,,,"MISS JUMPER by LEWIS,EVAN",,,"MISS JUMPER by LEWIS,EVAN",2
--,,,,,"REBOUND OFF by LEWIS,EVAN",,,"REBOUND OFF by LEWIS,EVAN",2
13:13,,,,,"TURNOVER  by LEWIS,EVAN",,,"TURNOVER  by LEWIS,EVAN",2
13:11,"STEAL  by ROGERS,JARROD",,,,,,,"STEAL  by ROGERS,JARROD",2
13:05,"GOOD LAYUP by HENDERSON,DOMINIQUE(fastbreak)(in the paint)",45 (+17),,28,,GC 45-28 (-17),,"GOOD LAYUP by HENDERSON,DOMINIQUE(fastbreak)(in the paint)",2
--,"ASSIST  by ROGERS,JARROD",,,,,,,"ASSIST  by ROGERS,JARROD",2
12:44,,45 (+14),,31,"GOOD 3PTR by MOORE,KADEN",16BSC-M 45-31 (-14),,"GOOD 3PTR by MOORE,KADEN",2
--,,,,,"ASSIST  by MURPHY,JUWAN",,,"ASSIST  by MURPHY,JUWAN",2
12:19,"MISS JUMPER by REYER,MASON",,,,,,,"MISS JUMPER by REYER,MASON",2
--,,,,,"REBOUND DEF by GRAHAM,CHRIS",,,"REBOUND DEF by GRAHAM,CHRIS",2
11:59,"FOUL  by GREGORY,KYLER",,,,,,,"FOUL  by GREGORY,KYLER",2
11:59,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
11:59,,,,,"MISS FT by MOORE,KADEN",,,"MISS FT by MOORE,KADEN",2
--,"REBOUND DEF by STEPHENS,PJ",,,,,,,"REBOUND DEF by STEPHENS,PJ",2
11:59,"SUB IN by STEPHENS,PJ",,,,,,,"SUB IN by STEPHENS,PJ",2
11:59,"SUB OUT by HOUSTON,ZACHARY",,,,,,,"SUB OUT by HOUSTON,ZACHARY",2
11:59,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
11:59,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
11:59,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
11:59,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",2
11:59,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",2
11:59,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
11:49,"MISS 3PTR by STEPHENS,PJ",,,,,,,"MISS 3PTR by STEPHENS,PJ",2
--,,,,,"REBOUND DEF by GRAHAM,CHRIS",,,"REBOUND DEF by GRAHAM,CHRIS",2
11:35,,,,,"MISS 3PTR by MOORE,KADEN",,,"MISS 3PTR by MOORE,KADEN",2
--,,,,,"REBOUND OFF by THOM,IAN",,,"REBOUND OFF by THOM,IAN",2
11:25,,45 (+12),,33,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",16BSC-M 45-33 (-12),,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",2
11:09,"GOOD LAYUP by ROGERS,JARROD(in the paint)",47 (+14),,33,,GC 47-33 (-14),,"GOOD LAYUP by ROGERS,JARROD(in the paint)",2
10:58,"FOUL  by REYER,MASON",,,,,,,"FOUL  by REYER,MASON",2
10:58,,47 (+13),,34,"GOOD FT by MCLEAN,JAMES",16BSC-M 47-34 (-13),,"GOOD FT by MCLEAN,JAMES",2
10:58,,,,,"MISS FT by MCLEAN,JAMES",,,"MISS FT by MCLEAN,JAMES",2
--,,,,,"REBOUND OFF by MOORE,KADEN",,,"REBOUND OFF by MOORE,KADEN",2
10:58,"SUB IN by THOMPSON,ALSTON",,,,,,,"SUB IN by THOMPSON,ALSTON",2
10:58,"SUB IN by HOUSTON,ZACHARY",,,,,,,"SUB IN by HOUSTON,ZACHARY",2
10:58,"SUB OUT by GREGORY,KYLER",,,,,,,"SUB OUT by GREGORY,KYLER",2
10:58,"SUB OUT by ROGERS,JARROD",,,,,,,"SUB OUT by ROGERS,JARROD",2
10:54,,,,,"MISS JUMPER by MOORE,KADEN",,,"MISS JUMPER by MOORE,KADEN",2
--,,,,,"REBOUND OFF by GRAHAM,CHRIS",,,"REBOUND OFF by GRAHAM,CHRIS",2
10:51,,,,,"MISS JUMPER by GRAHAM,CHRIS",,,"MISS JUMPER by GRAHAM,CHRIS",2
--,"REBOUND DEF by HOUSTON,ZACHARY",,,,,,,"REBOUND DEF by HOUSTON,ZACHARY",2
10:42,,,,,"FOUL  by GRAHAM,CHRIS",,,"FOUL  by GRAHAM,CHRIS",2
10:42,"MISS FT by HENDERSON,DOMINIQUE",,,,,,,"MISS FT by HENDERSON,DOMINIQUE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
10:42,"GOOD FT by HENDERSON,DOMINIQUE",48 (+14),,34,,GC 48-34 (-14),,"GOOD FT by HENDERSON,DOMINIQUE",2
10:38,"FOUL  by STEPHENS,PJ",,,,,,,"FOUL  by STEPHENS,PJ",2
10:38,,48 (+13),,35,"GOOD FT by MCLEAN,JAMES",16BSC-M 48-35 (-13),,"GOOD FT by MCLEAN,JAMES",2
10:38,,,,,"MISS FT by MCLEAN,JAMES",,,"MISS FT by MCLEAN,JAMES",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
10:38,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
10:38,,,,,"SUB OUT by MOORE,KADEN",,,"SUB OUT by MOORE,KADEN",2
10:36,"FOUL  by HENDERSON,DOMINIQUE",,,,,,,"FOUL  by HENDERSON,DOMINIQUE",2
10:36,,48 (+12),,36,"GOOD FT by DENEKA,HARRISON",16BSC-M 48-36 (-12),,"GOOD FT by DENEKA,HARRISON",2
10:36,,48 (+11),,37,"GOOD FT by DENEKA,HARRISON",16BSC-M 48-37 (-11),,"GOOD FT by DENEKA,HARRISON",2
10:36,"SUB IN by CURRY,MARCUS",,,,,,,"SUB IN by CURRY,MARCUS",2
10:36,"SUB OUT by REYER,MASON",,,,,,,"SUB OUT by REYER,MASON",2
10:23,"MISS JUMPER by HENDERSON,DOMINIQUE",,,,,,,"MISS JUMPER by HENDERSON,DOMINIQUE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
10:18,"GOOD JUMPER by CURRY,MARCUS(in the paint)",50 (+13),,37,,GC 50-37 (-13),,"GOOD JUMPER by CURRY,MARCUS(in the paint)",2
10:18,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
10:18,"GOOD FT by CURRY,MARCUS",51 (+14),,37,,GC 51-37 (-14),,"GOOD FT by CURRY,MARCUS",2
10:04,,51 (+12),,39,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",16BSC-M 51-39 (-12),,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",2
09:42,"MISS 3PTR by STEPHENS,PJ",,,,,,,"MISS 3PTR by STEPHENS,PJ",2
--,"REBOUND OFF by HENDERSON,DOMINIQUE",,,,,,,"REBOUND OFF by HENDERSON,DOMINIQUE",2
09:39,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
09:39,"GOOD FT by CURRY,MARCUS",52 (+13),,39,,GC 52-39 (-13),,"GOOD FT by CURRY,MARCUS",2
09:39,"GOOD FT by CURRY,MARCUS",53 (+14),,39,,GC 53-39 (-14),,"GOOD FT by CURRY,MARCUS",2
09:39,"SUB IN by GREGORY,KYLER",,,,,,,"SUB IN by GREGORY,KYLER",2
09:39,"SUB IN by REYER,MASON",,,,,,,"SUB IN by REYER,MASON",2
09:39,"SUB OUT by CURRY,MARCUS",,,,,,,"SUB OUT by CURRY,MARCUS",2
09:39,"SUB OUT by STEPHENS,PJ",,,,,,,"SUB OUT by STEPHENS,PJ",2
09:39,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
09:39,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
09:39,,,,,"SUB OUT by GRAHAM,CHRIS",,,"SUB OUT by GRAHAM,CHRIS",2
09:39,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
09:26,"FOUL  by HENDERSON,DOMINIQUE",,,,,,,"FOUL  by HENDERSON,DOMINIQUE",2
09:26,,53 (+13),,40,"GOOD FT by MCLEAN,JAMES",16BSC-M 53-40 (-13),,"GOOD FT by MCLEAN,JAMES",2
09:26,,,,,"MISS FT by MCLEAN,JAMES",,,"MISS FT by MCLEAN,JAMES",2
--,"REBOUND DEF by THOMPSON,ALSTON",,,,,,,"REBOUND DEF by THOMPSON,ALSTON",2
09:07,"GOOD 3PTR by REYER,MASON",56 (+16),,40,,GC 56-40 (-16),,"GOOD 3PTR by REYER,MASON",2
--,"ASSIST  by HOUSTON,ZACHARY",,,,,,,"ASSIST  by HOUSTON,ZACHARY",2
08:37,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",2
08:34,"STEAL  by GREGORY,KYLER",,,,,,,"STEAL  by GREGORY,KYLER",2
08:33,"TURNOVER  by GREGORY,KYLER",,,,,,,"TURNOVER  by GREGORY,KYLER",2
08:32,,,,,"STEAL  by THOM,IAN",,,"STEAL  by THOM,IAN",2
08:28,,,,,"MISS JUMPER by THOM,IAN",,,"MISS JUMPER by THOM,IAN",2
--,"REBOUND DEF by GREGORY,KYLER",,,,,,,"REBOUND DEF by GREGORY,KYLER",2
08:03,"MISS 3PTR by GREGORY,KYLER",,,,,,,"MISS 3PTR by GREGORY,KYLER",2
--,,,,,"REBOUND DEF by MCLEAN,JAMES",,,"REBOUND DEF by MCLEAN,JAMES",2
07:54,"FOUL  by REYER,MASON",,,,,,,"FOUL  by REYER,MASON",2
07:54,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
07:54,,56 (+15),,41,"GOOD FT by MCLEAN,JAMES",16BSC-M 56-41 (-15),,"GOOD FT by MCLEAN,JAMES",2
07:54,,,,,"MISS FT by MCLEAN,JAMES",,,"MISS FT by MCLEAN,JAMES",2
--,"REBOUND DEF by THOMPSON,ALSTON",,,,,,,"REBOUND DEF by THOMPSON,ALSTON",2
07:48,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",2
07:48,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
07:37,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
07:37,"SUB IN by ROGERS,JARROD",,,,,,,"SUB IN by ROGERS,JARROD",2
07:37,"SUB OUT by HENDERSON,DOMINIQUE",,,,,,,"SUB OUT by HENDERSON,DOMINIQUE",2
07:25,"MISS 3PTR by REYER,MASON",,,,,,,"MISS 3PTR by REYER,MASON",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
07:01,,56 (+12),,44,"GOOD 3PTR by DENEKA,HARRISON",16BSC-M 56-44 (-12),,"GOOD 3PTR by DENEKA,HARRISON",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
06:46,"TURNOVER  by REYER,MASON",,,,,,,"TURNOVER  by REYER,MASON",2
06:46,"SUB IN by GORE,JAYLEN",,,,,,,"SUB IN by GORE,JAYLEN",2
06:46,"SUB IN by CURRY,MARCUS",,,,,,,"SUB IN by CURRY,MARCUS",2
06:46,"SUB OUT by GREGORY,KYLER",,,,,,,"SUB OUT by GREGORY,KYLER",2
06:46,"SUB OUT by REYER,MASON",,,,,,,"SUB OUT by REYER,MASON",2
06:30,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",2
--,"REBOUND DEF by HOUSTON,ZACHARY",,,,,,,"REBOUND DEF by HOUSTON,ZACHARY",2
06:12,"TURNOVER  by ROGERS,JARROD",,,,,,,"TURNOVER  by ROGERS,JARROD",2
06:10,,,,,"STEAL  by LEWIS,EVAN",,,"STEAL  by LEWIS,EVAN",2
06:08,,56 (+10),,46,"GOOD LAYUP by LEWIS,EVAN(fastbreak)(in the paint)",16BSC-M 56-46 (-10),,"GOOD LAYUP by LEWIS,EVAN(fastbreak)(in the paint)",2
05:45,"MISS LAYUP by THOMPSON,ALSTON",,,,,,,"MISS LAYUP by THOMPSON,ALSTON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
05:23,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
05:23,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",2
05:23,"SUB IN by HENDERSON,DOMINIQUE",,,,,,,"SUB IN by HENDERSON,DOMINIQUE",2
05:23,"SUB OUT by GORE,JAYLEN",,,,,,,"SUB OUT by GORE,JAYLEN",2
05:12,"FOUL  by CURRY,MARCUS",,,,,,,"FOUL  by CURRY,MARCUS",2
05:12,"TURNOVER  by CURRY,MARCUS",,,,,,,"TURNOVER  by CURRY,MARCUS",2
05:12,"SUB IN by GREGORY,KYLER",,,,,,,"SUB IN by GREGORY,KYLER",2
05:12,"SUB OUT by CURRY,MARCUS",,,,,,,"SUB OUT by CURRY,MARCUS",2
05:12,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
05:12,,,,,"SUB IN by MOORE,KADEN",,,"SUB IN by MOORE,KADEN",2
05:12,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",2
05:12,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
04:52,,56 (+8),,48,"GOOD LAYUP by RUDAK,MATTY(in the paint)",16BSC-M 56-48 (-8),,"GOOD LAYUP by RUDAK,MATTY(in the paint)",2
04:40,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
04:40,"GOOD FT by THOMPSON,ALSTON",57 (+9),,48,,GC 57-48 (-9),,"GOOD FT by THOMPSON,ALSTON",2
04:40,"GOOD FT by THOMPSON,ALSTON",58 (+10),,48,,GC 58-48 (-10),,"GOOD FT by THOMPSON,ALSTON",2
04:31,,58 (+7),,51,"GOOD 3PTR by THOM,IAN",16BSC-M 58-51 (-7),,"GOOD 3PTR by THOM,IAN",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
04:05,"GOOD LAYUP by GREGORY,KYLER(in the paint)",60 (+9),,51,,GC 60-51 (-9),,"GOOD LAYUP by GREGORY,KYLER(in the paint)",2
03:40,,60 (+7),,53,"GOOD LAYUP by MOORE,KADEN(in the paint)",16BSC-M 60-53 (-7),,"GOOD LAYUP by MOORE,KADEN(in the paint)",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
03:12,"GOOD 3PTR by HENDERSON,DOMINIQUE",63 (+10),,53,,GC 63-53 (-10),,"GOOD 3PTR by HENDERSON,DOMINIQUE",2
02:42,,,,,"MISS 3PTR by THOM,IAN",,,"MISS 3PTR by THOM,IAN",2
--,"REBOUND DEF by ROGERS,JARROD",,,,,,,"REBOUND DEF by ROGERS,JARROD",2
02:11,"FOUL  by ROGERS,JARROD",,,,,,,"FOUL  by ROGERS,JARROD",2
02:11,"TURNOVER  by ROGERS,JARROD",,,,,,,"TURNOVER  by ROGERS,JARROD",2
02:11,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
02:11,"SUB IN by REYER,MASON",,,,,,,"SUB IN by REYER,MASON",2
02:11,"SUB OUT by ROGERS,JARROD",,,,,,,"SUB OUT by ROGERS,JARROD",2
02:11,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
02:11,,,,,"SUB OUT by MOORE,KADEN",,,"SUB OUT by MOORE,KADEN",2
01:58,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",2
--,"REBOUND DEF by HENDERSON,DOMINIQUE",,,,,,,"REBOUND DEF by HENDERSON,DOMINIQUE",2
01:55,,,,,"FOUL  by MCLEAN,JAMES",,,"FOUL  by MCLEAN,JAMES",2
01:55,"MISS FT by HENDERSON,DOMINIQUE",,,,,,,"MISS FT by HENDERSON,DOMINIQUE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:55,"GOOD FT by HENDERSON,DOMINIQUE",64 (+11),,53,,GC 64-53 (-11),,"GOOD FT by HENDERSON,DOMINIQUE",2
01:43,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",2
01:16,"MISS JUMPER by GREGORY,KYLER",,,,,,,"MISS JUMPER by GREGORY,KYLER",2
01:16,,,,,"BLOCK  by RUDAK,MATTY",,,"BLOCK  by RUDAK,MATTY",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
01:11,,,,,"MISS 3PTR by THOM,IAN",,,"MISS 3PTR by THOM,IAN",2
--,"REBOUND DEF by HOUSTON,ZACHARY",,,,,,,"REBOUND DEF by HOUSTON,ZACHARY",2
01:04,,,,,"FOUL  by RUDAK,MATTY",,,"FOUL  by RUDAK,MATTY",2
01:04,"GOOD FT by HENDERSON,DOMINIQUE",65 (+12),,53,,GC 65-53 (-12),,"GOOD FT by HENDERSON,DOMINIQUE",2
01:04,"GOOD FT by HENDERSON,DOMINIQUE",66 (+13),,53,,GC 66-53 (-13),,"GOOD FT by HENDERSON,DOMINIQUE",2
01:01,,,,,"MISS 3PTR by LEWIS,EVAN",,,"MISS 3PTR by LEWIS,EVAN",2
--,"REBOUND DEF by HOUSTON,ZACHARY",,,,,,,"REBOUND DEF by HOUSTON,ZACHARY",2
00:56,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
00:56,"MISS FT by HOUSTON,ZACHARY",,,,,,,"MISS FT by HOUSTON,ZACHARY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:56,"GOOD FT by HOUSTON,ZACHARY",67 (+14),,53,,GC 67-53 (-14),,"GOOD FT by HOUSTON,ZACHARY",2
00:48,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",2
--,,,,,"REBOUND OFF by MCLEAN,JAMES",,,"REBOUND OFF by MCLEAN,JAMES",2
00:44,,67 (+12),,55,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",16BSC-M 67-55 (-12),,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",2
00:44,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:43,,,,,"FOUL  by MCLEAN,JAMES",,,"FOUL  by MCLEAN,JAMES",2
00:43,"GOOD FT by ROGERS,JARROD",68 (+13),,55,,GC 68-55 (-13),,"GOOD FT by ROGERS,JARROD",2
00:43,"MISS FT by ROGERS,JARROD",,,,,,,"MISS FT by ROGERS,JARROD",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
00:43,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",2
00:43,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
00:36,,68 (+11),,57,"GOOD LAYUP by THOM,IAN(in the paint)",16BSC-M 68-57 (-11),,"GOOD LAYUP by THOM,IAN(in the paint)",2
00:29,,,,,"FOUL  by YANCEY,RICH",,,"FOUL  by YANCEY,RICH",2
00:29,"GOOD FT by ROGERS,JARROD",69 (+12),,57,,GC 69-57 (-12),,"GOOD FT by ROGERS,JARROD",2
00:29,"GOOD FT by ROGERS,JARROD",70 (+13),,57,,GC 70-57 (-13),,"GOOD FT by ROGERS,JARROD",2
00:22,,,,,"MISS 3PTR by LEWIS,EVAN",,,"MISS 3PTR by LEWIS,EVAN",2
--,,,,,"REBOUND OFF by YANCEY,RICH",,,"REBOUND OFF by YANCEY,RICH",2
00:13,,70 (+11),,59,"GOOD LAYUP by YANCEY,RICH(in the paint)",16BSC-M 70-59 (-11),,"GOOD LAYUP by YANCEY,RICH(in the paint)",2
00:11,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
00:11,"MISS FT by HOUSTON,ZACHARY",,,,,,,"MISS FT by HOUSTON,ZACHARY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:11,"MISS FT by HOUSTON,ZACHARY",,,,,,,"MISS FT by HOUSTON,ZACHARY",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
00:11,"SUB IN by REINEY,MICHAEL",,,,,,,"SUB IN by REINEY,MICHAEL",2
00:11,"SUB OUT by GREGORY,KYLER",,,,,,,"SUB OUT by GREGORY,KYLER",2
00:11,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",2
00:11,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
00:08,,,,,"MISS 3PTR by PERKINS,ALEX",,,"MISS 3PTR by PERKINS,ALEX",2
--,"REBOUND DEF by REINEY,MICHAEL",,,,,,,"REBOUND DEF by REINEY,MICHAEL",2
