Time Remaining,OUM,Away Team Score,Play Team Indicator,Home Team Score,16BSC-M,Game Score,Team Indicator,Play,Period
18:03,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
18:03,"MISS FT by EDWARDS,JUSTIN",,,,,,,"MISS FT by EDWARDS,JUSTIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:03,"GOOD FT by EDWARDS,JUSTIN",27,,40 (+13),,OUM 27-40 (+13),,"GOOD FT by EDWARDS,JUSTIN",2
17:54,,,,,"MISS 3PTR by MCLEAN,JAMES",,,"MISS 3PTR by MCLEAN,JAMES",2
--,"REBOUND DEF by PATRICK,DREW",,,,,,,"REBOUND DEF by PATRICK,DREW",2
17:33,"MISS 3PTR by PATRICK,DREW",,,,,,,"MISS 3PTR by PATRICK,DREW",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
17:18,"FOUL  by INUNGU,TOM",,,,,,,"FOUL  by INUNGU,TOM",2
17:15,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",2
17:14,"STEAL  by PATRICK,DREW",,,,,,,"STEAL  by PATRICK,DREW",2
17:10,"GOOD LAYUP by ANDINO,GEORGE(fastbreak)(in the paint)",29,,40 (+11),,OUM 29-40 (+11),,"GOOD LAYUP by ANDINO,GEORGE(fastbreak)(in the paint)",2
--,"ASSIST  by PATRICK,DREW",,,,,,,"ASSIST  by PATRICK,DREW",2
16:51,,29,,43 (+14),"GOOD 3PTR by DENEKA,HARRISON",16BSC-M 29-43 (+14),,"GOOD 3PTR by DENEKA,HARRISON",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
16:16,"GOOD LAYUP by ANDINO,GEORGE(in the paint)",31,,43 (+12),,OUM 31-43 (+12),,"GOOD LAYUP by ANDINO,GEORGE(in the paint)",2
16:05,,31,,45 (+14),"GOOD LAYUP by RUDAK,MATTY(in the paint)",16BSC-M 31-45 (+14),,"GOOD LAYUP by RUDAK,MATTY(in the paint)",2
--,,,,,"ASSIST  by MCLEAN,JAMES",,,"ASSIST  by MCLEAN,JAMES",2
15:34,"MISS LAYUP by EDWARDS,JUSTIN",,,,,,,"MISS LAYUP by EDWARDS,JUSTIN",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
15:26,"FOUL  by INUNGU,TOM",,,,,,,"FOUL  by INUNGU,TOM",2
15:26,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
15:26,,31,,46 (+15),"GOOD FT by LEWIS,EVAN",16BSC-M 31-46 (+15),,"GOOD FT by LEWIS,EVAN",2
15:26,,31,,47 (+16),"GOOD FT by LEWIS,EVAN",16BSC-M 31-47 (+16),,"GOOD FT by LEWIS,EVAN",2
15:26,"SUB IN by TURNER,MIKE",,,,,,,"SUB IN by TURNER,MIKE",2
15:26,"SUB IN by SIGRIST,CONNOR",,,,,,,"SUB IN by SIGRIST,CONNOR",2
15:26,"SUB OUT by INUNGU,TOM",,,,,,,"SUB OUT by INUNGU,TOM",2
15:26,"SUB OUT by ANDINO,GEORGE",,,,,,,"SUB OUT by ANDINO,GEORGE",2
15:26,,,,,"SUB IN by HARDIMAN,BEN",,,"SUB IN by HARDIMAN,BEN",2
15:26,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
15:26,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",2
15:26,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
15:26,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
15:26,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
15:09,"MISS LAYUP by SIGRIST,CONNOR",,,,,,,"MISS LAYUP by SIGRIST,CONNOR",2
--,"REBOUND OFF by PATRICK,DREW",,,,,,,"REBOUND OFF by PATRICK,DREW",2
15:07,"GOOD TIPIN by PATRICK,DREW(in the paint)",33,,47 (+14),,OUM 33-47 (+14),,"GOOD TIPIN by PATRICK,DREW(in the paint)",2
14:46,,,,,"MISS 3PTR by LEWIS,EVAN",,,"MISS 3PTR by LEWIS,EVAN",2
--,,,,,"REBOUND OFF by PERKINS,ALEX",,,"REBOUND OFF by PERKINS,ALEX",2
14:41,,,,,"MISS JUMPER by PERKINS,ALEX",,,"MISS JUMPER by PERKINS,ALEX",2
--,"REBOUND DEF by LAWRENCE,CHRIS",,,,,,,"REBOUND DEF by LAWRENCE,CHRIS",2
14:34,"GOOD LAYUP by PATRICK,DREW(in the paint)",35,,47 (+12),,OUM 35-47 (+12),,"GOOD LAYUP by PATRICK,DREW(in the paint)",2
14:09,,35,,50 (+15),"GOOD 3PTR by PERKINS,ALEX",16BSC-M 35-50 (+15),,"GOOD 3PTR by PERKINS,ALEX",2
--,,,,,"ASSIST  by BAK,CALVIN",,,"ASSIST  by BAK,CALVIN",2
13:55,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
13:55,"SUB IN by HUFFMAN,DEVIN",,,,,,,"SUB IN by HUFFMAN,DEVIN",2
13:55,"SUB OUT by PATRICK,DREW",,,,,,,"SUB OUT by PATRICK,DREW",2
13:55,,,,,"SUB IN by GRAHAM,CHRIS",,,"SUB IN by GRAHAM,CHRIS",2
13:55,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
13:55,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
13:55,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
13:47,"GOOD LAYUP by EDWARDS,JUSTIN(in the paint)",37,,50 (+13),,OUM 37-50 (+13),,"GOOD LAYUP by EDWARDS,JUSTIN(in the paint)",2
13:20,,37,,52 (+15),"GOOD LAYUP by GRAHAM,CHRIS(in the paint)",16BSC-M 37-52 (+15),,"GOOD LAYUP by GRAHAM,CHRIS(in the paint)",2
--,,,,,"ASSIST  by PERKINS,ALEX",,,"ASSIST  by PERKINS,ALEX",2
13:05,"TURNOVER  by HUFFMAN,DEVIN",,,,,,,"TURNOVER  by HUFFMAN,DEVIN",2
13:03,,,,,"STEAL  by THOM,IAN",,,"STEAL  by THOM,IAN",2
13:01,,37,,54 (+17),"GOOD LAYUP by THOM,IAN(fastbreak)(in the paint)",16BSC-M 37-54 (+17),,"GOOD LAYUP by THOM,IAN(fastbreak)(in the paint)",2
13:01,"FOUL  by EDWARDS,JUSTIN",,,,,,,"FOUL  by EDWARDS,JUSTIN",2
13:01,,37,,55 (+18),"GOOD FT by THOM,IAN",16BSC-M 37-55 (+18),,"GOOD FT by THOM,IAN",2
12:35,"MISS 3PTR by LAWRENCE,CHRIS",,,,,,,"MISS 3PTR by LAWRENCE,CHRIS",2
--,,,,,"REBOUND DEF by GRAHAM,CHRIS",,,"REBOUND DEF by GRAHAM,CHRIS",2
12:28,,,,,"MISS 3PTR by PERKINS,ALEX",,,"MISS 3PTR by PERKINS,ALEX",2
--,,,,,"REBOUND OFF by HARDIMAN,BEN",,,"REBOUND OFF by HARDIMAN,BEN",2
12:14,,,,,"MISS 3PTR by HARDIMAN,BEN",,,"MISS 3PTR by HARDIMAN,BEN",2
--,"REBOUND DEF by EDWARDS,JUSTIN",,,,,,,"REBOUND DEF by EDWARDS,JUSTIN",2
11:55,"MISS JUMPER by HUFFMAN,DEVIN",,,,,,,"MISS JUMPER by HUFFMAN,DEVIN",2
--,,,,,"REBOUND DEF by GRAHAM,CHRIS",,,"REBOUND DEF by GRAHAM,CHRIS",2
11:38,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
11:38,"SUB IN by MCGRATH,JOSH",,,,,,,"SUB IN by MCGRATH,JOSH",2
11:38,"SUB IN by BOURDAGE,TAYLOR",,,,,,,"SUB IN by BOURDAGE,TAYLOR",2
11:38,"SUB IN by ANDINO,GEORGE",,,,,,,"SUB IN by ANDINO,GEORGE",2
11:38,"SUB OUT by HUFFMAN,DEVIN",,,,,,,"SUB OUT by HUFFMAN,DEVIN",2
11:38,"SUB OUT by LAWRENCE,CHRIS",,,,,,,"SUB OUT by LAWRENCE,CHRIS",2
11:38,"SUB OUT by SIGRIST,CONNOR",,,,,,,"SUB OUT by SIGRIST,CONNOR",2
11:38,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
11:38,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
11:38,,,,,"SUB OUT by HARDIMAN,BEN",,,"SUB OUT by HARDIMAN,BEN",2
11:38,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
11:32,,,,,"MISS LAYUP by GRAHAM,CHRIS",,,"MISS LAYUP by GRAHAM,CHRIS",2
--,,,,,"REBOUND OFF by GRAHAM,CHRIS",,,"REBOUND OFF by GRAHAM,CHRIS",2
11:28,,,,,"MISS LAYUP by GRAHAM,CHRIS",,,"MISS LAYUP by GRAHAM,CHRIS",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
11:22,,37,,57 (+20),"GOOD LAYUP by MCLEAN,JAMES(in the paint)",16BSC-M 37-57 (+20),,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",2
11:14,"MISS 3PTR by BOURDAGE,TAYLOR",,,,,,,"MISS 3PTR by BOURDAGE,TAYLOR",2
--,,,,,"REBOUND DEF by PERKINS,ALEX",,,"REBOUND DEF by PERKINS,ALEX",2
10:48,,,,,"MISS 3PTR by THOM,IAN",,,"MISS 3PTR by THOM,IAN",2
--,,,,,"REBOUND OFF by GRAHAM,CHRIS",,,"REBOUND OFF by GRAHAM,CHRIS",2
10:46,,37,,59 (+22),"GOOD LAYUP by GRAHAM,CHRIS(in the paint)",16BSC-M 37-59 (+22),,"GOOD LAYUP by GRAHAM,CHRIS(in the paint)",2
10:29,"GOOD 3PTR by ANDINO,GEORGE",40,,59 (+19),,OUM 40-59 (+19),,"GOOD 3PTR by ANDINO,GEORGE",2
10:00,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",2
--,"REBOUND DEF by MCGRATH,JOSH",,,,,,,"REBOUND DEF by MCGRATH,JOSH",2
09:52,"GOOD LAYUP by EDWARDS,JUSTIN(in the paint)",42,,59 (+17),,OUM 42-59 (+17),,"GOOD LAYUP by EDWARDS,JUSTIN(in the paint)",2
09:44,,,,,"MISS 3PTR by MCLEAN,JAMES",,,"MISS 3PTR by MCLEAN,JAMES",2
--,,,,,"REBOUND OFF by GRAHAM,CHRIS",,,"REBOUND OFF by GRAHAM,CHRIS",2
09:40,,42,,61 (+19),"GOOD LAYUP by GRAHAM,CHRIS(in the paint)",16BSC-M 42-61 (+19),,"GOOD LAYUP by GRAHAM,CHRIS(in the paint)",2
09:26,"GOOD 3PTR by EDWARDS,JUSTIN",45,,61 (+16),,OUM 45-61 (+16),,"GOOD 3PTR by EDWARDS,JUSTIN",2
--,"ASSIST  by TURNER,MIKE",,,,,,,"ASSIST  by TURNER,MIKE",2
08:53,,,,,"MISS 3PTR by PERKINS,ALEX",,,"MISS 3PTR by PERKINS,ALEX",2
--,"REBOUND DEF by ANDINO,GEORGE",,,,,,,"REBOUND DEF by ANDINO,GEORGE",2
08:48,,,,,"FOUL  by PERKINS,ALEX",,,"FOUL  by PERKINS,ALEX",2
08:48,"GOOD FT by EDWARDS,JUSTIN",46,,61 (+15),,OUM 46-61 (+15),,"GOOD FT by EDWARDS,JUSTIN",2
08:48,"GOOD FT by EDWARDS,JUSTIN",47,,61 (+14),,OUM 47-61 (+14),,"GOOD FT by EDWARDS,JUSTIN",2
08:48,"SUB IN by HUGHES,JUSTIN",,,,,,,"SUB IN by HUGHES,JUSTIN",2
08:48,"SUB IN by INUNGU,TOM",,,,,,,"SUB IN by INUNGU,TOM",2
08:48,"SUB OUT by MCGRATH,JOSH",,,,,,,"SUB OUT by MCGRATH,JOSH",2
08:48,"SUB OUT by TURNER,MIKE",,,,,,,"SUB OUT by TURNER,MIKE",2
08:48,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
08:48,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
08:48,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
08:48,,,,,"SUB OUT by GRAHAM,CHRIS",,,"SUB OUT by GRAHAM,CHRIS",2
08:48,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
08:48,,,,,"SUB OUT by PERKINS,ALEX",,,"SUB OUT by PERKINS,ALEX",2
08:47,"SUB IN by PENDLEY,TY",,,,,,,"SUB IN by PENDLEY,TY",2
08:47,"SUB IN by LAWRENCE,CHRIS",,,,,,,"SUB IN by LAWRENCE,CHRIS",2
08:47,"SUB OUT by BOURDAGE,TAYLOR",,,,,,,"SUB OUT by BOURDAGE,TAYLOR",2
08:47,"SUB OUT by EDWARDS,JUSTIN",,,,,,,"SUB OUT by EDWARDS,JUSTIN",2
08:18,,,,,"MISS LAYUP by MCLEAN,JAMES",,,"MISS LAYUP by MCLEAN,JAMES",2
--,,,,,"REBOUND OFF by RUDAK,MATTY",,,"REBOUND OFF by RUDAK,MATTY",2
08:18,"FOUL  by HUGHES,JUSTIN",,,,,,,"FOUL  by HUGHES,JUSTIN",2
08:18,,47,,62 (+15),"GOOD FT by RUDAK,MATTY",16BSC-M 47-62 (+15),,"GOOD FT by RUDAK,MATTY",2
08:18,,47,,63 (+16),"GOOD FT by RUDAK,MATTY",16BSC-M 47-63 (+16),,"GOOD FT by RUDAK,MATTY",2
08:06,,,,,"FOUL  by BAK,CALVIN",,,"FOUL  by BAK,CALVIN",2
07:56,"MISS 3PTR by PENDLEY,TY",,,,,,,"MISS 3PTR by PENDLEY,TY",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
07:36,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
07:34,"FOUL  by HUGHES,JUSTIN",,,,,,,"FOUL  by HUGHES,JUSTIN",2
07:34,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
07:34,"SUB IN by EDWARDS,JUSTIN",,,,,,,"SUB IN by EDWARDS,JUSTIN",2
07:34,"SUB OUT by ANDINO,GEORGE",,,,,,,"SUB OUT by ANDINO,GEORGE",2
07:34,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
07:34,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
07:19,,47,,66 (+19),"GOOD 3PTR by DENEKA,HARRISON",16BSC-M 47-66 (+19),,"GOOD 3PTR by DENEKA,HARRISON",2
--,,,,,"ASSIST  by RUDAK,MATTY",,,"ASSIST  by RUDAK,MATTY",2
06:54,"TURNOVER  by PENDLEY,TY",,,,,,,"TURNOVER  by PENDLEY,TY",2
06:52,,,,,"STEAL  by LEWIS,EVAN",,,"STEAL  by LEWIS,EVAN",2
06:48,,47,,68 (+21),"GOOD LAYUP by LEWIS,EVAN(fastbreak)(in the paint)",16BSC-M 47-68 (+21),,"GOOD LAYUP by LEWIS,EVAN(fastbreak)(in the paint)",2
06:48,,,,,"SUB IN by HARDIMAN,BEN",,,"SUB IN by HARDIMAN,BEN",2
06:48,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
06:18,"GOOD 3PTR by HUGHES,JUSTIN",50,,68 (+18),,OUM 50-68 (+18),,"GOOD 3PTR by HUGHES,JUSTIN",2
--,"ASSIST  by EDWARDS,JUSTIN",,,,,,,"ASSIST  by EDWARDS,JUSTIN",2
05:47,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:38,,,,,"FOUL  by HARDIMAN,BEN",,,"FOUL  by HARDIMAN,BEN",2
05:38,"SUB IN by ANDINO,GEORGE",,,,,,,"SUB IN by ANDINO,GEORGE",2
05:38,"SUB OUT by PENDLEY,TY",,,,,,,"SUB OUT by PENDLEY,TY",2
05:38,,,,,"SUB IN by GRAHAM,CHRIS",,,"SUB IN by GRAHAM,CHRIS",2
05:38,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
05:38,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
05:38,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
05:25,"GOOD 3PTR by ANDINO,GEORGE",53,,68 (+15),,OUM 53-68 (+15),,"GOOD 3PTR by ANDINO,GEORGE",2
04:55,,53,,70 (+17),"GOOD LAYUP by THOM,IAN(in the paint)",16BSC-M 53-70 (+17),,"GOOD LAYUP by THOM,IAN(in the paint)",2
04:38,"GOOD LAYUP by INUNGU,TOM(in the paint)",55,,70 (+15),,OUM 55-70 (+15),,"GOOD LAYUP by INUNGU,TOM(in the paint)",2
04:38,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
04:38,"GOOD FT by INUNGU,TOM",56,,70 (+14),,OUM 56-70 (+14),,"GOOD FT by INUNGU,TOM",2
04:38,"SUB IN by TURNER,MIKE",,,,,,,"SUB IN by TURNER,MIKE",2
04:38,"SUB OUT by HUGHES,JUSTIN",,,,,,,"SUB OUT by HUGHES,JUSTIN",2
04:38,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",2
04:38,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
04:13,"FOUL  by INUNGU,TOM",,,,,,,"FOUL  by INUNGU,TOM",2
04:13,,,,,"MISS FT by MCLEAN,JAMES",,,"MISS FT by MCLEAN,JAMES",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:13,,,,,"MISS FT by MCLEAN,JAMES",,,"MISS FT by MCLEAN,JAMES",2
--,"REBOUND DEF by EDWARDS,JUSTIN",,,,,,,"REBOUND DEF by EDWARDS,JUSTIN",2
04:13,"SUB IN by SIGRIST,CONNOR",,,,,,,"SUB IN by SIGRIST,CONNOR",2
04:13,"SUB OUT by INUNGU,TOM",,,,,,,"SUB OUT by INUNGU,TOM",2
04:13,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
04:13,,,,,"SUB OUT by HARDIMAN,BEN",,,"SUB OUT by HARDIMAN,BEN",2
03:59,,,,,"FOUL  by GRAHAM,CHRIS",,,"FOUL  by GRAHAM,CHRIS",2
03:59,"MISS FT by EDWARDS,JUSTIN",,,,,,,"MISS FT by EDWARDS,JUSTIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:59,"MISS FT by EDWARDS,JUSTIN",,,,,,,"MISS FT by EDWARDS,JUSTIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:59,"FOUL  by ANDINO,GEORGE",,,,,,,"FOUL  by ANDINO,GEORGE",2
03:59,"TURNOVER  by ANDINO,GEORGE",,,,,,,"TURNOVER  by ANDINO,GEORGE",2
03:59,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
03:59,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
03:59,,,,,"SUB OUT by GRAHAM,CHRIS",,,"SUB OUT by GRAHAM,CHRIS",2
03:59,,,,,"SUB OUT by PERKINS,ALEX",,,"SUB OUT by PERKINS,ALEX",2
03:40,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
03:32,,,,,"MISS LAYUP by RUDAK,MATTY",,,"MISS LAYUP by RUDAK,MATTY",2
--,,,,,"REBOUND OFF by RUDAK,MATTY",,,"REBOUND OFF by RUDAK,MATTY",2
03:31,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
03:31,"GOOD FT by LAWRENCE,CHRIS",57,,70 (+13),,OUM 57-70 (+13),,"GOOD FT by LAWRENCE,CHRIS",2
03:31,"GOOD FT by LAWRENCE,CHRIS",58,,70 (+12),,OUM 58-70 (+12),,"GOOD FT by LAWRENCE,CHRIS",2
03:31,"FOUL TECH by LAWRENCE,CHRIS",,,,,,,"FOUL TECH by LAWRENCE,CHRIS",2
03:31,,58,,71 (+13),"GOOD FT by LEWIS,EVAN",16BSC-M 58-71 (+13),,"GOOD FT by LEWIS,EVAN",2
03:31,,58,,72 (+14),"GOOD FT by LEWIS,EVAN",16BSC-M 58-72 (+14),,"GOOD FT by LEWIS,EVAN",2
03:17,,,,,"MISS LAYUP by RUDAK,MATTY",,,"MISS LAYUP by RUDAK,MATTY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
03:17,,,,,"FOUL  by RUDAK,MATTY",,,"FOUL  by RUDAK,MATTY",2
03:17,"GOOD FT by SIGRIST,CONNOR",59,,72 (+13),,OUM 59-72 (+13),,"GOOD FT by SIGRIST,CONNOR",2
03:17,"GOOD FT by SIGRIST,CONNOR",60,,72 (+12),,OUM 60-72 (+12),,"GOOD FT by SIGRIST,CONNOR",2
03:17,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
03:17,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
03:17,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
03:17,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
02:53,,60,,74 (+14),"GOOD LAYUP by DENEKA,HARRISON(in the paint)",16BSC-M 60-74 (+14),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
02:36,"FOUL  by EDWARDS,JUSTIN",,,,,,,"FOUL  by EDWARDS,JUSTIN",2
02:36,"TURNOVER  by EDWARDS,JUSTIN",,,,,,,"TURNOVER  by EDWARDS,JUSTIN",2
02:18,,60,,76 (+16),"GOOD LAYUP by DENEKA,HARRISON(in the paint)",16BSC-M 60-76 (+16),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
02:03,"GOOD LAYUP by EDWARDS,JUSTIN(in the paint)",62,,76 (+14),,OUM 62-76 (+14),,"GOOD LAYUP by EDWARDS,JUSTIN(in the paint)",2
02:03,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
02:03,"GOOD FT by EDWARDS,JUSTIN",63,,76 (+13),,OUM 63-76 (+13),,"GOOD FT by EDWARDS,JUSTIN",2
02:03,"SUB IN by RUSSELL,ZACH",,,,,,,"SUB IN by RUSSELL,ZACH",2
02:03,"SUB IN by HUGHES,JUSTIN",,,,,,,"SUB IN by HUGHES,JUSTIN",2
02:03,"SUB IN by BOURDAGE,TAYLOR",,,,,,,"SUB IN by BOURDAGE,TAYLOR",2
02:03,"SUB IN by PENDLEY,TY",,,,,,,"SUB IN by PENDLEY,TY",2
02:03,"SUB OUT by ANDINO,GEORGE",,,,,,,"SUB OUT by ANDINO,GEORGE",2
02:03,"SUB OUT by LAWRENCE,CHRIS",,,,,,,"SUB OUT by LAWRENCE,CHRIS",2
02:03,"SUB OUT by TURNER,MIKE",,,,,,,"SUB OUT by TURNER,MIKE",2
02:03,"SUB OUT by SIGRIST,CONNOR",,,,,,,"SUB OUT by SIGRIST,CONNOR",2
02:03,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
02:03,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
01:58,,,,,"TURNOVER  by MCLEAN,JAMES",,,"TURNOVER  by MCLEAN,JAMES",2
01:42,"GOOD 3PTR by HUGHES,JUSTIN",66,,76 (+10),,OUM 66-76 (+10),,"GOOD 3PTR by HUGHES,JUSTIN",2
--,"ASSIST  by EDWARDS,JUSTIN",,,,,,,"ASSIST  by EDWARDS,JUSTIN",2
01:19,,66,,79 (+13),"GOOD 3PTR by MCLEAN,JAMES",16BSC-M 66-79 (+13),,"GOOD 3PTR by MCLEAN,JAMES",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
01:17,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:09,"GOOD LAYUP by EDWARDS,JUSTIN(in the paint)",68,,79 (+11),,OUM 68-79 (+11),,"GOOD LAYUP by EDWARDS,JUSTIN(in the paint)",2
01:04,"FOUL  by BOURDAGE,TAYLOR",,,,,,,"FOUL  by BOURDAGE,TAYLOR",2
01:04,,68,,80 (+12),"GOOD FT by MCLEAN,JAMES",16BSC-M 68-80 (+12),,"GOOD FT by MCLEAN,JAMES",2
01:04,,,,,"MISS FT by MCLEAN,JAMES",,,"MISS FT by MCLEAN,JAMES",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
01:04,"SUB IN by RAMSEY,DYLON",,,,,,,"SUB IN by RAMSEY,DYLON",2
01:04,"SUB OUT by EDWARDS,JUSTIN",,,,,,,"SUB OUT by EDWARDS,JUSTIN",2
01:04,,,,,"SUB IN by HARDIMAN,BEN",,,"SUB IN by HARDIMAN,BEN",2
01:04,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
01:03,,,,,"SUB IN by MOORE,KADEN",,,"SUB IN by MOORE,KADEN",2
01:03,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",2
01:03,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",2
01:03,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
01:03,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
01:03,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
00:53,"MISS JUMPER by PENDLEY,TY",,,,,,,"MISS JUMPER by PENDLEY,TY",2
--,,,,,"REBOUND DEF by MOORE,KADEN",,,"REBOUND DEF by MOORE,KADEN",2
00:45,"FOUL  by RAMSEY,DYLON",,,,,,,"FOUL  by RAMSEY,DYLON",2
00:45,,68,,81 (+13),"GOOD FT by LEWIS,EVAN",16BSC-M 68-81 (+13),,"GOOD FT by LEWIS,EVAN",2
00:45,,68,,82 (+14),"GOOD FT by LEWIS,EVAN",16BSC-M 68-82 (+14),,"GOOD FT by LEWIS,EVAN",2
00:45,,,,,"SUB IN by PRAYTOR,ANDREW",,,"SUB IN by PRAYTOR,ANDREW",2
00:45,,,,,"SUB IN by KILCOYNE,PATRICK",,,"SUB IN by KILCOYNE,PATRICK",2
00:45,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
00:45,,,,,"SUB OUT by HARDIMAN,BEN",,,"SUB OUT by HARDIMAN,BEN",2
00:39,"MISS JUMPER by PENDLEY,TY",,,,,,,"MISS JUMPER by PENDLEY,TY",2
00:39,,,,,"BLOCK  by MOORE,KADEN",,,"BLOCK  by MOORE,KADEN",2
--,"REBOUND OFF by CUNNINGHAM,NICK",,,,,,,"REBOUND OFF by CUNNINGHAM,NICK",2
00:27,"MISS JUMPER by RAMSEY,DYLON",,,,,,,"MISS JUMPER by RAMSEY,DYLON",2
