Time Remaining,ACROOS,Away Team Score,Play Team Indicator,Home Team Score,MILLSAPS,Game Score,Team Indicator,Play,Period
00:43,,30 (+6),,24,"GOOD FT by KASTNER,MURRAY",MILLSAPS 30-24 (-6),,"GOOD FT by KASTNER,MURRAY",1
00:43,,30 (+5),,25,"GOOD FT by KASTNER,MURRAY",MILLSAPS 30-25 (-5),,"GOOD FT by KASTNER,MURRAY",1
00:43,"SUB IN by MICHAEL,ALEN",,,,,,,"SUB IN by MICHAEL,ALEN",1
00:43,"SUB IN by THOMPSON,ANTOINE",,,,,,,"SUB IN by THOMPSON,ANTOINE",1
00:43,"SUB OUT by HAMPDEN-SMITH,HARRY",,,,,,,"SUB OUT by HAMPDEN-SMITH,HARRY",1
00:43,"SUB OUT by MICHAEL,ALVIN",,,,,,,"SUB OUT by MICHAEL,ALVIN",1
00:17,"MISS JUMPER by THOMPSON,ANTOINE",,,,,,,"MISS JUMPER by THOMPSON,ANTOINE",1
00:17,,,,,"BLOCK  by ALLISON,BRANDON",,,"BLOCK  by ALLISON,BRANDON",1
00:03,,,,,"MISS JUMPER by ALLISON,BRANDON",,,"MISS JUMPER by ALLISON,BRANDON",1
--,,,,,"REBOUND OFF by BERGER,RYAN",,,"REBOUND OFF by BERGER,RYAN",1
00:00,,30 (+3),,27,"GOOD JUMPER by ALLISON,BRANDON",MILLSAPS 30-27 (-3),,"GOOD JUMPER by ALLISON,BRANDON",1
20:00,"SUB IN by HANCOCK,JORDAN",,,,,,,"SUB IN by HANCOCK,JORDAN",2
20:00,"SUB IN by MICHAEL,ALEN",,,,,,,"SUB IN by MICHAEL,ALEN",2
20:00,"SUB IN by OKPALA,RANSOM",,,,,,,"SUB IN by OKPALA,RANSOM",2
20:00,"SUB IN by ANWARY,AARON",,,,,,,"SUB IN by ANWARY,AARON",2
20:00,"SUB IN by MICHAEL,ALVIN",,,,,,,"SUB IN by MICHAEL,ALVIN",2
20:00,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",2
20:00,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
20:00,,,,,"SUB IN by THOMAS,STERLING",,,"SUB IN by THOMAS,STERLING",2
20:00,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
20:00,,,,,"SUB IN by KASTNER,MURRAY",,,"SUB IN by KASTNER,MURRAY",2
19:47,,,,,"TURNOVER  by THOMAS,STERLING",,,"TURNOVER  by THOMAS,STERLING",2
19:42,"MISS LAYUP by HANCOCK,JORDAN",,,,,,,"MISS LAYUP by HANCOCK,JORDAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
19:27,,,,,"FOUL  by CORTESE,NICK",,,"FOUL  by CORTESE,NICK",2
19:27,"MISS FT by MICHAEL,ALEN",,,,,,,"MISS FT by MICHAEL,ALEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
19:27,"GOOD FT by MICHAEL,ALEN",31 (+4),,27,,ACROOS 31-27 (-4),,"GOOD FT by MICHAEL,ALEN",2
19:27,,,,,"SUB IN by ALLISON,BRANDON",,,"SUB IN by ALLISON,BRANDON",2
19:27,,,,,"SUB OUT by CORTESE,NICK",,,"SUB OUT by CORTESE,NICK",2
19:25,,,,,"TURNOVER  by GILLIGAN,TULLY",,,"TURNOVER  by GILLIGAN,TULLY",2
19:25,,,,,"SUB IN by GRIFFON,JACKSON",,,"SUB IN by GRIFFON,JACKSON",2
19:25,,,,,"SUB IN by WILSON,KEVIN",,,"SUB IN by WILSON,KEVIN",2
19:25,,,,,"SUB OUT by ALLISON,BRANDON",,,"SUB OUT by ALLISON,BRANDON",2
19:25,,,,,"SUB OUT by THOMAS,STERLING",,,"SUB OUT by THOMAS,STERLING",2
19:08,"TURNOVER  by HANCOCK,JORDAN",,,,,,,"TURNOVER  by HANCOCK,JORDAN",2
18:52,,,,,"TURNOVER  by WILSON,KEVIN",,,"TURNOVER  by WILSON,KEVIN",2
18:51,"STEAL  by OKPALA,RANSOM",,,,,,,"STEAL  by OKPALA,RANSOM",2
18:48,"GOOD LAYUP by HANCOCK,JORDAN(in the paint)",33 (+6),,27,,ACROOS 33-27 (-6),,"GOOD LAYUP by HANCOCK,JORDAN(in the paint)",2
--,"ASSIST  by OKPALA,RANSOM",,,,,,,"ASSIST  by OKPALA,RANSOM",2
18:46,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
18:26,,33 (+4),,29,"GOOD LAYUP by BERGER,RYAN(in the paint)",MILLSAPS 33-29 (-4),,"GOOD LAYUP by BERGER,RYAN(in the paint)",2
--,,,,,"ASSIST  by GRIFFON,JACKSON",,,"ASSIST  by GRIFFON,JACKSON",2
18:26,"FOUL  by MICHAEL,ALVIN",,,,,,,"FOUL  by MICHAEL,ALVIN",2
18:26,,33 (+3),,30,"GOOD FT by BERGER,RYAN",MILLSAPS 33-30 (-3),,"GOOD FT by BERGER,RYAN",2
18:05,"GOOD LAYUP by MICHAEL,ALVIN(in the paint)",35 (+5),,30,,ACROOS 35-30 (-5),,"GOOD LAYUP by MICHAEL,ALVIN(in the paint)",2
--,"ASSIST  by ANWARY,AARON",,,,,,,"ASSIST  by ANWARY,AARON",2
17:45,,,,,"MISS 3PTR by WILSON,KEVIN",,,"MISS 3PTR by WILSON,KEVIN",2
--,"REBOUND DEF by MICHAEL,ALVIN",,,,,,,"REBOUND DEF by MICHAEL,ALVIN",2
17:30,"MISS 3PTR by OKPALA,RANSOM",,,,,,,"MISS 3PTR by OKPALA,RANSOM",2
--,"REBOUND OFF by THOMPSON,ANTOINE",,,,,,,"REBOUND OFF by THOMPSON,ANTOINE",2
17:25,"FOUL  by MICHAEL,ALEN",,,,,,,"FOUL  by MICHAEL,ALEN",2
17:11,,35 (+3),,32,"GOOD LAYUP by BERGER,RYAN(in the paint)",MILLSAPS 35-32 (-3),,"GOOD LAYUP by BERGER,RYAN(in the paint)",2
--,,,,,"ASSIST  by GILLIGAN,TULLY",,,"ASSIST  by GILLIGAN,TULLY",2
16:59,"MISS 3PTR by ANWARY,AARON",,,,,,,"MISS 3PTR by ANWARY,AARON",2
--,"REBOUND OFF by HANCOCK,JORDAN",,,,,,,"REBOUND OFF by HANCOCK,JORDAN",2
16:51,"GOOD LAYUP by MICHAEL,ALVIN(in the paint)",37 (+5),,32,,ACROOS 37-32 (-5),,"GOOD LAYUP by MICHAEL,ALVIN(in the paint)",2
--,"ASSIST  by ANWARY,AARON",,,,,,,"ASSIST  by ANWARY,AARON",2
16:32,,,,,"MISS LAYUP by WILSON,KEVIN",,,"MISS LAYUP by WILSON,KEVIN",2
--,"REBOUND DEF by OKPALA,RANSOM",,,,,,,"REBOUND DEF by OKPALA,RANSOM",2
16:23,"GOOD JUMPER by OKPALA,RANSOM",39 (+7),,32,,ACROOS 39-32 (-7),,"GOOD JUMPER by OKPALA,RANSOM",2
--,"ASSIST  by ANWARY,AARON",,,,,,,"ASSIST  by ANWARY,AARON",2
16:18,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
16:18,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
16:18,,,,,"SUB OUT by WILSON,KEVIN",,,"SUB OUT by WILSON,KEVIN",2
16:00,,39 (+4),,35,"GOOD 3PTR by KASTNER,MURRAY",MILLSAPS 39-35 (-4),,"GOOD 3PTR by KASTNER,MURRAY",2
--,,,,,"ASSIST  by BERGER,RYAN",,,"ASSIST  by BERGER,RYAN",2
15:34,"GOOD 3PTR by ANWARY,AARON",42 (+7),,35,,ACROOS 42-35 (-7),,"GOOD 3PTR by ANWARY,AARON",2
15:08,,,,,"MISS LAYUP by BERGER,RYAN",,,"MISS LAYUP by BERGER,RYAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:05,,,,,"SUB IN by ALLISON,BRANDON",,,"SUB IN by ALLISON,BRANDON",2
15:05,,,,,"SUB OUT by BERGER,RYAN",,,"SUB OUT by BERGER,RYAN",2
15:04,,,,,"MISS 3PTR by KASTNER,MURRAY",,,"MISS 3PTR by KASTNER,MURRAY",2
15:04,"BLOCK  by ANWARY,AARON",,,,,,,"BLOCK  by ANWARY,AARON",2
--,"REBOUND DEF by ANWARY,AARON",,,,,,,"REBOUND DEF by ANWARY,AARON",2
14:57,,,,,"FOUL  by GRIFFON,JACKSON",,,"FOUL  by GRIFFON,JACKSON",2
14:57,,,,,"SUB IN by THOMAS,STERLING",,,"SUB IN by THOMAS,STERLING",2
14:57,,,,,"SUB OUT by GRIFFON,JACKSON",,,"SUB OUT by GRIFFON,JACKSON",2
14:46,"MISS 3PTR by HANCOCK,JORDAN",,,,,,,"MISS 3PTR by HANCOCK,JORDAN",2
--,,,,,"REBOUND DEF by CORTESE,NICK",,,"REBOUND DEF by CORTESE,NICK",2
14:37,"FOUL  by ANWARY,AARON",,,,,,,"FOUL  by ANWARY,AARON",2
14:37,,42 (+6),,36,"GOOD FT by THOMAS,STERLING",MILLSAPS 42-36 (-6),,"GOOD FT by THOMAS,STERLING",2
14:37,,42 (+5),,37,"GOOD FT by THOMAS,STERLING",MILLSAPS 42-37 (-5),,"GOOD FT by THOMAS,STERLING",2
14:37,"SUB IN by THOMPSON,ANTOINE",,,,,,,"SUB IN by THOMPSON,ANTOINE",2
14:37,"SUB OUT by MICHAEL,ALVIN",,,,,,,"SUB OUT by MICHAEL,ALVIN",2
14:37,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
14:37,,,,,"SUB OUT by KASTNER,MURRAY",,,"SUB OUT by KASTNER,MURRAY",2
14:17,"MISS JUMPER by THOMPSON,ANTOINE",,,,,,,"MISS JUMPER by THOMPSON,ANTOINE",2
--,,,,,"REBOUND DEF by GILLIGAN,TULLY",,,"REBOUND DEF by GILLIGAN,TULLY",2
14:07,,,,,"TURNOVER  by GILLIGAN,TULLY",,,"TURNOVER  by GILLIGAN,TULLY",2
14:06,"STEAL  by THOMPSON,ANTOINE",,,,,,,"STEAL  by THOMPSON,ANTOINE",2
13:41,"GOOD LAYUP by THOMPSON,ANTOINE(in the paint)",44 (+7),,37,,ACROOS 44-37 (-7),,"GOOD LAYUP by THOMPSON,ANTOINE(in the paint)",2
--,"ASSIST  by ANWARY,AARON",,,,,,,"ASSIST  by ANWARY,AARON",2
13:30,"FOUL  by MICHAEL,ALEN",,,,,,,"FOUL  by MICHAEL,ALEN",2
13:30,,,,,"MISS FT by GILLIGAN,TULLY",,,"MISS FT by GILLIGAN,TULLY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:30,,44 (+6),,38,"GOOD FT by GILLIGAN,TULLY",MILLSAPS 44-38 (-6),,"GOOD FT by GILLIGAN,TULLY",2
13:30,"SUB IN by HAMPDEN-SMITH,HARRY",,,,,,,"SUB IN by HAMPDEN-SMITH,HARRY",2
13:30,"SUB OUT by MICHAEL,ALEN",,,,,,,"SUB OUT by MICHAEL,ALEN",2
13:03,"MISS LAYUP by ANWARY,AARON",,,,,,,"MISS LAYUP by ANWARY,AARON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
12:49,,,,,"MISS LAYUP by THOMAS,STERLING",,,"MISS LAYUP by THOMAS,STERLING",2
--,"REBOUND DEF by OKPALA,RANSOM",,,,,,,"REBOUND DEF by OKPALA,RANSOM",2
12:40,,,,,"MISS JUMPER by GILLIGAN,TULLY",,,"MISS JUMPER by GILLIGAN,TULLY",2
12:31,"MISS JUMPER by OKPALA,RANSOM",,,,,,,"MISS JUMPER by OKPALA,RANSOM",2
--,,,,,"REBOUND DEF by GILLIGAN,TULLY",,,"REBOUND DEF by GILLIGAN,TULLY",2
12:19,,,,,"MISS JUMPER by CORTESE,NICK",,,"MISS JUMPER by CORTESE,NICK",2
--,"REBOUND DEF by THOMPSON,ANTOINE",,,,,,,"REBOUND DEF by THOMPSON,ANTOINE",2
11:57,"GOOD 3PTR by HAMPDEN-SMITH,HARRY",47 (+9),,38,,ACROOS 47-38 (-9),,"GOOD 3PTR by HAMPDEN-SMITH,HARRY",2
11:39,,,,,"TURNOVER  by ROBERTSON,MARC",,,"TURNOVER  by ROBERTSON,MARC",2
11:37,"STEAL  by THOMPSON,ANTOINE",,,,,,,"STEAL  by THOMPSON,ANTOINE",2
11:34,,,,,"FOUL  by CORTESE,NICK",,,"FOUL  by CORTESE,NICK",2
11:34,"MISS FT by THOMPSON,ANTOINE",,,,,,,"MISS FT by THOMPSON,ANTOINE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:34,"GOOD FT by THOMPSON,ANTOINE",48 (+10),,38,,ACROOS 48-38 (-10),,"GOOD FT by THOMPSON,ANTOINE",2
11:34,"SUB IN by KING,JIMMY",,,,,,,"SUB IN by KING,JIMMY",2
11:34,"SUB OUT by HANCOCK,JORDAN",,,,,,,"SUB OUT by HANCOCK,JORDAN",2
11:34,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",2
11:34,,,,,"SUB IN by KASTNER,MURRAY",,,"SUB IN by KASTNER,MURRAY",2
11:34,,,,,"SUB OUT by ALLISON,BRANDON",,,"SUB OUT by ALLISON,BRANDON",2
11:34,,,,,"SUB OUT by CORTESE,NICK",,,"SUB OUT by CORTESE,NICK",2
11:07,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,"REBOUND OFF by BERGER,RYAN",,,"REBOUND OFF by BERGER,RYAN",2
11:03,"FOUL  by OKPALA,RANSOM",,,,,,,"FOUL  by OKPALA,RANSOM",2
11:03,,,,,"MISS FT by BERGER,RYAN",,,"MISS FT by BERGER,RYAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:03,,48 (+9),,39,"GOOD FT by BERGER,RYAN",MILLSAPS 48-39 (-9),,"GOOD FT by BERGER,RYAN",2
11:03,"SUB IN by HANCOCK,JORDAN",,,,,,,"SUB IN by HANCOCK,JORDAN",2
11:03,"SUB OUT by OKPALA,RANSOM",,,,,,,"SUB OUT by OKPALA,RANSOM",2
11:03,,,,,"SUB IN by GRIFFON,JACKSON",,,"SUB IN by GRIFFON,JACKSON",2
11:03,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
10:53,"GOOD JUMPER by THOMPSON,ANTOINE",50 (+11),,39,,ACROOS 50-39 (-11),,"GOOD JUMPER by THOMPSON,ANTOINE",2
10:18,,50 (+8),,42,"GOOD 3PTR by GRIFFON,JACKSON",MILLSAPS 50-42 (-8),,"GOOD 3PTR by GRIFFON,JACKSON",2
10:16,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:16,"SUB IN by MICHAEL,ALEN",,,,,,,"SUB IN by MICHAEL,ALEN",2
10:16,"SUB OUT by ANWARY,AARON",,,,,,,"SUB OUT by ANWARY,AARON",2
09:45,"MISS LAYUP by HAMPDEN-SMITH,HARRY",,,,,,,"MISS LAYUP by HAMPDEN-SMITH,HARRY",2
--,,,,,"REBOUND DEF by GILLIGAN,TULLY",,,"REBOUND DEF by GILLIGAN,TULLY",2
09:41,"FOUL  by HANCOCK,JORDAN",,,,,,,"FOUL  by HANCOCK,JORDAN",2
09:37,,,,,"FOUL  by KASTNER,MURRAY",,,"FOUL  by KASTNER,MURRAY",2
09:37,"SUB IN by ANWARY,AARON",,,,,,,"SUB IN by ANWARY,AARON",2
09:37,"SUB OUT by HAMPDEN-SMITH,HARRY",,,,,,,"SUB OUT by HAMPDEN-SMITH,HARRY",2
09:14,,,,,"FOUL  by BERGER,RYAN",,,"FOUL  by BERGER,RYAN",2
09:14,"GOOD FT by MICHAEL,ALEN",51 (+9),,42,,ACROOS 51-42 (-9),,"GOOD FT by MICHAEL,ALEN",2
09:14,"GOOD FT by MICHAEL,ALEN",52 (+10),,42,,ACROOS 52-42 (-10),,"GOOD FT by MICHAEL,ALEN",2
09:14,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
09:14,,,,,"SUB OUT by THOMAS,STERLING",,,"SUB OUT by THOMAS,STERLING",2
09:01,,,,,"MISS 3PTR by CORTESE,NICK",,,"MISS 3PTR by CORTESE,NICK",2
--,"REBOUND DEF by HANCOCK,JORDAN",,,,,,,"REBOUND DEF by HANCOCK,JORDAN",2
08:50,"GOOD 3PTR by KING,JIMMY",55 (+13),,42,,ACROOS 55-42 (-13),,"GOOD 3PTR by KING,JIMMY",2
08:23,,,,,"TURNOVER  by CORTESE,NICK",,,"TURNOVER  by CORTESE,NICK",2
08:22,"STEAL  by ANWARY,AARON",,,,,,,"STEAL  by ANWARY,AARON",2
08:19,"GOOD LAYUP by ANWARY,AARON(in the paint)",57 (+15),,42,,ACROOS 57-42 (-15),,"GOOD LAYUP by ANWARY,AARON(in the paint)",2
07:57,,,,,"MISS 3PTR by CORTESE,NICK",,,"MISS 3PTR by CORTESE,NICK",2
--,,,,,"REBOUND OFF by GRIFFON,JACKSON",,,"REBOUND OFF by GRIFFON,JACKSON",2
07:49,,57 (+13),,44,"GOOD LAYUP by GRIFFON,JACKSON(in the paint)",MILLSAPS 57-44 (-13),,"GOOD LAYUP by GRIFFON,JACKSON(in the paint)",2
07:43,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:20,"GOOD LAYUP by MICHAEL,ALEN(in the paint)",59 (+15),,44,,ACROOS 59-44 (-15),,"GOOD LAYUP by MICHAEL,ALEN(in the paint)",2
06:56,,,,,"MISS 3PTR by GRIFFON,JACKSON",,,"MISS 3PTR by GRIFFON,JACKSON",2
--,,,,,"REBOUND OFF by CORTESE,NICK",,,"REBOUND OFF by CORTESE,NICK",2
06:52,"FOUL  by THOMPSON,ANTOINE",,,,,,,"FOUL  by THOMPSON,ANTOINE",2
06:52,,59 (+14),,45,"GOOD FT by CORTESE,NICK",MILLSAPS 59-45 (-14),,"GOOD FT by CORTESE,NICK",2
06:52,,59 (+13),,46,"GOOD FT by CORTESE,NICK",MILLSAPS 59-46 (-13),,"GOOD FT by CORTESE,NICK",2
06:17,"GOOD 3PTR by KING,JIMMY",62 (+16),,46,,ACROOS 62-46 (-16),,"GOOD 3PTR by KING,JIMMY",2
05:48,"SUB IN by MICHAEL,ALVIN",,,,,,,"SUB IN by MICHAEL,ALVIN",2
05:48,"SUB OUT by MICHAEL,ALEN",,,,,,,"SUB OUT by MICHAEL,ALEN",2
05:44,,62 (+14),,48,"GOOD JUMPER by KASTNER,MURRAY",MILLSAPS 62-48 (-14),,"GOOD JUMPER by KASTNER,MURRAY",2
05:44,"FOUL  by MICHAEL,ALVIN",,,,,,,"FOUL  by MICHAEL,ALVIN",2
05:44,,62 (+13),,49,"GOOD FT by KASTNER,MURRAY",MILLSAPS 62-49 (-13),,"GOOD FT by KASTNER,MURRAY",2
05:44,"SUB IN by MICHAEL,ALEN",,,,,,,"SUB IN by MICHAEL,ALEN",2
05:44,"SUB OUT by MICHAEL,ALVIN",,,,,,,"SUB OUT by MICHAEL,ALVIN",2
05:35,"TURNOVER  by KING,JIMMY",,,,,,,"TURNOVER  by KING,JIMMY",2
05:34,,,,,"STEAL  by KASTNER,MURRAY",,,"STEAL  by KASTNER,MURRAY",2
05:29,"FOUL  by ANWARY,AARON",,,,,,,"FOUL  by ANWARY,AARON",2
05:29,,62 (+12),,50,"GOOD FT by KASTNER,MURRAY",MILLSAPS 62-50 (-12),,"GOOD FT by KASTNER,MURRAY",2
05:29,,,,,"MISS FT by KASTNER,MURRAY",,,"MISS FT by KASTNER,MURRAY",2
--,"REBOUND DEF by MICHAEL,ALEN",,,,,,,"REBOUND DEF by MICHAEL,ALEN",2
05:29,"SUB IN by OKPALA,RANSOM",,,,,,,"SUB IN by OKPALA,RANSOM",2
05:29,"SUB OUT by KING,JIMMY",,,,,,,"SUB OUT by KING,JIMMY",2
05:29,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
05:29,,,,,"SUB OUT by GRIFFON,JACKSON",,,"SUB OUT by GRIFFON,JACKSON",2
05:16,"GOOD LAYUP by HANCOCK,JORDAN(in the paint)",64 (+14),,50,,ACROOS 64-50 (-14),,"GOOD LAYUP by HANCOCK,JORDAN(in the paint)",2
04:35,,,,,"TURNOVER  by GILLIGAN,TULLY",,,"TURNOVER  by GILLIGAN,TULLY",2
04:35,"SUB IN by KING,JIMMY",,,,,,,"SUB IN by KING,JIMMY",2
04:35,"SUB OUT by HANCOCK,JORDAN",,,,,,,"SUB OUT by HANCOCK,JORDAN",2
04:16,"TURNOVER  by ANWARY,AARON",,,,,,,"TURNOVER  by ANWARY,AARON",2
04:15,,,,,"STEAL  by GILLIGAN,TULLY",,,"STEAL  by GILLIGAN,TULLY",2
04:04,,64 (+12),,52,"GOOD JUMPER by CORTESE,NICK",MILLSAPS 64-52 (-12),,"GOOD JUMPER by CORTESE,NICK",2
03:48,"GOOD LAYUP by MICHAEL,ALEN(in the paint)",66 (+14),,52,,ACROOS 66-52 (-14),,"GOOD LAYUP by MICHAEL,ALEN(in the paint)",2
03:46,"SUB IN by HANCOCK,JORDAN",,,,,,,"SUB IN by HANCOCK,JORDAN",2
03:46,"SUB OUT by ANWARY,AARON",,,,,,,"SUB OUT by ANWARY,AARON",2
03:46,,,,,"SUB IN by GRIFFON,JACKSON",,,"SUB IN by GRIFFON,JACKSON",2
03:46,,,,,"SUB IN by THOMAS,STERLING",,,"SUB IN by THOMAS,STERLING",2
03:46,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
03:46,,,,,"SUB OUT by KASTNER,MURRAY",,,"SUB OUT by KASTNER,MURRAY",2
03:35,,,,,"TURNOVER  by GRIFFON,JACKSON",,,"TURNOVER  by GRIFFON,JACKSON",2
03:34,"STEAL  by THOMPSON,ANTOINE",,,,,,,"STEAL  by THOMPSON,ANTOINE",2
03:09,"MISS LAYUP by THOMPSON,ANTOINE",,,,,,,"MISS LAYUP by THOMPSON,ANTOINE",2
--,"REBOUND OFF by OKPALA,RANSOM",,,,,,,"REBOUND OFF by OKPALA,RANSOM",2
03:07,"GOOD JUMPER by OKPALA,RANSOM",68 (+16),,52,,ACROOS 68-52 (-16),,"GOOD JUMPER by OKPALA,RANSOM",2
02:47,,68 (+13),,55,"GOOD 3PTR by CORTESE,NICK",MILLSAPS 68-55 (-13),,"GOOD 3PTR by CORTESE,NICK",2
--,,,,,"ASSIST  by THOMAS,STERLING",,,"ASSIST  by THOMAS,STERLING",2
02:43,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:43,,,,,"SUB IN by WILSON,KEVIN",,,"SUB IN by WILSON,KEVIN",2
02:43,,,,,"SUB OUT by THOMAS,STERLING",,,"SUB OUT by THOMAS,STERLING",2
02:29,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:25,"GOOD LAYUP by HANCOCK,JORDAN(in the paint)",70 (+15),,55,,ACROOS 70-55 (-15),,"GOOD LAYUP by HANCOCK,JORDAN(in the paint)",2
02:10,,,,,"MISS 3PTR by CORTESE,NICK",,,"MISS 3PTR by CORTESE,NICK",2
--,"REBOUND DEF by MICHAEL,ALEN",,,,,,,"REBOUND DEF by MICHAEL,ALEN",2
01:51,"TURNOVER  by THOMPSON,ANTOINE",,,,,,,"TURNOVER  by THOMPSON,ANTOINE",2
01:40,,70 (+12),,58,"GOOD 3PTR by GRIFFON,JACKSON",MILLSAPS 70-58 (-12),,"GOOD 3PTR by GRIFFON,JACKSON",2
--,,,,,"ASSIST  by CORTESE,NICK",,,"ASSIST  by CORTESE,NICK",2
01:27,"GOOD LAYUP by HANCOCK,JORDAN(in the paint)",72 (+14),,58,,ACROOS 72-58 (-14),,"GOOD LAYUP by HANCOCK,JORDAN(in the paint)",2
01:08,,,,,"TURNOVER  by BERGER,RYAN",,,"TURNOVER  by BERGER,RYAN",2
01:06,"STEAL  by OKPALA,RANSOM",,,,,,,"STEAL  by OKPALA,RANSOM",2
01:02,,,,,"FOUL  by CORTESE,NICK",,,"FOUL  by CORTESE,NICK",2
01:02,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
01:02,,,,,"SUB IN by GRIFFON,JACKSON",,,"SUB IN by GRIFFON,JACKSON",2
01:02,,,,,"SUB IN by WILSON,KEVIN",,,"SUB IN by WILSON,KEVIN",2
01:02,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
01:02,,,,,"SUB IN by KASTNER,MURRAY",,,"SUB IN by KASTNER,MURRAY",2
01:02,,,,,"SUB IN by DETILLIEU,RYAN",,,"SUB IN by DETILLIEU,RYAN",2
01:02,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
01:02,,,,,"SUB OUT by DETILLIEU,RYAN",,,"SUB OUT by DETILLIEU,RYAN",2
01:02,,,,,"SUB OUT by GRIFFON,JACKSON",,,"SUB OUT by GRIFFON,JACKSON",2
01:02,,,,,"SUB OUT by WILSON,KEVIN",,,"SUB OUT by WILSON,KEVIN",2
01:02,,,,,"SUB OUT by CORTESE,NICK",,,"SUB OUT by CORTESE,NICK",2
00:56,,,,,"MISS 3PTR by GRIFFON,JACKSON",,,"MISS 3PTR by GRIFFON,JACKSON",2
--,,,,,"REBOUND OFF by BERGER,RYAN",,,"REBOUND OFF by BERGER,RYAN",2
00:50,,72 (+12),,60,"GOOD LAYUP by BERGER,RYAN(in the paint)",MILLSAPS 72-60 (-12),,"GOOD LAYUP by BERGER,RYAN(in the paint)",2
00:50,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:50,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
00:50,,,,,"SUB IN by DETILLIEU,RYAN",,,"SUB IN by DETILLIEU,RYAN",2
00:50,,,,,"SUB OUT by GRIFFON,JACKSON",,,"SUB OUT by GRIFFON,JACKSON",2
00:50,,,,,"SUB OUT by WILSON,KEVIN",,,"SUB OUT by WILSON,KEVIN",2
00:46,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:46,,,,,"SUB IN by THOMAS,STERLING",,,"SUB IN by THOMAS,STERLING",2
00:46,,,,,"SUB OUT by BERGER,RYAN",,,"SUB OUT by BERGER,RYAN",2
00:42,,,,,"FOUL  by DETILLIEU,RYAN",,,"FOUL  by DETILLIEU,RYAN",2
00:42,"GOOD FT by HANCOCK,JORDAN",73 (+13),,60,,ACROOS 73-60 (-13),,"GOOD FT by HANCOCK,JORDAN",2
00:42,"GOOD FT by HANCOCK,JORDAN",74 (+14),,60,,ACROOS 74-60 (-14),,"GOOD FT by HANCOCK,JORDAN",2
00:42,,,,,"SUB IN by GRIFFON,JACKSON",,,"SUB IN by GRIFFON,JACKSON",2
00:42,,,,,"SUB IN by MOGGED,JEREMY",,,"SUB IN by MOGGED,JEREMY",2
00:42,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
00:42,,,,,"SUB OUT by DETILLIEU,RYAN",,,"SUB OUT by DETILLIEU,RYAN",2
00:29,,74 (+11),,63,"GOOD 3PTR by GRIFFON,JACKSON",MILLSAPS 74-63 (-11),,"GOOD 3PTR by GRIFFON,JACKSON",2
00:27,"SUB IN by BRYANT,ANDRE",,,,,,,"SUB IN by BRYANT,ANDRE",2
