Time Remaining,MILLSA~1,Away Team Score,Play Team Indicator,Home Team Score,HCM,Game Score,Team Indicator,Play,Period
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:05,,,,,"SUB IN by EDGAR,COURTNEE",,,"SUB IN by EDGAR,COURTNEE",2
00:05,,,,,"SUB OUT by LEE,JERROD",,,"SUB OUT by LEE,JERROD",2
00:04,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:04,,,,,"TURNOVER  by HILL,AUSTIN",,,"TURNOVER  by HILL,AUSTIN",2
00:04,,,,,"FOUL  by HILL,AUSTIN",,,"FOUL  by HILL,AUSTIN",2
00:04,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",2
00:04,"SUB OUT by ALLISON,BRANDON",,,,,,,"SUB OUT by ALLISON,BRANDON",2
00:04,,,,,"SUB IN by MOORER,TERRY",,,"SUB IN by MOORER,TERRY",2
00:04,,,,,"SUB IN by LEE,JERROD",,,"SUB IN by LEE,JERROD",2
00:04,,,,,"SUB OUT by HILL,AUSTIN",,,"SUB OUT by HILL,AUSTIN",2
00:04,,,,,"SUB OUT by EDGAR,COURTNEE",,,"SUB OUT by EDGAR,COURTNEE",2
00:02,"GOOD LAYUP by CORTESE,NICK(in the paint)",66,,66,,MILLSA~1 66-66 (0),,"GOOD LAYUP by CORTESE,NICK(in the paint)",2
--,"ASSIST  by GILLIGAN,TULLY",,,,,,,"ASSIST  by GILLIGAN,TULLY",2
00:00,,,,,"MISS 3PTR by PETTY,RYAN",,,"MISS 3PTR by PETTY,RYAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:00,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",3
05:00,"SUB OUT by WILSON,KEVIN",,,,,,,"SUB OUT by WILSON,KEVIN",3
05:00,,,,,"SUB IN by MOORER,TERRY",,,"SUB IN by MOORER,TERRY",3
05:00,,,,,"SUB IN by EDGAR,COURTNEE",,,"SUB IN by EDGAR,COURTNEE",3
05:00,,,,,"SUB OUT by HILL,AUSTIN",,,"SUB OUT by HILL,AUSTIN",3
05:00,,,,,"SUB OUT by VARNEY,JASON",,,"SUB OUT by VARNEY,JASON",3
04:46,,,,,"MISS LAYUP by MOORER,TERRY",,,"MISS LAYUP by MOORER,TERRY",3
--,"REBOUND DEF by CORTESE,NICK",,,,,,,"REBOUND DEF by CORTESE,NICK",3
04:23,"MISS 3PTR by THOMAS,STERLING",,,,,,,"MISS 3PTR by THOMAS,STERLING",3
--,,,,,"REBOUND DEF by PETTY,RYAN",,,"REBOUND DEF by PETTY,RYAN",3
04:16,,,,,"TURNOVER  by PETTY,RYAN",,,"TURNOVER  by PETTY,RYAN",3
04:16,"STEAL  by THOMAS,STERLING",,,,,,,"STEAL  by THOMAS,STERLING",3
04:16,"GOOD LAYUP by THOMAS,STERLING(in the paint)",68 (+2),,66,,MILLSA~1 68-66 (+2),,"GOOD LAYUP by THOMAS,STERLING(in the paint)",3
04:16,,,,,"FOUL  by MOORER,TERRY",,,"FOUL  by MOORER,TERRY",3
04:16,"GOOD FT by THOMAS,STERLING",69 (+3),,66,,MILLSA~1 69-66 (+3),,"GOOD FT by THOMAS,STERLING",3
03:59,,,,,"MISS 3PTR by DUDLEY,BYRON",,,"MISS 3PTR by DUDLEY,BYRON",3
--,"REBOUND DEF by GILLIGAN,TULLY",,,,,,,"REBOUND DEF by GILLIGAN,TULLY",3
03:38,"MISS 3PTR by CORTESE,NICK",,,,,,,"MISS 3PTR by CORTESE,NICK",3
--,"REBOUND OFF by GILLIGAN,TULLY",,,,,,,"REBOUND OFF by GILLIGAN,TULLY",3
03:29,"MISS LAYUP by GILLIGAN,TULLY",,,,,,,"MISS LAYUP by GILLIGAN,TULLY",3
--,,,,,"REBOUND DEF by DUDLEY,BYRON",,,"REBOUND DEF by DUDLEY,BYRON",3
03:24,,69,,69,"GOOD 3PTR by EDGAR,COURTNEE",HCM 69-69 (0),,"GOOD 3PTR by EDGAR,COURTNEE",3
--,,,,,"ASSIST  by PETTY,RYAN",,,"ASSIST  by PETTY,RYAN",3
03:08,,,,,"FOUL  by MOORER,TERRY",,,"FOUL  by MOORER,TERRY",3
03:08,"MISS FT by THOMAS,STERLING",,,,,,,"MISS FT by THOMAS,STERLING",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
03:08,"GOOD FT by THOMAS,STERLING",70 (+1),,69,,MILLSA~1 70-69 (+1),,"GOOD FT by THOMAS,STERLING",3
03:08,,,,,"SUB IN by BLACKMON,KANDEN",,,"SUB IN by BLACKMON,KANDEN",3
03:08,,,,,"SUB IN by LEE,JERROD",,,"SUB IN by LEE,JERROD",3
03:08,,,,,"SUB OUT by MOORER,TERRY",,,"SUB OUT by MOORER,TERRY",3
03:08,,,,,"SUB OUT by DUDLEY,BYRON",,,"SUB OUT by DUDLEY,BYRON",3
02:59,,,,,"MISS 3PTR by EDGAR,COURTNEE",,,"MISS 3PTR by EDGAR,COURTNEE",3
--,"REBOUND DEF by GILLIGAN,TULLY",,,,,,,"REBOUND DEF by GILLIGAN,TULLY",3
02:34,"MISS JUMPER by GILLIGAN,TULLY",,,,,,,"MISS JUMPER by GILLIGAN,TULLY",3
--,,,,,"REBOUND DEF by THOMAS,JEREMIAH",,,"REBOUND DEF by THOMAS,JEREMIAH",3
02:12,,70,,71 (+1),"GOOD JUMPER by THOMAS,JEREMIAH(in the paint)",HCM 70-71 (-1),,"GOOD JUMPER by THOMAS,JEREMIAH(in the paint)",3
01:49,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",72 (+1),,71,,MILLSA~1 72-71 (+1),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",3
01:24,,72,,74 (+2),"GOOD 3PTR by EDGAR,COURTNEE",HCM 72-74 (-2),,"GOOD 3PTR by EDGAR,COURTNEE",3
--,,,,,"ASSIST  by THOMAS,JEREMIAH",,,"ASSIST  by THOMAS,JEREMIAH",3
01:07,"MISS LAYUP by THOMAS,STERLING",,,,,,,"MISS LAYUP by THOMAS,STERLING",3
--,,,,,"REBOUND DEF by THOMAS,JEREMIAH",,,"REBOUND DEF by THOMAS,JEREMIAH",3
00:35,,,,,"MISS 3PTR by EDGAR,COURTNEE",,,"MISS 3PTR by EDGAR,COURTNEE",3
--,"REBOUND DEF by ALLISON,BRANDON",,,,,,,"REBOUND DEF by ALLISON,BRANDON",3
00:26,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,3
00:26,"SUB IN by KASTNER,MURRAY",,,,,,,"SUB IN by KASTNER,MURRAY",3
00:26,"SUB OUT by GILLIGAN,TULLY",,,,,,,"SUB OUT by GILLIGAN,TULLY",3
00:26,,,,,"SUB IN by DUDLEY,BYRON",,,"SUB IN by DUDLEY,BYRON",3
00:26,,,,,"SUB OUT by EDGAR,COURTNEE",,,"SUB OUT by EDGAR,COURTNEE",3
00:08,"SUB OUT by ALLISON,BRANDON",,,,,,,"SUB OUT by ALLISON,BRANDON",3
00:08,,,,,"SUB IN by MOORER,TERRY",,,"SUB IN by MOORER,TERRY",3
00:08,,,,,"SUB OUT by LEE,JERROD",,,"SUB OUT by LEE,JERROD",3
00:06,"MISS LAYUP by THOMAS,STERLING",,,,,,,"MISS LAYUP by THOMAS,STERLING",3
--,,,,,"REBOUND DEF by THOMAS,JEREMIAH",,,"REBOUND DEF by THOMAS,JEREMIAH",3
00:06,"FOUL  by THOMAS,STERLING",,,,,,,"FOUL  by THOMAS,STERLING",3
00:06,,72,,75 (+3),"GOOD FT by THOMAS,JEREMIAH",HCM 72-75 (-3),,"GOOD FT by THOMAS,JEREMIAH",3
00:08,,72,,76 (+4),"GOOD FT by THOMAS,JEREMIAH",HCM 72-76 (-4),,"GOOD FT by THOMAS,JEREMIAH",3
00:08,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,3
00:06,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",3
00:06,"SUB OUT by CORTESE,NICK",,,,,,,"SUB OUT by CORTESE,NICK",3
00:06,,,,,"SUB IN by VARNEY,JASON",,,"SUB IN by VARNEY,JASON",3
00:06,,,,,"SUB IN by EDGAR,COURTNEE",,,"SUB IN by EDGAR,COURTNEE",3
00:06,,,,,"SUB OUT by BLACKMON,KANDEN",,,"SUB OUT by BLACKMON,KANDEN",3
00:06,,,,,"SUB OUT by DUDLEY,BYRON",,,"SUB OUT by DUDLEY,BYRON",3
00:01,"MISS LAYUP by GILLIGAN,TULLY",,,,,,,"MISS LAYUP by GILLIGAN,TULLY",3
--,,,,,"REBOUND DEF by VARNEY,JASON",,,"REBOUND DEF by VARNEY,JASON",3
00:01,"FOUL  by GILLIGAN,TULLY",,,,,,,"FOUL  by GILLIGAN,TULLY",3
00:01,,72,,77 (+5),"GOOD FT by VARNEY,JASON",HCM 72-77 (-5),,"GOOD FT by VARNEY,JASON",3
00:01,,72,,78 (+6),"GOOD FT by VARNEY,JASON",HCM 72-78 (-6),,"GOOD FT by VARNEY,JASON",3
00:01,"SUB IN by WILSON,KEVIN",,,,,,,"SUB IN by WILSON,KEVIN",3
00:01,"SUB OUT by THOMAS,STERLING",,,,,,,"SUB OUT by THOMAS,STERLING",3
00:00,"MISS LAYUP by CORTESE,NICK",,,,,,,"MISS LAYUP by CORTESE,NICK",3
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,3
