Time Remaining,COVMBB,Away Team Score,Play Team Indicator,Home Team Score,MILLSAPS,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",1
00:39,,,,,"TURNOVER  by CORTESE,NICK",,,"TURNOVER  by CORTESE,NICK",1
00:39,"SUB IN by ENGBERS,BRYANT",,,,,,,"SUB IN by ENGBERS,BRYANT",1
00:39,"SUB OUT by DANEK,JOEY",,,,,,,"SUB OUT by DANEK,JOEY",1
00:23,"GOOD JUMPER by SEARS,CALLUM",23,,26 (+3),,COVMBB 23-26 (+3),,"GOOD JUMPER by SEARS,CALLUM",1
--,"ASSIST  by BOYD,CHRIS",,,,,,,"ASSIST  by BOYD,CHRIS",1
00:03,,,,,"MISS JUMPER by KASTNER,MURRAY",,,"MISS JUMPER by KASTNER,MURRAY",1
--,"REBOUND DEF by MUTCHERSON,ROSBIE",,,,,,,"REBOUND DEF by MUTCHERSON,ROSBIE",1
20:00,"SUB IN by BOYD,CHRIS",,,,,,,"SUB IN by BOYD,CHRIS",2
20:00,"SUB IN by DELANEY,JAKE",,,,,,,"SUB IN by DELANEY,JAKE",2
20:00,"SUB IN by DANEK,JOEY",,,,,,,"SUB IN by DANEK,JOEY",2
20:00,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",2
20:00,"SUB IN by SEARS,CALLUM",,,,,,,"SUB IN by SEARS,CALLUM",2
20:00,"SUB IN by MUTCHERSON,ROSBIE",,,,,,,"SUB IN by MUTCHERSON,ROSBIE",2
20:00,"SUB IN by FRIERSON,NATE",,,,,,,"SUB IN by FRIERSON,NATE",2
20:00,"SUB OUT by DANEK,JOEY",,,,,,,"SUB OUT by DANEK,JOEY",2
20:00,"SUB OUT by SEARS,CALLUM",,,,,,,"SUB OUT by SEARS,CALLUM",2
20:00,,,,,"SUB IN by ALLISON,BRANDON",,,"SUB IN by ALLISON,BRANDON",2
20:00,,,,,"SUB IN by WILSON,KEVIN",,,"SUB IN by WILSON,KEVIN",2
20:00,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
20:00,,,,,"SUB IN by THOMAS,STERLING",,,"SUB IN by THOMAS,STERLING",2
20:00,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
19:51,"TURNOVER  by FRIERSON,NATE",,,,,,,"TURNOVER  by FRIERSON,NATE",2
19:44,"FOUL  by FRIERSON,NATE",,,,,,,"FOUL  by FRIERSON,NATE",2
19:36,,,,,"TURNOVER  by THOMAS,STERLING",,,"TURNOVER  by THOMAS,STERLING",2
19:34,"STEAL  by DELANEY,JAKE",,,,,,,"STEAL  by DELANEY,JAKE",2
19:31,"GOOD LAYUP by DELANEY,JAKE(in the paint)",25,,26 (+1),,COVMBB 25-26 (+1),,"GOOD LAYUP by DELANEY,JAKE(in the paint)",2
19:15,,,,,"TURNOVER  by CORTESE,NICK",,,"TURNOVER  by CORTESE,NICK",2
19:11,"STEAL  by MCGRIFF,COLTON",,,,,,,"STEAL  by MCGRIFF,COLTON",2
19:07,"GOOD JUMPER by BOYD,CHRIS",27 (+1),,26,,COVMBB 27-26 (-1),,"GOOD JUMPER by BOYD,CHRIS",2
18:50,,27,,28 (+1),"GOOD LAYUP by THOMAS,STERLING(in the paint)",MILLSAPS 27-28 (+1),,"GOOD LAYUP by THOMAS,STERLING(in the paint)",2
18:48,"FOUL  by MUTCHERSON,ROSBIE",,,,,,,"FOUL  by MUTCHERSON,ROSBIE",2
18:48,"FOUL  by MUTCHERSON,ROSBIE",,,,,,,"FOUL  by MUTCHERSON,ROSBIE",2
18:48,,27,,29 (+2),"GOOD FT by CORTESE,NICK",MILLSAPS 27-29 (+2),,"GOOD FT by CORTESE,NICK",2
18:48,,,,,"MISS FT by CORTESE,NICK",,,"MISS FT by CORTESE,NICK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
18:48,,27,,30 (+3),"GOOD FT by THOMAS,STERLING",MILLSAPS 27-30 (+3),,"GOOD FT by THOMAS,STERLING",2
18:48,"SUB IN by SEARS,CALLUM",,,,,,,"SUB IN by SEARS,CALLUM",2
18:48,"SUB OUT by MUTCHERSON,ROSBIE",,,,,,,"SUB OUT by MUTCHERSON,ROSBIE",2
18:29,"MISS JUMPER by MCGRIFF,COLTON",,,,,,,"MISS JUMPER by MCGRIFF,COLTON",2
--,,,,,"REBOUND DEF by ALLISON,BRANDON",,,"REBOUND DEF by ALLISON,BRANDON",2
18:21,,,,,"MISS 3PTR by THOMAS,STERLING",,,"MISS 3PTR by THOMAS,STERLING",2
--,,,,,"REBOUND OFF by CORTESE,NICK",,,"REBOUND OFF by CORTESE,NICK",2
18:15,,,,,"TURNOVER  by CORTESE,NICK",,,"TURNOVER  by CORTESE,NICK",2
18:12,"STEAL  by MCGRIFF,COLTON",,,,,,,"STEAL  by MCGRIFF,COLTON",2
18:00,"TURNOVER  by MCGRIFF,COLTON",,,,,,,"TURNOVER  by MCGRIFF,COLTON",2
17:58,,,,,"STEAL  by CORTESE,NICK",,,"STEAL  by CORTESE,NICK",2
17:54,,,,,"MISS LAYUP by CORTESE,NICK",,,"MISS LAYUP by CORTESE,NICK",2
--,,,,,"REBOUND OFF by KASTNER,MURRAY",,,"REBOUND OFF by KASTNER,MURRAY",2
--,,,,,"REBOUND OFF by ALLISON,BRANDON",,,"REBOUND OFF by ALLISON,BRANDON",2
17:49,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
17:31,,,,,"MISS 3PTR by CORTESE,NICK",,,"MISS 3PTR by CORTESE,NICK",2
--,,,,,"REBOUND OFF by THOMAS,STERLING",,,"REBOUND OFF by THOMAS,STERLING",2
17:28,"FOUL  by BOWMAN,SAM",,,,,,,"FOUL  by BOWMAN,SAM",2
17:28,,27,,31 (+4),"GOOD FT by THOMAS,STERLING",MILLSAPS 27-31 (+4),,"GOOD FT by THOMAS,STERLING",2
17:28,,,,,"MISS FT by THOMAS,STERLING",,,"MISS FT by THOMAS,STERLING",2
--,"REBOUND DEF by BOWMAN,SAM",,,,,,,"REBOUND DEF by BOWMAN,SAM",2
17:28,"SUB IN by MOSS,DANTE",,,,,,,"SUB IN by MOSS,DANTE",2
17:28,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",2
17:28,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",2
17:28,,,,,"SUB OUT by WILSON,KEVIN",,,"SUB OUT by WILSON,KEVIN",2
16:55,"MISS JUMPER by DELANEY,JAKE",,,,,,,"MISS JUMPER by DELANEY,JAKE",2
--,,,,,"REBOUND DEF by THOMAS,STERLING",,,"REBOUND DEF by THOMAS,STERLING",2
16:42,,,,,"MISS JUMPER by KASTNER,MURRAY",,,"MISS JUMPER by KASTNER,MURRAY",2
--,"REBOUND DEF by BOWMAN,SAM",,,,,,,"REBOUND DEF by BOWMAN,SAM",2
16:39,"TURNOVER  by BOWMAN,SAM",,,,,,,"TURNOVER  by BOWMAN,SAM",2
16:37,,,,,"STEAL  by GILLIGAN,TULLY",,,"STEAL  by GILLIGAN,TULLY",2
16:35,,,,,"MISS LAYUP by GILLIGAN,TULLY",,,"MISS LAYUP by GILLIGAN,TULLY",2
--,"REBOUND DEF by BOYD,CHRIS",,,,,,,"REBOUND DEF by BOYD,CHRIS",2
16:29,"SUB IN by FERGUSON,TERON",,,,,,,"SUB IN by FERGUSON,TERON",2
16:29,"SUB OUT by DELANEY,JAKE",,,,,,,"SUB OUT by DELANEY,JAKE",2
16:29,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
16:29,,,,,"SUB IN by KASTNER,MURRAY",,,"SUB IN by KASTNER,MURRAY",2
16:29,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
16:29,,,,,"SUB OUT by CORTESE,NICK",,,"SUB OUT by CORTESE,NICK",2
16:25,"MISS JUMPER by SEARS,CALLUM",,,,,,,"MISS JUMPER by SEARS,CALLUM",2
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",2
16:13,,,,,"MISS JUMPER by CORTESE,NICK",,,"MISS JUMPER by CORTESE,NICK",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
15:47,"MISS JUMPER by SEARS,CALLUM",,,,,,,"MISS JUMPER by SEARS,CALLUM",2
15:47,,,,,"BLOCK  by ALLISON,BRANDON",,,"BLOCK  by ALLISON,BRANDON",2
--,"REBOUND OFF by SEARS,CALLUM",,,,,,,"REBOUND OFF by SEARS,CALLUM",2
15:39,"MISS JUMPER by BOWMAN,SAM",,,,,,,"MISS JUMPER by BOWMAN,SAM",2
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",2
15:29,,,,,"TURNOVER  by THOMAS,STERLING",,,"TURNOVER  by THOMAS,STERLING",2
15:27,,,,,"FOUL  by KASTNER,MURRAY",,,"FOUL  by KASTNER,MURRAY",2
15:27,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",2
15:27,"SUB OUT by BOYD,CHRIS",,,,,,,"SUB OUT by BOYD,CHRIS",2
15:12,"FOUL  by FERGUSON,TERON",,,,,,,"FOUL  by FERGUSON,TERON",2
15:12,"SUB IN by ENGBERS,BRYANT",,,,,,,"SUB IN by ENGBERS,BRYANT",2
15:12,"SUB OUT by MOSS,DANTE",,,,,,,"SUB OUT by MOSS,DANTE",2
14:59,,,,,"MISS LAYUP by ALLISON,BRANDON",,,"MISS LAYUP by ALLISON,BRANDON",2
--,"REBOUND DEF by MCGRIFF,COLTON",,,,,,,"REBOUND DEF by MCGRIFF,COLTON",2
14:46,"MISS 3PTR by COX,TJ",,,,,,,"MISS 3PTR by COX,TJ",2
--,"REBOUND OFF by MCGRIFF,COLTON",,,,,,,"REBOUND OFF by MCGRIFF,COLTON",2
14:20,"MISS LAYUP by FERGUSON,TERON",,,,,,,"MISS LAYUP by FERGUSON,TERON",2
--,,,,,"REBOUND DEF by ALLISON,BRANDON",,,"REBOUND DEF by ALLISON,BRANDON",2
14:06,,,,,"MISS JUMPER by ALLISON,BRANDON",,,"MISS JUMPER by ALLISON,BRANDON",2
--,"REBOUND DEF by MCGRIFF,COLTON",,,,,,,"REBOUND DEF by MCGRIFF,COLTON",2
13:50,"GOOD JUMPER by MCGRIFF,COLTON",29,,31 (+2),,COVMBB 29-31 (+2),,"GOOD JUMPER by MCGRIFF,COLTON",2
13:20,,,,,"TURNOVER  by CORTESE,NICK",,,"TURNOVER  by CORTESE,NICK",2
13:20,"SUB IN by DELANEY,JAKE",,,,,,,"SUB IN by DELANEY,JAKE",2
13:20,"SUB IN by COX,TJ",,,,,,,"SUB IN by COX,TJ",2
13:20,"SUB IN by MUTCHERSON,ROSBIE",,,,,,,"SUB IN by MUTCHERSON,ROSBIE",2
13:20,"SUB OUT by FERGUSON,TERON",,,,,,,"SUB OUT by FERGUSON,TERON",2
13:20,"SUB OUT by SEARS,CALLUM",,,,,,,"SUB OUT by SEARS,CALLUM",2
13:20,"SUB OUT by FRIERSON,NATE",,,,,,,"SUB OUT by FRIERSON,NATE",2
13:20,,,,,"SUB IN by GRIFFON,JACKSON",,,"SUB IN by GRIFFON,JACKSON",2
13:20,,,,,"SUB IN by WILSON,KEVIN",,,"SUB IN by WILSON,KEVIN",2
13:20,,,,,"SUB OUT by BERGER,RYAN",,,"SUB OUT by BERGER,RYAN",2
13:20,,,,,"SUB OUT by THOMAS,STERLING",,,"SUB OUT by THOMAS,STERLING",2
13:15,,,,,"FOUL  by GRIFFON,JACKSON",,,"FOUL  by GRIFFON,JACKSON",2
12:37,"MISS LAYUP by ENGBERS,BRYANT",,,,,,,"MISS LAYUP by ENGBERS,BRYANT",2
--,,,,,"REBOUND DEF by ALLISON,BRANDON",,,"REBOUND DEF by ALLISON,BRANDON",2
12:13,,29,,34 (+5),"GOOD 3PTR by KASTNER,MURRAY",MILLSAPS 29-34 (+5),,"GOOD 3PTR by KASTNER,MURRAY",2
--,,,,,"ASSIST  by GILLIGAN,TULLY",,,"ASSIST  by GILLIGAN,TULLY",2
12:04,,,,,"FOUL  by KASTNER,MURRAY",,,"FOUL  by KASTNER,MURRAY",2
11:53,"SUB IN by BOWMAN,SAM",,,,,,,"SUB IN by BOWMAN,SAM",2
11:53,"SUB OUT by ENGBERS,BRYANT",,,,,,,"SUB OUT by ENGBERS,BRYANT",2
11:36,"GOOD LAYUP by COX,TJ(in the paint)",31,,34 (+3),,COVMBB 31-34 (+3),,"GOOD LAYUP by COX,TJ(in the paint)",2
11:06,"SUB IN by FRIERSON,NATE",,,,,,,"SUB IN by FRIERSON,NATE",2
11:06,"SUB OUT by COX,TJ",,,,,,,"SUB OUT by COX,TJ",2
10:58,,,,,"MISS JUMPER by GRIFFON,JACKSON",,,"MISS JUMPER by GRIFFON,JACKSON",2
--,"REBOUND DEF by DELANEY,JAKE",,,,,,,"REBOUND DEF by DELANEY,JAKE",2
10:58,"MISS JUMPER by BOWMAN,SAM",,,,,,,"MISS JUMPER by BOWMAN,SAM",2
--,,,,,"REBOUND DEF by ROBERTSON,MARC",,,"REBOUND DEF by ROBERTSON,MARC",2
--,,,,,"REBOUND OFF by GRIFFON,JACKSON",,,"REBOUND OFF by GRIFFON,JACKSON",2
10:57,,,,,"FOUL  by KASTNER,MURRAY",,,"FOUL  by KASTNER,MURRAY",2
10:23,"TURNOVER  by MUTCHERSON,ROSBIE",,,,,,,"TURNOVER  by MUTCHERSON,ROSBIE",2
10:21,,,,,"STEAL  by GRIFFON,JACKSON",,,"STEAL  by GRIFFON,JACKSON",2
10:12,"FOUL  by BOWMAN,SAM",,,,,,,"FOUL  by BOWMAN,SAM",2
09:54,,31,,36 (+5),"GOOD LAYUP by ALLISON,BRANDON(in the paint)",MILLSAPS 31-36 (+5),,"GOOD LAYUP by ALLISON,BRANDON(in the paint)",2
--,,,,,"ASSIST  by GILLIGAN,TULLY",,,"ASSIST  by GILLIGAN,TULLY",2
09:27,"MISS JUMPER by MUTCHERSON,ROSBIE",,,,,,,"MISS JUMPER by MUTCHERSON,ROSBIE",2
--,"REBOUND OFF by DELANEY,JAKE",,,,,,,"REBOUND OFF by DELANEY,JAKE",2
09:23,"MISS JUMPER by DELANEY,JAKE",,,,,,,"MISS JUMPER by DELANEY,JAKE",2
--,"REBOUND OFF by BOYD,CHRIS",,,,,,,"REBOUND OFF by BOYD,CHRIS",2
09:18,"MISS LAYUP by BOYD,CHRIS",,,,,,,"MISS LAYUP by BOYD,CHRIS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:18,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
09:18,"SUB IN by BOYD,CHRIS",,,,,,,"SUB IN by BOYD,CHRIS",2
09:18,"SUB IN by SEARS,CALLUM",,,,,,,"SUB IN by SEARS,CALLUM",2
09:18,"SUB IN by COX,TJ",,,,,,,"SUB IN by COX,TJ",2
09:18,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",2
09:18,"SUB OUT by DELANEY,JAKE",,,,,,,"SUB OUT by DELANEY,JAKE",2
09:18,"SUB OUT by FRIERSON,NATE",,,,,,,"SUB OUT by FRIERSON,NATE",2
09:18,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",2
09:18,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",2
09:18,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
09:18,,,,,"SUB IN by THOMAS,STERLING",,,"SUB IN by THOMAS,STERLING",2
09:18,,,,,"SUB OUT by ALLISON,BRANDON",,,"SUB OUT by ALLISON,BRANDON",2
09:18,,,,,"SUB OUT by GRIFFON,JACKSON",,,"SUB OUT by GRIFFON,JACKSON",2
09:18,,,,,"SUB OUT by WILSON,KEVIN",,,"SUB OUT by WILSON,KEVIN",2
09:18,,,,,"SUB OUT by KASTNER,MURRAY",,,"SUB OUT by KASTNER,MURRAY",2
08:54,,31,,38 (+7),"GOOD LAYUP by BERGER,RYAN(in the paint)",MILLSAPS 31-38 (+7),,"GOOD LAYUP by BERGER,RYAN(in the paint)",2
--,,,,,"ASSIST  by CORTESE,NICK",,,"ASSIST  by CORTESE,NICK",2
08:32,"MISS JUMPER by BOYD,CHRIS",,,,,,,"MISS JUMPER by BOYD,CHRIS",2
--,,,,,"REBOUND DEF by GERCHOW,ALEX",,,"REBOUND DEF by GERCHOW,ALEX",2
08:20,,,,,"MISS JUMPER by GERCHOW,ALEX",,,"MISS JUMPER by GERCHOW,ALEX",2
--,"REBOUND DEF by SEARS,CALLUM",,,,,,,"REBOUND DEF by SEARS,CALLUM",2
07:59,"GOOD LAYUP by SEARS,CALLUM(in the paint)",33,,38 (+5),,COVMBB 33-38 (+5),,"GOOD LAYUP by SEARS,CALLUM(in the paint)",2
--,"ASSIST  by BOYD,CHRIS",,,,,,,"ASSIST  by BOYD,CHRIS",2
07:37,,,,,"MISS JUMPER by THOMAS,STERLING",,,"MISS JUMPER by THOMAS,STERLING",2
--,"REBOUND DEF by BOYD,CHRIS",,,,,,,"REBOUND DEF by BOYD,CHRIS",2
07:29,"GOOD LAYUP by BOWMAN,SAM(in the paint)",35,,38 (+3),,COVMBB 35-38 (+3),,"GOOD LAYUP by BOWMAN,SAM(in the paint)",2
07:26,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",2
07:26,"GOOD FT by BOWMAN,SAM",36,,38 (+2),,COVMBB 36-38 (+2),,"GOOD FT by BOWMAN,SAM",2
07:26,,,,,"SUB IN by ALLISON,BRANDON",,,"SUB IN by ALLISON,BRANDON",2
07:26,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
07:15,"FOUL  by MCGRIFF,COLTON",,,,,,,"FOUL  by MCGRIFF,COLTON",2
07:09,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:09,,36,,39 (+3),"GOOD FT by ALLISON,BRANDON",MILLSAPS 36-39 (+3),,"GOOD FT by ALLISON,BRANDON",2
07:09,,36,,40 (+4),"GOOD FT by ALLISON,BRANDON",MILLSAPS 36-40 (+4),,"GOOD FT by ALLISON,BRANDON",2
07:09,"SUB IN by DELANEY,JAKE",,,,,,,"SUB IN by DELANEY,JAKE",2
07:09,"SUB IN by ENGBERS,BRYANT",,,,,,,"SUB IN by ENGBERS,BRYANT",2
07:09,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",2
07:09,"SUB OUT by MUTCHERSON,ROSBIE",,,,,,,"SUB OUT by MUTCHERSON,ROSBIE",2
07:09,"SUB OUT by BOWMAN,SAM",,,,,,,"SUB OUT by BOWMAN,SAM",2
07:09,"SUB OUT by BOYD,CHRIS",,,,,,,"SUB OUT by BOYD,CHRIS",2
07:01,"MISS 3PTR by SEARS,CALLUM",,,,,,,"MISS 3PTR by SEARS,CALLUM",2
--,"REBOUND OFF by ENGBERS,BRYANT",,,,,,,"REBOUND OFF by ENGBERS,BRYANT",2
06:55,"MISS LAYUP by ENGBERS,BRYANT",,,,,,,"MISS LAYUP by ENGBERS,BRYANT",2
--,,,,,"REBOUND DEF by ALLISON,BRANDON",,,"REBOUND DEF by ALLISON,BRANDON",2
06:52,,,,,"TURNOVER  by ALLISON,BRANDON",,,"TURNOVER  by ALLISON,BRANDON",2
06:49,"MISS 3PTR by ENGBERS,BRYANT",,,,,,,"MISS 3PTR by ENGBERS,BRYANT",2
--,,,,,"REBOUND DEF by THOMAS,STERLING",,,"REBOUND DEF by THOMAS,STERLING",2
06:31,"SUB IN by FERGUSON,TERON",,,,,,,"SUB IN by FERGUSON,TERON",2
06:31,"SUB OUT by SEARS,CALLUM",,,,,,,"SUB OUT by SEARS,CALLUM",2
06:24,,36,,42 (+6),"GOOD LAYUP by CORTESE,NICK(in the paint)",MILLSAPS 36-42 (+6),,"GOOD LAYUP by CORTESE,NICK(in the paint)",2
06:07,"TURNOVER  by MCGRIFF,COLTON",,,,,,,"TURNOVER  by MCGRIFF,COLTON",2
05:53,,,,,"MISS 3PTR by CORTESE,NICK",,,"MISS 3PTR by CORTESE,NICK",2
--,"REBOUND DEF by MCGRIFF,COLTON",,,,,,,"REBOUND DEF by MCGRIFF,COLTON",2
05:44,,,,,"SUB IN by WILSON,KEVIN",,,"SUB IN by WILSON,KEVIN",2
05:44,,,,,"SUB IN by KASTNER,MURRAY",,,"SUB IN by KASTNER,MURRAY",2
05:44,,,,,"SUB OUT by BERGER,RYAN",,,"SUB OUT by BERGER,RYAN",2
05:44,,,,,"SUB OUT by CORTESE,NICK",,,"SUB OUT by CORTESE,NICK",2
05:19,"TURNOVER  by FERGUSON,TERON",,,,,,,"TURNOVER  by FERGUSON,TERON",2
05:18,,,,,"STEAL  by THOMAS,STERLING",,,"STEAL  by THOMAS,STERLING",2
05:07,,,,,"MISS JUMPER by WILSON,KEVIN",,,"MISS JUMPER by WILSON,KEVIN",2
--,,,,,"REBOUND OFF by THOMAS,STERLING",,,"REBOUND OFF by THOMAS,STERLING",2
05:00,,36,,44 (+8),"GOOD LAYUP by THOMAS,STERLING(in the paint)",MILLSAPS 36-44 (+8),,"GOOD LAYUP by THOMAS,STERLING(in the paint)",2
04:59,"SUB IN by BOWMAN,SAM",,,,,,,"SUB IN by BOWMAN,SAM",2
04:59,"SUB IN by SEARS,CALLUM",,,,,,,"SUB IN by SEARS,CALLUM",2
04:59,"SUB IN by MUTCHERSON,ROSBIE",,,,,,,"SUB IN by MUTCHERSON,ROSBIE",2
04:59,"SUB OUT by ENGBERS,BRYANT",,,,,,,"SUB OUT by ENGBERS,BRYANT",2
04:59,"SUB OUT by FERGUSON,TERON",,,,,,,"SUB OUT by FERGUSON,TERON",2
04:59,"SUB OUT by DELANEY,JAKE",,,,,,,"SUB OUT by DELANEY,JAKE",2
04:49,"TURNOVER  by BOWMAN,SAM",,,,,,,"TURNOVER  by BOWMAN,SAM",2
04:49,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:48,,,,,"TURNOVER  by GILLIGAN,TULLY",,,"TURNOVER  by GILLIGAN,TULLY",2
04:46,"STEAL  by MUTCHERSON,ROSBIE",,,,,,,"STEAL  by MUTCHERSON,ROSBIE",2
04:40,"TURNOVER  by MCGRIFF,COLTON",,,,,,,"TURNOVER  by MCGRIFF,COLTON",2
04:38,,,,,"STEAL  by WILSON,KEVIN",,,"STEAL  by WILSON,KEVIN",2
04:35,,36,,46 (+10),"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",MILLSAPS 36-46 (+10),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",2
04:31,"GOOD LAYUP by MUTCHERSON,ROSBIE(in the paint)",38,,46 (+8),,COVMBB 38-46 (+8),,"GOOD LAYUP by MUTCHERSON,ROSBIE(in the paint)",2
--,"ASSIST  by COX,TJ",,,,,,,"ASSIST  by COX,TJ",2
04:16,,,,,"MISS LAYUP by ALLISON,BRANDON",,,"MISS LAYUP by ALLISON,BRANDON",2
--,"REBOUND DEF by BOWMAN,SAM",,,,,,,"REBOUND DEF by BOWMAN,SAM",2
03:59,"GOOD LAYUP by BOWMAN,SAM(in the paint)",40,,46 (+6),,COVMBB 40-46 (+6),,"GOOD LAYUP by BOWMAN,SAM(in the paint)",2
--,"ASSIST  by MUTCHERSON,ROSBIE",,,,,,,"ASSIST  by MUTCHERSON,ROSBIE",2
03:45,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:45,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
03:45,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
03:21,,,,,"MISS JUMPER by CORTESE,NICK",,,"MISS JUMPER by CORTESE,NICK",2
--,,,,,"REBOUND OFF by ALLISON,BRANDON",,,"REBOUND OFF by ALLISON,BRANDON",2
03:07,,40,,48 (+8),"GOOD JUMPER by KASTNER,MURRAY",MILLSAPS 40-48 (+8),,"GOOD JUMPER by KASTNER,MURRAY",2
03:01,"TURNOVER  by COX,TJ",,,,,,,"TURNOVER  by COX,TJ",2
02:59,,,,,"STEAL  by KASTNER,MURRAY",,,"STEAL  by KASTNER,MURRAY",2
02:47,,,,,"FOUL  by THOMAS,STERLING",,,"FOUL  by THOMAS,STERLING",2
02:34,"TURNOVER  by DELANEY,JAKE",,,,,,,"TURNOVER  by DELANEY,JAKE",2
02:23,,40,,50 (+10),"GOOD LAYUP by ALLISON,BRANDON(in the paint)",MILLSAPS 40-50 (+10),,"GOOD LAYUP by ALLISON,BRANDON(in the paint)",2
--,,,,,"ASSIST  by THOMAS,STERLING",,,"ASSIST  by THOMAS,STERLING",2
02:16,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:16,"SUB IN by FRIERSON,NATE",,,,,,,"SUB IN by FRIERSON,NATE",2
02:16,"SUB OUT by COX,TJ",,,,,,,"SUB OUT by COX,TJ",2
02:16,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
02:16,,,,,"SUB OUT by KASTNER,MURRAY",,,"SUB OUT by KASTNER,MURRAY",2
01:44,"MISS 3PTR by SEARS,CALLUM",,,,,,,"MISS 3PTR by SEARS,CALLUM",2
--,,,,,"REBOUND DEF by ALLISON,BRANDON",,,"REBOUND DEF by ALLISON,BRANDON",2
01:40,"FOUL  by BOWMAN,SAM",,,,,,,"FOUL  by BOWMAN,SAM",2
01:40,,40,,51 (+11),"GOOD FT by ALLISON,BRANDON",MILLSAPS 40-51 (+11),,"GOOD FT by ALLISON,BRANDON",2
01:40,,40,,52 (+12),"GOOD FT by ALLISON,BRANDON",MILLSAPS 40-52 (+12),,"GOOD FT by ALLISON,BRANDON",2
01:40,"SUB IN by BOYD,CHRIS",,,,,,,"SUB IN by BOYD,CHRIS",2
01:40,"SUB IN by COX,TJ",,,,,,,"SUB IN by COX,TJ",2
01:40,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",2
01:40,"SUB OUT by FRIERSON,NATE",,,,,,,"SUB OUT by FRIERSON,NATE",2
01:31,,,,,"FOUL  by WILSON,KEVIN",,,"FOUL  by WILSON,KEVIN",2
01:31,"GOOD FT by BOWMAN,SAM",41,,52 (+11),,COVMBB 41-52 (+11),,"GOOD FT by BOWMAN,SAM",2
01:31,"GOOD FT by BOWMAN,SAM",42,,52 (+10),,COVMBB 42-52 (+10),,"GOOD FT by BOWMAN,SAM",2
01:18,"FOUL  by BOWMAN,SAM",,,,,,,"FOUL  by BOWMAN,SAM",2
01:18,,42,,53 (+11),"GOOD FT by WILSON,KEVIN",MILLSAPS 42-53 (+11),,"GOOD FT by WILSON,KEVIN",2
01:18,,42,,54 (+12),"GOOD FT by WILSON,KEVIN",MILLSAPS 42-54 (+12),,"GOOD FT by WILSON,KEVIN",2
01:09,,,,,"FOUL  by ALLISON,BRANDON",,,"FOUL  by ALLISON,BRANDON",2
01:09,"GOOD FT by BOWMAN,SAM",43,,54 (+11),,COVMBB 43-54 (+11),,"GOOD FT by BOWMAN,SAM",2
01:09,"GOOD FT by BOWMAN,SAM",44,,54 (+10),,COVMBB 44-54 (+10),,"GOOD FT by BOWMAN,SAM",2
