Time Remaining,UC,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:22,,54,,58 (+4),"GOOD FT by DARST,DANIEL",RHO 54-58 (+4),,"GOOD FT by DARST,DANIEL",2
00:21,"FOUL  by PONCE,MATTHEW",,,,,,,"FOUL  by PONCE,MATTHEW",2
00:21,,54,,59 (+5),"GOOD FT by GEE,TYLER",RHO 54-59 (+5),,"GOOD FT by GEE,TYLER",2
00:21,,,,,"MISS FT by GEE,TYLER",,,"MISS FT by GEE,TYLER",2
--,"REBOUND DEF by DORFMAN,BEN",,,,,,,"REBOUND DEF by DORFMAN,BEN",2
00:12,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
00:12,"MISS FT by PONCE,MATTHEW",,,,,,,"MISS FT by PONCE,MATTHEW",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:12,"MISS FT by PONCE,MATTHEW",,,,,,,"MISS FT by PONCE,MATTHEW",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
00:10,"FOUL  by PONCE,JARED",,,,,,,"FOUL  by PONCE,JARED",2
00:10,,54,,60 (+6),"GOOD FT by GEE,TYLER",RHO 54-60 (+6),,"GOOD FT by GEE,TYLER",2
00:10,"SUB IN by CILIA,COREY",,,,,,,"SUB IN by CILIA,COREY",2
00:10,"SUB OUT by MARLOW,ADAM",,,,,,,"SUB OUT by MARLOW,ADAM",2
00:10,,54,,61 (+7),"GOOD FT by GEE,TYLER",RHO 54-61 (+7),,"GOOD FT by GEE,TYLER",2
00:02,"GOOD LAYUP by CILIA,COREY(in the paint)",56,,61 (+5),,UC 56-61 (+5),,"GOOD LAYUP by CILIA,COREY(in the paint)",2
00:02,"SUB IN by MARLOW,ADAM",,,,,,,"SUB IN by MARLOW,ADAM",2
00:02,"SUB OUT by DORFMAN,BEN",,,,,,,"SUB OUT by DORFMAN,BEN",2
00:00,,56,,63 (+7),"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 56-63 (+7),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
