Time Remaining,MAC,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
00:42,,32 (+1),,31,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",RHO 32-31 (-1),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",1
00:23,"TURNOVER  by JOHNSON,DEAVIS",,,,,,,"TURNOVER  by JOHNSON,DEAVIS",1
00:23,,,,,"STEAL  by WEIR,JJ",,,"STEAL  by WEIR,JJ",1
00:03,,,,,"MISS JUMPER by WEIR,JJ",,,"MISS JUMPER by WEIR,JJ",1
--,"REBOUND DEF by JOHNSON,DEAVIS",,,,,,,"REBOUND DEF by JOHNSON,DEAVIS",1
19:44,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
19:44,"GOOD FT by CAMERON,MIKE",33 (+2),,31,,MAC 33-31 (-2),,"GOOD FT by CAMERON,MIKE",2
19:44,"GOOD FT by CAMERON,MIKE",34 (+3),,31,,MAC 34-31 (-3),,"GOOD FT by CAMERON,MIKE",2
19:31,,34 (+1),,33,"GOOD LAYUP by BUTTS,KEYSHAWN(in the paint)",RHO 34-33 (-1),,"GOOD LAYUP by BUTTS,KEYSHAWN(in the paint)",2
19:06,"TURNOVER  by FRAZIER,TIM",,,,,,,"TURNOVER  by FRAZIER,TIM",2
19:06,"FOUL  by FRAZIER,TIM",,,,,,,"FOUL  by FRAZIER,TIM",2
18:47,,,,,"MISS 3PTR by WEIR,JJ",,,"MISS 3PTR by WEIR,JJ",2
--,"REBOUND DEF by LONG,BRENT",,,,,,,"REBOUND DEF by LONG,BRENT",2
18:39,"MISS LAYUP by FRAZIER,TIM",,,,,,,"MISS LAYUP by FRAZIER,TIM",2
18:39,,,,,"BLOCK  by SULLIVAN,BRENNAN",,,"BLOCK  by SULLIVAN,BRENNAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
18:31,"MISS JUMPER by FRAZIER,TIM",,,,,,,"MISS JUMPER by FRAZIER,TIM",2
--,"REBOUND OFF by LONG,BRENT",,,,,,,"REBOUND OFF by LONG,BRENT",2
18:29,"MISS LAYUP by LONG,BRENT",,,,,,,"MISS LAYUP by LONG,BRENT",2
--,,,,,"REBOUND DEF by BUTTS,KEYSHAWN",,,"REBOUND DEF by BUTTS,KEYSHAWN",2
18:21,,,,,"TURNOVER  by SULLIVAN,BRENNAN",,,"TURNOVER  by SULLIVAN,BRENNAN",2
18:20,"STEAL  by CAMERON,MIKE",,,,,,,"STEAL  by CAMERON,MIKE",2
18:14,"MISS 3PTR by FRAZIER,TIM",,,,,,,"MISS 3PTR by FRAZIER,TIM",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
18:12,"FOUL  by JOHNSON,DEAVIS",,,,,,,"FOUL  by JOHNSON,DEAVIS",2
18:03,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
17:51,,34,,36 (+2),"GOOD 3PTR by SULLIVAN,BRENNAN",RHO 34-36 (+2),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"ASSIST  by BUTTS,KEYSHAWN",,,"ASSIST  by BUTTS,KEYSHAWN",2
17:33,"GOOD LAYUP by LONG,BRENT(in the paint)",36,,36,,MAC 36-36 (0),,"GOOD LAYUP by LONG,BRENT(in the paint)",2
17:21,,36,,38 (+2),"GOOD LAYUP by SULLIVAN,BRENNAN(in the paint)",RHO 36-38 (+2),,"GOOD LAYUP by SULLIVAN,BRENNAN(in the paint)",2
17:20,"FOUL  by KELTNER,KOLLIN",,,,,,,"FOUL  by KELTNER,KOLLIN",2
17:20,,36,,39 (+3),"GOOD FT by SULLIVAN,BRENNAN",RHO 36-39 (+3),,"GOOD FT by SULLIVAN,BRENNAN",2
17:07,"GOOD LAYUP by JOHNSON,DEAVIS(in the paint)",38,,39 (+1),,MAC 38-39 (+1),,"GOOD LAYUP by JOHNSON,DEAVIS(in the paint)",2
--,"ASSIST  by FRAZIER,TIM",,,,,,,"ASSIST  by FRAZIER,TIM",2
17:01,,38,,41 (+3),"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 38-41 (+3),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
16:40,"MISS JUMPER by CAMERON,MIKE",,,,,,,"MISS JUMPER by CAMERON,MIKE",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
16:26,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,"REBOUND DEF by KELTNER,KOLLIN",,,,,,,"REBOUND DEF by KELTNER,KOLLIN",2
16:17,"GOOD LAYUP by LONG,BRENT(in the paint)",40,,41 (+1),,MAC 40-41 (+1),,"GOOD LAYUP by LONG,BRENT(in the paint)",2
--,"ASSIST  by FRAZIER,TIM",,,,,,,"ASSIST  by FRAZIER,TIM",2
16:16,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
16:16,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
16:16,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
16:09,,,,,"MISS LAYUP by LOWRIE,ANDREW",,,"MISS LAYUP by LOWRIE,ANDREW",2
--,"REBOUND DEF by JOHNSON,DEAVIS",,,,,,,"REBOUND DEF by JOHNSON,DEAVIS",2
15:41,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
15:32,"MISS LAYUP by JOHNSON,DEAVIS",,,,,,,"MISS LAYUP by JOHNSON,DEAVIS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
15:32,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
15:32,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
15:32,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
15:32,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
15:19,"SUB IN by BUHLIG,LANCE",,,,,,,"SUB IN by BUHLIG,LANCE",2
15:19,"SUB OUT by FRAZIER,TIM",,,,,,,"SUB OUT by FRAZIER,TIM",2
15:19,"FOUL  by BUHLIG,LANCE",,,,,,,"FOUL  by BUHLIG,LANCE",2
15:17,,,,,"MISS LAYUP by SULLIVAN,BRENNAN",,,"MISS LAYUP by SULLIVAN,BRENNAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
15:05,,,,,"MISS 3PTR by GEE,TYLER",,,"MISS 3PTR by GEE,TYLER",2
--,,,,,"REBOUND OFF by LOWRIE,ANDREW",,,"REBOUND OFF by LOWRIE,ANDREW",2
15:01,,,,,"MISS LAYUP by LOWRIE,ANDREW",,,"MISS LAYUP by LOWRIE,ANDREW",2
15:01,"BLOCK  by LONG,BRENT",,,,,,,"BLOCK  by LONG,BRENT",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
14:47,,,,,"TURNOVER  by WEIR,JJ",,,"TURNOVER  by WEIR,JJ",2
14:46,"STEAL  by JOHNSON,DEAVIS",,,,,,,"STEAL  by JOHNSON,DEAVIS",2
14:43,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",2
14:43,"GOOD FT by JOHNSON,DEAVIS",41,,41,,MAC 41-41 (0),,"GOOD FT by JOHNSON,DEAVIS",2
14:43,,,,,"SUB IN by GALVIN,DANIEL",,,"SUB IN by GALVIN,DANIEL",2
14:43,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
14:43,"SUB IN by BOURKE,DEREK",,,,,,,"SUB IN by BOURKE,DEREK",2
14:43,"SUB OUT by LONG,BRENT",,,,,,,"SUB OUT by LONG,BRENT",2
14:43,"MISS FT by JOHNSON,DEAVIS",,,,,,,"MISS FT by JOHNSON,DEAVIS",2
--,,,,,"REBOUND DEF by GALVIN,DANIEL",,,"REBOUND DEF by GALVIN,DANIEL",2
14:28,,41,,43 (+2),"GOOD LAYUP by GALVIN,DANIEL(in the paint)",RHO 41-43 (+2),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
13:58,"TURNOVER  by JOHNSON,DEAVIS",,,,,,,"TURNOVER  by JOHNSON,DEAVIS",2
13:36,,,,,"MISS LAYUP by GALVIN,DANIEL",,,"MISS LAYUP by GALVIN,DANIEL",2
--,"REBOUND DEF by JOHNSON,DEAVIS",,,,,,,"REBOUND DEF by JOHNSON,DEAVIS",2
13:23,"GOOD LAYUP by BOURKE,DEREK(in the paint)",43,,43,,MAC 43-43 (0),,"GOOD LAYUP by BOURKE,DEREK(in the paint)",2
13:08,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",2
13:07,"STEAL  by JOHNSON,DEAVIS",,,,,,,"STEAL  by JOHNSON,DEAVIS",2
12:59,"MISS LAYUP by JOHNSON,DEAVIS",,,,,,,"MISS LAYUP by JOHNSON,DEAVIS",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
12:59,"FOUL  by JOHNSON,DEAVIS",,,,,,,"FOUL  by JOHNSON,DEAVIS",2
12:59,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
12:59,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
12:59,"SUB IN by LONG,BRENT",,,,,,,"SUB IN by LONG,BRENT",2
12:59,"SUB OUT by JOHNSON,DEAVIS",,,,,,,"SUB OUT by JOHNSON,DEAVIS",2
12:55,,,,,"TURNOVER  by SULLIVAN,BRENNAN",,,"TURNOVER  by SULLIVAN,BRENNAN",2
12:54,"STEAL  by CAMERON,MIKE",,,,,,,"STEAL  by CAMERON,MIKE",2
12:52,"MISS 3PTR by KELTNER,KOLLIN",,,,,,,"MISS 3PTR by KELTNER,KOLLIN",2
--,"REBOUND OFF by BUHLIG,LANCE",,,,,,,"REBOUND OFF by BUHLIG,LANCE",2
12:47,,,,,"FOUL  by HARRISON,IAN",,,"FOUL  by HARRISON,IAN",2
12:47,"GOOD FT by BUHLIG,LANCE",44 (+1),,43,,MAC 44-43 (-1),,"GOOD FT by BUHLIG,LANCE",2
12:47,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
12:47,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
12:47,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
12:47,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
12:47,,,,,"SUB OUT by HAYES,JAMES",,,"SUB OUT by HAYES,JAMES",2
12:47,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
12:47,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
12:47,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
12:47,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
12:47,,,,,"SUB IN by GALVIN,DANIEL",,,"SUB IN by GALVIN,DANIEL",2
12:47,"GOOD FT by BUHLIG,LANCE",45 (+2),,43,,MAC 45-43 (-2),,"GOOD FT by BUHLIG,LANCE",2
12:39,,,,,"TURNOVER  by DARST,DANIEL",,,"TURNOVER  by DARST,DANIEL",2
12:11,"GOOD 3PTR by KELTNER,KOLLIN",48 (+5),,43,,MAC 48-43 (-5),,"GOOD 3PTR by KELTNER,KOLLIN",2
--,"ASSIST  by CAMERON,MIKE",,,,,,,"ASSIST  by CAMERON,MIKE",2
11:49,,,,,"MISS LAYUP by DARST,DANIEL",,,"MISS LAYUP by DARST,DANIEL",2
--,"REBOUND DEF by LONG,BRENT",,,,,,,"REBOUND DEF by LONG,BRENT",2
11:43,"GOOD LAYUP by KELTNER,KOLLIN(in the paint)",50 (+7),,43,,MAC 50-43 (-7),,"GOOD LAYUP by KELTNER,KOLLIN(in the paint)",2
11:32,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:32,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
11:32,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
11:32,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
11:32,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
11:32,,,,,"SUB OUT by HAYES,JAMES",,,"SUB OUT by HAYES,JAMES",2
11:32,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
11:32,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
11:32,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
11:32,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
11:32,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
11:14,,,,,"MISS LAYUP by BUTTS,KEYSHAWN",,,"MISS LAYUP by BUTTS,KEYSHAWN",2
--,"REBOUND DEF by LONG,BRENT",,,,,,,"REBOUND DEF by LONG,BRENT",2
11:14,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",2
11:00,"GOOD LAYUP by LONG,BRENT(in the paint)",52 (+9),,43,,MAC 52-43 (-9),,"GOOD LAYUP by LONG,BRENT(in the paint)",2
--,"ASSIST  by CAMERON,MIKE",,,,,,,"ASSIST  by CAMERON,MIKE",2
10:45,,,,,"TURNOVER  by SULLIVAN,BRENNAN",,,"TURNOVER  by SULLIVAN,BRENNAN",2
10:44,"STEAL  by CAMERON,MIKE",,,,,,,"STEAL  by CAMERON,MIKE",2
10:40,"MISS LAYUP by CAMERON,MIKE",,,,,,,"MISS LAYUP by CAMERON,MIKE",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
10:33,"FOUL  by LONG,BRENT",,,,,,,"FOUL  by LONG,BRENT",2
10:33,,52 (+8),,44,"GOOD FT by BUTTS,KEYSHAWN",RHO 52-44 (-8),,"GOOD FT by BUTTS,KEYSHAWN",2
10:33,,,,,"SUB IN by GALVIN,DANIEL",,,"SUB IN by GALVIN,DANIEL",2
10:33,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
10:33,,52 (+7),,45,"GOOD FT by BUTTS,KEYSHAWN",RHO 52-45 (-7),,"GOOD FT by BUTTS,KEYSHAWN",2
10:17,"TURNOVER  by BOURKE,DEREK",,,,,,,"TURNOVER  by BOURKE,DEREK",2
10:16,,,,,"STEAL  by BUTTS,KEYSHAWN",,,"STEAL  by BUTTS,KEYSHAWN",2
10:12,,52 (+5),,47,"GOOD LAYUP by BUTTS,KEYSHAWN(in the paint)",RHO 52-47 (-5),,"GOOD LAYUP by BUTTS,KEYSHAWN(in the paint)",2
10:12,"FOUL  by CAMERON,MIKE",,,,,,,"FOUL  by CAMERON,MIKE",2
10:12,,52 (+4),,48,"GOOD FT by BUTTS,KEYSHAWN",RHO 52-48 (-4),,"GOOD FT by BUTTS,KEYSHAWN",2
10:00,"GOOD LAYUP by LONG,BRENT(in the paint)",54 (+6),,48,,MAC 54-48 (-6),,"GOOD LAYUP by LONG,BRENT(in the paint)",2
09:37,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",2
09:36,"STEAL  by CAMERON,MIKE",,,,,,,"STEAL  by CAMERON,MIKE",2
09:32,"TURNOVER  by BUHLIG,LANCE",,,,,,,"TURNOVER  by BUHLIG,LANCE",2
09:31,,,,,"STEAL  by BUTTS,KEYSHAWN",,,"STEAL  by BUTTS,KEYSHAWN",2
09:28,,54 (+4),,50,"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 54-50 (-4),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,,,,,"ASSIST  by BUTTS,KEYSHAWN",,,"ASSIST  by BUTTS,KEYSHAWN",2
09:13,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
09:13,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
09:13,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
09:13,"SUB OUT by KELTNER,KOLLIN",,,,,,,"SUB OUT by KELTNER,KOLLIN",2
09:13,"SUB OUT by BOTT,ALEX",,,,,,,"SUB OUT by BOTT,ALEX",2
09:13,"SUB OUT by CAMERON,MIKE",,,,,,,"SUB OUT by CAMERON,MIKE",2
09:13,"SUB OUT by JOHNSON,DEAVIS",,,,,,,"SUB OUT by JOHNSON,DEAVIS",2
09:13,"SUB OUT by LONG,BRENT",,,,,,,"SUB OUT by LONG,BRENT",2
09:13,"SUB IN by KELTNER,KOLLIN",,,,,,,"SUB IN by KELTNER,KOLLIN",2
09:13,"SUB IN by BOTT,ALEX",,,,,,,"SUB IN by BOTT,ALEX",2
09:13,"SUB IN by CAMERON,MIKE",,,,,,,"SUB IN by CAMERON,MIKE",2
09:13,"SUB IN by JOHNSON,DEAVIS",,,,,,,"SUB IN by JOHNSON,DEAVIS",2
09:13,"SUB IN by LONG,BRENT",,,,,,,"SUB IN by LONG,BRENT",2
08:58,,,,,"FOUL  by BUTTS,KEYSHAWN",,,"FOUL  by BUTTS,KEYSHAWN",2
08:53,"TURNOVER  by BOTT,ALEX",,,,,,,"TURNOVER  by BOTT,ALEX",2
08:52,,,,,"STEAL  by GEE,TYLER",,,"STEAL  by GEE,TYLER",2
08:32,,,,,"TURNOVER  by DARST,DANIEL",,,"TURNOVER  by DARST,DANIEL",2
08:30,"STEAL  by CAMERON,MIKE",,,,,,,"STEAL  by CAMERON,MIKE",2
08:08,"TURNOVER  by LONG,BRENT",,,,,,,"TURNOVER  by LONG,BRENT",2
08:07,,,,,"STEAL  by DARST,DANIEL",,,"STEAL  by DARST,DANIEL",2
07:51,,,,,"MISS LAYUP by DARST,DANIEL",,,"MISS LAYUP by DARST,DANIEL",2
--,"REBOUND DEF by LONG,BRENT",,,,,,,"REBOUND DEF by LONG,BRENT",2
07:50,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
07:50,"GOOD FT by LONG,BRENT",55 (+5),,50,,MAC 55-50 (-5),,"GOOD FT by LONG,BRENT",2
07:50,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
07:50,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
07:50,"GOOD FT by LONG,BRENT",56 (+6),,50,,MAC 56-50 (-6),,"GOOD FT by LONG,BRENT",2
07:36,,56 (+4),,52,"GOOD LAYUP by BUTTS,KEYSHAWN(in the paint)",RHO 56-52 (-4),,"GOOD LAYUP by BUTTS,KEYSHAWN(in the paint)",2
07:36,"FOUL  by LONG,BRENT",,,,,,,"FOUL  by LONG,BRENT",2
07:36,,56 (+3),,53,"GOOD FT by BUTTS,KEYSHAWN",RHO 56-53 (-3),,"GOOD FT by BUTTS,KEYSHAWN",2
07:07,"MISS 3PTR by KELTNER,KOLLIN",,,,,,,"MISS 3PTR by KELTNER,KOLLIN",2
--,,,,,"REBOUND DEF by GALVIN,DANIEL",,,"REBOUND DEF by GALVIN,DANIEL",2
06:43,,,,,"TURNOVER  by SULLIVAN,BRENNAN",,,"TURNOVER  by SULLIVAN,BRENNAN",2
06:23,"GOOD LAYUP by BOTT,ALEX(in the paint)",58 (+5),,53,,MAC 58-53 (-5),,"GOOD LAYUP by BOTT,ALEX(in the paint)",2
--,"ASSIST  by JOHNSON,DEAVIS",,,,,,,"ASSIST  by JOHNSON,DEAVIS",2
06:00,,58 (+3),,55,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",RHO 58-55 (-3),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
06:00,"FOUL  by LONG,BRENT",,,,,,,"FOUL  by LONG,BRENT",2
05:59,,58 (+2),,56,"GOOD FT by GALVIN,DANIEL",RHO 58-56 (-2),,"GOOD FT by GALVIN,DANIEL",2
05:53,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:31,"GOOD 3PTR by JOHNSON,DEAVIS",61 (+5),,56,,MAC 61-56 (-5),,"GOOD 3PTR by JOHNSON,DEAVIS",2
04:59,,,,,"MISS LAYUP by GEE,TYLER",,,"MISS LAYUP by GEE,TYLER",2
--,"REBOUND DEF by KELTNER,KOLLIN",,,,,,,"REBOUND DEF by KELTNER,KOLLIN",2
04:46,"SUB IN by BOURKE,DEREK",,,,,,,"SUB IN by BOURKE,DEREK",2
04:46,"SUB OUT by LONG,BRENT",,,,,,,"SUB OUT by LONG,BRENT",2
04:34,"MISS JUMPER by JOHNSON,DEAVIS",,,,,,,"MISS JUMPER by JOHNSON,DEAVIS",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
04:25,"FOUL  by BOURKE,DEREK",,,,,,,"FOUL  by BOURKE,DEREK",2
04:25,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
04:25,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
04:25,"SUB IN by LONG,BRENT",,,,,,,"SUB IN by LONG,BRENT",2
04:25,"SUB OUT by BOURKE,DEREK",,,,,,,"SUB OUT by BOURKE,DEREK",2
04:25,,,,,"MISS FT by WEIR,JJ",,,"MISS FT by WEIR,JJ",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:25,,,,,"MISS FT by WEIR,JJ",,,"MISS FT by WEIR,JJ",2
--,"REBOUND DEF by BOTT,ALEX",,,,,,,"REBOUND DEF by BOTT,ALEX",2
04:11,"GOOD 3PTR by KELTNER,KOLLIN",64 (+8),,56,,MAC 64-56 (-8),,"GOOD 3PTR by KELTNER,KOLLIN",2
--,"ASSIST  by BOTT,ALEX",,,,,,,"ASSIST  by BOTT,ALEX",2
03:57,,64 (+5),,59,"GOOD 3PTR by DARST,DANIEL",RHO 64-59 (-5),,"GOOD 3PTR by DARST,DANIEL",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
03:37,"MISS 3PTR by KELTNER,KOLLIN",,,,,,,"MISS 3PTR by KELTNER,KOLLIN",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
03:13,,64 (+3),,61,"GOOD LAYUP by DARST,DANIEL(in the paint)",RHO 64-61 (-3),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
--,,,,,"ASSIST  by GALVIN,DANIEL",,,"ASSIST  by GALVIN,DANIEL",2
02:43,"GOOD 3PTR by BOTT,ALEX",67 (+6),,61,,MAC 67-61 (-6),,"GOOD 3PTR by BOTT,ALEX",2
--,"ASSIST  by CAMERON,MIKE",,,,,,,"ASSIST  by CAMERON,MIKE",2
02:38,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:26,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND OFF by GEE,TYLER",,,"REBOUND OFF by GEE,TYLER",2
02:20,"FOUL  by LONG,BRENT",,,,,,,"FOUL  by LONG,BRENT",2
02:20,,,,,"MISS FT by GEE,TYLER",,,"MISS FT by GEE,TYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:20,,,,,"MISS FT by GEE,TYLER",,,"MISS FT by GEE,TYLER",2
--,"REBOUND DEF by JOHNSON,DEAVIS",,,,,,,"REBOUND DEF by JOHNSON,DEAVIS",2
02:05,"MISS 3PTR by CAMERON,MIKE",,,,,,,"MISS 3PTR by CAMERON,MIKE",2
--,"REBOUND OFF by LONG,BRENT",,,,,,,"REBOUND OFF by LONG,BRENT",2
02:00,"GOOD LAYUP by LONG,BRENT(in the paint)",69 (+8),,61,,MAC 69-61 (-8),,"GOOD LAYUP by LONG,BRENT(in the paint)",2
01:50,,,,,"TURNOVER  by WEIR,JJ",,,"TURNOVER  by WEIR,JJ",2
01:49,"STEAL  by CAMERON,MIKE",,,,,,,"STEAL  by CAMERON,MIKE",2
01:47,"GOOD LAYUP by CAMERON,MIKE(in the paint)",71 (+10),,61,,MAC 71-61 (-10),,"GOOD LAYUP by CAMERON,MIKE(in the paint)",2
01:43,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
01:43,"MISS FT by CAMERON,MIKE",,,,,,,"MISS FT by CAMERON,MIKE",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
01:36,"FOUL  by KELTNER,KOLLIN",,,,,,,"FOUL  by KELTNER,KOLLIN",2
01:36,,,,,"MISS FT by SULLIVAN,BRENNAN",,,"MISS FT by SULLIVAN,BRENNAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:36,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
01:36,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
01:36,,,,,"MISS FT by SULLIVAN,BRENNAN",,,"MISS FT by SULLIVAN,BRENNAN",2
--,"REBOUND DEF by JOHNSON,DEAVIS",,,,,,,"REBOUND DEF by JOHNSON,DEAVIS",2
01:20,"TURNOVER  by CAMERON,MIKE",,,,,,,"TURNOVER  by CAMERON,MIKE",2
01:20,"FOUL  by CAMERON,MIKE",,,,,,,"FOUL  by CAMERON,MIKE",2
01:18,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",2
01:17,"STEAL  by CAMERON,MIKE",,,,,,,"STEAL  by CAMERON,MIKE",2
01:10,"GOOD LAYUP by JOHNSON,DEAVIS(in the paint)",73 (+12),,61,,MAC 73-61 (-12),,"GOOD LAYUP by JOHNSON,DEAVIS(in the paint)",2
--,"ASSIST  by CAMERON,MIKE",,,,,,,"ASSIST  by CAMERON,MIKE",2
00:59,,73 (+10),,63,"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 73-63 (-10),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
00:59,"FOUL  by BOTT,ALEX",,,,,,,"FOUL  by BOTT,ALEX",2
00:59,,73 (+9),,64,"GOOD FT by GEE,TYLER",RHO 73-64 (-9),,"GOOD FT by GEE,TYLER",2
00:53,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",2
00:53,"GOOD FT by CAMERON,MIKE",74 (+10),,64,,MAC 74-64 (-10),,"GOOD FT by CAMERON,MIKE",2
00:53,"GOOD FT by CAMERON,MIKE",75 (+11),,64,,MAC 75-64 (-11),,"GOOD FT by CAMERON,MIKE",2
