Time Remaining,CROWN COLLEGE,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
19:21,"SUB OUT by ARISTIDE,BILLY",,,,,,,"SUB OUT by ARISTIDE,BILLY",2
19:00,"TURNOVER  by FLATT,RYAN",,,,,,,"TURNOVER  by FLATT,RYAN",2
18:59,,,,,"STEAL  by CARDWELL,MARCELLUS",,,"STEAL  by CARDWELL,MARCELLUS",2
18:57,,18,,38 (+20),"GOOD LAYUP by CARDWELL,MARCELLUS(fastbreak)(in the paint)",SEWANEE 18-38 (+20),,"GOOD LAYUP by CARDWELL,MARCELLUS(fastbreak)(in the paint)",2
18:52,"TURNOVER  by EVANS,KEVIN",,,,,,,"TURNOVER  by EVANS,KEVIN",2
18:49,,,,,"STEAL  by CARDWELL,MARCELLUS",,,"STEAL  by CARDWELL,MARCELLUS",2
18:42,,18,,40 (+22),"GOOD JUMPER by CARDWELL,MARCELLUS(in the paint)",SEWANEE 18-40 (+22),,"GOOD JUMPER by CARDWELL,MARCELLUS(in the paint)",2
18:23,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
18:23,"GOOD JUMPER by BRO,ZACH(in the paint)",20,,40 (+20),,CROWN COLLEGE 20-40 (+20),,"GOOD JUMPER by BRO,ZACH(in the paint)",2
18:23,"SUB IN by BRO,ZACH",,,,,,,"SUB IN by BRO,ZACH",2
18:23,"SUB IN by ARISTIDE,BILLY",,,,,,,"SUB IN by ARISTIDE,BILLY",2
18:23,"SUB IN by FARMER,JOSH",,,,,,,"SUB IN by FARMER,JOSH",2
18:23,"SUB IN by MAINOUS,CHAD",,,,,,,"SUB IN by MAINOUS,CHAD",2
18:23,"SUB IN by BROWN,TROY",,,,,,,"SUB IN by BROWN,TROY",2
18:23,"SUB OUT by SULLIVAN,QUENTIN",,,,,,,"SUB OUT by SULLIVAN,QUENTIN",2
18:23,"SUB OUT by DOOLIN,MICHAEL",,,,,,,"SUB OUT by DOOLIN,MICHAEL",2
18:23,"SUB OUT by LUDKA,JUSTIN",,,,,,,"SUB OUT by LUDKA,JUSTIN",2
18:23,"SUB OUT by FLATT,RYAN",,,,,,,"SUB OUT by FLATT,RYAN",2
18:23,"SUB OUT by EVANS,KEVIN",,,,,,,"SUB OUT by EVANS,KEVIN",2
17:56,,,,,"MISS JUMPER by WILLIAMS,JORDEN",,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,"REBOUND DEF by ARISTIDE,BILLY",,,,,,,"REBOUND DEF by ARISTIDE,BILLY",2
17:42,"TURNOVER  by ARISTIDE,BILLY",,,,,,,"TURNOVER  by ARISTIDE,BILLY",2
17:42,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
17:42,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
17:21,,,,,"TURNOVER  by WILLIAMS,JORDEN",,,"TURNOVER  by WILLIAMS,JORDEN",2
17:21,"SUB IN by FLATT,RYAN",,,,,,,"SUB IN by FLATT,RYAN",2
17:21,"SUB OUT by FARMER,JOSH",,,,,,,"SUB OUT by FARMER,JOSH",2
17:06,,,,,"FOUL  by WILLIAMS,JORDEN",,,"FOUL  by WILLIAMS,JORDEN",2
17:06,"GOOD FT by MAINOUS,CHAD",21,,40 (+19),,CROWN COLLEGE 21-40 (+19),,"GOOD FT by MAINOUS,CHAD",2
17:06,"MISS FT by MAINOUS,CHAD",,,,,,,"MISS FT by MAINOUS,CHAD",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
17:06,"SUB IN by FARMER,JOSH",,,,,,,"SUB IN by FARMER,JOSH",2
17:06,"SUB OUT by FLATT,RYAN",,,,,,,"SUB OUT by FLATT,RYAN",2
17:06,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
17:06,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
16:41,"FOUL  by FARMER,JOSH",,,,,,,"FOUL  by FARMER,JOSH",2
16:41,,21,,41 (+20),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 21-41 (+20),,"GOOD FT by WILLIAMS,JORDEN",2
16:41,,21,,42 (+21),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 21-42 (+21),,"GOOD FT by WILLIAMS,JORDEN",2
16:21,"GOOD JUMPER by FARMER,JOSH(in the paint)",23,,42 (+19),,CROWN COLLEGE 23-42 (+19),,"GOOD JUMPER by FARMER,JOSH(in the paint)",2
15:43,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND DEF by FARMER,JOSH",,,,,,,"REBOUND DEF by FARMER,JOSH",2
15:21,"SUB IN by SULLIVAN,QUENTIN",,,,,,,"SUB IN by SULLIVAN,QUENTIN",2
15:21,"SUB IN by LUDKA,JUSTIN",,,,,,,"SUB IN by LUDKA,JUSTIN",2
15:21,"SUB OUT by BRO,ZACH",,,,,,,"SUB OUT by BRO,ZACH",2
15:21,"SUB OUT by ARISTIDE,BILLY",,,,,,,"SUB OUT by ARISTIDE,BILLY",2
15:21,,,,,"SUB IN by HEATHERLY,GARRETT",,,"SUB IN by HEATHERLY,GARRETT",2
15:21,,,,,"SUB IN by ARNOLD,ALEX",,,"SUB IN by ARNOLD,ALEX",2
15:21,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
15:21,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
15:18,"MISS LAYUP by SULLIVAN,QUENTIN",,,,,,,"MISS LAYUP by SULLIVAN,QUENTIN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
15:16,,,,,"SUB IN by DOWNEY,WILL",,,"SUB IN by DOWNEY,WILL",2
15:16,,,,,"SUB OUT by CARDWELL,MARCELLUS",,,"SUB OUT by CARDWELL,MARCELLUS",2
15:08,"GOOD 3PTR by FARMER,JOSH",26,,42 (+16),,CROWN COLLEGE 26-42 (+16),,"GOOD 3PTR by FARMER,JOSH",2
--,"ASSIST  by BROWN,TROY",,,,,,,"ASSIST  by BROWN,TROY",2
14:49,"FOUL  by SULLIVAN,QUENTIN",,,,,,,"FOUL  by SULLIVAN,QUENTIN",2
14:49,,26,,43 (+17),"GOOD FT by HEATHERLY,GARRETT",SEWANEE 26-43 (+17),,"GOOD FT by HEATHERLY,GARRETT",2
14:49,,,,,"MISS FT by HEATHERLY,GARRETT",,,"MISS FT by HEATHERLY,GARRETT",2
--,"REBOUND DEF by FARMER,JOSH",,,,,,,"REBOUND DEF by FARMER,JOSH",2
14:25,"TURNOVER  by MAINOUS,CHAD",,,,,,,"TURNOVER  by MAINOUS,CHAD",2
14:23,,,,,"STEAL  by DOWNEY,WILL",,,"STEAL  by DOWNEY,WILL",2
14:18,,26,,45 (+19),"GOOD LAYUP by ARNOLD,ALEX(in the paint)",SEWANEE 26-45 (+19),,"GOOD LAYUP by ARNOLD,ALEX(in the paint)",2
14:18,"FOUL  by LUDKA,JUSTIN",,,,,,,"FOUL  by LUDKA,JUSTIN",2
14:18,,26,,46 (+20),"GOOD FT by ARNOLD,ALEX",SEWANEE 26-46 (+20),,"GOOD FT by ARNOLD,ALEX",2
13:45,"MISS 3PTR by FARMER,JOSH",,,,,,,"MISS 3PTR by FARMER,JOSH",2
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",2
13:35,"FOUL  by FARMER,JOSH",,,,,,,"FOUL  by FARMER,JOSH",2
13:35,,26,,47 (+21),"GOOD FT by DOWNEY,WILL",SEWANEE 26-47 (+21),,"GOOD FT by DOWNEY,WILL",2
13:35,,26,,48 (+22),"GOOD FT by DOWNEY,WILL",SEWANEE 26-48 (+22),,"GOOD FT by DOWNEY,WILL",2
13:35,,26,,49 (+23),"GOOD FT by DOWNEY,WILL",SEWANEE 26-49 (+23),,"GOOD FT by DOWNEY,WILL",2
13:35,"SUB IN by ARISTIDE,BILLY",,,,,,,"SUB IN by ARISTIDE,BILLY",2
13:35,"SUB IN by DOOLIN,MICHAEL",,,,,,,"SUB IN by DOOLIN,MICHAEL",2
13:35,"SUB IN by FLATT,RYAN",,,,,,,"SUB IN by FLATT,RYAN",2
13:35,"SUB OUT by SULLIVAN,QUENTIN",,,,,,,"SUB OUT by SULLIVAN,QUENTIN",2
13:35,"SUB OUT by LUDKA,JUSTIN",,,,,,,"SUB OUT by LUDKA,JUSTIN",2
13:35,"SUB OUT by FARMER,JOSH",,,,,,,"SUB OUT by FARMER,JOSH",2
13:03,"TURNOVER  by FLATT,RYAN",,,,,,,"TURNOVER  by FLATT,RYAN",2
13:03,"FOUL  by FLATT,RYAN",,,,,,,"FOUL  by FLATT,RYAN",2
13:03,"SUB IN by EVANS,KEVIN",,,,,,,"SUB IN by EVANS,KEVIN",2
13:03,"SUB OUT by DOOLIN,MICHAEL",,,,,,,"SUB OUT by DOOLIN,MICHAEL",2
13:03,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
13:03,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
12:47,,,,,"MISS 3PTR by TOME,MATT",,,"MISS 3PTR by TOME,MATT",2
--,"REBOUND DEF by EVANS,KEVIN",,,,,,,"REBOUND DEF by EVANS,KEVIN",2
12:38,"MISS 3PTR by BROWN,TROY",,,,,,,"MISS 3PTR by BROWN,TROY",2
--,"REBOUND OFF by ARISTIDE,BILLY",,,,,,,"REBOUND OFF by ARISTIDE,BILLY",2
12:33,"MISS JUMPER by FLATT,RYAN",,,,,,,"MISS JUMPER by FLATT,RYAN",2
--,,,,,"REBOUND DEF by TOME,MATT",,,"REBOUND DEF by TOME,MATT",2
12:28,"SUB IN by DOOLIN,MICHAEL",,,,,,,"SUB IN by DOOLIN,MICHAEL",2
12:28,"SUB OUT by EVANS,KEVIN",,,,,,,"SUB OUT by EVANS,KEVIN",2
12:28,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
12:28,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",2
12:07,,,,,"MISS 3PTR by DOWNEY,WILL",,,"MISS 3PTR by DOWNEY,WILL",2
--,,,,,"REBOUND OFF by BROWN,SETH",,,"REBOUND OFF by BROWN,SETH",2
12:03,,,,,"MISS JUMPER by BROWN,SETH",,,"MISS JUMPER by BROWN,SETH",2
--,,,,,"REBOUND OFF by ARNOLD,ALEX",,,"REBOUND OFF by ARNOLD,ALEX",2
11:58,,26,,50 (+24),"GOOD FT by ARNOLD,ALEX",SEWANEE 26-50 (+24),,"GOOD FT by ARNOLD,ALEX",2
11:58,"FOUL  by ARISTIDE,BILLY",,,,,,,"FOUL  by ARISTIDE,BILLY",2
11:58,,,,,"MISS FT by ARNOLD,ALEX",,,"MISS FT by ARNOLD,ALEX",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:58,"TURNOVER  by MAINOUS,CHAD",,,,,,,"TURNOVER  by MAINOUS,CHAD",2
11:58,"SUB IN by BRO,ZACH",,,,,,,"SUB IN by BRO,ZACH",2
11:58,"SUB IN by FARMER,JOSH",,,,,,,"SUB IN by FARMER,JOSH",2
11:58,"SUB OUT by DOOLIN,MICHAEL",,,,,,,"SUB OUT by DOOLIN,MICHAEL",2
11:58,"SUB OUT by FLATT,RYAN",,,,,,,"SUB OUT by FLATT,RYAN",2
11:58,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
11:58,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",2
11:58,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
11:58,,,,,"SUB OUT by ARNOLD,ALEX",,,"SUB OUT by ARNOLD,ALEX",2
11:45,,,,,"STEAL  by DOWNEY,WILL",,,"STEAL  by DOWNEY,WILL",2
11:43,,,,,"MISS 3PTR by BROWN,SETH",,,"MISS 3PTR by BROWN,SETH",2
--,"REBOUND DEF by BROWN,TROY",,,,,,,"REBOUND DEF by BROWN,TROY",2
11:13,"GOOD 3PTR by FARMER,JOSH",29,,50 (+21),,CROWN COLLEGE 29-50 (+21),,"GOOD 3PTR by FARMER,JOSH",2
--,"ASSIST  by MAINOUS,CHAD",,,,,,,"ASSIST  by MAINOUS,CHAD",2
11:13,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:13,,,,,"SUB IN by CARDWELL,MARCELLUS",,,"SUB IN by CARDWELL,MARCELLUS",2
11:13,,,,,"SUB OUT by DOWNEY,WILL",,,"SUB OUT by DOWNEY,WILL",2
10:48,"FOUL  by ARISTIDE,BILLY",,,,,,,"FOUL  by ARISTIDE,BILLY",2
10:48,,29,,51 (+22),"GOOD FT by CARTER,KESHONN",SEWANEE 29-51 (+22),,"GOOD FT by CARTER,KESHONN",2
10:48,,29,,52 (+23),"GOOD FT by CARTER,KESHONN",SEWANEE 29-52 (+23),,"GOOD FT by CARTER,KESHONN",2
10:20,"TURNOVER  by MAINOUS,CHAD",,,,,,,"TURNOVER  by MAINOUS,CHAD",2
09:58,"FOUL  by BRO,ZACH",,,,,,,"FOUL  by BRO,ZACH",2
09:58,,,,,"MISS FT by BORN,LEO",,,"MISS FT by BORN,LEO",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:58,,,,,"MISS FT by BORN,LEO",,,"MISS FT by BORN,LEO",2
--,"REBOUND DEF by ARISTIDE,BILLY",,,,,,,"REBOUND DEF by ARISTIDE,BILLY",2
09:43,"GOOD JUMPER by BRO,ZACH(in the paint)",31,,52 (+21),,CROWN COLLEGE 31-52 (+21),,"GOOD JUMPER by BRO,ZACH(in the paint)",2
--,"ASSIST  by MAINOUS,CHAD",,,,,,,"ASSIST  by MAINOUS,CHAD",2
09:28,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",2
09:25,,31,,54 (+23),"GOOD JUMPER by CARTER,KESHONN(in the paint)",SEWANEE 31-54 (+23),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",2
09:19,"TURNOVER  by FARMER,JOSH",,,,,,,"TURNOVER  by FARMER,JOSH",2
09:17,,,,,"STEAL  by BROWN,SETH",,,"STEAL  by BROWN,SETH",2
09:14,,,,,"MISS LAYUP by CARDWELL,MARCELLUS",,,"MISS LAYUP by CARDWELL,MARCELLUS",2
--,,,,,"REBOUND OFF by BORN,LEO",,,"REBOUND OFF by BORN,LEO",2
09:12,,,,,"TURNOVER  by BORN,LEO",,,"TURNOVER  by BORN,LEO",2
09:11,"GOOD JUMPER by LUDKA,JUSTIN",33,,54 (+21),,CROWN COLLEGE 33-54 (+21),,"GOOD JUMPER by LUDKA,JUSTIN",2
--,"ASSIST  by FARMER,JOSH",,,,,,,"ASSIST  by FARMER,JOSH",2
09:11,"SUB IN by LUDKA,JUSTIN",,,,,,,"SUB IN by LUDKA,JUSTIN",2
09:11,"SUB OUT by ARISTIDE,BILLY",,,,,,,"SUB OUT by ARISTIDE,BILLY",2
09:11,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
09:11,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
08:46,,33,,56 (+23),"GOOD JUMPER by VEAL,ROBERT(in the paint)",SEWANEE 33-56 (+23),,"GOOD JUMPER by VEAL,ROBERT(in the paint)",2
08:26,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
08:26,"GOOD FT by BRO,ZACH",34,,56 (+22),,CROWN COLLEGE 34-56 (+22),,"GOOD FT by BRO,ZACH",2
08:26,"GOOD FT by BRO,ZACH",35,,56 (+21),,CROWN COLLEGE 35-56 (+21),,"GOOD FT by BRO,ZACH",2
08:26,"SUB IN by SULLIVAN,QUENTIN",,,,,,,"SUB IN by SULLIVAN,QUENTIN",2
08:26,"SUB OUT by LUDKA,JUSTIN",,,,,,,"SUB OUT by LUDKA,JUSTIN",2
08:26,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
08:26,,,,,"SUB IN by NELSON,ANVIL",,,"SUB IN by NELSON,ANVIL",2
08:26,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
08:26,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
08:07,,35,,58 (+23),"GOOD JUMPER by VEAL,ROBERT(in the paint)",SEWANEE 35-58 (+23),,"GOOD JUMPER by VEAL,ROBERT(in the paint)",2
07:47,"TURNOVER  by MAINOUS,CHAD",,,,,,,"TURNOVER  by MAINOUS,CHAD",2
07:44,,,,,"SUB IN by BEVIACQUA,BRYAN",,,"SUB IN by BEVIACQUA,BRYAN",2
07:44,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
07:24,,35,,60 (+25),"GOOD JUMPER by CARDWELL,MARCELLUS(in the paint)",SEWANEE 35-60 (+25),,"GOOD JUMPER by CARDWELL,MARCELLUS(in the paint)",2
07:22,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
07:22,"SUB IN by ARISTIDE,BILLY",,,,,,,"SUB IN by ARISTIDE,BILLY",2
07:22,"SUB OUT by SULLIVAN,QUENTIN",,,,,,,"SUB OUT by SULLIVAN,QUENTIN",2
07:22,,,,,"SUB IN by TURNER,BYRON",,,"SUB IN by TURNER,BYRON",2
07:22,,,,,"SUB OUT by CARDWELL,MARCELLUS",,,"SUB OUT by CARDWELL,MARCELLUS",2
06:59,"MISS JUMPER by BROWN,TROY",,,,,,,"MISS JUMPER by BROWN,TROY",2
--,,,,,"REBOUND DEF by TOME,MATT",,,"REBOUND DEF by TOME,MATT",2
06:55,"FOUL  by BROWN,TROY",,,,,,,"FOUL  by BROWN,TROY",2
06:55,,,,,"MISS FT by TOME,MATT",,,"MISS FT by TOME,MATT",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
06:55,,,,,"MISS FT by TOME,MATT",,,"MISS FT by TOME,MATT",2
--,"REBOUND DEF by ARISTIDE,BILLY",,,,,,,"REBOUND DEF by ARISTIDE,BILLY",2
06:55,"SUB IN by DOOLIN,MICHAEL",,,,,,,"SUB IN by DOOLIN,MICHAEL",2
06:55,"SUB OUT by BROWN,TROY",,,,,,,"SUB OUT by BROWN,TROY",2
06:53,"MISS JUMPER by MAINOUS,CHAD",,,,,,,"MISS JUMPER by MAINOUS,CHAD",2
--,"REBOUND OFF by MAINOUS,CHAD",,,,,,,"REBOUND OFF by MAINOUS,CHAD",2
06:39,,,,,"FOUL  by NELSON,ANVIL",,,"FOUL  by NELSON,ANVIL",2
06:39,"GOOD FT by ARISTIDE,BILLY",36,,60 (+24),,CROWN COLLEGE 36-60 (+24),,"GOOD FT by ARISTIDE,BILLY",2
06:39,"GOOD FT by ARISTIDE,BILLY",37,,60 (+23),,CROWN COLLEGE 37-60 (+23),,"GOOD FT by ARISTIDE,BILLY",2
06:25,,,,,"MISS JUMPER by VEAL,ROBERT",,,"MISS JUMPER by VEAL,ROBERT",2
06:25,"BLOCK  by BRO,ZACH",,,,,,,"BLOCK  by BRO,ZACH",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
06:14,"FOUL  by FARMER,JOSH",,,,,,,"FOUL  by FARMER,JOSH",2
06:14,,37,,61 (+24),"GOOD FT by BEVIACQUA,BRYAN",SEWANEE 37-61 (+24),,"GOOD FT by BEVIACQUA,BRYAN",2
06:14,,37,,62 (+25),"GOOD FT by BEVIACQUA,BRYAN",SEWANEE 37-62 (+25),,"GOOD FT by BEVIACQUA,BRYAN",2
05:53,"MISS 3PTR by FARMER,JOSH",,,,,,,"MISS 3PTR by FARMER,JOSH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
05:31,,37,,64 (+27),"GOOD JUMPER by NELSON,ANVIL",SEWANEE 37-64 (+27),,"GOOD JUMPER by NELSON,ANVIL",2
--,,,,,"ASSIST  by TOME,MATT",,,"ASSIST  by TOME,MATT",2
05:14,"GOOD JUMPER by BRO,ZACH",39,,64 (+25),,CROWN COLLEGE 39-64 (+25),,"GOOD JUMPER by BRO,ZACH",2
04:54,,39,,67 (+28),"GOOD 3PTR by TURNER,BYRON",SEWANEE 39-67 (+28),,"GOOD 3PTR by TURNER,BYRON",2
--,,,,,"ASSIST  by NELSON,ANVIL",,,"ASSIST  by NELSON,ANVIL",2
04:37,,,,,"FOUL  by NELSON,ANVIL",,,"FOUL  by NELSON,ANVIL",2
04:37,"GOOD FT by FARMER,JOSH",40,,67 (+27),,CROWN COLLEGE 40-67 (+27),,"GOOD FT by FARMER,JOSH",2
04:37,"GOOD FT by FARMER,JOSH",41,,67 (+26),,CROWN COLLEGE 41-67 (+26),,"GOOD FT by FARMER,JOSH",2
04:37,"SUB IN by SULLIVAN,QUENTIN",,,,,,,"SUB IN by SULLIVAN,QUENTIN",2
04:37,"SUB OUT by ARISTIDE,BILLY",,,,,,,"SUB OUT by ARISTIDE,BILLY",2
04:37,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
04:37,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
04:37,,,,,"SUB IN by HERMANN,ADAM",,,"SUB IN by HERMANN,ADAM",2
04:37,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
04:37,,,,,"SUB OUT by NELSON,ANVIL",,,"SUB OUT by NELSON,ANVIL",2
04:37,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
04:12,,,,,"MISS 3PTR by BEVIACQUA,BRYAN",,,"MISS 3PTR by BEVIACQUA,BRYAN",2
--,"REBOUND DEF by DOOLIN,MICHAEL",,,,,,,"REBOUND DEF by DOOLIN,MICHAEL",2
04:00,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
03:54,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
03:54,"GOOD FT by BRO,ZACH",42,,67 (+25),,CROWN COLLEGE 42-67 (+25),,"GOOD FT by BRO,ZACH",2
03:54,"MISS FT by BRO,ZACH",,,,,,,"MISS FT by BRO,ZACH",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
03:49,,42,,69 (+27),"GOOD LAYUP by TURNER,BYRON(in the paint)",SEWANEE 42-69 (+27),,"GOOD LAYUP by TURNER,BYRON(in the paint)",2
--,,,,,"ASSIST  by BORN,CLAY",,,"ASSIST  by BORN,CLAY",2
03:19,"MISS JUMPER by MAINOUS,CHAD",,,,,,,"MISS JUMPER by MAINOUS,CHAD",2
--,"REBOUND OFF by DOOLIN,MICHAEL",,,,,,,"REBOUND OFF by DOOLIN,MICHAEL",2
03:14,"GOOD LAYUP by SULLIVAN,QUENTIN(in the paint)",44,,69 (+25),,CROWN COLLEGE 44-69 (+25),,"GOOD LAYUP by SULLIVAN,QUENTIN(in the paint)",2
--,"ASSIST  by DOOLIN,MICHAEL",,,,,,,"ASSIST  by DOOLIN,MICHAEL",2
03:06,,44,,72 (+28),"GOOD 3PTR by HERMANN,ADAM",SEWANEE 44-72 (+28),,"GOOD 3PTR by HERMANN,ADAM",2
--,,,,,"ASSIST  by BORN,CLAY",,,"ASSIST  by BORN,CLAY",2
02:50,"TURNOVER  by FARMER,JOSH",,,,,,,"TURNOVER  by FARMER,JOSH",2
02:48,,,,,"STEAL  by STONE,BRODY",,,"STEAL  by STONE,BRODY",2
02:41,,44,,74 (+30),"GOOD LAYUP by BEVIACQUA,BRYAN(in the paint)",SEWANEE 44-74 (+30),,"GOOD LAYUP by BEVIACQUA,BRYAN(in the paint)",2
02:18,"MISS JUMPER by BRO,ZACH",,,,,,,"MISS JUMPER by BRO,ZACH",2
02:18,,,,,"BLOCK  by STONE,BRODY",,,"BLOCK  by STONE,BRODY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
02:18,"MISS JUMPER by DOOLIN,MICHAEL",,,,,,,"MISS JUMPER by DOOLIN,MICHAEL",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
02:18,"SUB IN by LUDKA,JUSTIN",,,,,,,"SUB IN by LUDKA,JUSTIN",2
02:18,"SUB IN by FLATT,RYAN",,,,,,,"SUB IN by FLATT,RYAN",2
02:18,"SUB OUT by SULLIVAN,QUENTIN",,,,,,,"SUB OUT by SULLIVAN,QUENTIN",2
02:18,"SUB OUT by MAINOUS,CHAD",,,,,,,"SUB OUT by MAINOUS,CHAD",2
01:58,,,,,"MISS 3PTR by TURNER,BYRON",,,"MISS 3PTR by TURNER,BYRON",2
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",2
01:55,"FOUL  by FLATT,RYAN",,,,,,,"FOUL  by FLATT,RYAN",2
01:55,,,,,"MISS FT by STONE,BRODY",,,"MISS FT by STONE,BRODY",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
01:55,,44,,75 (+31),"GOOD FT by STONE,BRODY",SEWANEE 44-75 (+31),,"GOOD FT by STONE,BRODY",2
01:36,"TURNOVER  by LUDKA,JUSTIN",,,,,,,"TURNOVER  by LUDKA,JUSTIN",2
01:32,,,,,"STEAL  by HERMANN,ADAM",,,"STEAL  by HERMANN,ADAM",2
01:30,,44,,77 (+33),"GOOD DUNK by STONE,BRODY(in the paint)",SEWANEE 44-77 (+33),,"GOOD DUNK by STONE,BRODY(in the paint)",2
--,,,,,"ASSIST  by BEVIACQUA,BRYAN",,,"ASSIST  by BEVIACQUA,BRYAN",2
01:22,"SUB IN by EVANS,KEVIN",,,,,,,"SUB IN by EVANS,KEVIN",2
01:22,"SUB OUT by DOOLIN,MICHAEL",,,,,,,"SUB OUT by DOOLIN,MICHAEL",2
01:22,,,,,"SUB IN by HEATHERLY,GARRETT",,,"SUB IN by HEATHERLY,GARRETT",2
01:22,,,,,"SUB IN by DOWNEY,WILL",,,"SUB IN by DOWNEY,WILL",2
01:22,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
01:22,,,,,"SUB OUT by BEVIACQUA,BRYAN",,,"SUB OUT by BEVIACQUA,BRYAN",2
01:15,"TURNOVER  by FARMER,JOSH",,,,,,,"TURNOVER  by FARMER,JOSH",2
01:13,,,,,"STEAL  by HERMANN,ADAM",,,"STEAL  by HERMANN,ADAM",2
00:51,"FOUL  by FLATT,RYAN",,,,,,,"FOUL  by FLATT,RYAN",2
00:51,,,,,"MISS FT by TURNER,BYRON",,,"MISS FT by TURNER,BYRON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:51,,,,,"MISS FT by TURNER,BYRON",,,"MISS FT by TURNER,BYRON",2
--,,,,,"REBOUND OFF by TURNER,BYRON",,,"REBOUND OFF by TURNER,BYRON",2
00:40,,44,,80 (+36),"GOOD 3PTR by BORN,CLAY",SEWANEE 44-80 (+36),,"GOOD 3PTR by BORN,CLAY",2
--,,,,,"ASSIST  by HERMANN,ADAM",,,"ASSIST  by HERMANN,ADAM",2
00:32,,,,,"FOUL  by TURNER,BYRON",,,"FOUL  by TURNER,BYRON",2
00:32,"MISS FT by FARMER,JOSH",,,,,,,"MISS FT by FARMER,JOSH",2
