Time Remaining,SEW,Away Team Score,Play Team Indicator,Home Team Score,FUR,Game Score,Team Indicator,Play,Period
17:05,"SUB OUT by BORN, LEO",,,,,,,"SUB OUT by BORN, LEO",2
17:05,"SUB OUT by CARTER, KESHONN",,,,,,,"SUB OUT by CARTER, KESHONN",2
17:05,,,,,"SUB IN by ACOX, KRIS",,,"SUB IN by ACOX, KRIS",2
17:05,,,,,"SUB OUT by RWABIGWI, ADONIS",,,"SUB OUT by RWABIGWI, ADONIS",2
16:45,"MISS LAYUP by BROWN, SETH",,,,,,,"MISS LAYUP by BROWN, SETH",2
--,,,,,"REBOUND DEF by WIDEMAN, LARRY",,,"REBOUND DEF by WIDEMAN, LARRY",2
16:39,,,,,"TURNOVER  by WIDEMAN, LARRY",,,"TURNOVER  by WIDEMAN, LARRY",2
16:39,,,,,"FOUL  by WIDEMAN, LARRY",,,"FOUL  by WIDEMAN, LARRY",2
16:22,"MISS 3PTR by BROWN, SETH",,,,,,,"MISS 3PTR by BROWN, SETH",2
--,,,,,"REBOUND DEF by O'NEILL, AARON",,,"REBOUND DEF by O'NEILL, AARON",2
16:12,,27,,34 (+7),"GOOD 3PTR by WIDEMAN, LARRY",FUR 27-34 (-7),,"GOOD 3PTR by WIDEMAN, LARRY",2
--,,,,,"ASSIST  by O'NEILL, AARON",,,"ASSIST  by O'NEILL, AARON",2
15:35,"MISS JUMPER by WILLIAMS, JORDEN",,,,,,,"MISS JUMPER by WILLIAMS, JORDEN",2
--,,,,,"REBOUND DEF by WIDEMAN, LARRY",,,"REBOUND DEF by WIDEMAN, LARRY",2
15:18,,27,,37 (+10),"GOOD 3PTR by WIDEMAN, LARRY",FUR 27-37 (-10),,"GOOD 3PTR by WIDEMAN, LARRY",2
--,,,,,"ASSIST  by O'NEILL, AARON",,,"ASSIST  by O'NEILL, AARON",2
15:09,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
15:09,"SUB IN by BORN, LEO",,,,,,,"SUB IN by BORN, LEO",2
15:09,"SUB IN by VEAL, ROBERT",,,,,,,"SUB IN by VEAL, ROBERT",2
15:09,"SUB IN by ARNOLD, ALEX",,,,,,,"SUB IN by ARNOLD, ALEX",2
15:09,"SUB OUT by BROWN, SETH",,,,,,,"SUB OUT by BROWN, SETH",2
15:09,"SUB OUT by CALDWELL, MARCELLUS",,,,,,,"SUB OUT by CALDWELL, MARCELLUS",2
15:09,"SUB OUT by WILLIAMS, JORDEN",,,,,,,"SUB OUT by WILLIAMS, JORDEN",2
14:55,"TURNOVER  by VEAL, ROBERT",,,,,,,"TURNOVER  by VEAL, ROBERT",2
14:55,,,,,"STEAL  by CROONE, STEPHEN",,,"STEAL  by CROONE, STEPHEN",2
14:51,"FOUL  by VEAL, ROBERT",,,,,,,"FOUL  by VEAL, ROBERT",2
14:51,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
14:51,,27,,38 (+11),"GOOD FT by CROONE, STEPHEN",FUR 27-38 (-11),,"GOOD FT by CROONE, STEPHEN",2
14:51,,27,,39 (+12),"GOOD FT by CROONE, STEPHEN",FUR 27-39 (-12),,"GOOD FT by CROONE, STEPHEN",2
14:51,"SUB IN by WILLIAMS, JORDEN",,,,,,,"SUB IN by WILLIAMS, JORDEN",2
14:51,"SUB IN by CARTER, KESHONN",,,,,,,"SUB IN by CARTER, KESHONN",2
14:51,"SUB OUT by TOME, MATT",,,,,,,"SUB OUT by TOME, MATT",2
14:51,"SUB OUT by HEATHERLY, GARRETT",,,,,,,"SUB OUT by HEATHERLY, GARRETT",2
14:35,,,,,"FOUL  by ACOX, KRIS",,,"FOUL  by ACOX, KRIS",2
14:35,"MISS JUMPER by CARTER, KESHONN",,,,,,,"MISS JUMPER by CARTER, KESHONN",2
--,,,,,"REBOUND DEF by CROONE, STEPHEN",,,"REBOUND DEF by CROONE, STEPHEN",2
14:35,,27,,41 (+14),"GOOD JUMPER by WIDEMAN, LARRY",FUR 27-41 (-14),,"GOOD JUMPER by WIDEMAN, LARRY",2
14:35,"TURNOVER  by BORN, LEO",,,,,,,"TURNOVER  by BORN, LEO",2
14:35,,,,,"STEAL  by CROONE, STEPHEN",,,"STEAL  by CROONE, STEPHEN",2
14:35,,27,,43 (+16),"GOOD DUNK by CROONE, STEPHEN(fastbreak)(in the paint)",FUR 27-43 (-16),,"GOOD DUNK by CROONE, STEPHEN(fastbreak)(in the paint)",2
14:35,"TURNOVER  by BORN, LEO",,,,,,,"TURNOVER  by BORN, LEO",2
14:35,,,,,"STEAL  by ACOX, KRIS",,,"STEAL  by ACOX, KRIS",2
13:07,,27,,46 (+19),"GOOD 3PTR by WIDEMAN, LARRY",FUR 27-46 (-19),,"GOOD 3PTR by WIDEMAN, LARRY",2
--,,,,,"ASSIST  by CROONE, STEPHEN",,,"ASSIST  by CROONE, STEPHEN",2
13:05,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
13:05,"SUB IN by BROWN, SETH",,,,,,,"SUB IN by BROWN, SETH",2
13:05,"SUB IN by VEAL, ROBERT",,,,,,,"SUB IN by VEAL, ROBERT",2
13:05,"SUB IN by CARTER, KESHONN",,,,,,,"SUB IN by CARTER, KESHONN",2
13:05,"SUB IN by WILLIAMS, JORDEN",,,,,,,"SUB IN by WILLIAMS, JORDEN",2
13:05,"SUB IN by ARNOLD, ALEX",,,,,,,"SUB IN by ARNOLD, ALEX",2
13:05,"SUB OUT by BORN, LEO",,,,,,,"SUB OUT by BORN, LEO",2
13:05,"SUB OUT by VEAL, ROBERT",,,,,,,"SUB OUT by VEAL, ROBERT",2
13:05,"SUB OUT by CARTER, KESHONN",,,,,,,"SUB OUT by CARTER, KESHONN",2
13:05,"SUB OUT by WILLIAMS, JORDEN",,,,,,,"SUB OUT by WILLIAMS, JORDEN",2
13:05,"SUB OUT by ARNOLD, ALEX",,,,,,,"SUB OUT by ARNOLD, ALEX",2
13:05,,,,,"SUB IN by BELFIELD, KEITH",,,"SUB IN by BELFIELD, KEITH",2
13:05,,,,,"SUB IN by FERRARA, KENDREC",,,"SUB IN by FERRARA, KENDREC",2
13:05,,,,,"SUB IN by WIDEMAN, LARRY",,,"SUB IN by WIDEMAN, LARRY",2
13:05,,,,,"SUB IN by GATES, WILLIAM",,,"SUB IN by GATES, WILLIAM",2
13:05,,,,,"SUB IN by O'NEILL, AARON",,,"SUB IN by O'NEILL, AARON",2
13:05,,,,,"SUB OUT by BELFIELD, KEITH",,,"SUB OUT by BELFIELD, KEITH",2
13:05,,,,,"SUB OUT by WIDEMAN, LARRY",,,"SUB OUT by WIDEMAN, LARRY",2
13:05,,,,,"SUB OUT by ACOX, KRIS",,,"SUB OUT by ACOX, KRIS",2
13:05,,,,,"SUB OUT by CROONE, STEPHEN",,,"SUB OUT by CROONE, STEPHEN",2
13:05,,,,,"SUB OUT by O'NEILL, AARON",,,"SUB OUT by O'NEILL, AARON",2
13:01,,,,,"FOUL  by GATES, WILLIAM",,,"FOUL  by GATES, WILLIAM",2
12:45,"TURNOVER  by VEAL, ROBERT",,,,,,,"TURNOVER  by VEAL, ROBERT",2
12:32,,,,,"MISS JUMPER by BELFIELD, KEITH",,,"MISS JUMPER by BELFIELD, KEITH",2
--,"REBOUND DEF by ARNOLD, ALEX",,,,,,,"REBOUND DEF by ARNOLD, ALEX",2
12:21,"MISS LAYUP by ARNOLD, ALEX",,,,,,,"MISS LAYUP by ARNOLD, ALEX",2
--,,,,,"REBOUND DEF by O'NEILL, AARON",,,"REBOUND DEF by O'NEILL, AARON",2
12:09,"SUB IN by TOME, MATT",,,,,,,"SUB IN by TOME, MATT",2
12:09,"SUB IN by CALDWELL, MARCELLUS",,,,,,,"SUB IN by CALDWELL, MARCELLUS",2
12:09,"SUB OUT by VEAL, ROBERT",,,,,,,"SUB OUT by VEAL, ROBERT",2
12:09,"SUB OUT by ARNOLD, ALEX",,,,,,,"SUB OUT by ARNOLD, ALEX",2
12:09,,,,,"SUB IN by EARLY, DOMINIC",,,"SUB IN by EARLY, DOMINIC",2
12:09,,,,,"SUB OUT by WIDEMAN, LARRY",,,"SUB OUT by WIDEMAN, LARRY",2
11:53,,,,,"MISS 3PTR by EARLY, DOMINIC",,,"MISS 3PTR by EARLY, DOMINIC",2
--,,,,,"REBOUND OFF by FERRARA, KENDREC",,,"REBOUND OFF by FERRARA, KENDREC",2
11:48,,27,,48 (+21),"GOOD JUMPER by FERRARA, KENDREC(in the paint)",FUR 27-48 (-21),,"GOOD JUMPER by FERRARA, KENDREC(in the paint)",2
11:31,"GOOD 3PTR by TOME, MATT",30,,48 (+18),,SEW 30-48 (-18),,"GOOD 3PTR by TOME, MATT",2
--,"ASSIST  by CALDWELL, MARCELLUS",,,,,,,"ASSIST  by CALDWELL, MARCELLUS",2
11:05,,,,,"MISS 3PTR by EARLY, DOMINIC",,,"MISS 3PTR by EARLY, DOMINIC",2
--,"REBOUND DEF by BROWN, SETH",,,,,,,"REBOUND DEF by BROWN, SETH",2
10:57,,,,,"FOUL  by O'NEILL, AARON",,,"FOUL  by O'NEILL, AARON",2
10:57,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
10:52,"MISS 3PTR by TOME, MATT",,,,,,,"MISS 3PTR by TOME, MATT",2
--,"REBOUND OFF by CARTER, KESHONN",,,,,,,"REBOUND OFF by CARTER, KESHONN",2
10:47,"GOOD 3PTR by WILLIAMS, JORDEN",33,,48 (+15),,SEW 33-48 (-15),,"GOOD 3PTR by WILLIAMS, JORDEN",2
--,"ASSIST  by CARTER, KESHONN",,,,,,,"ASSIST  by CARTER, KESHONN",2
10:10,,,,,"MISS JUMPER by FERRARA, KENDREC",,,"MISS JUMPER by FERRARA, KENDREC",2
--,"REBOUND DEF by BROWN, SETH",,,,,,,"REBOUND DEF by BROWN, SETH",2
10:02,"TURNOVER  by TOME, MATT",,,,,,,"TURNOVER  by TOME, MATT",2
10:02,"FOUL  by TOME, MATT",,,,,,,"FOUL  by TOME, MATT",2
10:02,,,,,"SUB IN by CHUISSEU, KEVIN",,,"SUB IN by CHUISSEU, KEVIN",2
10:02,,,,,"SUB IN by WIDEMAN, LARRY",,,"SUB IN by WIDEMAN, LARRY",2
10:02,,,,,"SUB OUT by FERRARA, KENDREC",,,"SUB OUT by FERRARA, KENDREC",2
10:02,,,,,"SUB OUT by O'NEILL, AARON",,,"SUB OUT by O'NEILL, AARON",2
09:36,,33,,50 (+17),"GOOD JUMPER by WIDEMAN, LARRY",FUR 33-50 (-17),,"GOOD JUMPER by WIDEMAN, LARRY",2
--,,,,,"ASSIST  by EARLY, DOMINIC",,,"ASSIST  by EARLY, DOMINIC",2
09:18,,,,,"FOUL  by WIDEMAN, LARRY",,,"FOUL  by WIDEMAN, LARRY",2
09:18,,,,,"SUB IN by CROONE, STEPHEN",,,"SUB IN by CROONE, STEPHEN",2
09:18,,,,,"SUB OUT by BELFIELD, KEITH",,,"SUB OUT by BELFIELD, KEITH",2
09:14,"TURNOVER  by WILLIAMS, JORDEN",,,,,,,"TURNOVER  by WILLIAMS, JORDEN",2
09:13,,,,,"STEAL  by CROONE, STEPHEN",,,"STEAL  by CROONE, STEPHEN",2
09:11,,,,,"MISS JUMPER by WIDEMAN, LARRY",,,"MISS JUMPER by WIDEMAN, LARRY",2
--,,,,,"REBOUND OFF by EARLY, DOMINIC",,,"REBOUND OFF by EARLY, DOMINIC",2
09:08,"FOUL  by CARTER, KESHONN",,,,,,,"FOUL  by CARTER, KESHONN",2
09:08,,,,,"MISS FT by EARLY, DOMINIC",,,"MISS FT by EARLY, DOMINIC",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:08,,,,,"MISS FT by EARLY, DOMINIC",,,"MISS FT by EARLY, DOMINIC",2
--,"REBOUND DEF by CARTER, KESHONN",,,,,,,"REBOUND DEF by CARTER, KESHONN",2
08:58,"MISS 3PTR by TOME, MATT",,,,,,,"MISS 3PTR by TOME, MATT",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
08:56,"SUB IN by VEAL, ROBERT",,,,,,,"SUB IN by VEAL, ROBERT",2
08:56,"SUB OUT by CARTER, KESHONN",,,,,,,"SUB OUT by CARTER, KESHONN",2
08:56,,,,,"SUB IN by ACOX, KRIS",,,"SUB IN by ACOX, KRIS",2
08:56,,,,,"SUB OUT by EARLY, DOMINIC",,,"SUB OUT by EARLY, DOMINIC",2
08:43,,,,,"TURNOVER  by GATES, WILLIAM",,,"TURNOVER  by GATES, WILLIAM",2
08:43,"SUB IN by BORN, LEO",,,,,,,"SUB IN by BORN, LEO",2
08:43,"SUB OUT by TOME, MATT",,,,,,,"SUB OUT by TOME, MATT",2
08:10,"TURNOVER  by BORN, LEO",,,,,,,"TURNOVER  by BORN, LEO",2
08:09,,,,,"STEAL  by CROONE, STEPHEN",,,"STEAL  by CROONE, STEPHEN",2
08:02,"FOUL  by WILLIAMS, JORDEN",,,,,,,"FOUL  by WILLIAMS, JORDEN",2
08:00,,,,,"MISS LAYUP by WIDEMAN, LARRY",,,"MISS LAYUP by WIDEMAN, LARRY",2
08:00,"BLOCK  by VEAL, ROBERT",,,,,,,"BLOCK  by VEAL, ROBERT",2
--,,,,,"REBOUND OFF by WIDEMAN, LARRY",,,"REBOUND OFF by WIDEMAN, LARRY",2
07:56,,,,,"MISS 3PTR by CROONE, STEPHEN",,,"MISS 3PTR by CROONE, STEPHEN",2
--,,,,,"REBOUND OFF by ACOX, KRIS",,,"REBOUND OFF by ACOX, KRIS",2
07:49,,,,,"MISS JUMPER by WIDEMAN, LARRY",,,"MISS JUMPER by WIDEMAN, LARRY",2
--,,,,,"REBOUND OFF by CROONE, STEPHEN",,,"REBOUND OFF by CROONE, STEPHEN",2
07:45,,33,,52 (+19),"GOOD LAYUP by CROONE, STEPHEN(in the paint)",FUR 33-52 (-19),,"GOOD LAYUP by CROONE, STEPHEN(in the paint)",2
07:25,"TURNOVER  by VEAL, ROBERT",,,,,,,"TURNOVER  by VEAL, ROBERT",2
07:24,,,,,"STEAL  by CHUISSEU, KEVIN",,,"STEAL  by CHUISSEU, KEVIN",2
07:19,,33,,54 (+21),"GOOD LAYUP by GATES, WILLIAM(fastbreak)(in the paint)",FUR 33-54 (-21),,"GOOD LAYUP by GATES, WILLIAM(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by CROONE, STEPHEN",,,"ASSIST  by CROONE, STEPHEN",2
07:19,"FOUL  by WILLIAMS, JORDEN",,,,,,,"FOUL  by WILLIAMS, JORDEN",2
07:19,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
07:19,,,,,"MISS FT by GATES, WILLIAM",,,"MISS FT by GATES, WILLIAM",2
07:19,"SUB IN by CARTER, KESHONN",,,,,,,"SUB IN by CARTER, KESHONN",2
07:19,"SUB OUT by BROWN, SETH",,,,,,,"SUB OUT by BROWN, SETH",2
--,"REBOUND DEF by BROWN, SETH",,,,,,,"REBOUND DEF by BROWN, SETH",2
07:17,,,,,"FOUL  by CHUISSEU, KEVIN",,,"FOUL  by CHUISSEU, KEVIN",2
07:17,"GOOD FT by VEAL, ROBERT",34,,54 (+20),,SEW 34-54 (-20),,"GOOD FT by VEAL, ROBERT",2
07:17,"GOOD FT by VEAL, ROBERT",35,,54 (+19),,SEW 35-54 (-19),,"GOOD FT by VEAL, ROBERT",2
07:17,,,,,"SUB IN by FERRARA, KENDREC",,,"SUB IN by FERRARA, KENDREC",2
07:17,,,,,"SUB OUT by CHUISSEU, KEVIN",,,"SUB OUT by CHUISSEU, KEVIN",2
07:02,"FOUL  by VEAL, ROBERT",,,,,,,"FOUL  by VEAL, ROBERT",2
07:02,,35,,55 (+20),"GOOD FT by WIDEMAN, LARRY",FUR 35-55 (-20),,"GOOD FT by WIDEMAN, LARRY",2
07:02,,,,,"MISS FT by WIDEMAN, LARRY",,,"MISS FT by WIDEMAN, LARRY",2
--,"REBOUND DEF by VEAL, ROBERT",,,,,,,"REBOUND DEF by VEAL, ROBERT",2
06:37,"MISS JUMPER by CARTER, KESHONN",,,,,,,"MISS JUMPER by CARTER, KESHONN",2
--,,,,,"REBOUND DEF by CROONE, STEPHEN",,,"REBOUND DEF by CROONE, STEPHEN",2
06:24,,,,,"MISS 3PTR by WIDEMAN, LARRY",,,"MISS 3PTR by WIDEMAN, LARRY",2
--,"REBOUND DEF by CARTER, KESHONN",,,,,,,"REBOUND DEF by CARTER, KESHONN",2
06:04,"GOOD JUMPER by CARTER, KESHONN",37,,55 (+18),,SEW 37-55 (-18),,"GOOD JUMPER by CARTER, KESHONN",2
--,"ASSIST  by WILLIAMS, JORDEN",,,,,,,"ASSIST  by WILLIAMS, JORDEN",2
05:43,,,,,"TURNOVER  by CROONE, STEPHEN",,,"TURNOVER  by CROONE, STEPHEN",2
05:42,"STEAL  by CARTER, KESHONN",,,,,,,"STEAL  by CARTER, KESHONN",2
05:25,"MISS 3PTR by BORN, LEO",,,,,,,"MISS 3PTR by BORN, LEO",2
--,,,,,"REBOUND DEF by CROONE, STEPHEN",,,"REBOUND DEF by CROONE, STEPHEN",2
05:18,"FOUL  by CARTER, KESHONN",,,,,,,"FOUL  by CARTER, KESHONN",2
05:18,,37,,56 (+19),"GOOD FT by WIDEMAN, LARRY",FUR 37-56 (-19),,"GOOD FT by WIDEMAN, LARRY",2
05:18,,37,,57 (+20),"GOOD FT by WIDEMAN, LARRY",FUR 37-57 (-20),,"GOOD FT by WIDEMAN, LARRY",2
05:18,"SUB IN by TOME, MATT",,,,,,,"SUB IN by TOME, MATT",2
05:18,"SUB IN by NELSON, ANVIL",,,,,,,"SUB IN by NELSON, ANVIL",2
05:18,"SUB IN by BROWN, SETH",,,,,,,"SUB IN by BROWN, SETH",2
05:18,"SUB OUT by BORN, LEO",,,,,,,"SUB OUT by BORN, LEO",2
05:18,"SUB OUT by VEAL, ROBERT",,,,,,,"SUB OUT by VEAL, ROBERT",2
05:18,"SUB OUT by CARTER, KESHONN",,,,,,,"SUB OUT by CARTER, KESHONN",2
05:18,,,,,"SUB IN by RWABIGWI, ADONIS",,,"SUB IN by RWABIGWI, ADONIS",2
05:18,,,,,"SUB IN by O'NEILL, AARON",,,"SUB IN by O'NEILL, AARON",2
05:18,,,,,"SUB OUT by ACOX, KRIS",,,"SUB OUT by ACOX, KRIS",2
05:18,,,,,"SUB OUT by CROONE, STEPHEN",,,"SUB OUT by CROONE, STEPHEN",2
05:04,"GOOD 3PTR by WILLIAMS, JORDEN",40,,57 (+17),,SEW 40-57 (-17),,"GOOD 3PTR by WILLIAMS, JORDEN",2
05:03,,,,,"FOUL  by FERRARA, KENDREC",,,"FOUL  by FERRARA, KENDREC",2
05:03,"GOOD FT by WILLIAMS, JORDEN",41,,57 (+16),,SEW 41-57 (-16),,"GOOD FT by WILLIAMS, JORDEN",2
04:48,,,,,"TURNOVER  by RWABIGWI, ADONIS",,,"TURNOVER  by RWABIGWI, ADONIS",2
04:34,"MISS 3PTR by BROWN, SETH",,,,,,,"MISS 3PTR by BROWN, SETH",2
--,,,,,"REBOUND DEF by FERRARA, KENDREC",,,"REBOUND DEF by FERRARA, KENDREC",2
04:19,"FOUL  by NELSON, ANVIL",,,,,,,"FOUL  by NELSON, ANVIL",2
04:19,,,,,"MISS FT by FERRARA, KENDREC",,,"MISS FT by FERRARA, KENDREC",2
--,,,,,"REBOUND OFF by FERRARA, KENDREC",,,"REBOUND OFF by FERRARA, KENDREC",2
04:17,"FOUL  by NELSON, ANVIL",,,,,,,"FOUL  by NELSON, ANVIL",2
04:17,,41,,58 (+17),"GOOD FT by FERRARA, KENDREC",FUR 41-58 (-17),,"GOOD FT by FERRARA, KENDREC",2
04:17,,41,,59 (+18),"GOOD FT by FERRARA, KENDREC",FUR 41-59 (-18),,"GOOD FT by FERRARA, KENDREC",2
04:04,"GOOD 3PTR by TOME, MATT",44,,59 (+15),,SEW 44-59 (-15),,"GOOD 3PTR by TOME, MATT",2
--,"ASSIST  by BROWN, SETH",,,,,,,"ASSIST  by BROWN, SETH",2
03:46,,,,,"MISS 3PTR by GATES, WILLIAM",,,"MISS 3PTR by GATES, WILLIAM",2
--,"REBOUND DEF by BROWN, SETH",,,,,,,"REBOUND DEF by BROWN, SETH",2
03:15,,,,,"FOUL  by FERRARA, KENDREC",,,"FOUL  by FERRARA, KENDREC",2
03:15,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:15,"GOOD FT by CALDWELL, MARCELLUS",45,,59 (+14),,SEW 45-59 (-14),,"GOOD FT by CALDWELL, MARCELLUS",2
03:15,"GOOD FT by CALDWELL, MARCELLUS",46,,59 (+13),,SEW 46-59 (-13),,"GOOD FT by CALDWELL, MARCELLUS",2
03:15,,,,,"SUB IN by BELFIELD, KEITH",,,"SUB IN by BELFIELD, KEITH",2
03:15,,,,,"SUB OUT by GATES, WILLIAM",,,"SUB OUT by GATES, WILLIAM",2
02:50,,46,,61 (+15),"GOOD LAYUP by BELFIELD, KEITH(in the paint)",FUR 46-61 (-15),,"GOOD LAYUP by BELFIELD, KEITH(in the paint)",2
--,,,,,"ASSIST  by RWABIGWI, ADONIS",,,"ASSIST  by RWABIGWI, ADONIS",2
02:38,"TURNOVER  by NELSON, ANVIL",,,,,,,"TURNOVER  by NELSON, ANVIL",2
02:38,"FOUL  by NELSON, ANVIL",,,,,,,"FOUL  by NELSON, ANVIL",2
02:38,,,,,"SUB IN by CHUISSEU, KEVIN",,,"SUB IN by CHUISSEU, KEVIN",2
02:38,,,,,"SUB OUT by RWABIGWI, ADONIS",,,"SUB OUT by RWABIGWI, ADONIS",2
02:20,,,,,"MISS LAYUP by FERRARA, KENDREC",,,"MISS LAYUP by FERRARA, KENDREC",2
--,,,,,"REBOUND OFF by CHUISSEU, KEVIN",,,"REBOUND OFF by CHUISSEU, KEVIN",2
02:05,,,,,"MISS 3PTR by BELFIELD, KEITH",,,"MISS 3PTR by BELFIELD, KEITH",2
--,"REBOUND DEF by CALDWELL, MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL, MARCELLUS",2
01:54,"GOOD 3PTR by TOME, MATT",49,,61 (+12),,SEW 49-61 (-12),,"GOOD 3PTR by TOME, MATT",2
--,"ASSIST  by WILLIAMS, JORDEN",,,,,,,"ASSIST  by WILLIAMS, JORDEN",2
01:52,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:33,"FOUL  by NELSON, ANVIL",,,,,,,"FOUL  by NELSON, ANVIL",2
01:33,,49,,62 (+13),"GOOD FT by CHUISSEU, KEVIN",FUR 49-62 (-13),,"GOOD FT by CHUISSEU, KEVIN",2
01:33,,49,,63 (+14),"GOOD FT by CHUISSEU, KEVIN",FUR 49-63 (-14),,"GOOD FT by CHUISSEU, KEVIN",2
01:16,"MISS 3PTR by BROWN, SETH",,,,,,,"MISS 3PTR by BROWN, SETH",2
--,"REBOUND OFF by CALDWELL, MARCELLUS",,,,,,,"REBOUND OFF by CALDWELL, MARCELLUS",2
01:10,"MISS 3PTR by BROWN, SETH",,,,,,,"MISS 3PTR by BROWN, SETH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:57,,49,,66 (+17),"GOOD 3PTR by O'NEILL, AARON",FUR 49-66 (-17),,"GOOD 3PTR by O'NEILL, AARON",2
--,,,,,"ASSIST  by CHUISSEU, KEVIN",,,"ASSIST  by CHUISSEU, KEVIN",2
00:27,"MISS 3PTR by TOME, MATT",,,,,,,"MISS 3PTR by TOME, MATT",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
