Time Remaining,UO,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
--,"ASSIST  by RENELIQUE,DARNEL",,,,,,,"ASSIST  by RENELIQUE,DARNEL",2
17:51,"FOUL  by RENELIQUE,DARNEL",,,,,,,"FOUL  by RENELIQUE,DARNEL",2
17:46,,42 (+3),,39,"GOOD 3PTR by BAK,CALVIN",BSC 42-39 (-3),,"GOOD 3PTR by BAK,CALVIN",2
--,,,,,"ASSIST  by O'SULLIVAN,CONOR",,,"ASSIST  by O'SULLIVAN,CONOR",2
17:25,,,,,"FOUL  by SPENCE,BEN",,,"FOUL  by SPENCE,BEN",2
17:25,"MISS FT by RENELIQUE,DARNEL",,,,,,,"MISS FT by RENELIQUE,DARNEL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:25,"GOOD FT by RENELIQUE,DARNEL",43 (+4),,39,,UO 43-39 (-4),,"GOOD FT by RENELIQUE,DARNEL",2
17:00,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",2
--,"REBOUND DEF by BOBO,ZACH",,,,,,,"REBOUND DEF by BOBO,ZACH",2
16:48,"MISS 3PTR by BOBO,ZACH",,,,,,,"MISS 3PTR by BOBO,ZACH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
16:17,,,,,"MISS JUMPER by FITZGERALD,PAUL",,,"MISS JUMPER by FITZGERALD,PAUL",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
16:01,"MISS 3PTR by JOHNSON,BRYSON",,,,,,,"MISS 3PTR by JOHNSON,BRYSON",2
--,"REBOUND OFF by BOBO,ZACH",,,,,,,"REBOUND OFF by BOBO,ZACH",2
15:57,,,,,"FOUL  by FITZGERALD,PAUL",,,"FOUL  by FITZGERALD,PAUL",2
15:56,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:56,"MISS FT by BOBO,ZACH",,,,,,,"MISS FT by BOBO,ZACH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:56,"GOOD FT by BOBO,ZACH",44 (+5),,39,,UO 44-39 (-5),,"GOOD FT by BOBO,ZACH",2
15:56,"SUB IN by BOWMAN,ETHAN",,,,,,,"SUB IN by BOWMAN,ETHAN",2
15:56,"SUB OUT by RENELIQUE,DARNEL",,,,,,,"SUB OUT by RENELIQUE,DARNEL",2
15:38,,44 (+3),,41,"GOOD JUMPER by BAK,CALVIN(in the paint)",BSC 44-41 (-3),,"GOOD JUMPER by BAK,CALVIN(in the paint)",2
15:19,"GOOD JUMPER by DAVIS,JACOBE(in the paint)",46 (+5),,41,,UO 46-41 (-5),,"GOOD JUMPER by DAVIS,JACOBE(in the paint)",2
15:04,"FOUL  by BOBO,ZACH",,,,,,,"FOUL  by BOBO,ZACH",2
15:04,,46 (+4),,42,"GOOD FT by STEWART,CHRISTIAN",BSC 46-42 (-4),,"GOOD FT by STEWART,CHRISTIAN",2
15:04,,,,,"MISS FT by STEWART,CHRISTIAN",,,"MISS FT by STEWART,CHRISTIAN",2
15:04,"SUB IN by HELZER,JAMES",,,,,,,"SUB IN by HELZER,JAMES",2
15:04,"SUB OUT by WILHELM,CORY",,,,,,,"SUB OUT by WILHELM,CORY",2
--,"REBOUND DEF by HELZER,JAMES",,,,,,,"REBOUND DEF by HELZER,JAMES",2
14:47,"TURNOVER  by JOHNSON,BRYSON",,,,,,,"TURNOVER  by JOHNSON,BRYSON",2
14:47,,,,,"STEAL  by BAK,CALVIN",,,"STEAL  by BAK,CALVIN",2
14:42,,,,,"SUB IN by MORRISON,JASON",,,"SUB IN by MORRISON,JASON",2
14:42,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",2
14:42,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",2
14:42,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",2
14:39,,,,,"TURNOVER  by MORRISON,JASON",,,"TURNOVER  by MORRISON,JASON",2
14:39,"STEAL  by DAVIS,JACOBE",,,,,,,"STEAL  by DAVIS,JACOBE",2
14:32,"MISS LAYUP by BOBO,ZACH",,,,,,,"MISS LAYUP by BOBO,ZACH",2
--,"REBOUND OFF by BOBO,ZACH",,,,,,,"REBOUND OFF by BOBO,ZACH",2
14:32,"GOOD LAYUP by BOBO,ZACH(in the paint)",48 (+6),,42,,UO 48-42 (-6),,"GOOD LAYUP by BOBO,ZACH(in the paint)",2
14:32,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",2
14:32,"GOOD FT by BOBO,ZACH",49 (+7),,42,,UO 49-42 (-7),,"GOOD FT by BOBO,ZACH",2
14:16,,,,,"MISS 3PTR by O'SULLIVAN,CONOR",,,"MISS 3PTR by O'SULLIVAN,CONOR",2
--,"REBOUND DEF by BOWMAN,ETHAN",,,,,,,"REBOUND DEF by BOWMAN,ETHAN",2
14:14,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",2
14:14,"SUB IN by WINSTON,CORDY",,,,,,,"SUB IN by WINSTON,CORDY",2
14:14,"SUB OUT by DAVIS,JACOBE",,,,,,,"SUB OUT by DAVIS,JACOBE",2
14:14,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",2
14:14,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
13:50,"GOOD JUMPER by JOHNSON,BRYSON(in the paint)",51 (+9),,42,,UO 51-42 (-9),,"GOOD JUMPER by JOHNSON,BRYSON(in the paint)",2
13:50,,,,,"FOUL  by CHILDERS,JOSH",,,"FOUL  by CHILDERS,JOSH",2
13:50,"GOOD FT by JOHNSON,BRYSON",52 (+10),,42,,UO 52-42 (-10),,"GOOD FT by JOHNSON,BRYSON",2
13:39,,52 (+7),,45,"GOOD 3PTR by MORRISON,JASON",BSC 52-45 (-7),,"GOOD 3PTR by MORRISON,JASON",2
--,,,,,"ASSIST  by GONDA,MATT",,,"ASSIST  by GONDA,MATT",2
13:21,"TURNOVER  by HELZER,JAMES",,,,,,,"TURNOVER  by HELZER,JAMES",2
13:04,,,,,"MISS 3PTR by MORRISON,JASON",,,"MISS 3PTR by MORRISON,JASON",2
--,"REBOUND DEF by WINSTON,CORDY",,,,,,,"REBOUND DEF by WINSTON,CORDY",2
12:55,"GOOD LAYUP by BOBO,ZACH(in the paint)",54 (+9),,45,,UO 54-45 (-9),,"GOOD LAYUP by BOBO,ZACH(in the paint)",2
--,"ASSIST  by WINSTON,CORDY",,,,,,,"ASSIST  by WINSTON,CORDY",2
12:45,"FOUL  by HELZER,JAMES",,,,,,,"FOUL  by HELZER,JAMES",2
12:45,,54 (+8),,46,"GOOD FT by MORRISON,JASON",BSC 54-46 (-8),,"GOOD FT by MORRISON,JASON",2
12:45,,,,,"MISS FT by MORRISON,JASON",,,"MISS FT by MORRISON,JASON",2
12:45,"SUB IN by TURPIN,TIM",,,,,,,"SUB IN by TURPIN,TIM",2
12:45,"SUB OUT by HELZER,JAMES",,,,,,,"SUB OUT by HELZER,JAMES",2
12:45,,,,,"SUB IN by JR,BRUCE BRIGHT",,,"SUB IN by JR,BRUCE BRIGHT",2
12:45,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
--,"REBOUND DEF by BOWMAN,ETHAN",,,,,,,"REBOUND DEF by BOWMAN,ETHAN",2
12:23,"GOOD JUMPER by BOBO,ZACH(in the paint)",56 (+10),,46,,UO 56-46 (-10),,"GOOD JUMPER by BOBO,ZACH(in the paint)",2
12:21,,56 (+8),,48,"GOOD JUMPER by JR,BRUCE BRIGHT(in the paint)",BSC 56-48 (-8),,"GOOD JUMPER by JR,BRUCE BRIGHT(in the paint)",2
12:08,"GOOD JUMPER by BOBO,ZACH(in the paint)",58 (+10),,48,,UO 58-48 (-10),,"GOOD JUMPER by BOBO,ZACH(in the paint)",2
11:40,,,,,"MISS 3PTR by JR,BRUCE BRIGHT",,,"MISS 3PTR by JR,BRUCE BRIGHT",2
--,"REBOUND DEF by WINSTON,CORDY",,,,,,,"REBOUND DEF by WINSTON,CORDY",2
11:36,"MISS JUMPER by BOWMAN,ETHAN",,,,,,,"MISS JUMPER by BOWMAN,ETHAN",2
--,,,,,"REBOUND DEF by CHILDERS,JOSH",,,"REBOUND DEF by CHILDERS,JOSH",2
11:31,"FOUL  by BOBO,ZACH",,,,,,,"FOUL  by BOBO,ZACH",2
11:31,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:31,,58 (+9),,49,"GOOD FT by MORRISON,JASON",BSC 58-49 (-9),,"GOOD FT by MORRISON,JASON",2
11:31,,58 (+8),,50,"GOOD FT by MORRISON,JASON",BSC 58-50 (-8),,"GOOD FT by MORRISON,JASON",2
11:31,"SUB IN by RENELIQUE,DARNEL",,,,,,,"SUB IN by RENELIQUE,DARNEL",2
11:31,"SUB OUT by BOBO,ZACH",,,,,,,"SUB OUT by BOBO,ZACH",2
11:00,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
10:41,,,,,"MISS LAYUP by CHILDERS,JOSH",,,"MISS LAYUP by CHILDERS,JOSH",2
10:41,"BLOCK  by TURPIN,TIM",,,,,,,"BLOCK  by TURPIN,TIM",2
--,"REBOUND DEF by BOWMAN,ETHAN",,,,,,,"REBOUND DEF by BOWMAN,ETHAN",2
10:28,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
10:28,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
10:24,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",2
10:24,"MISS FT by JOHNSON,BRYSON",,,,,,,"MISS FT by JOHNSON,BRYSON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
10:24,"GOOD FT by JOHNSON,BRYSON",59 (+9),,50,,UO 59-50 (-9),,"GOOD FT by JOHNSON,BRYSON",2
10:21,"FOUL  by RENELIQUE,DARNEL",,,,,,,"FOUL  by RENELIQUE,DARNEL",2
10:21,"SUB IN by BOBO,ZACH",,,,,,,"SUB IN by BOBO,ZACH",2
10:21,"SUB OUT by RENELIQUE,DARNEL",,,,,,,"SUB OUT by RENELIQUE,DARNEL",2
10:14,,,,,"MISS JUMPER by MORRISON,JASON",,,"MISS JUMPER by MORRISON,JASON",2
--,"REBOUND DEF by JOHNSON,BRYSON",,,,,,,"REBOUND DEF by JOHNSON,BRYSON",2
10:00,"MISS 3PTR by BOBO,ZACH",,,,,,,"MISS 3PTR by BOBO,ZACH",2
--,,,,,"REBOUND DEF by GONDA,MATT",,,"REBOUND DEF by GONDA,MATT",2
09:53,,59 (+7),,52,"GOOD LAYUP by MORRISON,JASON(fastbreak)(in the paint)",BSC 59-52 (-7),,"GOOD LAYUP by MORRISON,JASON(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GONDA,MATT",,,"ASSIST  by GONDA,MATT",2
09:35,"GOOD 3PTR by WINSTON,CORDY",62 (+10),,52,,UO 62-52 (-10),,"GOOD 3PTR by WINSTON,CORDY",2
--,"ASSIST  by JOHNSON,BRYSON",,,,,,,"ASSIST  by JOHNSON,BRYSON",2
09:33,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
09:33,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
09:33,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",2
09:33,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
09:33,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",2
09:33,,,,,"SUB OUT by JR,BRUCE BRIGHT",,,"SUB OUT by JR,BRUCE BRIGHT",2
09:33,,,,,"SUB OUT by MORRISON,JASON",,,"SUB OUT by MORRISON,JASON",2
09:33,,,,,"SUB OUT by O'SULLIVAN,CONOR",,,"SUB OUT by O'SULLIVAN,CONOR",2
09:09,,,,,"MISS JUMPER by FITZGERALD,PAUL",,,"MISS JUMPER by FITZGERALD,PAUL",2
--,,,,,"REBOUND OFF by GONDA,MATT",,,"REBOUND OFF by GONDA,MATT",2
09:04,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
09:04,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",2
08:40,,62 (+8),,54,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 62-54 (-8),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
08:09,"GOOD 3PTR by JOHNSON,BRYSON",65 (+11),,54,,UO 65-54 (-11),,"GOOD 3PTR by JOHNSON,BRYSON",2
07:42,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:42,"SUB IN by HELZER,JAMES",,,,,,,"SUB IN by HELZER,JAMES",2
07:42,"SUB OUT by TURPIN,TIM",,,,,,,"SUB OUT by TURPIN,TIM",2
07:42,,,,,"SUB IN by O'SULLIVAN,CONOR",,,"SUB IN by O'SULLIVAN,CONOR",2
07:42,,,,,"SUB OUT by GONDA,MATT",,,"SUB OUT by GONDA,MATT",2
07:38,,65 (+9),,56,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 65-56 (-9),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,,,,,"ASSIST  by SPENCE,BEN",,,"ASSIST  by SPENCE,BEN",2
07:14,"MISS JUMPER by JOHNSON,BRYSON",,,,,,,"MISS JUMPER by JOHNSON,BRYSON",2
--,"REBOUND OFF by BOWMAN,ETHAN",,,,,,,"REBOUND OFF by BOWMAN,ETHAN",2
06:54,"FOUL  by HELZER,JAMES",,,,,,,"FOUL  by HELZER,JAMES",2
06:54,,65 (+8),,57,"GOOD FT by STEWART,CHRISTIAN",BSC 65-57 (-8),,"GOOD FT by STEWART,CHRISTIAN",2
06:54,,65 (+7),,58,"GOOD FT by STEWART,CHRISTIAN",BSC 65-58 (-7),,"GOOD FT by STEWART,CHRISTIAN",2
06:54,"SUB IN by WILHELM,CORY",,,,,,,"SUB IN by WILHELM,CORY",2
06:54,"SUB IN by DAVIS,JACOBE",,,,,,,"SUB IN by DAVIS,JACOBE",2
06:54,"SUB OUT by HELZER,JAMES",,,,,,,"SUB OUT by HELZER,JAMES",2
06:54,"SUB OUT by WINSTON,CORDY",,,,,,,"SUB OUT by WINSTON,CORDY",2
06:42,"TURNOVER  by BOBO,ZACH",,,,,,,"TURNOVER  by BOBO,ZACH",2
06:25,,65 (+5),,60,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",BSC 65-60 (-5),,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",2
05:59,"MISS LAYUP by JOHNSON,BRYSON",,,,,,,"MISS LAYUP by JOHNSON,BRYSON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
05:27,,,,,"MISS JUMPER by O'SULLIVAN,CONOR",,,"MISS JUMPER by O'SULLIVAN,CONOR",2
--,"REBOUND DEF by BOWMAN,ETHAN",,,,,,,"REBOUND DEF by BOWMAN,ETHAN",2
05:16,"MISS JUMPER by BOBO,ZACH",,,,,,,"MISS JUMPER by BOBO,ZACH",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
05:14,"SUB IN by RENELIQUE,DARNEL",,,,,,,"SUB IN by RENELIQUE,DARNEL",2
05:14,"SUB OUT by BOWMAN,ETHAN",,,,,,,"SUB OUT by BOWMAN,ETHAN",2
05:14,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",2
05:14,,,,,"SUB OUT by O'SULLIVAN,CONOR",,,"SUB OUT by O'SULLIVAN,CONOR",2
05:03,"GOOD 3PTR by BOBO,ZACH",68 (+8),,60,,UO 68-60 (-8),,"GOOD 3PTR by BOBO,ZACH",2
--,"ASSIST  by DAVIS,JACOBE",,,,,,,"ASSIST  by DAVIS,JACOBE",2
04:51,,68 (+5),,63,"GOOD 3PTR by BAK,CALVIN",BSC 68-63 (-5),,"GOOD 3PTR by BAK,CALVIN",2
--,,,,,"ASSIST  by GONDA,MATT",,,"ASSIST  by GONDA,MATT",2
04:36,,,,,"FOUL  by BAK,CALVIN",,,"FOUL  by BAK,CALVIN",2
04:36,"GOOD FT by DAVIS,JACOBE",69 (+6),,63,,UO 69-63 (-6),,"GOOD FT by DAVIS,JACOBE",2
04:36,"GOOD FT by DAVIS,JACOBE",70 (+7),,63,,UO 70-63 (-7),,"GOOD FT by DAVIS,JACOBE",2
04:11,,,,,"MISS LAYUP by STEWART,CHRISTIAN",,,"MISS LAYUP by STEWART,CHRISTIAN",2
--,"REBOUND DEF by BOBO,ZACH",,,,,,,"REBOUND DEF by BOBO,ZACH",2
04:06,"GOOD JUMPER by DAVIS,JACOBE(fastbreak)(in the paint)",72 (+9),,63,,UO 72-63 (-9),,"GOOD JUMPER by DAVIS,JACOBE(fastbreak)(in the paint)",2
--,"ASSIST  by BOBO,ZACH",,,,,,,"ASSIST  by BOBO,ZACH",2
04:06,,,,,"FOUL  by GONDA,MATT",,,"FOUL  by GONDA,MATT",2
04:06,"GOOD FT by DAVIS,JACOBE",73 (+10),,63,,UO 73-63 (-10),,"GOOD FT by DAVIS,JACOBE",2
04:00,,,,,"MISS 3PTR by FITZGERALD,PAUL",,,"MISS 3PTR by FITZGERALD,PAUL",2
--,"REBOUND DEF by JOHNSON,BRYSON",,,,,,,"REBOUND DEF by JOHNSON,BRYSON",2
03:54,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:54,,,,,"SUB IN by O'SULLIVAN,CONOR",,,"SUB IN by O'SULLIVAN,CONOR",2
03:54,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",2
03:43,,,,,"MISS 3PTR by GONDA,MATT",,,"MISS 3PTR by GONDA,MATT",2
--,"REBOUND DEF by WILHELM,CORY",,,,,,,"REBOUND DEF by WILHELM,CORY",2
03:34,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",2
03:34,"MISS FT by JOHNSON,BRYSON",,,,,,,"MISS FT by JOHNSON,BRYSON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:34,"GOOD FT by JOHNSON,BRYSON",74 (+11),,63,,UO 74-63 (-11),,"GOOD FT by JOHNSON,BRYSON",2
03:25,,74 (+9),,65,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 74-65 (-9),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,,,,,"ASSIST  by SPENCE,BEN",,,"ASSIST  by SPENCE,BEN",2
02:54,"TURNOVER  by JOHNSON,BRYSON",,,,,,,"TURNOVER  by JOHNSON,BRYSON",2
02:54,,,,,"STEAL  by STEWART,CHRISTIAN",,,"STEAL  by STEWART,CHRISTIAN",2
02:40,,,,,"MISS LAYUP by STEWART,CHRISTIAN",,,"MISS LAYUP by STEWART,CHRISTIAN",2
--,"REBOUND DEF by BOBO,ZACH",,,,,,,"REBOUND DEF by BOBO,ZACH",2
02:17,"MISS JUMPER by DAVIS,JACOBE",,,,,,,"MISS JUMPER by DAVIS,JACOBE",2
--,,,,,"REBOUND DEF by BAK,CALVIN",,,"REBOUND DEF by BAK,CALVIN",2
02:17,"FOUL  by WILHELM,CORY",,,,,,,"FOUL  by WILHELM,CORY",2
02:17,,74 (+8),,66,"GOOD FT by BAK,CALVIN",BSC 74-66 (-8),,"GOOD FT by BAK,CALVIN",2
02:17,,,,,"MISS FT by BAK,CALVIN",,,"MISS FT by BAK,CALVIN",2
--,"REBOUND DEF by BOBO,ZACH",,,,,,,"REBOUND DEF by BOBO,ZACH",2
02:08,"GOOD LAYUP by DAVIS,JACOBE(in the paint)",76 (+10),,66,,UO 76-66 (-10),,"GOOD LAYUP by DAVIS,JACOBE(in the paint)",2
--,"ASSIST  by JOHNSON,BRYSON",,,,,,,"ASSIST  by JOHNSON,BRYSON",2
01:44,,,,,"MISS LAYUP by STEWART,CHRISTIAN",,,"MISS LAYUP by STEWART,CHRISTIAN",2
--,"REBOUND DEF by BOBO,ZACH",,,,,,,"REBOUND DEF by BOBO,ZACH",2
01:34,"TURNOVER  by BOBO,ZACH",,,,,,,"TURNOVER  by BOBO,ZACH",2
01:34,,,,,"STEAL  by STEWART,CHRISTIAN",,,"STEAL  by STEWART,CHRISTIAN",2
01:32,,,,,"TURNOVER  by STEWART,CHRISTIAN",,,"TURNOVER  by STEWART,CHRISTIAN",2
01:29,"GOOD LAYUP by WILHELM,CORY(in the paint)",78 (+12),,66,,UO 78-66 (-12),,"GOOD LAYUP by WILHELM,CORY(in the paint)",2
--,"ASSIST  by BOBO,ZACH",,,,,,,"ASSIST  by BOBO,ZACH",2
01:18,,,,,"MISS 3PTR by SPENCE,BEN",,,"MISS 3PTR by SPENCE,BEN",2
--,"REBOUND DEF by WILHELM,CORY",,,,,,,"REBOUND DEF by WILHELM,CORY",2
01:15,,,,,"FOUL  by BAK,CALVIN",,,"FOUL  by BAK,CALVIN",2
01:15,"GOOD FT by WILHELM,CORY",79 (+13),,66,,UO 79-66 (-13),,"GOOD FT by WILHELM,CORY",2
01:15,"MISS FT by WILHELM,CORY",,,,,,,"MISS FT by WILHELM,CORY",2
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",2
01:07,,79 (+10),,69,"GOOD 3PTR by BAK,CALVIN",BSC 79-69 (-10),,"GOOD 3PTR by BAK,CALVIN",2
--,,,,,"ASSIST  by SPENCE,BEN",,,"ASSIST  by SPENCE,BEN",2
01:03,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:03,"SUB IN by BOWMAN,ETHAN",,,,,,,"SUB IN by BOWMAN,ETHAN",2
01:03,"SUB IN by HELZER,JAMES",,,,,,,"SUB IN by HELZER,JAMES",2
01:03,"SUB IN by WINSTON,CORDY",,,,,,,"SUB IN by WINSTON,CORDY",2
01:03,"SUB OUT by WILHELM,CORY",,,,,,,"SUB OUT by WILHELM,CORY",2
01:03,"SUB OUT by RENELIQUE,DARNEL",,,,,,,"SUB OUT by RENELIQUE,DARNEL",2
01:03,"SUB OUT by JOHNSON,BRYSON",,,,,,,"SUB OUT by JOHNSON,BRYSON",2
01:03,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",2
01:03,,,,,"SUB OUT by O'SULLIVAN,CONOR",,,"SUB OUT by O'SULLIVAN,CONOR",2
00:59,,,,,"FOUL  by SPENCE,BEN",,,"FOUL  by SPENCE,BEN",2
00:59,"GOOD FT by DAVIS,JACOBE",80 (+11),,69,,UO 80-69 (-11),,"GOOD FT by DAVIS,JACOBE",2
00:59,"GOOD FT by DAVIS,JACOBE",81 (+12),,69,,UO 81-69 (-12),,"GOOD FT by DAVIS,JACOBE",2
00:59,"SUB IN by WILHELM,CORY",,,,,,,"SUB IN by WILHELM,CORY",2
00:59,"SUB IN by RENELIQUE,DARNEL",,,,,,,"SUB IN by RENELIQUE,DARNEL",2
00:59,"SUB IN by JOHNSON,BRYSON",,,,,,,"SUB IN by JOHNSON,BRYSON",2
00:59,"SUB OUT by BOWMAN,ETHAN",,,,,,,"SUB OUT by BOWMAN,ETHAN",2
00:59,"SUB OUT by HELZER,JAMES",,,,,,,"SUB OUT by HELZER,JAMES",2
00:59,"SUB OUT by WINSTON,CORDY",,,,,,,"SUB OUT by WINSTON,CORDY",2
00:52,,81 (+10),,71,"GOOD LAYUP by BAK,CALVIN(in the paint)",BSC 81-71 (-10),,"GOOD LAYUP by BAK,CALVIN(in the paint)",2
--,,,,,"ASSIST  by GONDA,MATT",,,"ASSIST  by GONDA,MATT",2
00:45,,,,,"FOUL  by BAK,CALVIN",,,"FOUL  by BAK,CALVIN",2
00:45,"GOOD FT by DAVIS,JACOBE",82 (+11),,71,,UO 82-71 (-11),,"GOOD FT by DAVIS,JACOBE",2
00:45,"GOOD FT by DAVIS,JACOBE",83 (+12),,71,,UO 83-71 (-12),,"GOOD FT by DAVIS,JACOBE",2
00:35,,83 (+10),,73,"GOOD JUMPER by GONDA,MATT(in the paint)",BSC 83-73 (-10),,"GOOD JUMPER by GONDA,MATT(in the paint)",2
00:30,,,,,"FOUL  by FITZGERALD,PAUL",,,"FOUL  by FITZGERALD,PAUL",2
00:30,"GOOD FT by JOHNSON,BRYSON",84 (+11),,73,,UO 84-73 (-11),,"GOOD FT by JOHNSON,BRYSON",2
00:30,"GOOD FT by JOHNSON,BRYSON",85 (+12),,73,,UO 85-73 (-12),,"GOOD FT by JOHNSON,BRYSON",2
00:30,"SUB IN by TURPIN,TIM",,,,,,,"SUB IN by TURPIN,TIM",2
00:30,"SUB OUT by WILHELM,CORY",,,,,,,"SUB OUT by WILHELM,CORY",2
00:26,,85 (+9),,76,"GOOD 3PTR by BAK,CALVIN",BSC 85-76 (-9),,"GOOD 3PTR by BAK,CALVIN",2
00:25,,,,,"FOUL  by SPENCE,BEN",,,"FOUL  by SPENCE,BEN",2
00:25,"MISS FT by JOHNSON,BRYSON",,,,,,,"MISS FT by JOHNSON,BRYSON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:25,"GOOD FT by JOHNSON,BRYSON",86 (+10),,76,,UO 86-76 (-10),,"GOOD FT by JOHNSON,BRYSON",2
00:25,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:19,,86 (+7),,79,"GOOD 3PTR by BAK,CALVIN",BSC 86-79 (-7),,"GOOD 3PTR by BAK,CALVIN",2
00:18,,,,,"FOUL  by SPENCE,BEN",,,"FOUL  by SPENCE,BEN",2
00:17,"GOOD FT by JOHNSON,BRYSON",87 (+8),,79,,UO 87-79 (-8),,"GOOD FT by JOHNSON,BRYSON",2
00:17,"GOOD FT by JOHNSON,BRYSON",88 (+9),,79,,UO 88-79 (-9),,"GOOD FT by JOHNSON,BRYSON",2
00:12,"FOUL  by DAVIS,JACOBE",,,,,,,"FOUL  by DAVIS,JACOBE",2
00:12,,88 (+8),,80,"GOOD FT by FITZGERALD,PAUL",BSC 88-80 (-8),,"GOOD FT by FITZGERALD,PAUL",2
00:12,,88 (+7),,81,"GOOD FT by FITZGERALD,PAUL",BSC 88-81 (-7),,"GOOD FT by FITZGERALD,PAUL",2
