Time Remaining,DALLAS-M,Away Team Score,Play Team Indicator,Home Team Score,HC-MBK,Game Score,Team Indicator,Play,Period
13:01,"SUB OUT by BOYLE,JACK",,,,,,,"SUB OUT by BOYLE,JACK",2
13:01,,,,,"SUB IN by MCMULLIN,COLTON",,,"SUB IN by MCMULLIN,COLTON",2
13:01,,,,,"SUB IN by WEAVER,BRADEN",,,"SUB IN by WEAVER,BRADEN",2
13:01,,,,,"SUB IN by KRONENBERGER,BEAU",,,"SUB IN by KRONENBERGER,BEAU",2
13:01,,,,,"SUB IN by RYAN,JONATHAN",,,"SUB IN by RYAN,JONATHAN",2
13:01,,,,,"SUB IN by EDWARDS,LANDON",,,"SUB IN by EDWARDS,LANDON",2
13:01,,,,,"SUB OUT by SQUIRES,CALEB",,,"SUB OUT by SQUIRES,CALEB",2
13:01,,,,,"SUB OUT by PARKS,JACKSON",,,"SUB OUT by PARKS,JACKSON",2
13:01,,,,,"SUB OUT by BERRY,COLTEN",,,"SUB OUT by BERRY,COLTEN",2
13:01,,,,,"SUB OUT by COLLIER,CRAIG",,,"SUB OUT by COLLIER,CRAIG",2
13:01,,,,,"SUB OUT by DEITHLOFF,TYLER",,,"SUB OUT by DEITHLOFF,TYLER",2
12:41,,49 (+12),,37,"GOOD 3PTR by RYAN,JONATHAN",HC-MBK 49-37 (-12),,"GOOD 3PTR by RYAN,JONATHAN",2
12:11,"MISS LAYUP by TOUSSAINT,LETRELL",,,,,,,"MISS LAYUP by TOUSSAINT,LETRELL",2
--,"REBOUND OFF by GIUNTA,JACOB",,,,,,,"REBOUND OFF by GIUNTA,JACOB",2
12:08,,,,,"FOUL  by KRONENBERGER,BEAU",,,"FOUL  by KRONENBERGER,BEAU",2
12:08,"MISS FT by GIUNTA,JACOB",,,,,,,"MISS FT by GIUNTA,JACOB",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:08,"GOOD FT by GIUNTA,JACOB",50 (+13),,37,,DALLAS-M 50-37 (-13),,"GOOD FT by GIUNTA,JACOB",2
11:53,,50 (+11),,39,"GOOD LAYUP by RYAN,JONATHAN(in the paint)",HC-MBK 50-39 (-11),,"GOOD LAYUP by RYAN,JONATHAN(in the paint)",2
11:23,"MISS LAYUP by OLMSTED,JOHNY",,,,,,,"MISS LAYUP by OLMSTED,JOHNY",2
--,,,,,"REBOUND DEF by EDWARDS,LANDON",,,"REBOUND DEF by EDWARDS,LANDON",2
11:23,"FOUL  by TOUSSAINT,LETRELL",,,,,,,"FOUL  by TOUSSAINT,LETRELL",2
11:23,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
11:23,"SUB IN by BOYLE,JACK",,,,,,,"SUB IN by BOYLE,JACK",2
11:23,"SUB OUT by TOUSSAINT,LETRELL",,,,,,,"SUB OUT by TOUSSAINT,LETRELL",2
11:09,,,,,"MISS LAYUP by RYAN,JONATHAN",,,"MISS LAYUP by RYAN,JONATHAN",2
--,"REBOUND DEF by BOYLE,JACK",,,,,,,"REBOUND DEF by BOYLE,JACK",2
10:54,"MISS LAYUP by BOYLE,JACK",,,,,,,"MISS LAYUP by BOYLE,JACK",2
--,,,,,"REBOUND DEF by WEAVER,BRADEN",,,"REBOUND DEF by WEAVER,BRADEN",2
10:37,,,,,"MISS LAYUP by EDWARDS,LANDON",,,"MISS LAYUP by EDWARDS,LANDON",2
10:37,"BLOCK  by BOYLE,JACK",,,,,,,"BLOCK  by BOYLE,JACK",2
--,"REBOUND DEF by BOYLE,JACK",,,,,,,"REBOUND DEF by BOYLE,JACK",2
10:26,,,,,"FOUL  by EDWARDS,LANDON",,,"FOUL  by EDWARDS,LANDON",2
10:26,"GOOD FT by GIUNTA,JACOB",51 (+12),,39,,DALLAS-M 51-39 (-12),,"GOOD FT by GIUNTA,JACOB",2
10:26,"MISS FT by GIUNTA,JACOB",,,,,,,"MISS FT by GIUNTA,JACOB",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
10:26,,,,,"SUB IN by DEITHLOFF,TYLER",,,"SUB IN by DEITHLOFF,TYLER",2
10:26,,,,,"SUB OUT by EDWARDS,LANDON",,,"SUB OUT by EDWARDS,LANDON",2
10:16,,51 (+9),,42,"GOOD 3PTR by KRONENBERGER,BEAU",HC-MBK 51-42 (-9),,"GOOD 3PTR by KRONENBERGER,BEAU",2
--,,,,,"ASSIST  by MCMULLIN,COLTON",,,"ASSIST  by MCMULLIN,COLTON",2
09:55,"GOOD JUMPER by OLMSTED,JOHNY",53 (+11),,42,,DALLAS-M 53-42 (-11),,"GOOD JUMPER by OLMSTED,JOHNY",2
09:41,,53 (+9),,44,"GOOD LAYUP by MCMULLIN,COLTON(in the paint)",HC-MBK 53-44 (-9),,"GOOD LAYUP by MCMULLIN,COLTON(in the paint)",2
09:06,"GOOD JUMPER by OLMSTED,JOHNY",55 (+11),,44,,DALLAS-M 55-44 (-11),,"GOOD JUMPER by OLMSTED,JOHNY",2
08:54,,,,,"MISS LAYUP by WEAVER,BRADEN",,,"MISS LAYUP by WEAVER,BRADEN",2
--,"REBOUND DEF by OLMSTED,ZAC",,,,,,,"REBOUND DEF by OLMSTED,ZAC",2
08:44,"MISS 3PTR by GIUNTA,JACOB",,,,,,,"MISS 3PTR by GIUNTA,JACOB",2
--,,,,,"REBOUND DEF by DEITHLOFF,TYLER",,,"REBOUND DEF by DEITHLOFF,TYLER",2
08:33,,,,,"MISS 3PTR by KRONENBERGER,BEAU",,,"MISS 3PTR by KRONENBERGER,BEAU",2
--,"REBOUND DEF by BOYLE,JACK",,,,,,,"REBOUND DEF by BOYLE,JACK",2
08:22,"TURNOVER  by OLMSTED,JOHNY",,,,,,,"TURNOVER  by OLMSTED,JOHNY",2
08:17,,,,,"MISS JUMPER by MCMULLIN,COLTON",,,"MISS JUMPER by MCMULLIN,COLTON",2
--,,,,,"REBOUND OFF by MCMULLIN,COLTON",,,"REBOUND OFF by MCMULLIN,COLTON",2
08:07,"FOUL  by OLMSTED,ZAC",,,,,,,"FOUL  by OLMSTED,ZAC",2
08:07,"SUB IN by TOUSSAINT,LETRELL",,,,,,,"SUB IN by TOUSSAINT,LETRELL",2
08:07,"SUB IN by MILES,JAXON",,,,,,,"SUB IN by MILES,JAXON",2
08:07,"SUB OUT by HOLLOWAY,MATT",,,,,,,"SUB OUT by HOLLOWAY,MATT",2
08:07,"SUB OUT by GIUNTA,JACOB",,,,,,,"SUB OUT by GIUNTA,JACOB",2
08:07,,,,,"SUB IN by SQUIRES,CALEB",,,"SUB IN by SQUIRES,CALEB",2
08:07,,,,,"SUB IN by BERRY,COLTEN",,,"SUB IN by BERRY,COLTEN",2
08:07,,,,,"SUB OUT by WEAVER,BRADEN",,,"SUB OUT by WEAVER,BRADEN",2
08:07,,,,,"SUB OUT by KRONENBERGER,BEAU",,,"SUB OUT by KRONENBERGER,BEAU",2
08:06,"FOUL  by TOUSSAINT,LETRELL",,,,,,,"FOUL  by TOUSSAINT,LETRELL",2
08:01,,55 (+9),,46,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",HC-MBK 55-46 (-9),,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",2
07:50,"MISS 3PTR by OLMSTED,JOHNY",,,,,,,"MISS 3PTR by OLMSTED,JOHNY",2
--,,,,,"REBOUND DEF by BERRY,COLTEN",,,"REBOUND DEF by BERRY,COLTEN",2
07:45,,,,,"TURNOVER  by BERRY,COLTEN",,,"TURNOVER  by BERRY,COLTEN",2
07:43,"STEAL  by BOYLE,JACK",,,,,,,"STEAL  by BOYLE,JACK",2
07:42,"GOOD LAYUP by BOYLE,JACK(in the paint)",57 (+11),,46,,DALLAS-M 57-46 (-11),,"GOOD LAYUP by BOYLE,JACK(in the paint)",2
07:27,,,,,"MISS 3PTR by MCMULLIN,COLTON",,,"MISS 3PTR by MCMULLIN,COLTON",2
--,"REBOUND DEF by BOYLE,JACK",,,,,,,"REBOUND DEF by BOYLE,JACK",2
07:18,"GOOD LAYUP by MILES,JAXON(in the paint)",59 (+13),,46,,DALLAS-M 59-46 (-13),,"GOOD LAYUP by MILES,JAXON(in the paint)",2
--,"ASSIST  by BOYLE,JACK",,,,,,,"ASSIST  by BOYLE,JACK",2
07:03,,59 (+11),,48,"GOOD LAYUP by MCMULLIN,COLTON(in the paint)",HC-MBK 59-48 (-11),,"GOOD LAYUP by MCMULLIN,COLTON(in the paint)",2
--,,,,,"ASSIST  by DEITHLOFF,TYLER",,,"ASSIST  by DEITHLOFF,TYLER",2
06:47,,,,,"FOUL  by RYAN,JONATHAN",,,"FOUL  by RYAN,JONATHAN",2
06:47,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:36,,,,,"FOUL  by DEITHLOFF,TYLER",,,"FOUL  by DEITHLOFF,TYLER",2
06:36,"MISS FT by TOUSSAINT,LETRELL",,,,,,,"MISS FT by TOUSSAINT,LETRELL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:36,"MISS FT by TOUSSAINT,LETRELL",,,,,,,"MISS FT by TOUSSAINT,LETRELL",2
--,,,,,"REBOUND DEF by BERRY,COLTEN",,,"REBOUND DEF by BERRY,COLTEN",2
06:17,,,,,"MISS LAYUP by RYAN,JONATHAN",,,"MISS LAYUP by RYAN,JONATHAN",2
--,"REBOUND DEF by TOUSSAINT,LETRELL",,,,,,,"REBOUND DEF by TOUSSAINT,LETRELL",2
06:06,"GOOD LAYUP by TOUSSAINT,LETRELL(in the paint)",61 (+13),,48,,DALLAS-M 61-48 (-13),,"GOOD LAYUP by TOUSSAINT,LETRELL(in the paint)",2
05:34,,61 (+11),,50,"GOOD JUMPER by MCMULLIN,COLTON",HC-MBK 61-50 (-11),,"GOOD JUMPER by MCMULLIN,COLTON",2
05:09,"MISS JUMPER by BOYLE,JACK",,,,,,,"MISS JUMPER by BOYLE,JACK",2
--,,,,,"REBOUND DEF by BERRY,COLTEN",,,"REBOUND DEF by BERRY,COLTEN",2
05:01,"FOUL  by MILES,JAXON",,,,,,,"FOUL  by MILES,JAXON",2
04:47,,,,,"MISS JUMPER by SQUIRES,CALEB",,,"MISS JUMPER by SQUIRES,CALEB",2
--,"REBOUND DEF by MILES,JAXON",,,,,,,"REBOUND DEF by MILES,JAXON",2
04:35,"GOOD 3PTR by OLMSTED,ZAC",64 (+14),,50,,DALLAS-M 64-50 (-14),,"GOOD 3PTR by OLMSTED,ZAC",2
--,"ASSIST  by BOYLE,JACK",,,,,,,"ASSIST  by BOYLE,JACK",2
04:32,,,,,"SUB IN by PARKS,JACKSON",,,"SUB IN by PARKS,JACKSON",2
04:32,,,,,"SUB OUT by RYAN,JONATHAN",,,"SUB OUT by RYAN,JONATHAN",2
04:16,,,,,"MISS JUMPER by DEITHLOFF,TYLER",,,"MISS JUMPER by DEITHLOFF,TYLER",2
--,"REBOUND DEF by BOYLE,JACK",,,,,,,"REBOUND DEF by BOYLE,JACK",2
03:51,"MISS LAYUP by BOYLE,JACK",,,,,,,"MISS LAYUP by BOYLE,JACK",2
--,"REBOUND OFF by BOYLE,JACK",,,,,,,"REBOUND OFF by BOYLE,JACK",2
03:47,"TURNOVER  by BOYLE,JACK",,,,,,,"TURNOVER  by BOYLE,JACK",2
03:45,,,,,"STEAL  by DEITHLOFF,TYLER",,,"STEAL  by DEITHLOFF,TYLER",2
03:30,,64 (+12),,52,"GOOD LAYUP by BERRY,COLTEN(in the paint)",HC-MBK 64-52 (-12),,"GOOD LAYUP by BERRY,COLTEN(in the paint)",2
--,,,,,"ASSIST  by DEITHLOFF,TYLER",,,"ASSIST  by DEITHLOFF,TYLER",2
03:28,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:28,"SUB IN by HOLLOWAY,MATT",,,,,,,"SUB IN by HOLLOWAY,MATT",2
03:28,"SUB OUT by MILES,JAXON",,,,,,,"SUB OUT by MILES,JAXON",2
02:59,"GOOD JUMPER by HOLLOWAY,MATT",66 (+14),,52,,DALLAS-M 66-52 (-14),,"GOOD JUMPER by HOLLOWAY,MATT",2
02:49,,,,,"TURNOVER  by MCMULLIN,COLTON",,,"TURNOVER  by MCMULLIN,COLTON",2
02:43,"TURNOVER  by OLMSTED,JOHNY",,,,,,,"TURNOVER  by OLMSTED,JOHNY",2
02:39,,,,,"STEAL  by PARKS,JACKSON",,,"STEAL  by PARKS,JACKSON",2
02:37,,,,,"MISS LAYUP by DEITHLOFF,TYLER",,,"MISS LAYUP by DEITHLOFF,TYLER",2
02:37,"BLOCK  by TOUSSAINT,LETRELL",,,,,,,"BLOCK  by TOUSSAINT,LETRELL",2
--,"REBOUND DEF by TOUSSAINT,LETRELL",,,,,,,"REBOUND DEF by TOUSSAINT,LETRELL",2
02:17,"TURNOVER  by OLMSTED,ZAC",,,,,,,"TURNOVER  by OLMSTED,ZAC",2
02:14,,,,,"STEAL  by SQUIRES,CALEB",,,"STEAL  by SQUIRES,CALEB",2
02:05,"FOUL  by OLMSTED,JOHNY",,,,,,,"FOUL  by OLMSTED,JOHNY",2
02:00,,,,,"TURNOVER  by PARKS,JACKSON",,,"TURNOVER  by PARKS,JACKSON",2
01:42,"MISS LAYUP by OLMSTED,JOHNY",,,,,,,"MISS LAYUP by OLMSTED,JOHNY",2
01:42,,,,,"BLOCK  by SQUIRES,CALEB",,,"BLOCK  by SQUIRES,CALEB",2
--,,,,,"REBOUND DEF by DEITHLOFF,TYLER",,,"REBOUND DEF by DEITHLOFF,TYLER",2
01:36,,,,,"MISS 3PTR by SQUIRES,CALEB",,,"MISS 3PTR by SQUIRES,CALEB",2
--,"REBOUND DEF by BOYLE,JACK",,,,,,,"REBOUND DEF by BOYLE,JACK",2
01:23,,,,,"FOUL  by MCMULLIN,COLTON",,,"FOUL  by MCMULLIN,COLTON",2
01:23,"GOOD FT by HOLLOWAY,MATT",67 (+15),,52,,DALLAS-M 67-52 (-15),,"GOOD FT by HOLLOWAY,MATT",2
01:23,"GOOD FT by HOLLOWAY,MATT",68 (+16),,52,,DALLAS-M 68-52 (-16),,"GOOD FT by HOLLOWAY,MATT",2
01:17,,,,,"MISS 3PTR by DEITHLOFF,TYLER",,,"MISS 3PTR by DEITHLOFF,TYLER",2
--,"REBOUND DEF by TOUSSAINT,LETRELL",,,,,,,"REBOUND DEF by TOUSSAINT,LETRELL",2
00:55,"MISS LAYUP by TOUSSAINT,LETRELL",,,,,,,"MISS LAYUP by TOUSSAINT,LETRELL",2
--,,,,,"REBOUND DEF by DEITHLOFF,TYLER",,,"REBOUND DEF by DEITHLOFF,TYLER",2
00:50,,,,,"TURNOVER  by SQUIRES,CALEB",,,"TURNOVER  by SQUIRES,CALEB",2
00:50,"SUB IN by PIZANA,AARON",,,,,,,"SUB IN by PIZANA,AARON",2
00:50,"SUB IN by LEFTWICH,JAMAL",,,,,,,"SUB IN by LEFTWICH,JAMAL",2
00:50,"SUB IN by WILLIAMS,TJ",,,,,,,"SUB IN by WILLIAMS,TJ",2
00:50,"SUB IN by DWYER,BLAKE",,,,,,,"SUB IN by DWYER,BLAKE",2
00:50,"SUB IN by BRUNO,ALEX",,,,,,,"SUB IN by BRUNO,ALEX",2
00:50,"SUB OUT by OLMSTED,ZAC",,,,,,,"SUB OUT by OLMSTED,ZAC",2
00:50,"SUB OUT by BOYLE,JACK",,,,,,,"SUB OUT by BOYLE,JACK",2
00:50,"SUB OUT by OLMSTED,JOHNY",,,,,,,"SUB OUT by OLMSTED,JOHNY",2
00:50,"SUB OUT by TOUSSAINT,LETRELL",,,,,,,"SUB OUT by TOUSSAINT,LETRELL",2
00:50,"SUB OUT by HOLLOWAY,MATT",,,,,,,"SUB OUT by HOLLOWAY,MATT",2
00:50,,,,,"SUB IN by GIBSON,JASON",,,"SUB IN by GIBSON,JASON",2
00:50,,,,,"SUB OUT by DEITHLOFF,TYLER",,,"SUB OUT by DEITHLOFF,TYLER",2
00:30,"MISS 3PTR by LEFTWICH,JAMAL",,,,,,,"MISS 3PTR by LEFTWICH,JAMAL",2
--,"REBOUND OFF by PIZANA,AARON",,,,,,,"REBOUND OFF by PIZANA,AARON",2
00:22,"MISS LAYUP by BRUNO,ALEX",,,,,,,"MISS LAYUP by BRUNO,ALEX",2
--,,,,,"REBOUND DEF by SQUIRES,CALEB",,,"REBOUND DEF by SQUIRES,CALEB",2
00:02,"FOUL  by DWYER,BLAKE",,,,,,,"FOUL  by DWYER,BLAKE",2
00:00,,,,,"MISS JUMPER by GIBSON,JASON",,,"MISS JUMPER by GIBSON,JASON",2
--,,,,,"REBOUND OFF by SQUIRES,CALEB",,,"REBOUND OFF by SQUIRES,CALEB",2
