Time Remaining,Hend,Away Team Score,Play Team Indicator,Home Team Score,ETBU,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by COBB,DANIEL",,,,,,,"REBOUND DEF by COBB,DANIEL",2
18:10,"TURNOVER  by COBB,DANIEL",,,,,,,"TURNOVER  by COBB,DANIEL",2
18:10,,,,,"STEAL  by ELZY,RYAN",,,"STEAL  by ELZY,RYAN",2
18:07,,,,,"TURNOVER  by ELZY,RYAN",,,"TURNOVER  by ELZY,RYAN",2
18:07,"STEAL  by BERRY,COLTEN",,,,,,,"STEAL  by BERRY,COLTEN",2
18:02,"TURNOVER  by MCMULLIN,COLTON",,,,,,,"TURNOVER  by MCMULLIN,COLTON",2
18:02,,,,,"STEAL  by ELZY,RYAN",,,"STEAL  by ELZY,RYAN",2
17:39,,29,,52 (+23),"GOOD JUMPER by MOORE,DARRY",ETBU 29-52 (-23),,"GOOD JUMPER by MOORE,DARRY",2
--,,,,,"ASSIST  by CHARLES,KEVIN",,,"ASSIST  by CHARLES,KEVIN",2
17:24,"GOOD 3PTR by MCMULLIN,COLTON",32,,52 (+20),,Hend 32-52 (-20),,"GOOD 3PTR by MCMULLIN,COLTON",2
--,"ASSIST  by COBB,DANIEL",,,,,,,"ASSIST  by COBB,DANIEL",2
17:05,,,,,"MISS JUMPER by CHARLES,KEVIN",,,"MISS JUMPER by CHARLES,KEVIN",2
--,"REBOUND DEF by COBB,DANIEL",,,,,,,"REBOUND DEF by COBB,DANIEL",2
16:52,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",34,,52 (+18),,Hend 34-52 (-18),,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",2
--,"ASSIST  by SQUIRES,CALEB",,,,,,,"ASSIST  by SQUIRES,CALEB",2
16:52,,,,,"SUB OUT by ELZY,RYAN",,,"SUB OUT by ELZY,RYAN",2
16:52,,,,,"SUB IN by CONNER,JADEN",,,"SUB IN by CONNER,JADEN",2
16:41,"FOUL  by BERRY,COLTEN",,,,,,,"FOUL  by BERRY,COLTEN",2
16:41,"SUB OUT by BERRY,COLTEN",,,,,,,"SUB OUT by BERRY,COLTEN",2
16:41,"SUB IN by PATTON,LUKE",,,,,,,"SUB IN by PATTON,LUKE",2
16:37,,,,,"TURNOVER  by CHARLES,KEVIN",,,"TURNOVER  by CHARLES,KEVIN",2
16:16,,,,,"FOUL  by CONNER,JADEN",,,"FOUL  by CONNER,JADEN",2
16:13,"GOOD LAYUP by PATTON,LUKE(in the paint)",36,,52 (+16),,Hend 36-52 (-16),,"GOOD LAYUP by PATTON,LUKE(in the paint)",2
--,"ASSIST  by COBB,DANIEL",,,,,,,"ASSIST  by COBB,DANIEL",2
15:48,,,,,"MISS LAYUP by MOORE,DARRY(in the paint)",,,"MISS LAYUP by MOORE,DARRY(in the paint)",2
--,"REBOUND DEF by PATTON,LUKE",,,,,,,"REBOUND DEF by PATTON,LUKE",2
15:28,"TURNOVER  by PATTON,LUKE",,,,,,,"TURNOVER  by PATTON,LUKE",2
15:28,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:28,,,,,"SUB OUT by WILLIAMS,JAYDEN",,,"SUB OUT by WILLIAMS,JAYDEN",2
15:28,,,,,"SUB OUT by LABEAUD,KURT",,,"SUB OUT by LABEAUD,KURT",2
15:28,,,,,"SUB OUT by CHARLES,KEVIN",,,"SUB OUT by CHARLES,KEVIN",2
15:28,,,,,"SUB IN by STUTTS,SKYLER",,,"SUB IN by STUTTS,SKYLER",2
15:28,,,,,"SUB IN by ELZY,RYAN",,,"SUB IN by ELZY,RYAN",2
15:28,,,,,"SUB IN by MCDOWELL,MARTIN",,,"SUB IN by MCDOWELL,MARTIN",2
15:13,,36,,54 (+18),"GOOD LAYUP by CONNER,JADEN(in the paint)",ETBU 36-54 (-18),,"GOOD LAYUP by CONNER,JADEN(in the paint)",2
14:47,"TURNOVER  by SQUIRES,CALEB",,,,,,,"TURNOVER  by SQUIRES,CALEB",2
14:47,,,,,"STEAL  by ELZY,RYAN",,,"STEAL  by ELZY,RYAN",2
14:42,,36,,56 (+20),"GOOD DUNK by MOORE,DARRY(fastbreak)(in the paint)",ETBU 36-56 (-20),,"GOOD DUNK by MOORE,DARRY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by ELZY,RYAN",,,"ASSIST  by ELZY,RYAN",2
14:31,"GOOD LAYUP by PATTON,LUKE(in the paint)",38,,56 (+18),,Hend 38-56 (-18),,"GOOD LAYUP by PATTON,LUKE(in the paint)",2
--,"ASSIST  by SQUIRES,CALEB",,,,,,,"ASSIST  by SQUIRES,CALEB",2
14:14,,,,,"TURNOVER  by MCDOWELL,MARTIN",,,"TURNOVER  by MCDOWELL,MARTIN",2
14:14,"STEAL  by DEITHLOFF,TYLER",,,,,,,"STEAL  by DEITHLOFF,TYLER",2
14:02,"TURNOVER  by DEITHLOFF,TYLER",,,,,,,"TURNOVER  by DEITHLOFF,TYLER",2
14:02,,,,,"SUB OUT by MOORE,DARRY",,,"SUB OUT by MOORE,DARRY",2
14:02,,,,,"SUB OUT by STUTTS,SKYLER",,,"SUB OUT by STUTTS,SKYLER",2
14:02,,,,,"SUB IN by CHARLES,KEVIN",,,"SUB IN by CHARLES,KEVIN",2
14:02,,,,,"SUB IN by ROBERTS,MICHAEL",,,"SUB IN by ROBERTS,MICHAEL",2
14:02,"SUB OUT by COBB,DANIEL",,,,,,,"SUB OUT by COBB,DANIEL",2
14:02,"SUB OUT by MCMULLIN,COLTON",,,,,,,"SUB OUT by MCMULLIN,COLTON",2
14:02,"SUB IN by RYAN,JONATHAN",,,,,,,"SUB IN by RYAN,JONATHAN",2
14:02,"SUB IN by TORRES,JADEN",,,,,,,"SUB IN by TORRES,JADEN",2
13:46,,,,,"MISS 3PTR by MCDOWELL,MARTIN",,,"MISS 3PTR by MCDOWELL,MARTIN",2
--,,,,,"REBOUND OFF by ELZY,RYAN",,,"REBOUND OFF by ELZY,RYAN",2
13:41,,,,,"MISS LAYUP by ELZY,RYAN(in the paint)",,,"MISS LAYUP by ELZY,RYAN(in the paint)",2
13:41,"BLOCK  by RYAN,JONATHAN",,,,,,,"BLOCK  by RYAN,JONATHAN",2
--,,,,,"REBOUND OFF by ELZY,RYAN",,,"REBOUND OFF by ELZY,RYAN",2
13:38,,,,,"MISS LAYUP by CHARLES,KEVIN(in the paint)",,,"MISS LAYUP by CHARLES,KEVIN(in the paint)",2
--,"REBOUND DEF by RYAN,JONATHAN",,,,,,,"REBOUND DEF by RYAN,JONATHAN",2
13:29,"MISS JUMPER by SQUIRES,CALEB(in the paint)",,,,,,,"MISS JUMPER by SQUIRES,CALEB(in the paint)",2
--,,,,,"REBOUND DEF by ROBERTS,MICHAEL",,,"REBOUND DEF by ROBERTS,MICHAEL",2
13:11,,,,,"MISS LAYUP by ROBERTS,MICHAEL(in the paint)",,,"MISS LAYUP by ROBERTS,MICHAEL(in the paint)",2
--,"REBOUND DEF by RYAN,JONATHAN",,,,,,,"REBOUND DEF by RYAN,JONATHAN",2
12:56,"GOOD LAYUP by TORRES,JADEN(in the paint)",40,,56 (+16),,Hend 40-56 (-16),,"GOOD LAYUP by TORRES,JADEN(in the paint)",2
12:56,,,,,"FOUL  by CHARLES,KEVIN",,,"FOUL  by CHARLES,KEVIN",2
12:56,"SUB OUT by DEITHLOFF,TYLER",,,,,,,"SUB OUT by DEITHLOFF,TYLER",2
12:56,"SUB IN by MAYO,DREW",,,,,,,"SUB IN by MAYO,DREW",2
12:56,,,,,"SUB OUT by ELZY,RYAN",,,"SUB OUT by ELZY,RYAN",2
12:56,,,,,"SUB IN by WILLIAMS,JAYDEN",,,"SUB IN by WILLIAMS,JAYDEN",2
12:56,"GOOD FT by TORRES,JADEN",41,,56 (+15),,Hend 41-56 (-15),,"GOOD FT by TORRES,JADEN",2
12:28,,,,,"MISS 3PTR by MCDOWELL,MARTIN",,,"MISS 3PTR by MCDOWELL,MARTIN",2
--,,,,,"REBOUND OFF by ROBERTS,MICHAEL",,,"REBOUND OFF by ROBERTS,MICHAEL",2
12:16,,,,,"MISS LAYUP by WILLIAMS,JAYDEN(in the paint)",,,"MISS LAYUP by WILLIAMS,JAYDEN(in the paint)",2
--,"REBOUND DEF by MAYO,DREW",,,,,,,"REBOUND DEF by MAYO,DREW",2
12:13,"TURNOVER  by TORRES,JADEN",,,,,,,"TURNOVER  by TORRES,JADEN",2
12:13,,,,,"SUB OUT by ROBERTS,MICHAEL",,,"SUB OUT by ROBERTS,MICHAEL",2
12:13,,,,,"SUB IN by MOORE,DARRY",,,"SUB IN by MOORE,DARRY",2
12:12,,,,,"FOUL  by MOORE,DARRY",,,"FOUL  by MOORE,DARRY",2
12:12,,,,,"TURNOVER  by MOORE,DARRY",,,"TURNOVER  by MOORE,DARRY",2
11:50,"MISS JUMPER by SQUIRES,CALEB(in the paint)",,,,,,,"MISS JUMPER by SQUIRES,CALEB(in the paint)",2
--,,,,,"REBOUND DEF by CHARLES,KEVIN",,,"REBOUND DEF by CHARLES,KEVIN",2
11:41,,41,,59 (+18),"GOOD 3PTR by WILLIAMS,JAYDEN",ETBU 41-59 (-18),,"GOOD 3PTR by WILLIAMS,JAYDEN",2
--,,,,,"ASSIST  by CHARLES,KEVIN",,,"ASSIST  by CHARLES,KEVIN",2
11:19,"MISS LAYUP by PATTON,LUKE(in the paint)",,,,,,,"MISS LAYUP by PATTON,LUKE(in the paint)",2
--,,,,,"REBOUND DEF by WILLIAMS,JAYDEN",,,"REBOUND DEF by WILLIAMS,JAYDEN",2
11:02,,,,,"TURNOVER  by MOORE,DARRY",,,"TURNOVER  by MOORE,DARRY",2
11:02,"STEAL  by SQUIRES,CALEB",,,,,,,"STEAL  by SQUIRES,CALEB",2
10:54,"TURNOVER  by SQUIRES,CALEB",,,,,,,"TURNOVER  by SQUIRES,CALEB",2
10:54,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
10:54,"SUB OUT by SQUIRES,CALEB",,,,,,,"SUB OUT by SQUIRES,CALEB",2
10:54,"SUB OUT by PATTON,LUKE",,,,,,,"SUB OUT by PATTON,LUKE",2
10:54,"SUB IN by WEAVER,BRADEN",,,,,,,"SUB IN by WEAVER,BRADEN",2
10:54,"SUB IN by BERRY,COLTEN",,,,,,,"SUB IN by BERRY,COLTEN",2
10:37,,41,,61 (+20),"GOOD LAYUP by WILLIAMS,JAYDEN(in the paint)",ETBU 41-61 (-20),,"GOOD LAYUP by WILLIAMS,JAYDEN(in the paint)",2
10:37,"FOUL  by TORRES,JADEN",,,,,,,"FOUL  by TORRES,JADEN",2
10:37,,41,,62 (+21),"GOOD FT by WILLIAMS,JAYDEN",ETBU 41-62 (-21),,"GOOD FT by WILLIAMS,JAYDEN",2
10:37,"SUB OUT by TORRES,JADEN",,,,,,,"SUB OUT by TORRES,JADEN",2
10:37,"SUB IN by COBB,DANIEL",,,,,,,"SUB IN by COBB,DANIEL",2
10:12,"MISS LAYUP by COBB,DANIEL(in the paint)",,,,,,,"MISS LAYUP by COBB,DANIEL(in the paint)",2
--,,,,,"REBOUND DEF by MOORE,DARRY",,,"REBOUND DEF by MOORE,DARRY",2
10:06,,,,,"TURNOVER  by WILLIAMS,JAYDEN",,,"TURNOVER  by WILLIAMS,JAYDEN",2
10:06,"STEAL  by COBB,DANIEL",,,,,,,"STEAL  by COBB,DANIEL",2
09:57,"GOOD DUNK by BERRY,COLTEN(in the paint)",43,,62 (+19),,Hend 43-62 (-19),,"GOOD DUNK by BERRY,COLTEN(in the paint)",2
--,"ASSIST  by COBB,DANIEL",,,,,,,"ASSIST  by COBB,DANIEL",2
09:36,"FOUL  by RYAN,JONATHAN",,,,,,,"FOUL  by RYAN,JONATHAN",2
09:36,"SUB OUT by RYAN,JONATHAN",,,,,,,"SUB OUT by RYAN,JONATHAN",2
09:36,"SUB IN by MCMULLIN,COLTON",,,,,,,"SUB IN by MCMULLIN,COLTON",2
09:27,,,,,"MISS JUMPER by CHARLES,KEVIN(in the paint)",,,"MISS JUMPER by CHARLES,KEVIN(in the paint)",2
--,,,,,"REBOUND OFF by MOORE,DARRY",,,"REBOUND OFF by MOORE,DARRY",2
09:21,,,,,"MISS 3PTR by MCDOWELL,MARTIN",,,"MISS 3PTR by MCDOWELL,MARTIN",2
--,,,,,"REBOUND OFF by CONNER,JADEN",,,"REBOUND OFF by CONNER,JADEN",2
09:03,,,,,"MISS LAYUP by CHARLES,KEVIN(in the paint)",,,"MISS LAYUP by CHARLES,KEVIN(in the paint)",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
09:02,,,,,"SUB OUT by CHARLES,KEVIN",,,"SUB OUT by CHARLES,KEVIN",2
09:02,,,,,"SUB IN by ROBERTS,MICHAEL",,,"SUB IN by ROBERTS,MICHAEL",2
08:54,"GOOD 3PTR by MAYO,DREW",46,,62 (+16),,Hend 46-62 (-16),,"GOOD 3PTR by MAYO,DREW",2
--,"ASSIST  by MCMULLIN,COLTON",,,,,,,"ASSIST  by MCMULLIN,COLTON",2
08:27,,,,,"TURNOVER  by MCDOWELL,MARTIN",,,"TURNOVER  by MCDOWELL,MARTIN",2
08:27,"STEAL  by MAYO,DREW",,,,,,,"STEAL  by MAYO,DREW",2
08:19,"MISS LAYUP by MCMULLIN,COLTON(in the paint)",,,,,,,"MISS LAYUP by MCMULLIN,COLTON(in the paint)",2
--,,,,,"REBOUND DEF by MOORE,DARRY",,,"REBOUND DEF by MOORE,DARRY",2
08:01,,,,,"MISS 3PTR by ROBERTS,MICHAEL",,,"MISS 3PTR by ROBERTS,MICHAEL",2
--,,,,,"REBOUND OFF by CONNER,JADEN",,,"REBOUND OFF by CONNER,JADEN",2
07:59,"FOUL  by COBB,DANIEL",,,,,,,"FOUL  by COBB,DANIEL",2
07:59,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:49,,,,,"FOUL  by ROBERTS,MICHAEL",,,"FOUL  by ROBERTS,MICHAEL",2
07:49,,,,,"TURNOVER  by ROBERTS,MICHAEL",,,"TURNOVER  by ROBERTS,MICHAEL",2
07:49,,,,,"SUB OUT by ROBERTS,MICHAEL",,,"SUB OUT by ROBERTS,MICHAEL",2
07:49,,,,,"SUB IN by CHARLES,KEVIN",,,"SUB IN by CHARLES,KEVIN",2
07:45,"TURNOVER  by WEAVER,BRADEN",,,,,,,"TURNOVER  by WEAVER,BRADEN",2
07:45,,,,,"STEAL  by WILLIAMS,JAYDEN",,,"STEAL  by WILLIAMS,JAYDEN",2
07:24,,,,,"TURNOVER  by MCDOWELL,MARTIN",,,"TURNOVER  by MCDOWELL,MARTIN",2
07:24,"STEAL  by WEAVER,BRADEN",,,,,,,"STEAL  by WEAVER,BRADEN",2
06:59,"MISS 3PTR by MAYO,DREW",,,,,,,"MISS 3PTR by MAYO,DREW",2
--,,,,,"REBOUND DEF by CHARLES,KEVIN",,,"REBOUND DEF by CHARLES,KEVIN",2
06:42,,,,,"MISS 3PTR by WILLIAMS,JAYDEN",,,"MISS 3PTR by WILLIAMS,JAYDEN",2
--,"REBOUND DEF by WEAVER,BRADEN",,,,,,,"REBOUND DEF by WEAVER,BRADEN",2
06:27,"MISS JUMPER by BERRY,COLTEN",,,,,,,"MISS JUMPER by BERRY,COLTEN",2
--,,,,,"REBOUND DEF by CHARLES,KEVIN",,,"REBOUND DEF by CHARLES,KEVIN",2
06:21,"FOUL  by WEAVER,BRADEN",,,,,,,"FOUL  by WEAVER,BRADEN",2
06:21,,,,,"SUB OUT by MCDOWELL,MARTIN",,,"SUB OUT by MCDOWELL,MARTIN",2
06:21,,,,,"SUB IN by LABEAUD,KURT",,,"SUB IN by LABEAUD,KURT",2
06:21,"SUB OUT by WEAVER,BRADEN",,,,,,,"SUB OUT by WEAVER,BRADEN",2
06:21,"SUB OUT by MCMULLIN,COLTON",,,,,,,"SUB OUT by MCMULLIN,COLTON",2
06:21,"SUB IN by SQUIRES,CALEB",,,,,,,"SUB IN by SQUIRES,CALEB",2
06:21,"SUB IN by DEITHLOFF,TYLER",,,,,,,"SUB IN by DEITHLOFF,TYLER",2
05:58,,,,,"TURNOVER  by LABEAUD,KURT",,,"TURNOVER  by LABEAUD,KURT",2
05:58,"STEAL  by BERRY,COLTEN",,,,,,,"STEAL  by BERRY,COLTEN",2
05:49,,,,,"SUB OUT by LABEAUD,KURT",,,"SUB OUT by LABEAUD,KURT",2
05:49,,,,,"SUB IN by ELZY,RYAN",,,"SUB IN by ELZY,RYAN",2
05:49,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:49,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
05:39,,,,,"FOUL  by CONNER,JADEN",,,"FOUL  by CONNER,JADEN",2
05:39,"GOOD FT by SQUIRES,CALEB",47,,62 (+15),,Hend 47-62 (-15),,"GOOD FT by SQUIRES,CALEB",2
05:39,"GOOD FT by SQUIRES,CALEB",48,,62 (+14),,Hend 48-62 (-14),,"GOOD FT by SQUIRES,CALEB",2
05:22,,48,,64 (+16),"GOOD JUMPER by ELZY,RYAN(in the paint)",ETBU 48-64 (-16),,"GOOD JUMPER by ELZY,RYAN(in the paint)",2
05:12,"TURNOVER  by COBB,DANIEL",,,,,,,"TURNOVER  by COBB,DANIEL",2
05:12,,,,,"STEAL  by ELZY,RYAN",,,"STEAL  by ELZY,RYAN",2
04:56,,48,,66 (+18),"GOOD LAYUP by CONNER,JADEN(in the paint)",ETBU 48-66 (-18),,"GOOD LAYUP by CONNER,JADEN(in the paint)",2
04:31,"MISS 3PTR by COBB,DANIEL",,,,,,,"MISS 3PTR by COBB,DANIEL",2
--,,,,,"REBOUND DEF by MOORE,DARRY",,,"REBOUND DEF by MOORE,DARRY",2
04:20,"FOUL  by MAYO,DREW",,,,,,,"FOUL  by MAYO,DREW",2
04:20,,48,,67 (+19),"GOOD FT by CONNER,JADEN",ETBU 48-67 (-19),,"GOOD FT by CONNER,JADEN",2
04:20,,48,,68 (+20),"GOOD FT by CONNER,JADEN",ETBU 48-68 (-20),,"GOOD FT by CONNER,JADEN",2
04:20,"SUB OUT by MAYO,DREW",,,,,,,"SUB OUT by MAYO,DREW",2
04:20,"SUB IN by MCMULLIN,COLTON",,,,,,,"SUB IN by MCMULLIN,COLTON",2
04:00,"MISS JUMPER by MCMULLIN,COLTON(in the paint)",,,,,,,"MISS JUMPER by MCMULLIN,COLTON(in the paint)",2
--,,,,,"REBOUND DEF by WILLIAMS,JAYDEN",,,"REBOUND DEF by WILLIAMS,JAYDEN",2
03:48,,48,,71 (+23),"GOOD 3PTR by ELZY,RYAN",ETBU 48-71 (-23),,"GOOD 3PTR by ELZY,RYAN",2
--,,,,,"ASSIST  by WILLIAMS,JAYDEN",,,"ASSIST  by WILLIAMS,JAYDEN",2
03:25,"MISS 3PTR by MCMULLIN,COLTON",,,,,,,"MISS 3PTR by MCMULLIN,COLTON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
03:24,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:24,,,,,"SUB OUT by MOORE,DARRY",,,"SUB OUT by MOORE,DARRY",2
03:24,,,,,"SUB OUT by CHARLES,KEVIN",,,"SUB OUT by CHARLES,KEVIN",2
03:24,,,,,"SUB IN by ROBERTS,MICHAEL",,,"SUB IN by ROBERTS,MICHAEL",2
03:24,,,,,"SUB IN by STUTTS,SKYLER",,,"SUB IN by STUTTS,SKYLER",2
03:13,"TURNOVER  by BERRY,COLTEN",,,,,,,"TURNOVER  by BERRY,COLTEN",2
03:13,,,,,"STEAL  by ELZY,RYAN",,,"STEAL  by ELZY,RYAN",2
03:09,,48,,73 (+25),"GOOD LAYUP by WILLIAMS,JAYDEN(fastbreak)(in the paint)",ETBU 48-73 (-25),,"GOOD LAYUP by WILLIAMS,JAYDEN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by CONNER,JADEN",,,"ASSIST  by CONNER,JADEN",2
02:57,"GOOD LAYUP by COBB,DANIEL(in the paint)",50,,73 (+23),,Hend 50-73 (-23),,"GOOD LAYUP by COBB,DANIEL(in the paint)",2
02:57,,,,,"SUB OUT by WILLIAMS,JAYDEN",,,"SUB OUT by WILLIAMS,JAYDEN",2
02:57,,,,,"SUB OUT by ELZY,RYAN",,,"SUB OUT by ELZY,RYAN",2
02:57,,,,,"SUB IN by LABEAUD,KURT",,,"SUB IN by LABEAUD,KURT",2
02:57,,,,,"SUB IN by MCDOWELL,MARTIN",,,"SUB IN by MCDOWELL,MARTIN",2
02:57,"SUB OUT by COBB,DANIEL",,,,,,,"SUB OUT by COBB,DANIEL",2
02:57,"SUB OUT by SQUIRES,CALEB",,,,,,,"SUB OUT by SQUIRES,CALEB",2
02:57,"SUB OUT by MCMULLIN,COLTON",,,,,,,"SUB OUT by MCMULLIN,COLTON",2
02:57,"SUB OUT by BERRY,COLTEN",,,,,,,"SUB OUT by BERRY,COLTEN",2
02:57,"SUB OUT by DEITHLOFF,TYLER",,,,,,,"SUB OUT by DEITHLOFF,TYLER",2
02:57,"SUB IN by BOWER,CARSON",,,,,,,"SUB IN by BOWER,CARSON",2
02:57,"SUB IN by RYAN,GRAYSON",,,,,,,"SUB IN by RYAN,GRAYSON",2
02:57,"SUB IN by SAVARIO,JACK",,,,,,,"SUB IN by SAVARIO,JACK",2
02:57,"SUB IN by EDWARDS,LANDON",,,,,,,"SUB IN by EDWARDS,LANDON",2
02:57,"SUB IN by GIBSON,JASON",,,,,,,"SUB IN by GIBSON,JASON",2
02:28,,,,,"MISS 3PTR by ROBERTS,MICHAEL",,,"MISS 3PTR by ROBERTS,MICHAEL",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
02:25,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:12,"GOOD JUMPER by RYAN,GRAYSON(in the paint)",52,,73 (+21),,Hend 52-73 (-21),,"GOOD JUMPER by RYAN,GRAYSON(in the paint)",2
01:49,,52,,75 (+23),"GOOD LAYUP by ROBERTS,MICHAEL(in the paint)",ETBU 52-75 (-23),,"GOOD LAYUP by ROBERTS,MICHAEL(in the paint)",2
--,,,,,"ASSIST  by CONNER,JADEN",,,"ASSIST  by CONNER,JADEN",2
01:35,"MISS JUMPER by SAVARIO,JACK(in the paint)",,,,,,,"MISS JUMPER by SAVARIO,JACK(in the paint)",2
--,,,,,"REBOUND DEF by STUTTS,SKYLER",,,"REBOUND DEF by STUTTS,SKYLER",2
01:13,,52,,77 (+25),"GOOD LAYUP by STUTTS,SKYLER(in the paint)",ETBU 52-77 (-25),,"GOOD LAYUP by STUTTS,SKYLER(in the paint)",2
--,,,,,"ASSIST  by MCDOWELL,MARTIN",,,"ASSIST  by MCDOWELL,MARTIN",2
01:04,,,,,"FOUL  by LABEAUD,KURT",,,"FOUL  by LABEAUD,KURT",2
01:04,,,,,"SUB OUT by CONNER,JADEN",,,"SUB OUT by CONNER,JADEN",2
01:04,,,,,"SUB IN by NYANG,BOLL",,,"SUB IN by NYANG,BOLL",2
00:55,"TURNOVER  by GIBSON,JASON",,,,,,,"TURNOVER  by GIBSON,JASON",2
00:55,,,,,"STEAL  by MCDOWELL,MARTIN",,,"STEAL  by MCDOWELL,MARTIN",2
00:51,,52,,79 (+27),"GOOD DUNK by ROBERTS,MICHAEL(fastbreak)(in the paint)",ETBU 52-79 (-27),,"GOOD DUNK by ROBERTS,MICHAEL(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by MCDOWELL,MARTIN",,,"ASSIST  by MCDOWELL,MARTIN",2
00:34,"GOOD JUMPER by RYAN,GRAYSON",54,,79 (+25),,Hend 54-79 (-25),,"GOOD JUMPER by RYAN,GRAYSON",2
00:32,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:32,,,,,"SUB OUT by LABEAUD,KURT",,,"SUB OUT by LABEAUD,KURT",2
00:32,,,,,"SUB IN by RUSSELL,MASON",,,"SUB IN by RUSSELL,MASON",2
00:32,"SUB OUT by RYAN,GRAYSON",,,,,,,"SUB OUT by RYAN,GRAYSON",2
00:32,"SUB OUT by SAVARIO,JACK",,,,,,,"SUB OUT by SAVARIO,JACK",2
00:32,"SUB OUT by EDWARDS,LANDON",,,,,,,"SUB OUT by EDWARDS,LANDON",2
00:32,"SUB IN by TSCHURR,SKY",,,,,,,"SUB IN by TSCHURR,SKY",2
00:32,"SUB IN by LIKENS,HOUSTON",,,,,,,"SUB IN by LIKENS,HOUSTON",2
00:32,"SUB IN by WADE,COLIN",,,,,,,"SUB IN by WADE,COLIN",2
00:15,,,,,"MISS 3PTR by RUSSELL,MASON",,,"MISS 3PTR by RUSSELL,MASON",2
--,"REBOUND DEF by TSCHURR,SKY",,,,,,,"REBOUND DEF by TSCHURR,SKY",2
00:10,"MISS JUMPER by TSCHURR,SKY",,,,,,,"MISS JUMPER by TSCHURR,SKY",2
--,"REBOUND OFF by LIKENS,HOUSTON",,,,,,,"REBOUND OFF by LIKENS,HOUSTON",2
00:06,"MISS LAYUP by LIKENS,HOUSTON(in the paint)",,,,,,,"MISS LAYUP by LIKENS,HOUSTON(in the paint)",2
--,,,,,"REBOUND DEF by ROBERTS,MICHAEL",,,"REBOUND DEF by ROBERTS,MICHAEL",2
