Time Remaining,CENTRE-M,Away Team Score,Play Team Indicator,Home Team Score,SUMB,Game Score,Team Indicator,Play,Period
15:54,"GOOD JUMPER by SPITZER,JAKOB(in the paint)",50 (+14),,36,,CENTRE-M 50-36 (+14),,"GOOD JUMPER by SPITZER,JAKOB(in the paint)",2
15:38,,,,,"TURNOVER  by BENDINGFIELD,ROBERT",,,"TURNOVER  by BENDINGFIELD,ROBERT",2
15:37,"STEAL  by SPITZER,JAKOB",,,,,,,"STEAL  by SPITZER,JAKOB",2
15:35,"GOOD LAYUP by WALKER,ART(fastbreak)(in the paint)",52 (+16),,36,,CENTRE-M 52-36 (+16),,"GOOD LAYUP by WALKER,ART(fastbreak)(in the paint)",2
--,"ASSIST  by SPITZER,JAKOB",,,,,,,"ASSIST  by SPITZER,JAKOB",2
15:24,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:01,,52 (+13),,39,"GOOD 3PTR by GARI,XAVIER",SUMB 52-39 (+13),,"GOOD 3PTR by GARI,XAVIER",2
--,,,,,"ASSIST  by MONTGOMERY,MARCUS",,,"ASSIST  by MONTGOMERY,MARCUS",2
14:44,"MISS 3PTR by WALKER,ART",,,,,,,"MISS 3PTR by WALKER,ART",2
--,,,,,"REBOUND DEF by TRIBBLE,BRIAN",,,"REBOUND DEF by TRIBBLE,BRIAN",2
14:21,"FOUL  by RAKES,BAILEY",,,,,,,"FOUL  by RAKES,BAILEY",2
14:21,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",2
14:21,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
14:12,,52 (+10),,42,"GOOD 3PTR by GARI,XAVIER",SUMB 52-42 (+10),,"GOOD 3PTR by GARI,XAVIER",2
--,,,,,"ASSIST  by TRIBBLE,BRIAN",,,"ASSIST  by TRIBBLE,BRIAN",2
13:42,"TURNOVER  by SPITZER,JAKOB",,,,,,,"TURNOVER  by SPITZER,JAKOB",2
13:42,,,,,"STEAL  by GARI,XAVIER",,,"STEAL  by GARI,XAVIER",2
13:25,"FOUL  by WILLIAMS,JALEN",,,,,,,"FOUL  by WILLIAMS,JALEN",2
13:25,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",2
13:25,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",2
13:25,"SUB IN by PURVIS,KC",,,,,,,"SUB IN by PURVIS,KC",2
13:25,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",2
13:25,"SUB OUT by SPITZER,JAKOB",,,,,,,"SUB OUT by SPITZER,JAKOB",2
13:25,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",2
13:25,,,,,"SUB IN by AMANOR,TROY",,,"SUB IN by AMANOR,TROY",2
13:25,,,,,"SUB OUT by WARREN,BRAEDEN",,,"SUB OUT by WARREN,BRAEDEN",2
13:21,,52 (+8),,44,"GOOD JUMPER by TRIBBLE,BRIAN",SUMB 52-44 (+8),,"GOOD JUMPER by TRIBBLE,BRIAN",2
12:59,"GOOD LAYUP by BATES,JACOB(in the paint)",54 (+10),,44,,CENTRE-M 54-44 (+10),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
12:40,,54 (+8),,46,"GOOD LAYUP by TOLIVER,TEFRELL(in the paint)",SUMB 54-46 (+8),,"GOOD LAYUP by TOLIVER,TEFRELL(in the paint)",2
--,,,,,"ASSIST  by TRIBBLE,BRIAN",,,"ASSIST  by TRIBBLE,BRIAN",2
12:40,"FOUL  by BATES,JACOB",,,,,,,"FOUL  by BATES,JACOB",2
12:40,,54 (+7),,47,"GOOD FT by TOLIVER,TEFRELL",SUMB 54-47 (+7),,"GOOD FT by TOLIVER,TEFRELL",2
12:15,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",2
12:15,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",2
12:11,"GOOD LAYUP by BATES,JACOB(in the paint)",56 (+9),,47,,CENTRE-M 56-47 (+9),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
--,"ASSIST  by BAUGHMAN,CARTER",,,,,,,"ASSIST  by BAUGHMAN,CARTER",2
12:01,"FOUL  by PURVIS,KC",,,,,,,"FOUL  by PURVIS,KC",2
12:01,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",2
12:01,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
11:53,"FOUL  by AYERS,PERRY",,,,,,,"FOUL  by AYERS,PERRY",2
11:53,,,,,"MISS FT by TRIBBLE,BRIAN",,,"MISS FT by TRIBBLE,BRIAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:53,,56 (+8),,48,"GOOD FT by TRIBBLE,BRIAN",SUMB 56-48 (+8),,"GOOD FT by TRIBBLE,BRIAN",2
11:34,"GOOD LAYUP by BATES,JACOB(in the paint)",58 (+10),,48,,CENTRE-M 58-48 (+10),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
11:34,,,,,"FOUL  by AMANOR,TROY",,,"FOUL  by AMANOR,TROY",2
11:34,"MISS FT by BATES,JACOB",,,,,,,"MISS FT by BATES,JACOB",2
--,,,,,"REBOUND DEF by AMANOR,TROY",,,"REBOUND DEF by AMANOR,TROY",2
11:34,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",2
11:34,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",2
11:17,,,,,"MISS JUMPER by TRIBBLE,BRIAN",,,"MISS JUMPER by TRIBBLE,BRIAN",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
10:53,,,,,"FOUL  by GARI,XAVIER",,,"FOUL  by GARI,XAVIER",2
10:53,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",2
10:53,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",2
10:53,,,,,"SUB IN by TRIBBLE,BRIAN",,,"SUB IN by TRIBBLE,BRIAN",2
10:53,,,,,"SUB OUT by BENDINGFIELD,ROBERT",,,"SUB OUT by BENDINGFIELD,ROBERT",2
10:48,,,,,"FOUL  by GARI,XAVIER",,,"FOUL  by GARI,XAVIER",2
10:48,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",2
10:48,"SUB OUT by PURVIS,KC",,,,,,,"SUB OUT by PURVIS,KC",2
10:48,,,,,"SUB IN by WEATHERS,CLAYTE",,,"SUB IN by WEATHERS,CLAYTE",2
10:48,,,,,"SUB OUT by TOLIVER,TEFRELL",,,"SUB OUT by TOLIVER,TEFRELL",2
10:47,"GOOD LAYUP by BATES,JACOB(in the paint)",60 (+12),,48,,CENTRE-M 60-48 (+12),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
--,"ASSIST  by AYERS,PERRY",,,,,,,"ASSIST  by AYERS,PERRY",2
10:41,,,,,"TURNOVER  by AMANOR,TROY",,,"TURNOVER  by AMANOR,TROY",2
10:39,"STEAL  by AYERS,PERRY",,,,,,,"STEAL  by AYERS,PERRY",2
10:22,"MISS LAYUP by BATES,JACOB",,,,,,,"MISS LAYUP by BATES,JACOB",2
10:22,,,,,"BLOCK  by GARI,XAVIER",,,"BLOCK  by GARI,XAVIER",2
--,"REBOUND OFF by BATES,JACOB",,,,,,,"REBOUND OFF by BATES,JACOB",2
10:19,"TURNOVER  by BATES,JACOB",,,,,,,"TURNOVER  by BATES,JACOB",2
10:03,,60 (+10),,50,"GOOD LAYUP by MONTGOMERY,MARCUS(in the paint)",SUMB 60-50 (+10),,"GOOD LAYUP by MONTGOMERY,MARCUS(in the paint)",2
--,,,,,"ASSIST  by BENDINGFIELD,ROBERT",,,"ASSIST  by BENDINGFIELD,ROBERT",2
09:30,"TURNOVER  by RAKES,BAILEY",,,,,,,"TURNOVER  by RAKES,BAILEY",2
09:10,,,,,"MISS JUMPER by MONTGOMERY,MARCUS",,,"MISS JUMPER by MONTGOMERY,MARCUS",2
--,"REBOUND DEF by WALKER,ART",,,,,,,"REBOUND DEF by WALKER,ART",2
08:51,"MISS 3PTR by BATES,JACOB",,,,,,,"MISS 3PTR by BATES,JACOB",2
--,,,,,"REBOUND DEF by MONTGOMERY,MARCUS",,,"REBOUND DEF by MONTGOMERY,MARCUS",2
08:33,"FOUL  by WALKER,ART",,,,,,,"FOUL  by WALKER,ART",2
08:33,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:33,,60 (+9),,51,"GOOD FT by GARI,XAVIER",SUMB 60-51 (+9),,"GOOD FT by GARI,XAVIER",2
08:33,,60 (+8),,52,"GOOD FT by GARI,XAVIER",SUMB 60-52 (+8),,"GOOD FT by GARI,XAVIER",2
08:33,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
08:33,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",2
08:33,,,,,"SUB IN by BENDINGFIELD,ROBERT",,,"SUB IN by BENDINGFIELD,ROBERT",2
08:33,,,,,"SUB OUT by TRIBBLE,BRIAN",,,"SUB OUT by TRIBBLE,BRIAN",2
08:28,"MISS 3PTR by RAKES,BAILEY",,,,,,,"MISS 3PTR by RAKES,BAILEY",2
--,"REBOUND OFF by RAKES,BAILEY",,,,,,,"REBOUND OFF by RAKES,BAILEY",2
08:22,"GOOD 3PTR by WILLIAMS,JALEN",63 (+11),,52,,CENTRE-M 63-52 (+11),,"GOOD 3PTR by WILLIAMS,JALEN",2
--,"ASSIST  by BAUGHMAN,CARTER",,,,,,,"ASSIST  by BAUGHMAN,CARTER",2
07:46,,,,,"TURNOVER  by MONTGOMERY,MARCUS",,,"TURNOVER  by MONTGOMERY,MARCUS",2
07:46,,,,,"FOUL  by MONTGOMERY,MARCUS",,,"FOUL  by MONTGOMERY,MARCUS",2
07:26,"GOOD LAYUP by BATES,JACOB(in the paint)",65 (+13),,52,,CENTRE-M 65-52 (+13),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
--,"ASSIST  by WILLIAMS,JALEN",,,,,,,"ASSIST  by WILLIAMS,JALEN",2
07:10,,,,,"MISS LAYUP by AMANOR,TROY",,,"MISS LAYUP by AMANOR,TROY",2
--,,,,,"REBOUND OFF by AMANOR,TROY",,,"REBOUND OFF by AMANOR,TROY",2
07:07,,65 (+11),,54,"GOOD LAYUP by AMANOR,TROY(in the paint)",SUMB 65-54 (+11),,"GOOD LAYUP by AMANOR,TROY(in the paint)",2
06:50,"MISS 3PTR by WALKER,ART",,,,,,,"MISS 3PTR by WALKER,ART",2
--,,,,,"REBOUND DEF by BENDINGFIELD,ROBERT",,,"REBOUND DEF by BENDINGFIELD,ROBERT",2
06:40,,,,,"MISS JUMPER by BENDINGFIELD,ROBERT",,,"MISS JUMPER by BENDINGFIELD,ROBERT",2
--,"REBOUND DEF by WILLIAMS,JALEN",,,,,,,"REBOUND DEF by WILLIAMS,JALEN",2
06:28,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:28,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",2
06:28,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
06:28,,,,,"SUB IN by TRIBBLE,BRIAN",,,"SUB IN by TRIBBLE,BRIAN",2
06:28,,,,,"SUB IN by WARREN,BRAEDEN",,,"SUB IN by WARREN,BRAEDEN",2
06:28,,,,,"SUB OUT by BENDINGFIELD,ROBERT",,,"SUB OUT by BENDINGFIELD,ROBERT",2
06:28,,,,,"SUB OUT by AMANOR,TROY",,,"SUB OUT by AMANOR,TROY",2
06:27,"GOOD LAYUP by BATES,JACOB(in the paint)",67 (+13),,54,,CENTRE-M 67-54 (+13),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
06:22,,,,,"MISS JUMPER by TRIBBLE,BRIAN",,,"MISS JUMPER by TRIBBLE,BRIAN",2
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",2
05:34,"GOOD 3PTR by BATES,JACOB",70 (+16),,54,,CENTRE-M 70-54 (+16),,"GOOD 3PTR by BATES,JACOB",2
05:20,,,,,"TURNOVER  by GARI,XAVIER",,,"TURNOVER  by GARI,XAVIER",2
05:19,"STEAL  by BATES,JACOB",,,,,,,"STEAL  by BATES,JACOB",2
05:17,,,,,"FOUL  by GARI,XAVIER",,,"FOUL  by GARI,XAVIER",2
05:17,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",2
05:17,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",2
05:17,,,,,"SUB IN by TOLIVER,TEFRELL",,,"SUB IN by TOLIVER,TEFRELL",2
05:17,,,,,"SUB OUT by WARREN,BRAEDEN",,,"SUB OUT by WARREN,BRAEDEN",2
05:01,"GOOD LAYUP by BATES,JACOB(in the paint)",72 (+18),,54,,CENTRE-M 72-54 (+18),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
05:01,,,,,"FOUL  by TOLIVER,TEFRELL",,,"FOUL  by TOLIVER,TEFRELL",2
05:01,"MISS FT by BATES,JACOB",,,,,,,"MISS FT by BATES,JACOB",2
--,,,,,"REBOUND DEF by AMANOR,TROY",,,"REBOUND DEF by AMANOR,TROY",2
05:01,"SUB IN by PURVIS,KC",,,,,,,"SUB IN by PURVIS,KC",2
05:01,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",2
05:01,,,,,"SUB IN by AMANOR,TROY",,,"SUB IN by AMANOR,TROY",2
05:01,,,,,"SUB IN by PRINCE,MITCHELL",,,"SUB IN by PRINCE,MITCHELL",2
05:01,,,,,"SUB OUT by WEATHERS,CLAYTE",,,"SUB OUT by WEATHERS,CLAYTE",2
05:01,,,,,"SUB OUT by GARI,XAVIER",,,"SUB OUT by GARI,XAVIER",2
04:39,,,,,"TURNOVER  by TRIBBLE,BRIAN",,,"TURNOVER  by TRIBBLE,BRIAN",2
04:38,"STEAL  by BATES,JACOB",,,,,,,"STEAL  by BATES,JACOB",2
04:13,"MISS JUMPER by BAUGHMAN,CARTER",,,,,,,"MISS JUMPER by BAUGHMAN,CARTER",2
--,,,,,"REBOUND DEF by TOLIVER,TEFRELL",,,"REBOUND DEF by TOLIVER,TEFRELL",2
04:04,,,,,"MISS 3PTR by PRINCE,MITCHELL",,,"MISS 3PTR by PRINCE,MITCHELL",2
--,,,,,"REBOUND OFF by TOLIVER,TEFRELL",,,"REBOUND OFF by TOLIVER,TEFRELL",2
03:59,,72 (+15),,57,"GOOD 3PTR by MONTGOMERY,MARCUS",SUMB 72-57 (+15),,"GOOD 3PTR by MONTGOMERY,MARCUS",2
--,,,,,"ASSIST  by TOLIVER,TEFRELL",,,"ASSIST  by TOLIVER,TEFRELL",2
03:41,"MISS LAYUP by BAUGHMAN,CARTER",,,,,,,"MISS LAYUP by BAUGHMAN,CARTER",2
03:41,,,,,"BLOCK  by AMANOR,TROY",,,"BLOCK  by AMANOR,TROY",2
--,,,,,"REBOUND DEF by TRIBBLE,BRIAN",,,"REBOUND DEF by TRIBBLE,BRIAN",2
03:34,,,,,"MISS LAYUP by MONTGOMERY,MARCUS",,,"MISS LAYUP by MONTGOMERY,MARCUS",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
03:11,"MISS 3PTR by BATES,JACOB",,,,,,,"MISS 3PTR by BATES,JACOB",2
--,,,,,"REBOUND DEF by TOLIVER,TEFRELL",,,"REBOUND DEF by TOLIVER,TEFRELL",2
02:58,"FOUL  by RAKES,BAILEY",,,,,,,"FOUL  by RAKES,BAILEY",2
02:58,,72 (+14),,58,"GOOD FT by MONTGOMERY,MARCUS",SUMB 72-58 (+14),,"GOOD FT by MONTGOMERY,MARCUS",2
02:58,,,,,"MISS FT by MONTGOMERY,MARCUS",,,"MISS FT by MONTGOMERY,MARCUS",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
02:58,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",2
02:58,"SUB OUT by PURVIS,KC",,,,,,,"SUB OUT by PURVIS,KC",2
02:33,"GOOD JUMPER by BATES,JACOB(in the paint)",74 (+16),,58,,CENTRE-M 74-58 (+16),,"GOOD JUMPER by BATES,JACOB(in the paint)",2
02:30,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:30,"SUB IN by PURVIS,KC",,,,,,,"SUB IN by PURVIS,KC",2
02:30,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",2
02:30,,,,,"SUB IN by BENDINGFIELD,ROBERT",,,"SUB IN by BENDINGFIELD,ROBERT",2
02:30,,,,,"SUB IN by GARI,XAVIER",,,"SUB IN by GARI,XAVIER",2
02:30,,,,,"SUB OUT by AMANOR,TROY",,,"SUB OUT by AMANOR,TROY",2
02:30,,,,,"SUB OUT by MONTGOMERY,MARCUS",,,"SUB OUT by MONTGOMERY,MARCUS",2
02:14,,,,,"MISS JUMPER by GARI,XAVIER",,,"MISS JUMPER by GARI,XAVIER",2
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",2
02:03,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:03,"SUB IN by BREWER,KEEGAN",,,,,,,"SUB IN by BREWER,KEEGAN",2
02:03,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",2
02:03,,,,,"SUB IN by JOHNSON,KESHAWN",,,"SUB IN by JOHNSON,KESHAWN",2
02:03,,,,,"SUB OUT by BENDINGFIELD,ROBERT",,,"SUB OUT by BENDINGFIELD,ROBERT",2
01:49,"MISS LAYUP by BREWER,KEEGAN",,,,,,,"MISS LAYUP by BREWER,KEEGAN",2
--,,,,,"REBOUND DEF by PRINCE,MITCHELL",,,"REBOUND DEF by PRINCE,MITCHELL",2
01:27,,74 (+13),,61,"GOOD 3PTR by TRIBBLE,BRIAN",SUMB 74-61 (+13),,"GOOD 3PTR by TRIBBLE,BRIAN",2
--,,,,,"ASSIST  by TOLIVER,TEFRELL",,,"ASSIST  by TOLIVER,TEFRELL",2
01:07,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:07,"SUB IN by BRITT,WILL",,,,,,,"SUB IN by BRITT,WILL",2
01:07,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",2
01:07,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
01:07,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
00:58,,,,,"FOUL  by TOLIVER,TEFRELL",,,"FOUL  by TOLIVER,TEFRELL",2
00:58,"GOOD FT by KNOCHELMANN,PETE",75 (+14),,61,,CENTRE-M 75-61 (+14),,"GOOD FT by KNOCHELMANN,PETE",2
00:58,"GOOD FT by KNOCHELMANN,PETE",76 (+15),,61,,CENTRE-M 76-61 (+15),,"GOOD FT by KNOCHELMANN,PETE",2
00:40,,,,,"TURNOVER  by JOHNSON,KESHAWN",,,"TURNOVER  by JOHNSON,KESHAWN",2
00:39,"STEAL  by PURVIS,KC",,,,,,,"STEAL  by PURVIS,KC",2
00:34,,,,,"SUB IN by WEATHERS,CLAYTE",,,"SUB IN by WEATHERS,CLAYTE",2
00:34,,,,,"SUB OUT by JOHNSON,KESHAWN",,,"SUB OUT by JOHNSON,KESHAWN",2
00:26,"GOOD JUMPER by BREWER,KEEGAN",78 (+17),,61,,CENTRE-M 78-61 (+17),,"GOOD JUMPER by BREWER,KEEGAN",2
00:17,,78 (+15),,63,"GOOD JUMPER by TRIBBLE,BRIAN(in the paint)",SUMB 78-63 (+15),,"GOOD JUMPER by TRIBBLE,BRIAN(in the paint)",2
