Time Remaining,Centre,Away Team Score,Play Team Indicator,Home Team Score,Berry,Game Score,Team Indicator,Play,Period
14:44,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
14:44,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
14:44,"GOOD FT by CRUMP,DAWSON",30,,31 (+1),,Centre 30-31 (-1),,"GOOD FT by CRUMP,DAWSON",2
14:24,,,,,"MISS LAYUP by CUMMINGS,DREW(in the paint)",,,"MISS LAYUP by CUMMINGS,DREW(in the paint)",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:21,,,,,"SUB OUT by CUMMINGS,DREW",,,"SUB OUT by CUMMINGS,DREW",2
14:21,,,,,"SUB IN by SOWADA,COLLIN",,,"SUB IN by SOWADA,COLLIN",2
14:07,"MISS JUMPER by WALKER,ART(in the paint)",,,,,,,"MISS JUMPER by WALKER,ART(in the paint)",2
--,,,,,"REBOUND DEF by ESTES,DJ",,,"REBOUND DEF by ESTES,DJ",2
13:42,,,,,"MISS 3PTR by ESTES,DJ",,,"MISS 3PTR by ESTES,DJ",2
--,,,,,"REBOUND OFF by HONROTH,OWEN",,,"REBOUND OFF by HONROTH,OWEN",2
13:38,,,,,"TURNOVER  by HONROTH,OWEN",,,"TURNOVER  by HONROTH,OWEN",2
13:26,"GOOD LAYUP by WALKER,ART(in the paint)",32 (+1),,31,,Centre 32-31 (+1),,"GOOD LAYUP by WALKER,ART(in the paint)",2
13:08,,,,,"MISS 3PTR by HONROTH,OWEN",,,"MISS 3PTR by HONROTH,OWEN",2
--,,,,,"REBOUND OFF by BROOKS,AUSTIN",,,"REBOUND OFF by BROOKS,AUSTIN",2
13:04,,32,,33 (+1),"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",Berry 32-33 (-1),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",2
12:33,"GOOD 3PTR by AYERS,PERRY",35 (+2),,33,,Centre 35-33 (+2),,"GOOD 3PTR by AYERS,PERRY",2
--,"ASSIST  by CRUMP,DAWSON",,,,,,,"ASSIST  by CRUMP,DAWSON",2
12:15,,35,,36 (+1),"GOOD 3PTR by HONROTH,OWEN",Berry 35-36 (-1),,"GOOD 3PTR by HONROTH,OWEN",2
--,,,,,"ASSIST  by BROOKS,AUSTIN",,,"ASSIST  by BROOKS,AUSTIN",2
11:50,"GOOD LAYUP by PURVIS,KC(in the paint)",37 (+1),,36,,Centre 37-36 (+1),,"GOOD LAYUP by PURVIS,KC(in the paint)",2
--,"ASSIST  by WILSON,DREW",,,,,,,"ASSIST  by WILSON,DREW",2
11:24,,,,,"MISS 3PTR by ESTES,DJ",,,"MISS 3PTR by ESTES,DJ",2
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",2
11:18,,,,,"FOUL  by HONROTH,OWEN",,,"FOUL  by HONROTH,OWEN",2
11:18,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:18,,,,,"SUB OUT by SOWADA,COLLIN",,,"SUB OUT by SOWADA,COLLIN",2
11:18,,,,,"SUB OUT by ESTES,DJ",,,"SUB OUT by ESTES,DJ",2
11:18,,,,,"SUB IN by WEHUNT,DAWSON",,,"SUB IN by WEHUNT,DAWSON",2
11:18,,,,,"SUB IN by JONES,DREW",,,"SUB IN by JONES,DREW",2
11:18,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",2
11:18,"SUB OUT by PURVIS,KC",,,,,,,"SUB OUT by PURVIS,KC",2
11:18,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",2
11:18,"SUB IN by SPITZER,JAKOB",,,,,,,"SUB IN by SPITZER,JAKOB",2
11:18,"MISS FT by AYERS,PERRY(fastbreak)",,,,,,,"MISS FT by AYERS,PERRY(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:18,,,,,"SUB OUT by FALCONER,TREY",,,"SUB OUT by FALCONER,TREY",2
11:18,,,,,"SUB IN by SOWADA,COLLIN",,,"SUB IN by SOWADA,COLLIN",2
11:18,"GOOD FT by AYERS,PERRY(fastbreak)",38 (+2),,36,,Centre 38-36 (+2),,"GOOD FT by AYERS,PERRY(fastbreak)",2
11:04,,,,,"MISS JUMPER by SOWADA,COLLIN(in the paint)",,,"MISS JUMPER by SOWADA,COLLIN(in the paint)",2
--,"REBOUND DEF by CRUMP,DAWSON",,,,,,,"REBOUND DEF by CRUMP,DAWSON",2
11:00,"TURNOVER  by CRUMP,DAWSON",,,,,,,"TURNOVER  by CRUMP,DAWSON",2
11:00,,,,,"STEAL  by SOWADA,COLLIN",,,"STEAL  by SOWADA,COLLIN",2
10:53,,38,,39 (+1),"GOOD 3PTR by HONROTH,OWEN",Berry 38-39 (-1),,"GOOD 3PTR by HONROTH,OWEN",2
10:27,"MISS 3PTR by WILSON,DREW",,,,,,,"MISS 3PTR by WILSON,DREW",2
--,,,,,"REBOUND DEF by JONES,DREW",,,"REBOUND DEF by JONES,DREW",2
10:08,,38,,41 (+3),"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",Berry 38-41 (-3),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",2
10:08,"FOUL  by SPITZER,JAKOB",,,,,,,"FOUL  by SPITZER,JAKOB",2
10:08,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
10:08,"SUB OUT by SPITZER,JAKOB",,,,,,,"SUB OUT by SPITZER,JAKOB",2
10:08,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
10:08,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",2
10:08,,,,,"MISS FT by BROOKS,AUSTIN",,,"MISS FT by BROOKS,AUSTIN",2
--,"REBOUND DEF by CRUMP,DAWSON",,,,,,,"REBOUND DEF by CRUMP,DAWSON",2
09:51,"TURNOVER  by AYERS,PERRY",,,,,,,"TURNOVER  by AYERS,PERRY",2
09:51,,,,,"STEAL  by SOWADA,COLLIN",,,"STEAL  by SOWADA,COLLIN",2
09:47,"FOUL  by AYERS,PERRY",,,,,,,"FOUL  by AYERS,PERRY",2
09:47,,,,,"MISS FT by SOWADA,COLLIN(fastbreak)",,,"MISS FT by SOWADA,COLLIN(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:47,,,,,"SUB OUT by JONES,DREW",,,"SUB OUT by JONES,DREW",2
09:47,,,,,"SUB OUT by BROOKS,AUSTIN",,,"SUB OUT by BROOKS,AUSTIN",2
09:47,,,,,"SUB IN by HAYNES,CALEB",,,"SUB IN by HAYNES,CALEB",2
09:47,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",2
09:47,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
09:47,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",2
09:47,,38,,42 (+4),"GOOD FT by SOWADA,COLLIN(fastbreak)",Berry 38-42 (-4),,"GOOD FT by SOWADA,COLLIN(fastbreak)",2
09:34,"MISS 3PTR by AYERS,PERRY",,,,,,,"MISS 3PTR by AYERS,PERRY",2
--,,,,,"REBOUND DEF by HAYNES,CALEB",,,"REBOUND DEF by HAYNES,CALEB",2
09:04,,,,,"MISS 3PTR by COSTAS,RILEY",,,"MISS 3PTR by COSTAS,RILEY",2
--,"REBOUND DEF by CRUMP,DAWSON",,,,,,,"REBOUND DEF by CRUMP,DAWSON",2
08:52,"TURNOVER  by CRUMP,DAWSON",,,,,,,"TURNOVER  by CRUMP,DAWSON",2
08:52,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:29,,,,,"MISS LAYUP by COSTAS,RILEY(in the paint)",,,"MISS LAYUP by COSTAS,RILEY(in the paint)",2
--,,,,,"REBOUND OFF by HAYNES,CALEB",,,"REBOUND OFF by HAYNES,CALEB",2
08:25,,38,,44 (+6),"GOOD LAYUP by HAYNES,CALEB(in the paint)",Berry 38-44 (-6),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",2
08:12,"MISS LAYUP by AYERS,PERRY(in the paint)",,,,,,,"MISS LAYUP by AYERS,PERRY(in the paint)",2
--,,,,,"REBOUND DEF by HONROTH,OWEN",,,"REBOUND DEF by HONROTH,OWEN",2
07:51,,38,,46 (+8),"GOOD LAYUP by HAYNES,CALEB(in the paint)",Berry 38-46 (-8),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",2
--,,,,,"ASSIST  by WEHUNT,DAWSON",,,"ASSIST  by WEHUNT,DAWSON",2
07:30,"GOOD LAYUP by WALKER,ART(in the paint)",40,,46 (+6),,Centre 40-46 (-6),,"GOOD LAYUP by WALKER,ART(in the paint)",2
--,"ASSIST  by BATES,JACOB",,,,,,,"ASSIST  by BATES,JACOB",2
07:11,,,,,"TURNOVER  by HAYNES,CALEB",,,"TURNOVER  by HAYNES,CALEB",2
07:11,"STEAL  by WALKER,ART",,,,,,,"STEAL  by WALKER,ART",2
07:06,,,,,"FOUL  by SOWADA,COLLIN",,,"FOUL  by SOWADA,COLLIN",2
07:06,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:06,,,,,"SUB OUT by SOWADA,COLLIN",,,"SUB OUT by SOWADA,COLLIN",2
07:06,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
07:06,,,,,"SUB OUT by HAYNES,CALEB",,,"SUB OUT by HAYNES,CALEB",2
07:06,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",2
07:06,,,,,"SUB IN by CUMMINGS,DREW",,,"SUB IN by CUMMINGS,DREW",2
07:06,,,,,"SUB IN by ESTES,DJ",,,"SUB IN by ESTES,DJ",2
07:06,,,,,"SUB IN by BROOKS,AUSTIN",,,"SUB IN by BROOKS,AUSTIN",2
07:06,,,,,"SUB IN by FALCONER,TREY",,,"SUB IN by FALCONER,TREY",2
07:06,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",2
07:06,"SUB IN by SPITZER,JAKOB",,,,,,,"SUB IN by SPITZER,JAKOB",2
07:06,"MISS FT by CRUMP,DAWSON(fastbreak)",,,,,,,"MISS FT by CRUMP,DAWSON(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:06,"GOOD FT by CRUMP,DAWSON(fastbreak)",41,,46 (+5),,Centre 41-46 (-5),,"GOOD FT by CRUMP,DAWSON(fastbreak)",2
06:47,,,,,"MISS 3PTR by WEHUNT,DAWSON",,,"MISS 3PTR by WEHUNT,DAWSON",2
--,"REBOUND DEF by WALKER,ART",,,,,,,"REBOUND DEF by WALKER,ART",2
06:30,"MISS 3PTR by AYERS,PERRY",,,,,,,"MISS 3PTR by AYERS,PERRY",2
--,,,,,"REBOUND DEF by FALCONER,TREY",,,"REBOUND DEF by FALCONER,TREY",2
06:10,,41,,49 (+8),"GOOD 3PTR by FALCONER,TREY",Berry 41-49 (-8),,"GOOD 3PTR by FALCONER,TREY",2
--,,,,,"ASSIST  by BROOKS,AUSTIN",,,"ASSIST  by BROOKS,AUSTIN",2
05:47,"MISS LAYUP by CRUMP,DAWSON(in the paint)",,,,,,,"MISS LAYUP by CRUMP,DAWSON(in the paint)",2
--,"REBOUND OFF by SPITZER,JAKOB",,,,,,,"REBOUND OFF by SPITZER,JAKOB",2
05:45,,,,,"FOUL  by CUMMINGS,DREW",,,"FOUL  by CUMMINGS,DREW",2
05:45,"GOOD FT by SPITZER,JAKOB",42,,49 (+7),,Centre 42-49 (-7),,"GOOD FT by SPITZER,JAKOB",2
05:45,"MISS FT by SPITZER,JAKOB",,,,,,,"MISS FT by SPITZER,JAKOB",2
--,"REBOUND OFF by AYERS,PERRY",,,,,,,"REBOUND OFF by AYERS,PERRY",2
05:40,"GOOD 3PTR by WALKER,ART",45,,49 (+4),,Centre 45-49 (-4),,"GOOD 3PTR by WALKER,ART",2
--,"ASSIST  by CRUMP,DAWSON",,,,,,,"ASSIST  by CRUMP,DAWSON",2
05:21,,,,,"MISS 3PTR by CUMMINGS,DREW",,,"MISS 3PTR by CUMMINGS,DREW",2
--,"REBOUND DEF by SPITZER,JAKOB",,,,,,,"REBOUND DEF by SPITZER,JAKOB",2
04:56,"MISS 3PTR by CRUMP,DAWSON",,,,,,,"MISS 3PTR by CRUMP,DAWSON",2
--,,,,,"REBOUND DEF by CUMMINGS,DREW",,,"REBOUND DEF by CUMMINGS,DREW",2
04:36,,,,,"MISS JUMPER by ESTES,DJ",,,"MISS JUMPER by ESTES,DJ",2
--,"REBOUND DEF by CRUMP,DAWSON",,,,,,,"REBOUND DEF by CRUMP,DAWSON",2
04:28,"GOOD 3PTR by RAKES,BAILEY",48,,49 (+1),,Centre 48-49 (-1),,"GOOD 3PTR by RAKES,BAILEY",2
--,"ASSIST  by CRUMP,DAWSON",,,,,,,"ASSIST  by CRUMP,DAWSON",2
04:19,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
04:19,,,,,"SUB OUT by WEHUNT,DAWSON",,,"SUB OUT by WEHUNT,DAWSON",2
04:19,,,,,"SUB OUT by CUMMINGS,DREW",,,"SUB OUT by CUMMINGS,DREW",2
04:19,,,,,"SUB OUT by BROOKS,AUSTIN",,,"SUB OUT by BROOKS,AUSTIN",2
04:19,,,,,"SUB IN by SOWADA,COLLIN",,,"SUB IN by SOWADA,COLLIN",2
04:19,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",2
04:19,,,,,"SUB IN by HAYNES,CALEB",,,"SUB IN by HAYNES,CALEB",2
04:19,"SUB OUT by SPITZER,JAKOB",,,,,,,"SUB OUT by SPITZER,JAKOB",2
04:19,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",2
04:09,,,,,"TURNOVER  by SOWADA,COLLIN",,,"TURNOVER  by SOWADA,COLLIN",2
04:09,"STEAL  by AYERS,PERRY",,,,,,,"STEAL  by AYERS,PERRY",2
03:58,"GOOD LAYUP by BATES,JACOB(in the paint)",50 (+1),,49,,Centre 50-49 (+1),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
03:34,,50,,52 (+2),"GOOD 3PTR by ESTES,DJ",Berry 50-52 (-2),,"GOOD 3PTR by ESTES,DJ",2
--,,,,,"ASSIST  by HONROTH,OWEN",,,"ASSIST  by HONROTH,OWEN",2
03:12,"MISS LAYUP by BATES,JACOB(in the paint)",,,,,,,"MISS LAYUP by BATES,JACOB(in the paint)",2
03:12,,,,,"BLOCK  by HAYNES,CALEB",,,"BLOCK  by HAYNES,CALEB",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
03:12,,,,,"SUB OUT by FALCONER,TREY",,,"SUB OUT by FALCONER,TREY",2
03:12,,,,,"SUB IN by CLARK,ETHAN",,,"SUB IN by CLARK,ETHAN",2
03:04,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",2
03:04,"SUB IN by SPITZER,JAKOB",,,,,,,"SUB IN by SPITZER,JAKOB",2
02:51,,50,,54 (+4),"GOOD JUMPER by HONROTH,OWEN",Berry 50-54 (-4),,"GOOD JUMPER by HONROTH,OWEN",2
02:28,"MISS LAYUP by CRUMP,DAWSON(in the paint)",,,,,,,"MISS LAYUP by CRUMP,DAWSON(in the paint)",2
--,"REBOUND OFF by SPITZER,JAKOB",,,,,,,"REBOUND OFF by SPITZER,JAKOB",2
02:23,"GOOD LAYUP by SPITZER,JAKOB(in the paint)",52,,54 (+2),,Centre 52-54 (-2),,"GOOD LAYUP by SPITZER,JAKOB(in the paint)",2
02:03,,,,,"MISS 3PTR by HONROTH,OWEN",,,"MISS 3PTR by HONROTH,OWEN",2
--,"REBOUND DEF by CRUMP,DAWSON",,,,,,,"REBOUND DEF by CRUMP,DAWSON",2
01:56,,,,,"SUB OUT by ESTES,DJ",,,"SUB OUT by ESTES,DJ",2
01:56,,,,,"SUB IN by FALCONER,TREY",,,"SUB IN by FALCONER,TREY",2
01:56,"SUB OUT by SPITZER,JAKOB",,,,,,,"SUB OUT by SPITZER,JAKOB",2
01:56,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",2
01:45,"TURNOVER  by BATES,JACOB",,,,,,,"TURNOVER  by BATES,JACOB",2
01:37,"FOUL  by RAKES,BAILEY",,,,,,,"FOUL  by RAKES,BAILEY",2
01:37,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",2
01:37,"SUB IN by SPITZER,JAKOB",,,,,,,"SUB IN by SPITZER,JAKOB",2
01:33,,,,,"SUB OUT by FALCONER,TREY",,,"SUB OUT by FALCONER,TREY",2
01:33,,,,,"SUB IN by ESTES,DJ",,,"SUB IN by ESTES,DJ",2
01:33,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:33,"SUB OUT by SPITZER,JAKOB",,,,,,,"SUB OUT by SPITZER,JAKOB",2
01:33,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",2
01:16,"FOUL  by AYERS,PERRY",,,,,,,"FOUL  by AYERS,PERRY",2
01:16,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",2
01:16,"SUB IN by PURVIS,KC",,,,,,,"SUB IN by PURVIS,KC",2
01:08,"FOUL  by PURVIS,KC",,,,,,,"FOUL  by PURVIS,KC",2
01:08,"FOUL  by CRUMP,DAWSON",,,,,,,"FOUL  by CRUMP,DAWSON",2
01:08,,52,,55 (+3),"GOOD FT by HAYNES,CALEB",Berry 52-55 (-3),,"GOOD FT by HAYNES,CALEB",2
01:08,"SUB OUT by PURVIS,KC",,,,,,,"SUB OUT by PURVIS,KC",2
01:08,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",2
01:08,,52,,56 (+4),"GOOD FT by HAYNES,CALEB",Berry 52-56 (-4),,"GOOD FT by HAYNES,CALEB",2
01:02,,,,,"SUB OUT by CLARK,ETHAN",,,"SUB OUT by CLARK,ETHAN",2
01:02,,,,,"SUB IN by FALCONER,TREY",,,"SUB IN by FALCONER,TREY",2
00:55,"MISS LAYUP by BATES,JACOB(in the paint)",,,,,,,"MISS LAYUP by BATES,JACOB(in the paint)",2
--,"REBOUND OFF by WALKER,ART",,,,,,,"REBOUND OFF by WALKER,ART",2
00:51,"GOOD LAYUP by WALKER,ART(in the paint)",54,,56 (+2),,Centre 54-56 (-2),,"GOOD LAYUP by WALKER,ART(in the paint)",2
00:46,"FOUL  by CRUMP,DAWSON",,,,,,,"FOUL  by CRUMP,DAWSON",2
00:46,,54,,57 (+3),"GOOD FT by HAYNES,CALEB(fastbreak)",Berry 54-57 (-3),,"GOOD FT by HAYNES,CALEB(fastbreak)",2
00:46,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
00:46,,,,,"SUB IN by HASLAM,ETHAN",,,"SUB IN by HASLAM,ETHAN",2
00:46,,,,,"MISS FT by HAYNES,CALEB(fastbreak)",,,"MISS FT by HAYNES,CALEB(fastbreak)",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
00:37,"MISS LAYUP by AYERS,PERRY(in the paint)",,,,,,,"MISS LAYUP by AYERS,PERRY(in the paint)",2
--,,,,,"REBOUND DEF by ESTES,DJ",,,"REBOUND DEF by ESTES,DJ",2
00:32,"FOUL  by BATES,JACOB",,,,,,,"FOUL  by BATES,JACOB",2
00:32,,,,,"SUB OUT by HASLAM,ETHAN",,,"SUB OUT by HASLAM,ETHAN",2
00:32,,,,,"SUB IN by CUMMINGS,DREW",,,"SUB IN by CUMMINGS,DREW",2
00:32,,,,,"MISS FT by ESTES,DJ(fastbreak)",,,"MISS FT by ESTES,DJ(fastbreak)",2
--,"REBOUND DEF by CRUMP,DAWSON",,,,,,,"REBOUND DEF by CRUMP,DAWSON",2
00:23,"MISS 3PTR by WALKER,ART",,,,,,,"MISS 3PTR by WALKER,ART",2
--,"REBOUND OFF by RAKES,BAILEY",,,,,,,"REBOUND OFF by RAKES,BAILEY",2
00:19,,,,,"FOUL  by ESTES,DJ",,,"FOUL  by ESTES,DJ",2
00:19,"MISS FT by CRUMP,DAWSON",,,,,,,"MISS FT by CRUMP,DAWSON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:19,"MISS FT by CRUMP,DAWSON",,,,,,,"MISS FT by CRUMP,DAWSON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:19,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",2
00:19,"SUB IN by PURVIS,KC",,,,,,,"SUB IN by PURVIS,KC",2
00:19,"GOOD FT by CRUMP,DAWSON",55,,57 (+2),,Centre 55-57 (-2),,"GOOD FT by CRUMP,DAWSON",2
00:19,,,,,"SUB OUT by FALCONER,TREY",,,"SUB OUT by FALCONER,TREY",2
00:19,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",2
00:19,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:11,"FOUL  by AYERS,PERRY",,,,,,,"FOUL  by AYERS,PERRY",2
00:11,,55,,58 (+3),"GOOD FT by HONROTH,OWEN(fastbreak)",Berry 55-58 (-3),,"GOOD FT by HONROTH,OWEN(fastbreak)",2
00:11,"SUB OUT by PURVIS,KC",,,,,,,"SUB OUT by PURVIS,KC",2
00:11,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",2
00:11,,55,,59 (+4),"GOOD FT by HONROTH,OWEN(fastbreak)",Berry 55-59 (-4),,"GOOD FT by HONROTH,OWEN(fastbreak)",2
00:08,"GOOD LAYUP by WALKER,ART(in the paint)",57,,59 (+2),,Centre 57-59 (-2),,"GOOD LAYUP by WALKER,ART(in the paint)",2
00:08,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:06,"FOUL  by RAKES,BAILEY",,,,,,,"FOUL  by RAKES,BAILEY",2
00:06,,,,,"MISS FT by ESTES,DJ(fastbreak)",,,"MISS FT by ESTES,DJ(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:06,,57,,60 (+3),"GOOD FT by ESTES,DJ(fastbreak)",Berry 57-60 (-3),,"GOOD FT by ESTES,DJ(fastbreak)",2
00:05,"TURNOVER  by CRUMP,DAWSON",,,,,,,"TURNOVER  by CRUMP,DAWSON",2
00:05,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:04,,,,,"FOUL  by HAYNES,CALEB",,,"FOUL  by HAYNES,CALEB",2
00:04,,,,,"SUB OUT by SOWADA,COLLIN",,,"SUB OUT by SOWADA,COLLIN",2
00:04,,,,,"SUB IN by BROOKS,AUSTIN",,,"SUB IN by BROOKS,AUSTIN",2
00:04,"GOOD FT by BATES,JACOB(fastbreak)",58,,60 (+2),,Centre 58-60 (-2),,"GOOD FT by BATES,JACOB(fastbreak)",2
00:04,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",2
00:04,"SUB IN by PURVIS,KC",,,,,,,"SUB IN by PURVIS,KC",2
00:04,"MISS FT by BATES,JACOB(fastbreak)",,,,,,,"MISS FT by BATES,JACOB(fastbreak)",2
00:02,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
--,,,,,"REBOUND DEF by HAYNES,CALEB",,,"REBOUND DEF by HAYNES,CALEB",2
