Time Remaining,Transy,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,Period
15:46,,36,,46 (+10),"GOOD FT by WALKER,ART",Centre 36-46 (+10),,"GOOD FT by WALKER,ART",2
15:23,"GOOD JUMPER by SCHROEDER,LUKE(in the paint)",38,,46 (+8),,Transy 38-46 (+8),,"GOOD JUMPER by SCHROEDER,LUKE(in the paint)",2
15:04,"FOUL  by SCHROEDER,LUKE",,,,,,,"FOUL  by SCHROEDER,LUKE",2
15:04,,38,,47 (+9),"GOOD FT by BATES,JACOB",Centre 38-47 (+9),,"GOOD FT by BATES,JACOB",2
15:04,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
15:04,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
15:04,,38,,48 (+10),"GOOD FT by BATES,JACOB",Centre 38-48 (+10),,"GOOD FT by BATES,JACOB",2
14:55,"TURNOVER  by MCKINNEY,SPENCER",,,,,,,"TURNOVER  by MCKINNEY,SPENCER",2
14:32,"FOUL  by SCHROEDER,LUKE",,,,,,,"FOUL  by SCHROEDER,LUKE",2
14:32,,38,,49 (+11),"GOOD FT by BATES,JACOB",Centre 38-49 (+11),,"GOOD FT by BATES,JACOB",2
14:32,"SUB OUT by SCHROEDER,LUKE",,,,,,,"SUB OUT by SCHROEDER,LUKE",2
14:32,"SUB IN by CROMWELL,BRANDON",,,,,,,"SUB IN by CROMWELL,BRANDON",2
14:32,,38,,50 (+12),"GOOD FT by BATES,JACOB",Centre 38-50 (+12),,"GOOD FT by BATES,JACOB",2
14:06,"MISS JUMPER by JEFFERSON,MICHAEL(in the paint)",,,,,,,"MISS JUMPER by JEFFERSON,MICHAEL(in the paint)",2
--,"REBOUND OFF by MCKINNEY,SPENCER",,,,,,,"REBOUND OFF by MCKINNEY,SPENCER",2
14:00,"TURNOVER  by MCKINNEY,SPENCER",,,,,,,"TURNOVER  by MCKINNEY,SPENCER",2
14:00,,,,,"STEAL  by CRUMP,DAWSON",,,"STEAL  by CRUMP,DAWSON",2
13:55,,,,,"MISS JUMPER by CRUMP,DAWSON(in the paint)",,,"MISS JUMPER by CRUMP,DAWSON(in the paint)",2
--,"REBOUND DEF by JEFFERSON,MICHAEL",,,,,,,"REBOUND DEF by JEFFERSON,MICHAEL",2
13:51,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
13:51,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
13:51,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
13:51,"SUB OUT by JEFFERSON,MICHAEL",,,,,,,"SUB OUT by JEFFERSON,MICHAEL",2
13:51,"SUB OUT by SCHMITT,GABE",,,,,,,"SUB OUT by SCHMITT,GABE",2
13:51,"SUB IN by SIVILLS,WILL",,,,,,,"SUB IN by SIVILLS,WILL",2
13:51,"SUB IN by TWENTY,DEVIN",,,,,,,"SUB IN by TWENTY,DEVIN",2
13:37,"MISS 3PTR by MCKINNEY,SPENCER",,,,,,,"MISS 3PTR by MCKINNEY,SPENCER",2
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",2
13:27,"FOUL  by MCKINNEY,SPENCER",,,,,,,"FOUL  by MCKINNEY,SPENCER",2
13:27,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
13:27,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",2
13:20,"FOUL  by TWENTY,DEVIN",,,,,,,"FOUL  by TWENTY,DEVIN",2
13:16,"FOUL  by TWENTY,DEVIN",,,,,,,"FOUL  by TWENTY,DEVIN",2
13:16,,38,,51 (+13),"GOOD FT by BATES,JACOB",Centre 38-51 (+13),,"GOOD FT by BATES,JACOB",2
13:16,,38,,52 (+14),"GOOD FT by BATES,JACOB",Centre 38-52 (+14),,"GOOD FT by BATES,JACOB",2
13:16,"SUB OUT by MCKINNEY,SPENCER",,,,,,,"SUB OUT by MCKINNEY,SPENCER",2
13:16,"SUB IN by JEFFERSON,MICHAEL",,,,,,,"SUB IN by JEFFERSON,MICHAEL",2
13:10,"MISS 3PTR by ROOT,GAVIN",,,,,,,"MISS 3PTR by ROOT,GAVIN",2
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",2
12:52,"SUB OUT by LARIMORE,ZACH",,,,,,,"SUB OUT by LARIMORE,ZACH",2
12:52,"SUB IN by ROOT,GAVIN",,,,,,,"SUB IN by ROOT,GAVIN",2
12:47,,38,,54 (+16),"GOOD JUMPER by BATES,JACOB(in the paint)",Centre 38-54 (+16),,"GOOD JUMPER by BATES,JACOB(in the paint)",2
12:47,"FOUL  by CROMWELL,BRANDON",,,,,,,"FOUL  by CROMWELL,BRANDON",2
12:47,"SUB OUT by TWENTY,DEVIN",,,,,,,"SUB OUT by TWENTY,DEVIN",2
12:47,"SUB IN by HEMMERICH,SPENCER",,,,,,,"SUB IN by HEMMERICH,SPENCER",2
12:47,,38,,55 (+17),"GOOD FT by BATES,JACOB",Centre 38-55 (+17),,"GOOD FT by BATES,JACOB",2
12:35,,,,,"FOUL  by WILSON,DREW",,,"FOUL  by WILSON,DREW",2
12:35,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",2
12:35,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
12:32,,,,,"FOUL  by BAUGHMAN,CARTER",,,"FOUL  by BAUGHMAN,CARTER",2
12:31,"GOOD FT by SIVILLS,WILL",39,,55 (+16),,Transy 39-55 (+16),,"GOOD FT by SIVILLS,WILL",2
12:31,"GOOD FT by SIVILLS,WILL",40,,55 (+15),,Transy 40-55 (+15),,"GOOD FT by SIVILLS,WILL",2
12:14,,,,,"TURNOVER  by WILSON,DREW",,,"TURNOVER  by WILSON,DREW",2
12:07,"MISS JUMPER by JEFFERSON,MICHAEL(in the paint)",,,,,,,"MISS JUMPER by JEFFERSON,MICHAEL(in the paint)",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
11:45,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
11:45,,40,,56 (+16),"GOOD FT by RAKES,BAILEY",Centre 40-56 (+16),,"GOOD FT by RAKES,BAILEY",2
11:45,,40,,57 (+17),"GOOD FT by RAKES,BAILEY",Centre 40-57 (+17),,"GOOD FT by RAKES,BAILEY",2
11:45,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:36,"FOUL  by HEMMERICH,SPENCER",,,,,,,"FOUL  by HEMMERICH,SPENCER",2
11:36,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
11:36,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
11:36,,40,,58 (+18),"GOOD FT by BATES,JACOB",Centre 40-58 (+18),,"GOOD FT by BATES,JACOB",2
11:36,,40,,59 (+19),"GOOD FT by BATES,JACOB",Centre 40-59 (+19),,"GOOD FT by BATES,JACOB",2
11:15,"GOOD JUMPER by HEMMERICH,SPENCER(in the paint)",42,,59 (+17),,Transy 42-59 (+17),,"GOOD JUMPER by HEMMERICH,SPENCER(in the paint)",2
11:01,,,,,"TURNOVER  by CRUMP,DAWSON",,,"TURNOVER  by CRUMP,DAWSON",2
10:45,"MISS JUMPER by JEFFERSON,MICHAEL(in the paint)",,,,,,,"MISS JUMPER by JEFFERSON,MICHAEL(in the paint)",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
10:36,,42,,61 (+19),"GOOD LAYUP by BATES,JACOB(fastbreak)(in the paint)",Centre 42-61 (+19),,"GOOD LAYUP by BATES,JACOB(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",2
10:23,"MISS 3PTR by ROOT,GAVIN",,,,,,,"MISS 3PTR by ROOT,GAVIN",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
10:09,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
10:09,,,,,"TURNOVER  by AYERS,PERRY",,,"TURNOVER  by AYERS,PERRY",2
10:09,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
10:09,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
10:09,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
10:09,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
10:09,"SUB OUT by ROOT,GAVIN",,,,,,,"SUB OUT by ROOT,GAVIN",2
10:09,"SUB OUT by SIVILLS,WILL",,,,,,,"SUB OUT by SIVILLS,WILL",2
10:09,"SUB OUT by HEMMERICH,SPENCER",,,,,,,"SUB OUT by HEMMERICH,SPENCER",2
10:09,"SUB IN by SCHMITT,GABE",,,,,,,"SUB IN by SCHMITT,GABE",2
10:09,"SUB IN by GENTRY,LUCAS",,,,,,,"SUB IN by GENTRY,LUCAS",2
10:09,"SUB IN by SCHROEDER,LUKE",,,,,,,"SUB IN by SCHROEDER,LUKE",2
10:09,"SUB OUT by JEFFERSON,MICHAEL",,,,,,,"SUB OUT by JEFFERSON,MICHAEL",2
10:09,"SUB IN by SIVILLS,WILL",,,,,,,"SUB IN by SIVILLS,WILL",2
09:56,"GOOD JUMPER by CROMWELL,BRANDON(in the paint)",44,,61 (+17),,Transy 44-61 (+17),,"GOOD JUMPER by CROMWELL,BRANDON(in the paint)",2
09:34,,,,,"MISS JUMPER by RAKES,BAILEY(in the paint)",,,"MISS JUMPER by RAKES,BAILEY(in the paint)",2
--,"REBOUND DEF by CROMWELL,BRANDON",,,,,,,"REBOUND DEF by CROMWELL,BRANDON",2
09:26,,,,,"FOUL  by BAUGHMAN,CARTER",,,"FOUL  by BAUGHMAN,CARTER",2
09:26,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
09:26,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
09:11,"GOOD 3PTR by SIVILLS,WILL",47,,61 (+14),,Transy 47-61 (+14),,"GOOD 3PTR by SIVILLS,WILL",2
--,"ASSIST  by SCHMITT,GABE",,,,,,,"ASSIST  by SCHMITT,GABE",2
08:48,,,,,"MISS 3PTR by CRUMP,DAWSON",,,"MISS 3PTR by CRUMP,DAWSON",2
--,,,,,"REBOUND OFF by PURVIS,KC",,,"REBOUND OFF by PURVIS,KC",2
08:42,,,,,"MISS JUMPER by CRUMP,DAWSON(in the paint)",,,"MISS JUMPER by CRUMP,DAWSON(in the paint)",2
--,"REBOUND DEF by SIVILLS,WILL",,,,,,,"REBOUND DEF by SIVILLS,WILL",2
08:33,"MISS 3PTR by SCHMITT,GABE",,,,,,,"MISS 3PTR by SCHMITT,GABE",2
--,,,,,"REBOUND DEF by PURVIS,KC",,,"REBOUND DEF by PURVIS,KC",2
08:14,"FOUL  by SCHMITT,GABE",,,,,,,"FOUL  by SCHMITT,GABE",2
08:14,,47,,62 (+15),"GOOD FT by CRUMP,DAWSON",Centre 47-62 (+15),,"GOOD FT by CRUMP,DAWSON",2
08:14,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
08:14,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
08:14,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
08:14,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",2
08:14,,47,,63 (+16),"GOOD FT by CRUMP,DAWSON",Centre 47-63 (+16),,"GOOD FT by CRUMP,DAWSON",2
08:14,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",2
08:14,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
08:01,"TURNOVER  by CROMWELL,BRANDON",,,,,,,"TURNOVER  by CROMWELL,BRANDON",2
08:01,,,,,"STEAL  by BAUGHMAN,CARTER",,,"STEAL  by BAUGHMAN,CARTER",2
07:38,,,,,"MISS 3PTR by BATES,JACOB",,,"MISS 3PTR by BATES,JACOB",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
07:35,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:35,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
07:35,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
07:35,"SUB OUT by CROMWELL,BRANDON",,,,,,,"SUB OUT by CROMWELL,BRANDON",2
07:35,"SUB OUT by SIVILLS,WILL",,,,,,,"SUB OUT by SIVILLS,WILL",2
07:35,"SUB IN by JEFFERSON,MICHAEL",,,,,,,"SUB IN by JEFFERSON,MICHAEL",2
07:35,"SUB IN by HEMMERICH,SPENCER",,,,,,,"SUB IN by HEMMERICH,SPENCER",2
07:25,,,,,"FOUL  by RAKES,BAILEY",,,"FOUL  by RAKES,BAILEY",2
07:25,"GOOD FT by SCHROEDER,LUKE",48,,63 (+15),,Transy 48-63 (+15),,"GOOD FT by SCHROEDER,LUKE",2
07:25,"MISS FT by SCHROEDER,LUKE",,,,,,,"MISS FT by SCHROEDER,LUKE",2
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",2
07:13,,,,,"MISS JUMPER by WILSON,DREW(in the paint)",,,"MISS JUMPER by WILSON,DREW(in the paint)",2
--,"REBOUND DEF by SCHROEDER,LUKE",,,,,,,"REBOUND DEF by SCHROEDER,LUKE",2
07:05,"MISS 3PTR by GENTRY,LUCAS",,,,,,,"MISS 3PTR by GENTRY,LUCAS",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
06:37,,,,,"TURNOVER  by AYERS,PERRY",,,"TURNOVER  by AYERS,PERRY",2
06:37,"STEAL  by SCHMITT,GABE",,,,,,,"STEAL  by SCHMITT,GABE",2
06:37,"SUB OUT by SCHROEDER,LUKE",,,,,,,"SUB OUT by SCHROEDER,LUKE",2
06:37,"SUB IN by CROMWELL,BRANDON",,,,,,,"SUB IN by CROMWELL,BRANDON",2
06:30,"GOOD DUNK by JEFFERSON,MICHAEL(in the paint)",50,,63 (+13),,Transy 50-63 (+13),,"GOOD DUNK by JEFFERSON,MICHAEL(in the paint)",2
06:12,,50,,65 (+15),"GOOD LAYUP by BATES,JACOB(in the paint)",Centre 50-65 (+15),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
--,,,,,"ASSIST  by RAKES,BAILEY",,,"ASSIST  by RAKES,BAILEY",2
06:00,"GOOD JUMPER by SCHMITT,GABE(in the paint)",52,,65 (+13),,Transy 52-65 (+13),,"GOOD JUMPER by SCHMITT,GABE(in the paint)",2
05:59,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:59,"SUB OUT by GENTRY,LUCAS",,,,,,,"SUB OUT by GENTRY,LUCAS",2
05:59,"SUB IN by MCKINNEY,SPENCER",,,,,,,"SUB IN by MCKINNEY,SPENCER",2
05:51,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
05:51,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
05:51,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
05:36,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
05:36,"GOOD FT by HEMMERICH,SPENCER",53,,65 (+12),,Transy 53-65 (+12),,"GOOD FT by HEMMERICH,SPENCER",2
05:36,"GOOD FT by HEMMERICH,SPENCER",54,,65 (+11),,Transy 54-65 (+11),,"GOOD FT by HEMMERICH,SPENCER",2
05:36,"SUB OUT by MCKINNEY,SPENCER",,,,,,,"SUB OUT by MCKINNEY,SPENCER",2
05:36,"SUB IN by SIVILLS,WILL",,,,,,,"SUB IN by SIVILLS,WILL",2
05:26,,54,,67 (+13),"GOOD LAYUP by RAKES,BAILEY(in the paint)",Centre 54-67 (+13),,"GOOD LAYUP by RAKES,BAILEY(in the paint)",2
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",2
05:13,"GOOD JUMPER by SCHMITT,GABE(in the paint)",56,,67 (+11),,Transy 56-67 (+11),,"GOOD JUMPER by SCHMITT,GABE(in the paint)",2
04:55,,56,,69 (+13),"GOOD JUMPER by WALKER,ART(in the paint)",Centre 56-69 (+13),,"GOOD JUMPER by WALKER,ART(in the paint)",2
--,,,,,"ASSIST  by CRUMP,DAWSON",,,"ASSIST  by CRUMP,DAWSON",2
04:43,"GOOD JUMPER by SCHMITT,GABE(in the paint)",58,,69 (+11),,Transy 58-69 (+11),,"GOOD JUMPER by SCHMITT,GABE(in the paint)",2
04:20,"FOUL  by JEFFERSON,MICHAEL",,,,,,,"FOUL  by JEFFERSON,MICHAEL",2
04:20,,58,,70 (+12),"GOOD FT by WALKER,ART",Centre 58-70 (+12),,"GOOD FT by WALKER,ART",2
04:20,,58,,71 (+13),"GOOD FT by WALKER,ART",Centre 58-71 (+13),,"GOOD FT by WALKER,ART",2
04:20,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
04:20,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
04:13,"GOOD 3PTR by SIVILLS,WILL",61,,71 (+10),,Transy 61-71 (+10),,"GOOD 3PTR by SIVILLS,WILL",2
--,"ASSIST  by JEFFERSON,MICHAEL",,,,,,,"ASSIST  by JEFFERSON,MICHAEL",2
04:02,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
04:02,,,,,"TURNOVER  by AYERS,PERRY",,,"TURNOVER  by AYERS,PERRY",2
04:02,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
04:02,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
03:54,"MISS JUMPER by SCHMITT,GABE(in the paint)",,,,,,,"MISS JUMPER by SCHMITT,GABE(in the paint)",2
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",2
03:50,,,,,"TURNOVER  by RAKES,BAILEY",,,"TURNOVER  by RAKES,BAILEY",2
03:50,"STEAL  by JEFFERSON,MICHAEL",,,,,,,"STEAL  by JEFFERSON,MICHAEL",2
03:50,,,,,"FOUL  by WALKER,ART",,,"FOUL  by WALKER,ART",2
03:50,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:50,"SUB OUT by JEFFERSON,MICHAEL",,,,,,,"SUB OUT by JEFFERSON,MICHAEL",2
03:50,"SUB IN by MCKINNEY,SPENCER",,,,,,,"SUB IN by MCKINNEY,SPENCER",2
03:50,"GOOD FT by MCKINNEY,SPENCER",62,,71 (+9),,Transy 62-71 (+9),,"GOOD FT by MCKINNEY,SPENCER",2
03:50,"GOOD FT by MCKINNEY,SPENCER",63,,71 (+8),,Transy 63-71 (+8),,"GOOD FT by MCKINNEY,SPENCER",2
03:47,"TURNOVER  by SIVILLS,WILL",,,,,,,"TURNOVER  by SIVILLS,WILL",2
03:43,,63,,73 (+10),"GOOD LAYUP by RAKES,BAILEY(in the paint)",Centre 63-73 (+10),,"GOOD LAYUP by RAKES,BAILEY(in the paint)",2
--,,,,,"ASSIST  by CRUMP,DAWSON",,,"ASSIST  by CRUMP,DAWSON",2
03:31,"MISS 3PTR by SCHMITT,GABE",,,,,,,"MISS 3PTR by SCHMITT,GABE",2
03:31,,,,,"BLOCK  by BATES,JACOB",,,"BLOCK  by BATES,JACOB",2
--,"REBOUND OFF by SIVILLS,WILL",,,,,,,"REBOUND OFF by SIVILLS,WILL",2
03:23,"GOOD LAYUP by SIVILLS,WILL(in the paint)",65,,73 (+8),,Transy 65-73 (+8),,"GOOD LAYUP by SIVILLS,WILL(in the paint)",2
03:16,,65,,75 (+10),"GOOD JUMPER by CRUMP,DAWSON(in the paint)",Centre 65-75 (+10),,"GOOD JUMPER by CRUMP,DAWSON(in the paint)",2
03:16,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:12,"SUB OUT by MCKINNEY,SPENCER",,,,,,,"SUB OUT by MCKINNEY,SPENCER",2
03:12,"SUB IN by JEFFERSON,MICHAEL",,,,,,,"SUB IN by JEFFERSON,MICHAEL",2
03:12,"MISS 3PTR by CROMWELL,BRANDON",,,,,,,"MISS 3PTR by CROMWELL,BRANDON",2
--,,,,,"REBOUND DEF by CRUMP,DAWSON",,,"REBOUND DEF by CRUMP,DAWSON",2
02:30,,,,,"MISS JUMPER by BATES,JACOB(in the paint)",,,"MISS JUMPER by BATES,JACOB(in the paint)",2
--,"REBOUND DEF by JEFFERSON,MICHAEL",,,,,,,"REBOUND DEF by JEFFERSON,MICHAEL",2
02:24,"MISS JUMPER by SIVILLS,WILL(in the paint)",,,,,,,"MISS JUMPER by SIVILLS,WILL(in the paint)",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
02:02,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
02:02,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
02:02,"SUB OUT by SIVILLS,WILL",,,,,,,"SUB OUT by SIVILLS,WILL",2
02:02,"SUB IN by MCKINNEY,SPENCER",,,,,,,"SUB IN by MCKINNEY,SPENCER",2
01:53,,65,,78 (+13),"GOOD 3PTR by CRUMP,DAWSON",Centre 65-78 (+13),,"GOOD 3PTR by CRUMP,DAWSON",2
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",2
01:48,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:48,"SUB OUT by JEFFERSON,MICHAEL",,,,,,,"SUB OUT by JEFFERSON,MICHAEL",2
01:48,"SUB OUT by HEMMERICH,SPENCER",,,,,,,"SUB OUT by HEMMERICH,SPENCER",2
01:48,"SUB IN by ROOT,GAVIN",,,,,,,"SUB IN by ROOT,GAVIN",2
01:48,"SUB IN by GENTRY,LUCAS",,,,,,,"SUB IN by GENTRY,LUCAS",2
01:38,"MISS JUMPER by GENTRY,LUCAS(in the paint)",,,,,,,"MISS JUMPER by GENTRY,LUCAS(in the paint)",2
--,"REBOUND OFF by MCKINNEY,SPENCER",,,,,,,"REBOUND OFF by MCKINNEY,SPENCER",2
01:33,"MISS 3PTR by ROOT,GAVIN",,,,,,,"MISS 3PTR by ROOT,GAVIN",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
01:28,,,,,"TURNOVER  by BATES,JACOB",,,"TURNOVER  by BATES,JACOB",2
01:28,"STEAL  by CROMWELL,BRANDON",,,,,,,"STEAL  by CROMWELL,BRANDON",2
01:23,"GOOD LAYUP by CROMWELL,BRANDON(fastbreak)(in the paint)",67,,78 (+11),,Transy 67-78 (+11),,"GOOD LAYUP by CROMWELL,BRANDON(fastbreak)(in the paint)",2
01:16,"FOUL  by ROOT,GAVIN",,,,,,,"FOUL  by ROOT,GAVIN",2
01:16,,67,,79 (+12),"GOOD FT by RAKES,BAILEY",Centre 67-79 (+12),,"GOOD FT by RAKES,BAILEY",2
01:16,,67,,80 (+13),"GOOD FT by RAKES,BAILEY",Centre 67-80 (+13),,"GOOD FT by RAKES,BAILEY",2
01:10,"GOOD JUMPER by SCHMITT,GABE(in the paint)",69,,80 (+11),,Transy 69-80 (+11),,"GOOD JUMPER by SCHMITT,GABE(in the paint)",2
00:51,"FOUL  by GENTRY,LUCAS",,,,,,,"FOUL  by GENTRY,LUCAS",2
00:51,,69,,81 (+12),"GOOD FT by AYERS,PERRY",Centre 69-81 (+12),,"GOOD FT by AYERS,PERRY",2
00:51,,,,,"MISS FT by AYERS,PERRY",,,"MISS FT by AYERS,PERRY",2
--,"REBOUND DEF by GENTRY,LUCAS",,,,,,,"REBOUND DEF by GENTRY,LUCAS",2
00:42,"GOOD JUMPER by MCKINNEY,SPENCER(in the paint)",71,,81 (+10),,Transy 71-81 (+10),,"GOOD JUMPER by MCKINNEY,SPENCER(in the paint)",2
00:42,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:42,"FOUL  by ROOT,GAVIN",,,,,,,"FOUL  by ROOT,GAVIN",2
00:42,,71,,82 (+11),"GOOD FT by AYERS,PERRY",Centre 71-82 (+11),,"GOOD FT by AYERS,PERRY",2
00:42,,71,,83 (+12),"GOOD FT by AYERS,PERRY",Centre 71-83 (+12),,"GOOD FT by AYERS,PERRY",2
00:36,"TURNOVER  by CROMWELL,BRANDON",,,,,,,"TURNOVER  by CROMWELL,BRANDON",2
00:36,,,,,"STEAL  by CRUMP,DAWSON",,,"STEAL  by CRUMP,DAWSON",2
00:32,,71,,85 (+14),"GOOD JUMPER by CRUMP,DAWSON(fastbreak)(in the paint)",Centre 71-85 (+14),,"GOOD JUMPER by CRUMP,DAWSON(fastbreak)(in the paint)",2
00:32,"FOUL  by ROOT,GAVIN",,,,,,,"FOUL  by ROOT,GAVIN",2
00:32,,71,,86 (+15),"GOOD FT by CRUMP,DAWSON(fastbreak)",Centre 71-86 (+15),,"GOOD FT by CRUMP,DAWSON(fastbreak)",2
00:32,"SUB OUT by SCHMITT,GABE",,,,,,,"SUB OUT by SCHMITT,GABE",2
00:32,"SUB OUT by GENTRY,LUCAS",,,,,,,"SUB OUT by GENTRY,LUCAS",2
00:32,"SUB IN by RALLS,DUCE",,,,,,,"SUB IN by RALLS,DUCE",2
00:32,"SUB IN by BRYAN,TREY",,,,,,,"SUB IN by BRYAN,TREY",2
00:32,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
00:32,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
00:32,"SUB OUT by CROMWELL,BRANDON",,,,,,,"SUB OUT by CROMWELL,BRANDON",2
00:32,"SUB OUT by MCKINNEY,SPENCER",,,,,,,"SUB OUT by MCKINNEY,SPENCER",2
00:32,"SUB IN by TURLEY,QUENTON",,,,,,,"SUB IN by TURLEY,QUENTON",2
00:32,"SUB IN by ANDERSON,WILL",,,,,,,"SUB IN by ANDERSON,WILL",2
00:27,"MISS 3PTR by RALLS,DUCE",,,,,,,"MISS 3PTR by RALLS,DUCE",2
--,"REBOUND OFF by ANDERSON,WILL",,,,,,,"REBOUND OFF by ANDERSON,WILL",2
00:22,"MISS LAYUP by ANDERSON,WILL(in the paint)",,,,,,,"MISS LAYUP by ANDERSON,WILL(in the paint)",2
--,"REBOUND OFF by ROOT,GAVIN",,,,,,,"REBOUND OFF by ROOT,GAVIN",2
00:17,"MISS LAYUP by ROOT,GAVIN(in the paint)",,,,,,,"MISS LAYUP by ROOT,GAVIN(in the paint)",2
--,,,,,"REBOUND DEF by CRUMP,DAWSON",,,"REBOUND DEF by CRUMP,DAWSON",2
00:17,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:17,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",2
00:17,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
00:17,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",2
